Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;77,00;6,00;6,00;1,00;12,00;9,00;3,00;4,00;0,00;6,75;0,00;33,77;72,95;6,00;1,00;30,00;4,00;3,73;0,00;58,37;2,48;0,00;3,00;6,00;1,00;0,00;4,00;0,00;9,00;4,00;10,00;7,00;0,00;6,00;3,00;0,00;0,00;3,00;4,00;3,00;0,00;0,00;0,00;0,00
2019-01-13;87,00;7,00;1,00;1,00;1,00;11,00;4,00;1,00;3,00;0,00;2,68;28,11;89,68;0,00;0,00;18,00;3,00;2,45;0,00;63,72;1,23;0,00;6,00;0,00;0,00;1,00;4,00;0,00;6,00;3,00;6,00;3,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;72,00;3,00;8,00;1,00;4,00;7,00;4,00;6,00;0,00;5,43;1,36;23,09;74,72;3,00;1,00;18,00;1,00;2,48;0,00;49,66;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;4,00;1,00;1,00;11,00;0,00;14,00;3,00;0,00;1,00;0,00;6,00;0,00;1,00;0,00;0,00;0,00
2019-01-27;67,00;1,00;3,00;3,00;1,00;4,00;6,00;1,00;1,00;0,00;1,34;21,44;65,66;1,00;1,00;14,00;3,00;2,48;1,24;50,87;1,24;0,00;3,00;3,00;1,00;1,00;3,00;0,00;6,00;7,00;7,00;6,00;0,00;6,00;3,00;0,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00;0,00
2019-02-03;50,00;3,00;4,00;0,00;7,00;5,00;4,00;1,00;0,00;0,00;0,00;22,97;75,68;3,00;1,00;9,00;1,00;3,66;0,00;35,37;1,22;0,00;11,00;1,00;0,00;3,00;1,00;0,00;11,00;3,00;8,00;9,00;0,00;4,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;66,00;4,00;10,00;3,00;5,00;4,00;1,00;0,00;0,00;1,35;0,00;10,78;61,96;0,00;1,00;19,00;1,00;2,49;1,25;53,55;0,00;1,00;19,00;0,00;1,00;3,00;0,00;0,00;8,00;7,00;3,00;10,00;0,00;10,00;1,00;1,00;1,00;1,00;8,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;68,00;0,00;15,00;1,00;3,00;1,00;1,00;1,00;0,00;1,33;1,33;9,33;77,33;1,00;0,00;14,00;1,00;4,95;0,00;50,69;1,24;0,00;6,00;3,00;0,00;0,00;0,00;0,00;8,00;4,00;6,00;0,00;1,00;6,00;1,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;62,00;3,00;10,00;1,00;1,00;3,00;3,00;3,00;1,00;2,70;2,70;22,91;95,70;4,00;1,00;18,00;0,00;4,96;0,00;40,92;1,24;0,00;4,00;1,00;0,00;3,00;0,00;0,00;4,00;3,00;1,00;5,00;0,00;8,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;65,00;6,00;10,00;1,00;0,00;6,00;4,00;1,00;0,00;0,00;0,00;9,48;78,54;0,00;0,00;14,00;0,00;1,25;0,00;35,00;0,00;0,00;8,00;1,00;3,00;0,00;0,00;0,00;1,00;7,00;6,00;7,00;0,00;8,00;1,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-03-10;46,00;1,00;7,00;0,00;4,00;7,00;1,00;3,00;3,00;0,00;0,00;9,20;53,89;1,00;1,00;10,00;3,00;1,24;0,00;36,05;2,49;0,00;7,00;1,00;0,00;0,00;1,00;0,00;1,00;7,00;1,00;3,00;0,00;7,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;72,00;0,00;4,00;0,00;3,00;3,00;0,00;4,00;1,00;0,00;1,33;14,67;58,67;0,00;0,00;10,00;0,00;1,24;0,00;34,76;0,00;0,00;1,00;1,00;0,00;1,00;6,00;1,00;4,00;3,00;3,00;1,00;0,00;6,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
