Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;42,00;318,00;126,00;0,00;48,00;261,33;4,67;112,00;149,33;107,63;49,88;78,75;42,00;23,56;42,00;10,24;12,29;10,96;9,13;3,65;14,61;17,00;5,00;21,00;3,00;0,00;18,00;4,00;0,00;3,00;3,00;4,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-01-13;45,00;309,38;106,88;0,00;50,63;243,00;4,50;108,00;135,00;140,29;45,00;79,41;37,06;33,75;54,20;12,27;3,07;13,13;16,88;13,13;7,50;24,00;3,00;25,00;4,00;0,00;14,00;0,00;0,00;7,00;3,00;1,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-01-20;43,00;258,00;98,29;0,00;49,14;210,22;4,78;81,22;109,89;110,19;51,06;56,44;26,88;25,60;29,69;9,21;7,17;1,87;1,87;5,61;11,22;8,00;5,00;27,00;6,00;0,00;15,00;0,00;1,00;5,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-27;18,00;246,00;138,00;0,00;60,00;184,50;4,50;58,50;112,50;113,14;36,00;69,43;41,14;38,12;50,82;7,41;7,41;3,60;9,00;5,40;12,60;14,00;5,00;10,00;1,00;0,00;9,00;1,00;0,00;1,00;1,00;1,00;1,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-02-03;22,00;247,50;99,00;0,00;60,50;171,60;4,40;48,40;101,20;74,25;41,25;77,00;38,50;45,00;40,00;10,00;5,00;1,83;1,83;7,33;11,00;10,00;5,00;16,00;7,00;1,00;48,00;1,00;1,00;4,00;3,00;3,00;1,00;5,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-02-10;24,00;252,00;126,00;0,00;72,00;187,20;9,60;76,80;105,60;72,00;40,00;74,67;48,00;24,00;42,78;9,39;8,35;9,23;1,85;11,08;7,38;17,00;3,00;17,00;3,00;0,00;9,00;3,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;4,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-02-17;28,00;263,20;84,00;0,00;39,20;163,33;4,67;56,00;98,00;96,73;38,18;43,27;58,55;32,00;38,00;8,00;5,00;3,73;1,87;9,33;7,47;15,00;12,00;13,00;4,00;0,00;7,00;1,00;1,00;5,00;1,00;4,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-02-24;37,00;259,00;92,50;0,00;61,67;171,13;9,25;41,63;97,13;95,14;34,36;71,36;50,21;19,53;41,11;5,14;9,25;5,55;7,40;11,10;9,25;18,00;9,00;17,00;3,00;1,00;10,00;1,00;4,00;0,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-03-03;33,00;225,50;77,00;0,00;49,50;212,14;4,71;33,00;89,57;85,25;33,00;66,00;44,00;25,78;55,69;14,44;0,00;1,83;5,50;7,33;1,83;14,00;12,00;14,00;4,00;0,00;7,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-03-10;31,00;235,60;124,00;0,00;43,40;203,71;4,43;57,57;84,14;74,92;38,75;56,83;41,33;36,17;29,97;11,37;6,20;10,94;10,94;16,41;14,59;22,00;9,00;14,00;6,00;0,00;8,00;1,00;1,00;6,00;8,00;3,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;22,00;242,00;104,50;0,00;33,00;220,00;8,80;44,00;61,60;96,25;38,50;49,50;41,25;31,43;47,14;9,43;8,38;3,67;1,83;5,50;9,17;18,00;0,00;22,00;1,00;0,00;12,00;0,00;3,00;1,00;3,00;0,00;0,00;8,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-03-24;29,00;261,00;87,00;0,00;34,80;222,33;4,83;53,17;87,00;73,82;47,45;47,45;52,73;22,00;36,00;7,00;3,00;5,44;7,25;9,06;3,63;25,00;7,00;20,00;3,00;3,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;47,00;287,88;94,00;0,00;41,13;272,60;47,00;42,30;117,50;112,28;41,78;57,44;33,94;36,78;35,76;7,15;7,15;1,81;5,42;9,04;14,46;13,00;9,00;15,00;7,00;0,00;5,00;1,00;1,00;7,00;0,00;3,00;0,00;3,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-04-07;66,00;318,00;102,00;0,00;54,00;254,57;9,43;56,57;136,71;89,76;34,32;58,08;31,68;25,78;23,72;11,34;9,28;11,00;3,67;11,00;12,83;32,00;9,00;21,00;4,00;1,00;8,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-04-14;47,00;364,25;99,88;0,00;47,00;230,30;14,10;61,10;112,80;96,61;41,78;52,22;28,72;45,98;38,83;14,30;4,09;7,23;12,65;7,23;21,69;21,00;8,00;14,00;1,00;3,00;5,00;1,00;3,00;3,00;0,00;4,00;0,00;5,00;1,00;1,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-04-21;53,00;406,33;94,22;0,00;35,33;300,33;13,25;48,58;145,75;90,10;47,70;66,25;21,20;45,87;36,69;11,21;5,10;9,14;18,28;7,31;20,10;26,00;11,00;35,00;12,00;0,00;5,00;4,00;0,00;8,00;1,00;4,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;61,00;404,82;83,18;0,00;38,82;356,62;2,35;56,31;168,92;132,61;50,39;76,91;37,13;58,97;59,98;8,13;8,13;14,79;9,24;12,94;18,48;15,00;8,00;27,00;9,00;0,00;14,00;1,00;1,00;6,00;1,00;4,00;0,00;9,00;3,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00
2019-05-05;58,00;423,40;92,80;0,00;29,00;307,85;4,46;44,62;151,69;116,00;44,82;79,09;36,91;38,67;49,86;13,23;9,16;21,75;5,44;18,13;10,88;24,00;14,00;33,00;8,00;3,00;10,00;1,00;3,00;6,00;4,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-05-12;58,00;388,60;92,80;0,00;23,20;298,92;4,46;80,31;178,46;126,55;44,82;55,36;29,00;53,93;65,12;18,32;9,16;19,94;16,31;10,88;18,13;26,00;18,00;17,00;4,00;0,00;12,00;1,00;0,00;3,00;4,00;4,00;0,00;5,00;4,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-19;57,00;416,10;79,80;0,00;34,20;361,00;9,50;76,00;137,75;116,59;41,45;51,82;46,64;40,71;61,07;11,20;7,13;12,87;9,19;18,39;7,35;25,00;14,00;23,00;11,00;0,00;6,00;1,00;0,00;5,00;4,00;1,00;1,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;49,00;379,75;91,88;0,00;24,50;298,45;8,91;98,00;164,82;134,11;54,16;49,00;38,68;41,85;95,96;11,23;9,19;19,96;7,26;16,33;23,59;19,00;8,00;24,00;9,00;1,00;10,00;0,00;4,00;5,00;3,00;3,00;0,00;5,00;4,00;1,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00
2019-06-02;55,00;403,33;103,89;0,00;30,56;339,17;9,17;59,58;165,00;115,24;57,62;62,86;47,14;38,70;64,17;14,26;6,11;20,17;9,17;14,67;23,83;23,00;11,00;23,00;11,00;0,00;2,00;1,00;4,00;4,00;4,00;2,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;61,00;377,09;72,09;0,00;27,73;337,85;9,38;75,08;145,46;114,04;47,74;53,04;39,78;47,78;79,30;16,27;5,08;18,48;5,55;12,94;22,18;11,00;7,00;16,00;7,00;2,00;11,00;3,00;5,00;2,00;1,00;7,00;0,00;9,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;4,00;0,00
2019-06-16;61,00;332,73;77,64;0,00;38,82;323,77;9,38;65,69;150,15;124,65;74,26;55,70;37,13;35,58;56,93;16,27;5,08;8,97;8,97;7,18;25,12;23,00;10,00;35,00;8,00;0,00;14,00;1,00;4,00;3,00;3,00;8,00;1,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-06-23;59,00;365,80;64,90;0,00;35,40;267,77;4,54;86,23;140,69;136,77;34,86;69,73;40,23;43,74;92,57;13,22;5,09;23,97;18,44;14,75;14,75;22,00;13,00;18,00;13,00;0,00;14,00;4,00;6,00;8,00;3,00;3,00;1,00;9,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-06-30;74,00;449,69;79,69;0,00;39,85;337,63;4,63;129,50;175,75;129,50;52,86;63,43;39,64;75,01;61,84;28,38;15,21;7,22;7,22;10,83;12,63;27,00;15,00;18,00;8,00;3,00;14,00;3,00;3,00;13,00;3,00;5,00;0,00;5,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-07-07;72,00;486,00;120,00;3,00;54,00;342,00;4,50;220,50;211,50;130,67;45,33;69,33;53,33;60,85;75,04;29,41;12,17;25,85;24,00;14,77;38,77;18,00;11,00;25,00;10,00;0,00;16,00;1,00;0,00;9,00;6,00;5,00;1,00;3,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00
2019-07-14;83,00;545,43;112,64;0,00;59,29;313,56;13,83;262,83;202,89;114,13;67,44;72,63;31,13;78,95;78,95;33,40;20,24;22,13;11,07;18,44;46,11;25,00;12,00;27,00;8,00;1,00;16,00;3,00;5,00;7,00;5,00;13,00;4,00;5,00;8,00;1,00;1,00;0,00;0,00;1,00;0,00;5,00;0,00
2019-07-21;68,00;566,67;96,33;0,00;68,00;417,07;4,53;240,27;204,00;151,69;52,31;104,62;44,46;80,18;57,85;30,45;19,28;23,89;29,41;11,03;56,97;15,00;10,00;23,00;17,00;0,00;13,00;0,00;10,00;10,00;7,00;14,00;3,00;7,00;9,00;1,00;3,00;0,00;0,00;1,00;1,00;9,00;0,00
2019-07-28;77,00;509,38;124,38;0,00;41,46;375,94;9,06;231,00;217,41;148,69;79,66;82,31;45,14;82,13;72,89;24,64;14,37;20,17;22,00;11,00;60,50;23,00;17,00;34,00;10,00;3,00;13,00;3,00;6,00;7,00;4,00;9,00;1,00;6,00;0,00;3,00;3,00;0,00;0,00;3,00;1,00;1,00;1,00
2019-08-04;72,00;515,08;149,54;0,00;33,23;400,50;4,50;162,00;193,50;136,00;72,00;98,67;50,67;77,07;98,37;40,56;17,24;25,20;18,00;16,20;37,80;22,00;17,00;30,00;25,00;3,00;17,00;0,00;3,00;9,00;4,00;7,00;1,00;12,00;3,00;3,00;0,00;1,00;1,00;3,00;0,00;0,00;0,00
2019-08-11;60,00;444,00;138,00;0,00;36,00;364,62;4,62;143,08;184,62;104,35;62,61;104,35;41,74;37,63;65,08;13,22;16,27;16,36;14,55;12,73;34,55;16,00;12,00;24,00;12,00;1,00;16,00;1,00;4,00;5,00;5,00;3,00;1,00;7,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-08-18;71,00;402,33;130,17;0,00;35,50;293,47;4,73;104,13;179,87;92,04;57,85;68,37;44,70;57,81;74,04;69,99;11,16;10,92;12,74;9,10;18,21;22,00;11,00;30,00;11,00;1,00;16,00;3,00;7,00;11,00;5,00;4,00;1,00;3,00;3,00;1,00;3,00;0,00;0,00;3,00;0,00;1,00;1,00
2019-08-25;66,00;366,00;108,00;0,00;30,00;268,71;4,71;66,00;132,00;113,52;50,16;68,64;31,68;55,85;69,05;82,25;6,09;3,67;11,00;11,00;25,67;22,00;17,00;21,00;8,00;3,00;13,00;3,00;3,00;4,00;3,00;3,00;4,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;60,00;414,00;84,00;0,00;48,00;309,23;4,62;60,00;152,31;86,09;39,13;57,39;44,35;38,64;36,61;26,44;9,15;10,91;9,09;3,64;18,18;14,00;7,00;29,00;10,00;1,00;19,00;0,00;1,00;6,00;2,00;1,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-09-08;65,00;502,27;153,64;0,00;53,18;269,29;4,64;78,93;116,07;94,79;54,17;56,88;40,63;45,70;41,64;11,17;6,09;9,29;7,43;7,43;14,86;27,00;19,00;13,00;9,00;0,00;9,00;1,00;1,00;5,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;53,00;335,67;100,11;0,00;29,44;279,45;9,64;62,64;125,27;79,50;42,40;66,25;47,70;47,90;46,88;12,23;9,17;1,83;3,66;5,48;9,14;15,00;10,00;24,00;6,00;0,00;13,00;0,00;0,00;3,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;46,00;270,25;86,25;0,00;34,50;220,80;4,60;64,40;96,60;78,47;27,06;81,18;40,59;52,13;41,91;10,22;4,09;9,20;7,36;12,88;9,20;15,00;14,00;11,00;5,00;0,00;10,00;0,00;1,00;2,00;0,00;1,00;1,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
