Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;19,00;2,11;211,11;105,56;0,00;15,00
2019-01-13;13,00;2,17;188,50;97,50;1,08;14,00
2019-01-20;13,00;1,08;175,50;91,00;2,17;15,00
2019-01-27;15,00;1,07;145,71;92,14;1,07;13,00
2019-02-03;11,00;2,20;147,40;81,40;2,20;16,00
2019-02-10;10,00;2,00;128,00;90,00;2,00;12,00
2019-02-17;14,00;2,00;116,00;82,00;0,00;10,00
2019-02-24;10,00;4,00;128,00;76,00;1,00;17,00
2019-03-03;14,00;7,00;163,33;95,67;0,00;15,00
2019-03-10;12,00;1,20;153,60;91,20;0,00;9,00
2019-03-17;17,00;4,25;127,50;95,63;1,06;12,00
2019-03-24;12,00;2,00;122,00;80,00;0,00;12,00
2019-03-31;12,00;2,40;124,80;96,00;2,40;10,00
2019-04-07;10,00;4,00;130,00;80,00;1,00;13,00
2019-04-14;10,00;2,00;94,00;80,00;1,00;16,00
2019-04-21;11,00;2,20;149,60;74,80;1,10;12,00
2019-04-28;11,00;1,10;134,20;74,80;1,10;8,00
2019-05-05;18,00;1,13;114,75;81,00;2,25;19,00
2019-05-12;8,00;2,00;122,00;78,00;1,00;13,00
2019-05-19;9,00;2,25;135,00;87,75;2,25;16,00
2019-05-26;13,00;1,08;138,67;65,00;1,08;13,00
2019-06-02;16,00;2,29;139,43;84,57;2,29;11,00
2019-06-09;17,00;1,06;153,00;74,38;2,13;12,00
2019-06-16;13,00;2,17;121,33;88,83;0,00;12,00
2019-06-23;14,00;2,00;108,00;78,00;1,00;12,00
2019-06-30;10,00;0,00;140,00;107,50;1,25;14,00
2019-07-07;13,00;2,17;130,00;78,00;2,17;25,00
2019-07-14;11,00;2,20;136,40;85,80;2,20;9,00
2019-07-21;12,00;2,00;124,00;84,00;2,00;13,00
2019-07-28;13,00;2,17;138,67;93,17;1,08;17,00
2019-08-04;43,00;1,08;141,90;90,30;1,08;10,00
2019-08-11;14,00;1,17;149,33;100,33;2,33;13,00
2019-08-18;17,00;4,25;136,00;78,63;2,13;15,00
2019-08-25;12,00;1,20;158,40;98,40;0,00;11,00
2019-09-01;15,00;2,14;137,14;90,00;1,07;12,00
2019-09-08;16,00;2,00;146,00;86,00;1,00;18,00
2019-09-15;15,00;2,14;141,43;83,57;6,43;11,00
2019-09-22;13,00;2,17;153,83;78,00;2,17;14,00
2019-09-29;18,00;4,50;132,75;87,75;0,00;12,00
2019-10-06;13,00;4,33;134,33;91,00;1,08;12,00
2019-10-13;9,00;4,50;126,00;94,50;2,25;10,00
2019-10-20;12,00;6,00;106,00;70,00;1,00;13,00
2019-10-27;12,00;1,20;120,00;84,00;2,40;14,00
2019-11-03;54,00;2,16;125,28;77,76;0,00;11,00
2019-11-10;18,00;2,25;130,50;63,00;2,25;10,00
2019-11-17;13,00;4,33;99,67;75,83;2,17;13,00
2019-11-24;11,00;4,40;116,60;63,80;2,20;10,00
2019-12-01;9,00;2,25;108,00;74,25;1,13;7,00
2019-12-08;15,00;4,29;92,14;57,86;2,14;9,00
2019-12-15;11,00;2,20;96,80;77,00;2,20;13,00
2019-12-22;12,00;2,00;134,00;76,00;2,00;17,00
2019-12-29;12,00;2,40;213,60;112,80;2,40;31,00
2020-01-05;18,00;4,50;204,75;110,25;2,25;20,00
2020-01-12;20,00;2,22;197,78;108,89;2,22;15,00
2020-01-19;15,00;2,14;171,43;102,86;2,14;16,00
2020-01-26;12,00;4,00;152,00;96,00;2,00;13,00
