Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;36,00;432,00;324,00;198,00;162,00;120,52;79,83;86,09;108,00;65,79;84,41;58,34;57,10;77,14;69,43;38,57;25,71;40,00;41,00;22,00;37,00;22,00;28,00;26,00;17,00;18,00;24,00;17,00;9,00;8,00;8,00;4,00;4,00;4,00;3,00;2,00
2019-01-13;34,00;374,00;306,00;187,00;187,00;132,76;89,05;74,48;126,29;66,74;64,22;57,93;61,70;78,46;68,00;34,00;23,54;40,00;68,00;26,00;31,00;26,00;19,00;20,00;24,00;28,00;14,00;15,00;13,00;13,00;4,00;9,00;8,00;0,00;3,00;2,00
2019-01-20;31,00;294,50;248,00;201,50;124,00;124,00;77,50;99,20;120,90;84,32;57,04;60,76;62,00;74,92;72,33;23,25;20,67;41,00;53,00;23,00;26,00;24,00;31,00;23,00;28,00;18,00;23,00;16,00;12,00;9,00;7,00;6,00;5,00;4,00;3,00;2,00
2019-01-27;23,00;241,50;218,50;126,50;115,00;118,29;75,57;95,29;123,21;92,00;65,17;56,22;75,39;74,11;61,33;38,33;30,67;31,00;49,00;25,00;24,00;33,00;23,00;16,00;24,00;15,00;20,00;6,00;10,00;9,00;12,00;5,00;5,00;5,00;0,00;1,00
2019-02-03;19,00;437,00;342,00;247,00;152,00;91,83;61,75;99,75;120,33;70,93;78,53;55,73;82,33;73,63;64,13;21,38;21,38;33,00;65,00;30,00;22,00;30,00;24,00;28,00;25,00;14,00;21,00;4,00;17,00;10,00;14,00;5,00;4,00;5,00;2,00;2,00
2019-02-10;27,00;310,50;256,50;175,50;121,50;123,88;63,53;92,12;103,24;81,00;58,91;47,86;73,64;71,18;66,27;27,00;31,91;38,00;53,00;22,00;27,00;32,00;15,00;19,00;16,00;17,00;16,00;4,00;13,00;14,00;18,00;12,00;11,00;12,00;1,00;3,00
2019-02-17;26,00;273,00;247,00;156,00;117,00;99,13;53,63;100,75;126,75;75,52;54,48;60,67;78,00;65,00;83,20;31,20;23,40;42,00;56,00;37,00;31,00;32,00;25,00;15,00;23,00;27,00;17,00;4,00;9,00;13,00;9,00;8,00;9,00;6,00;2,00;5,00
2019-02-24;28,00;336,00;280,00;168,00;112,00;121,33;66,89;105,78;110,44;76,70;81,57;52,35;76,70;63,64;66,18;20,36;25,45;38,00;46,00;28,00;38,00;31,00;15,00;16,00;16,00;19,00;16,00;2,00;9,00;14,00;11,00;7,00;8,00;7,00;4,00;5,00
2019-03-03;32,00;416,00;288,00;224,00;144,00;132,80;78,40;108,80;108,80;70,15;68,92;52,92;84,92;59,08;66,46;34,46;27,08;31,00;52,00;31,00;32,00;26,00;19,00;27,00;22,00;27,00;19,00;4,00;11,00;12,00;14,00;6,00;10,00;3,00;2,00;4,00
2019-03-10;24,00;288,00;216,00;144,00;108,00;113,60;60,80;97,60;116,80;67,20;57,60;61,20;94,80;45,60;57,60;21,60;26,40;32,00;55,00;24,00;27,00;28,00;27,00;23,00;23,00;18,00;22,00;3,00;7,00;12,00;12,00;9,00;10,00;4,00;2,00;4,00
2019-03-17;25,00;337,50;225,00;175,00;100,00;114,06;54,69;87,50;106,25;53,75;68,75;67,50;77,50;50,00;60,00;27,50;22,50;38,00;51,00;20,00;27,00;25,00;27,00;18,00;18,00;19,00;21,00;6,00;9,00;5,00;17,00;4,00;2,00;4,00;2,00;2,00
2019-03-24;36,00;432,00;342,00;216,00;162,00;114,26;67,30;92,35;117,39;68,28;70,76;53,38;76,97;72,00;74,57;30,86;28,29;31,00;49,00;31,00;40,00;39,00;24,00;17,00;22,00;21,00;13,00;6,00;8,00;13,00;11,00;6,00;16,00;6,00;4,00;4,00
2019-03-31;38,00;316,67;215,33;177,33;152,00;139,33;80,75;98,17;142,50;90,71;76,00;72,32;95,61;78,53;81,07;27,87;20,27;42,00;44,00;24,00;32,00;43,00;23,00;12,00;23,00;24,00;19,00;16,00;17,00;20,00;17,00;12,00;15,00;7,00;9,00;5,00
2019-04-07;45,00;420,00;315,00;225,00;195,00;160,71;107,68;114,11;123,75;81,49;79,05;74,19;66,89;85,00;77,50;30,00;25,00;56,00;55,00;29,00;38,00;34,00;26,00;25,00;21,00;28,00;10,00;14,00;12,00;9,00;13,00;2,00;13,00;9,00;4,00;0,00
2019-04-14;36,00;1800,00;324,00;306,00;198,00;112,70;100,17;95,48;134,61;68,28;70,76;60,83;65,79;74,57;51,43;25,71;43,71;38,00;52,00;26,00;30,00;37,00;13,00;15,00;18,00;33,00;15,00;20,00;13,00;13,00;16,00;10,00;9,00;6,00;7,00;1,00
2019-04-21;41,00;341,67;205,00;164,00;123,00;85,15;75,69;88,31;91,46;66,32;53,06;41,00;73,56;46,13;43,56;33,31;30,75;43,00;52,00;33,00;20,00;42,00;18,00;11,00;25,00;29,00;12,00;9,00;11,00;11,00;12,00;10,00;10,00;2,00;2,00;3,00
2019-04-28;36,00;396,00;252,00;216,00;162,00;125,22;61,04;86,09;114,26;69,52;67,03;50,90;57,10;61,71;54,00;28,29;18,00;57,00;44,00;30,00;29,00;25,00;21,00;27,00;17,00;18,00;10,00;20,00;17,00;10,00;5,00;10,00;9,00;5,00;6,00;0,00
2019-05-05;44,00;322,67;190,67;161,33;117,33;114,71;53,43;138,29;108,43;61,11;61,11;58,67;53,78;67,29;72,47;20,71;20,71;52,00;50,00;20,00;31,00;33,00;23,00;22,00;22,00;29,00;19,00;20,00;20,00;15,00;16,00;4,00;16,00;8,00;7,00;7,00
2019-05-12;51,00;357,00;221,00;187,00;187,00;129,09;82,88;90,84;113,16;63,44;67,17;57,22;63,44;63,75;68,85;25,50;15,30;49,00;42,00;22,00;24,00;38,00;21,00;27,00;27,00;22,00;16,00;10,00;15,00;6,00;12,00;7,00;8,00;11,00;1,00;7,00
2019-05-19;46,00;352,67;230,00;168,67;168,67;120,55;69,79;84,07;104,69;48,49;63,41;78,32;60,92;66,44;74,11;25,56;25,56;44,00;50,00;29,00;35,00;24,00;13,00;28,00;28,00;28,00;12,00;28,00;17,00;8,00;8,00;12,00;10,00;5,00;4,00;5,00
2019-05-26;41,00;314,33;177,67;164,00;123,00;113,54;93,04;94,62;88,31;65,85;53,42;44,73;63,36;82,00;66,63;20,50;28,19;26,00;39,00;29,00;26,00;34,00;13,00;24,00;12,00;25,00;6,00;19,00;9,00;10,00;7,00;8,00;14,00;7,00;10,00;4,00
2019-06-02;39,00;299,00;208,00;143,00;130,00;101,40;79,56;79,56;96,72;64,59;81,66;48,75;54,84;56,06;126,75;31,69;21,94;49,00;38,00;33,00;19,00;44,00;19,00;23,00;24,00;26,00;14,00;19,00;14,00;15,00;8,00;10,00;9,00;14,00;11,00;4,00
