Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;60,00;370,00;265,00;395,00;260,00;10,00;160,00;110,00;174,78;117,39;96,52;143,48;189,23;221,54;55,38;9,23;90,00;438,00;18,00;36,00;19,00;37,00;32,00;41,00;24,21;56,84;5,26;23,16;12,00;8,00;6,00;4,00;8,00;2,00;1,00
2019-03-24;59,00;348,64;268,18;396,91;236,00;9,83;157,33;108,17;171,87;102,61;97,48;130,83;190,62;222,38;45,38;9,08;88,50;424,80;17,70;41,30;18,00;37,00;42,00;37,00;23,81;51,75;10,35;23,81;16,00;5,00;6,00;5,00;15,00;1,00;1,00
2019-03-31;72,00;349,71;272,57;411,43;246,86;10,29;174,86;123,43;174,86;113,14;97,71;151,71;198,00;216,00;54,00;9,00;96,00;438,00;18,00;42,00;17,00;40,00;42,00;49,00;30,71;54,00;11,65;27,53;15,00;9,00;9,00;6,00;17,00;1,00;1,00
2019-04-07;82,00;410,00;302,38;456,13;276,75;10,25;174,25;112,75;205,00;128,13;105,06;148,63;209,56;255,11;63,78;9,11;99,57;439,29;17,57;46,86;23,00;39,00;34,00;46,00;22,08;52,56;11,56;25,23;16,00;11,00;14,00;3,00;14,00;2,00;1,00
2019-04-14;69,00;429,92;254,77;530,77;226,71;9,86;187,29;128,14;168,67;120,11;92,00;132,89;197,80;216,20;50,60;9,20;103,50;408,25;17,25;46,00;17,00;36,00;29,00;33,00;25,48;37,15;10,62;26,54;18,00;9,00;10,00;3,00;17,00;2,00;2,00
2019-04-21;69,00;345,00;244,15;451,15;207,00;9,86;177,43;108,43;148,22;109,89;76,67;140,56;197,80;225,40;59,80;9,20;86,25;425,50;17,25;40,25;21,00;31,00;36,00;44,00;24,05;44,95;9,41;28,23;16,00;10,00;7,00;6,00;14,00;2,00;2,00
2019-04-28;66,00;319,85;248,77;436,62;207,43;9,43;179,14;113,14;154,85;111,69;86,31;129,46;180,40;224,40;52,80;8,80;102,00;408,00;18,00;48,00;22,00;40,00;52,00;51,00;24,48;37,26;12,77;24,48;15,00;6,00;8,00;7,00;11,00;1,00;2,00
2019-05-05;83,00;347,56;285,31;518,75;238,63;10,38;1037,50;124,50;155,63;111,53;106,34;142,66;198,28;239,78;50,72;9,22;94,86;391,29;17,79;53,36;24,00;39,00;44,00;37,00;31,52;40,97;17,86;28,37;27,00;9,00;8,00;12,00;19,00;1,00;2,00
2019-05-12;84,00;346,50;236,25;456,75;231,00;10,50;367,50;126,00;147,64;112,00;99,27;127,27;172,42;225,47;53,05;8,84;102,00;402,00;18,00;36,00;20,00;45,00;37,00;43,00;23,10;42,00;12,60;27,30;17,00;8,00;10,00;5,00;19,00;1,00;2,00
2019-05-19;87,00;383,82;276,35;440,12;251,33;9,67;222,33;106,33;176,56;122,82;94,68;125,38;183,16;233,53;54,95;9,16;110,20;417,60;23,20;46,40;26,00;33,00;42,00;46,00;26,20;50,31;9,43;31,45;16,00;9,00;8,00;9,00;33,00;1,00;2,00
2019-05-26;79,00;395,00;273,87;437,13;217,25;9,88;543,13;108,63;152,90;119,77;89,19;145,26;269,53;223,06;60,41;9,29;115,46;443,62;18,23;42,54;27,00;42,00;38,00;37,00;26,33;38,97;11,59;27,39;15,00;7,00;13,00;6,00;33,00;3,00;3,00
2019-06-02;93,00;387,50;248,00;439,17;227,33;10,33;268,67;124,00;167,92;111,08;100,75;134,33;194,86;407,43;48,71;13,29;104,63;401,06;23,25;46,50;28,00;36,00;41,00;44,00;36,57;42,84;15,67;30,30;23,00;7,00;15,00;9,00;18,00;3,00;2,00
2019-06-09;89,00;382,18;261,76;471,18;217,56;9,89;178,00;118,67;180,54;124,60;99,17;142,40;204,70;244,75;53,40;8,90;106,80;486,53;23,73;47,47;31,00;35,00;38,00;50,00;29,32;37,69;13,61;32,46;21,00;7,00;12,00;10,00;20,00;2,00;4,00
2019-06-16;96,00;419,37;267,79;419,37;211,20;9,60;153,60;96,00;168,65;119,35;98,59;153,08;210,29;214,86;50,29;13,71;108,00;456,00;24,00;42,00;27,00;42,00;38,00;50,00;35,87;34,81;11,60;28,48;18,00;11,00;12,00;10,00;16,00;2,00;3,00
2019-06-23;91,00;429,72;273,00;434,78;262,89;10,11;161,78;111,22;189,80;119,60;101,40;153,40;218,40;209,30;59,15;13,65;115,27;515,67;30,33;42,47;27,00;43,00;36,00;47,00;32,80;45,50;13,76;26,45;27,00;12,00;10,00;9,00;17,00;1,00;3,00
2019-06-30;83,00;415,00;280,13;425,38;228,25;10,38;166,00;114,13;194,53;129,69;95,97;142,66;212,11;212,11;59,94;13,83;118,57;533,57;35,57;41,50;30,00;43,00;40,00;43,00;30,47;40,97;11,56;23,11;16,00;12,00;18,00;6,00;17,00;2,00;3,00
2019-07-07;90,00;439,41;280,59;497,65;230,00;10,00;170,00;110,00;185,14;118,29;97,71;146,57;193,50;211,50;58,50;9,00;120,00;510,00;18,00;36,00;22,00;43,00;31,00;46,00;31,40;42,91;14,65;28,26;21,00;11,00;12,00;9,00;17,00;2,00;2,00
2019-07-14;100,00;426,32;278,95;457,89;220,00;20,00;150,00;110,00;189,74;128,21;89,74;141,03;190,91;240,91;63,64;9,09;129,41;476,47;23,53;52,94;30,00;41,00;32,00;43,00;34,74;43,16;14,74;28,42;20,00;13,00;13,00;9,00;14,00;4,00;3,00
2019-07-21;88,00;445,18;264,00;460,71;244,44;9,78;176,00;107,56;183,76;139,76;103,53;152,71;202,40;211,20;57,20;8,80;105,60;504,53;29,33;46,93;27,00;40,00;43,00;52,00;33,52;52,38;14,67;32,48;22,00;10,00;13,00;10,00;17,00;3,00;4,00
2019-07-28;70,00;473,85;312,31;441,54;230,00;10,00;150,00;110,00;189,26;132,22;80,37;142,59;238,00;275,33;60,67;14,00;93,33;472,50;17,50;40,83;28,00;42,00;40,00;48,00;29,70;41,36;15,91;31,82;20,00;10,00;15,00;7,00;16,00;4,00;3,00
2019-08-04;92,00;419,11;281,11;388,44;235,11;10,22;163,56;102,22;186,56;132,89;99,67;143,11;211,60;262,20;59,80;13,80;97,75;575,00;17,25;40,25;27,00;39,00;34,00;51,00;31,36;47,05;15,68;26,14;25,00;7,00;16,00;6,00;15,00;4,00;1,00
2019-08-11;77,00;415,80;282,33;415,80;221,38;19,25;134,75;105,88;182,23;125,77;84,70;187,37;208,35;226,47;63,41;9,06;100,69;527,15;17,77;47,38;27,00;36,00;40,00;48,00;31,64;34,81;12,66;24,26;19,00;13,00;13,00;7,00;12,00;2,00;3,00
2019-08-18;82,00;389,50;287,00;374,13;225,50;10,25;164,00;112,75;205,00;130,69;92,25;140,94;205,00;209,56;63,78;13,67;99,57;521,29;23,43;46,86;22,00;41,00;49,00;46,00;33,64;42,05;9,46;34,69;19,00;12,00;11,00;7,00;17,00;2,00;2,00
2019-08-25;68,00;392,31;277,23;387,08;233,14;19,43;174,86;97,14;171,26;123,41;93,19;123,41;185,87;204,00;54,40;9,07;96,33;436,33;17,00;39,67;21,00;46,00;40,00;52,00;29,29;43,94;7,32;26,15;16,00;8,00;12,00;6,00;12,00;2,00;1,00
2019-09-01;83,00;404,63;326,81;409,81;280,13;20,75;186,75;114,13;186,75;147,84;116,72;202,31;225,94;225,94;69,17;13,83;100,79;480,21;23,71;53,36;26,00;56,00;43,00;48,00;26,27;50,43;11,56;35,72;18,00;10,00;10,00;8,00;17,00;4,00;3,00
2019-09-08;78,00;431,60;322,40;405,60;263,25;9,75;185,25;107,25;210,60;153,40;119,60;153,40;220,24;229,41;73,41;13,76;114,00;480,00;24,00;60,00;26,00;52,00;51,00;54,00;27,41;53,76;12,65;43,22;15,00;9,00;10,00;7,00;17,00;2,00;3,00
2019-09-15;74,00;486,29;327,71;433,43;317,14;21,14;211,43;126,86;193,93;148,00;109,72;158,21;198,88;249,75;74,00;13,88;117,17;524,17;24,67;67,83;21,00;67,00;48,00;51,00;26,43;51,80;10,57;40,17;23,00;12,00;13,00;7,00;23,00;3,00;2,00
2019-09-22;80,00;437,33;341,33;405,33;270,00;20,00;200,00;100,00;203,87;139,35;121,29;165,16;191,11;240,00;66,67;17,78;108,57;485,71;22,86;57,14;24,00;70,00;49,00;49,00;28,42;48,42;10,53;38,95;21,00;13,00;9,00;5,00;15,00;2,00;2,00
2019-09-29;63,00;441,00;315,00;388,50;252,00;21,00;189,00;105,00;201,60;151,20;103,32;146,16;202,50;202,50;67,50;13,50;91,64;458,18;17,18;51,55;22,00;64,00;49,00;56,00;23,10;47,25;15,75;40,95;20,00;10,00;10,00;4,00;16,00;3,00;4,00
2019-10-06;59,00;439,82;370,09;396,91;265,50;19,67;186,83;108,17;256,52;146,22;115,43;164,17;213,31;217,85;90,77;18,15;94,40;507,40;23,60;59,00;14,00;58,00;49,00;52,00;21,07;54,79;17,91;33,71;16,00;10,00;6,00;4,00;11,00;3,00;1,00
2019-10-13;56,00;417,45;290,18;468,36;224,00;9,33;149,33;84,00;234,18;137,45;101,82;150,18;224,00;196,00;79,33;18,67;78,40;425,60;16,80;61,60;19,00;47,00;45,00;41,00;17,63;48,74;13,48;33,19;16,00;8,00;9,00;4,00;15,00;2,00;3,00
2019-10-20;51,00;408,00;275,40;331,50;234,60;10,20;163,20;102,00;209,10;132,60;112,20;140,25;199,36;199,36;64,91;13,91;73,67;430,67;17,00;45,33;21,00;58,00;41,00;46,00;18,06;51,00;13,81;32,94;20,00;9,00;7,00;3,00;10,00;3,00;1,00
2019-10-27;35,00;365,00;260,00;270,00;166,25;8,75;131,25;70,00;187,50;127,50;87,50;125,00;179,38;161,88;70,00;13,13;70,00;449,17;17,50;46,67;12,00;43,00;33,00;45,00;12,73;48,79;10,61;32,88;15,00;7,00;8,00;3,00;12,00;2,00;2,00
2019-11-03;38,00;390,86;282,29;309,43;190,00;9,50;142,50;85,50;207,73;197,60;83,60;129,20;199,50;190,00;76,00;14,25;76,00;449,67;25,33;63,33;17,00;39,00;41,00;44,00;19,00;45,39;10,56;28,50;14,00;8,00;7,00;3,00;10,00;1,00;3,00
2019-11-10;35,00;355,00;265,00;255,00;157,50;17,50;140,00;61,25;190,00;130,00;82,50;135,00;188,13;437,50;74,38;13,13;70,00;402,50;17,50;40,83;16,00;45,00;36,00;41,00;18,03;46,67;12,73;31,82;14,00;4,00;7,00;4,00;12,00;2,00;2,00
2019-11-17;38,00;374,57;276,86;255,14;161,50;9,50;152,00;66,50;174,80;121,60;93,73;119,07;194,75;223,25;76,00;14,25;76,00;430,67;19,00;50,67;14,00;44,00;39,00;53,00;15,83;34,83;7,39;31,67;13,00;8,00;6,00;2,00;11,00;4,00;1,00
2019-11-24;40,00;320,00;245,00;220,00;190,00;10,00;150,00;70,00;172,50;120,00;87,50;112,50;182,22;151,11;75,56;13,33;62,86;377,14;17,14;51,43;15,00;47,00;39,00;45,00;15,79;43,16;11,58;30,53;16,00;6,00;8,00;2,00;11,00;2,00;2,00
2019-12-01;34,00;330,29;223,43;233,14;215,33;11,33;158,67;68,00;172,62;120,31;102,00;115,08;170,00;127,50;68,00;12,75;62,33;362,67;17,00;51,00;14,00;51,00;39,00;44,00;19,58;49,45;9,27;28,85;16,00;4,00;6,00;2,00;12,00;2,00;1,00
2019-12-08;35,00;315,00;205,00;200,00;148,75;8,75;122,50;61,25;172,31;126,54;91,54;126,54;170,63;135,63;70,00;13,13;58,33;355,83;17,50;46,67;16,00;54,00;40,00;34,00;13,79;55,15;8,48;30,76;19,00;9,00;7,00;4,00;9,00;3,00;2,00
2019-12-15;41,00;369,00;256,25;251,13;184,50;10,25;174,25;102,50;174,25;120,44;87,13;138,38;173,11;136,67;86,56;18,22;70,29;374,86;23,43;52,71;22,00;61,00;44,00;55,00;17,87;67,28;12,62;28,38;15,00;10,00;10,00;3,00;9,00;2,00;2,00
2019-12-22;47,00;412,56;297,67;287,22;225,60;9,40;141,00;103,40;208,89;135,78;109,67;156,67;197,40;183,30;89,30;14,10;76,38;393,63;23,50;52,88;23,00;50,00;37,00;52,00;25,07;73,11;13,58;38,64;11,00;4,00;12,00;2,00;12,00;1,00;3,00
2019-12-29;61,00;421,92;330,42;305,00;264,33;10,17;162,67;122,00;218,58;144,88;96,58;132,17;209,14;187,36;82,79;13,07;103,70;512,40;30,50;42,70;21,00;49,00;47,00;55,00;26,29;74,67;11,57;30,50;22,00;8,00;17,00;6,00;11,00;1,00;2,00
2020-01-05;68,00;496,92;439,38;387,08;291,43;19,43;174,86;116,57;253,69;154,31;120,31;159,54;262,93;226,67;77,07;13,60;102,00;476,00;22,67;51,00;25,00;52,00;50,00;60,00;33,48;82,65;10,46;33,48;24,00;12,00;15,00;6,00;17,00;3,00;5,00
2020-01-12;68,00;476,00;402,77;413,23;310,86;9,71;165,14;126,29;240,62;141,23;122,92;149,08;253,87;272,00;81,60;13,60;102,00;544,00;28,33;45,33;28,00;51,00;44,00;55,00;28,25;87,88;16,74;31,38;23,00;10,00;9,00;8,00;15,00;3,00;4,00
2020-01-19;62,00;449,50;372,00;418,50;279,00;10,33;165,33;124,00;206,67;139,50;113,67;157,58;230,29;225,86;79,71;13,29;105,40;508,40;24,80;49,60;21,00;51,00;46,00;56,00;29,42;83,02;17,86;35,73;20,00;8,00;9,00;6,00;14,00;1,00;2,00
2020-01-26;61,00;381,25;330,42;350,75;274,50;10,17;162,67;101,67;198,25;129,63;106,75;144,88;215,85;201,77;75,08;9,38;109,80;518,50;18,30;42,70;23,00;46,00;39,00;45,00;33,66;64,16;15,78;28,40;22,00;10,00;10,00;6,00;11,00;2,00;3,00
2020-02-02;57,00;404,18;373,09;388,64;256,50;9,50;190,00;95,00;199,50;132,14;116,59;168,41;228,00;197,31;70,15;13,15;96,90;495,90;22,80;45,60;23,00;43,00;47,00;48,00;27,44;70,72;14,78;30,61;21,00;8,00;11,00;6,00;16,00;2,00;2,00
2020-02-09;64,00;464,00;378,67;389,33;277,33;10,67;202,67;128,00;225,28;145,92;107,52;143,36;233,14;228,57;68,57;18,29;104,73;546,91;29,09;58,18;24,00;56,00;41,00;57,00;29,38;104,92;16,79;33,57;21,00;6,00;11,00;5,00;13,00;2,00;3,00
2020-02-16;72,00;426,86;324,00;380,57;298,29;20,57;185,14;123,43;180,00;136,29;115,71;159,43;229,50;220,50;72,00;9,00;102,00;516,00;24,00;48,00;26,00;49,00;50,00;60,00;24,00;64,70;13,57;28,17;19,00;11,00;11,00;7,00;12,00;2,00;1,00
2020-02-23;60,00;400,00;270,00;360,00;290,00;10,00;180,00;100,00;177,39;135,65;140,87;151,30;198,46;387,69;60,00;13,85;90,00;450,00;18,00;48,00;26,00;49,00;36,00;44,00;24,21;55,79;13,68;28,42;16,00;12,00;9,00;6,00;10,00;2,00;2,00
2020-03-01;46,00;383,33;255,56;342,44;248,40;9,20;156,40;82,80;166,11;117,56;89,44;117,56;179,40;230,00;46,00;13,80;80,50;391,00;23,00;40,25;19,00;47,00;31,00;31,00;19,86;67,95;15,68;28,23;12,00;9,00;9,00;4,00;9,00;1,00;2,00
2020-03-08;37,00;327,71;232,57;348,86;222,00;9,25;231,25;74,00;192,93;111,00;111,00;121,57;175,75;212,75;46,25;13,88;74,00;419,33;18,50;43,17;16,00;37,00;27,00;38,00;17,97;69,77;8,46;24,31;11,00;7,00;5,00;3,00;11,00;1,00;1,00
2020-03-15;28,00;229,60;140,00;156,80;121,33;4,67;121,33;46,67;66,18;89,09;56,00;86,55;93,33;359,33;32,67;9,33;50,40;229,60;16,80;39,20;16,00;38,00;26,00;18,00;12,44;61,19;4,15;18,67;11,00;6,00;7,00;2,00;6,00;2,00;1,00
2020-03-22;9,00;108,00;49,50;72,00;81,00;4,50;90,00;27,00;45,00;57,00;45,00;75,00;40,50;153,00;18,00;4,50;31,50;99,00;4,50;13,50;12,00;26,00;20,00;13,00;7,00;13,00;3,00;13,00;3,00;4,00;2,00;2,00;4,00;1,00;1,00
2020-03-29;12,00;144,00;66,00;84,00;96,00;6,00;96,00;24,00;33,60;38,40;24,00;52,80;32,00;88,00;16,00;4,00;30,00;114,00;6,00;18,00;9,00;18,00;17,00;14,00;10,91;10,91;3,27;12,00;3,00;5,00;2,00;1,00;8,00;1,00;0,50
2020-04-05;14,00;107,33;51,33;74,67;112,00;7,00;98,00;28,00;42,00;50,40;33,60;61,60;42,00;93,33;18,67;9,33;42,00;140,00;7,00;21,00;11,00;21,00;17,00;17,00;10,77;11,85;4,31;11,85;4,00;3,00;3,00;1,00;5,00;0,50;1,00
2020-04-12;15,00;120,00;60,00;80,00;60,00;3,75;52,50;15,00;45,00;47,50;37,50;60,00;45,00;80,00;20,00;5,00;25,00;85,00;5,00;15,00;10,00;21,00;18,00;18,00;8,00;11,00;3,00;10,00;4,00;2,00;2,00;2,00;5,00;1,00;1,00
2020-04-19;15,00;100,00;55,00;80,00;52,50;3,75;45,00;15,00;47,50;42,50;32,50;57,50;50,00;100,00;20,00;5,00;40,00;95,00;5,00;15,00;7,00;19,00;19,00;16,00;7,00;16,00;4,00;10,00;7,00;3,00;4,00;1,00;5,00;1,00;1,00
2020-04-26;15,00;105,00;55,00;70,00;120,00;7,50;120,00;45,00;40,00;40,00;27,50;57,50;40,00;90,00;20,00;5,00;45,00;142,50;7,50;22,50;5,00;16,00;16,00;19,00;8,57;11,79;2,14;12,86;3,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-05-03;14,00;102,67;51,33;84,00;126,00;7,00;84,00;42,00;53,20;53,20;42,00;64,40;42,00;88,67;18,67;4,67;49,00;147,00;7,00;21,00;7,00;22,00;18,00;18,00;6,46;14,00;5,38;11,85;5,00;3,00;2,00;1,00;8,00;0,50;1,00
2020-05-10;16,00;128,00;69,33;96,00;72,00;4,00;56,00;24,00;88,00;42,67;34,67;66,67;44,00;64,00;16,00;8,00;42,67;101,33;5,33;16,00;9,00;15,00;20,00;18,00;9,60;11,73;4,27;14,93;5,00;5,00;3,00;2,00;6,00;1,00;2,00
2020-05-17;22,00;137,50;66,00;93,50;88,00;5,50;77,00;33,00;57,75;55,00;49,50;66,00;44,00;74,80;26,40;4,40;49,50;115,50;5,50;22,00;4,00;14,00;21,00;18,00;8,38;15,71;4,19;13,62;5,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-24;20,00;110,00;60,00;95,00;90,00;5,00;70,00;30,00;47,50;50,00;40,00;67,50;45,00;75,00;20,00;5,00;53,33;140,00;6,67;26,67;10,00;16,00;16,00;19,00;7,37;13,68;6,32;9,47;6,00;4,00;3,00;1,00;6,00;1,00;2,00
2020-05-31;24,00;115,20;67,20;86,40;108,00;6,00;84,00;36,00;50,67;48,00;40,00;69,33;48,00;81,60;24,00;4,80;48,00;138,00;6,00;24,00;10,00;20,00;20,00;17,00;7,30;15,65;5,22;13,57;5,00;3,00;3,00;1,00;6,00;1,00;2,00
2020-06-07;22,00;132,00;82,50;110,00;99,00;5,50;66,00;44,00;51,33;48,89;44,00;70,89;44,00;83,60;17,60;4,40;44,00;154,00;11,00;22,00;10,00;20,00;20,00;20,00;12,57;15,71;6,29;16,76;6,00;4,00;5,00;4,00;27,00;1,00;1,00
2020-06-14;31,00;149,83;82,67;113,67;113,67;10,33;72,33;31,00;56,83;54,25;41,33;80,08;48,71;70,86;26,57;8,86;49,60;148,80;12,40;24,80;11,00;24,00;18,00;22,00;10,69;18,17;5,34;16,03;5,00;6,00;5,00;3,00;24,00;4,00;2,00
2020-06-21;43,00;177,38;91,38;150,50;118,25;10,75;96,75;43,00;60,71;58,18;50,59;80,94;62,11;86,00;28,67;4,78;67,57;178,14;12,29;24,57;16,00;21,00;25,00;22,00;11,83;25,80;5,38;13,98;5,00;8,00;6,00;6,00;23,00;2,00;3,00
2020-06-28;45,00;165,00;110,00;170,00;99,00;9,00;81,00;27,00;76,76;60,88;60,88;92,65;67,50;108,00;36,00;4,50;56,25;202,50;16,88;22,50;18,00;20,00;16,00;21,00;17,14;24,64;7,50;18,21;11,00;8,00;8,00;5,00;16,00;1,00;2,00
2020-07-05;44,00;200,44;122,22;161,33;121,00;11,00;99,00;44,00;77,65;62,12;62,12;106,12;74,80;92,40;26,40;8,80;62,86;220,00;12,57;25,14;18,00;27,00;20,00;23,00;25,14;24,10;8,38;11,52;10,00;7,00;8,00;5,00;12,00;3,00;3,00
2020-07-12;54,00;226,80;156,60;280,80;140,40;10,80;108,00;43,20;69,43;69,43;64,29;105,43;76,50;108,00;31,50;9,00;72,00;228,00;18,00;30,00;16,00;25,00;20,00;21,00;22,24;23,29;7,41;21,18;11,00;7,00;23,00;3,00;12,00;4,00;3,00
2020-07-19;61,00;233,83;162,67;269,42;132,17;10,17;81,33;50,83;94,04;73,71;66,08;111,83;78,43;108,93;30,50;8,71;73,20;244,00;12,20;30,50;17,00;20,00;21,00;31,00;29,45;23,14;7,36;16,83;14,00;8,00;14,00;2,00;13,00;2,00;2,00
2020-07-26;54,00;226,80;156,60;129,60;118,80;10,80;86,40;32,40;82,29;59,14;59,14;118,29;63,00;117,00;31,50;4,50;84,00;240,00;12,00;24,00;22,00;24,00;21,00;26,00;27,00;24,92;7,27;14,54;13,00;6,00;11,00;5,00;15,00;3,00;3,00
2020-08-02;47,00;188,00;156,67;114,89;122,20;9,40;75,20;37,60;78,33;65,28;67,89;130,56;61,10;112,80;28,20;4,70;88,13;199,75;11,75;23,50;16,00;23,00;16,00;27,00;13,58;25,07;7,31;19,84;11,00;8,00;8,00;4,00;12,00;3,00;3,00
2020-08-09;49,00;166,60;142,10;137,20;137,20;9,80;78,40;39,20;79,95;72,21;64,47;128,95;62,36;115,82;35,64;8,91;79,63;232,75;18,38;24,50;13,00;31,00;27,00;30,00;17,72;28,15;9,38;21,89;9,00;7,00;9,00;4,00;13,00;3,00;2,00
2020-08-16;29,00;140,17;111,17;106,33;125,67;4,83;58,00;77,33;100,18;65,91;65,91;123,91;77,33;140,17;38,67;4,83;69,60;220,40;11,60;29,00;12,00;30,00;20,00;31,00;11,39;25,89;5,18;17,61;8,00;7,00;4,00;3,00;13,00;1,00;1,00
2020-08-23;31,00;144,67;124,00;103,33;144,67;10,33;82,67;93,00;82,67;72,33;62,00;131,75;62,00;128,43;31,00;8,86;86,80;235,60;12,40;24,80;11,00;27,00;24,00;29,00;12,40;18,60;6,20;20,67;8,00;4,00;5,00;4,00;11,00;1,00;2,00
2020-08-30;27,00;162,00;135,00;129,60;135,00;9,00;72,00;54,00;73,64;68,73;71,18;137,45;63,00;126,00;27,00;9,00;59,40;189,00;5,40;27,00;9,00;34,00;21,00;33,00;9,35;19,73;6,23;21,81;8,00;6,00;5,00;3,00;10,00;2,00;1,00
2020-09-06;23,00;149,50;115,00;109,25;149,50;5,75;80,50;46,00;63,89;66,44;61,33;125,22;50,60;110,40;23,00;4,60;69,00;184,00;5,75;23,00;12,00;24,00;26,00;31,00;10,45;17,77;4,18;19,86;5,00;6,00;5,00;2,00;7,00;1,00;1,00
2020-09-13;19,00;123,50;95,00;85,50;133,00;4,75;85,50;28,50;65,14;76,00;73,29;138,43;47,50;99,75;23,75;4,75;69,67;215,33;12,67;31,67;12,00;22,00;30,00;30,00;9,50;15,83;5,28;19,00;6,00;3,00;6,00;1,00;7,00;1,00;2,00
2020-09-20;19,00;118,75;85,50;90,25;123,50;4,75;85,50;28,50;48,86;62,43;62,43;146,57;47,50;114,00;19,00;9,50;76,00;183,67;6,33;31,67;8,00;26,00;29,00;23,00;8,44;16,89;5,28;17,94;4,00;4,00;5,00;1,00;8,00;3,00;1,00
2020-09-27;19,00;109,25;90,25;80,75;114,00;4,75;85,50;28,50;67,86;70,57;65,14;152,00;38,00;114,00;19,00;9,50;76,00;158,33;6,33;31,67;10,00;27,00;27,00;24,00;10,56;17,94;3,17;20,06;7,00;3,00;4,00;1,00;8,00;1,00;1,00
