Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;23,00;276,00;9,20;2,30;23,00;44,47;16,87;27,60;82,80;72,14;11,50;26,14;8,36;17,00;34,00;4,00;1,00;1,00;2,00;4,00;2,00;10,00;3,00;10,00;3,00;0,50;1,00;0,50;0,50;1,00;2,00;2,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;22,00;352,00;11,00;0,00;33,00;47,14;25,14;22,00;86,43;75,90;11,00;25,30;6,60;20,00;30,00;4,00;1,00;3,00;3,00;2,00;1,00;10,00;3,00;15,00;3,00;0,50;1,00;0,50;1,00;1,00;2,00;1,00;0,00;1,00;0,50;1,00;1,00;0,00;0,50;0,50;0,50;0,00;0,00
2019-01-20;22,00;259,60;8,80;0,00;22,00;38,13;16,13;16,13;70,40;64,95;8,38;24,10;11,52;22,00;28,00;3,00;1,00;3,00;1,00;3,00;2,00;8,00;4,00;11,00;2,00;0,50;1,00;0,00;1,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,00
2019-01-27;18,00;270,00;4,50;0,00;27,00;40,50;21,00;16,50;87,00;52,94;9,53;22,24;10,59;16,00;29,00;3,00;4,00;2,00;1,00;3,00;1,00;10,00;4,00;11,00;2,00;0,50;0,50;0,50;0,50;2,00;2,00;2,00;0,50;1,00;0,00;1,00;1,00;0,50;0,00;0,00;1,00;0,00;0,00
2019-02-03;14,00;280,00;4,67;0,00;28,00;42,00;15,56;12,44;65,33;46,31;9,69;24,77;9,69;16,00;25,00;4,00;2,00;2,00;1,00;3,00;1,00;10,00;3,00;10,00;1,00;0,50;1,00;0,50;1,00;1,00;1,00;1,00;0,00;1,00;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,50;0,00
2019-02-10;16,00;309,33;5,33;2,67;26,67;36,36;17,45;11,64;69,82;46,93;11,73;24,53;9,60;17,00;23,00;4,00;1,00;3,00;1,00;3,00;2,00;10,00;3,00;9,00;3,00;0,00;1,00;0,50;0,50;2,00;2,00;2,00;0,50;1,00;1,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00
2019-02-17;18,00;243,00;4,50;0,00;27,00;33,00;15,00;12,00;57,00;50,82;8,47;24,35;6,35;17,00;26,00;5,00;1,00;3,00;1,00;3,00;1,00;7,00;4,00;9,00;3,00;0,50;1,00;1,00;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00
2019-02-24;17,00;328,67;11,33;0,00;28,33;34,00;13,91;9,27;58,73;45,69;6,38;21,25;7,44;17,00;22,00;3,00;1,00;2,00;2,00;3,00;2,00;6,00;4,00;10,00;2,00;0,00;0,00;0,50;0,50;1,00;1,00;1,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00
2019-03-03;17,00;267,75;4,25;0,00;21,25;31,17;15,58;9,92;62,33;47,00;5,00;25,00;8,00;17,00;27,00;3,00;1,00;1,00;1,00;4,00;2,00;12,00;4,00;13,00;3,00;0,50;0,50;0,50;0,50;1,00;1,00;0,00;1,00;1,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-03-10;20,00;310,00;5,00;0,00;20,00;38,46;20,00;13,85;61,54;50,53;6,32;26,32;8,42;15,00;25,00;5,00;2,00;1,00;3,00;4,00;2,00;10,00;4,00;11,00;3,00;0,00;0,50;1,00;0,50;2,00;1,00;1,00;0,50;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00;0,00
