Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;44,00;880,00;1070,67;190,67;528,00;792,00;11,00;484,00;132,00;169,23;98,15;128,62;179,38;132,00;385,00;77,00;11,00;283,56;400,89;19,56;102,67;22,00;86,17;49,50;51,33;13,83;35,20;37,71;15,09;7,00;4,00;2,00;4,00;23,00;2,00;2,00
2019-01-13;44,00;909,33;1012,00;205,33;513,33;726,00;11,00;484,00;132,00;159,08;104,92;125,23;182,77;132,00;374,00;77,00;11,00;249,33;386,22;24,44;132,00;22,00;82,50;40,33;53,17;18,86;27,66;49,03;22,63;8,00;5,00;3,00;8,00;17,00;1,00;3,00
2019-01-20;49,00;722,75;833,00;159,25;392,00;571,67;8,17;326,67;114,33;168,00;98,00;136,50;199,50;117,60;333,20;58,80;9,80;259,70;406,70;24,50;112,70;18,15;85,30;50,81;58,07;18,05;30,95;41,26;14,18;8,00;4,00;5,00;9,00;17,00;3,00;1,00
2019-01-27;41,00;779,00;874,67;191,33;492,00;656,00;10,25;369,00;123,00;157,17;88,83;123,00;177,67;112,75;317,75;71,75;10,25;273,33;314,33;22,78;86,56;18,64;91,32;44,73;57,77;19,22;34,59;47,41;16,66;9,00;2,00;5,00;5,00;19,00;2,00;2,00
2019-02-03;50,00;712,50;800,00;162,50;412,50;516,67;8,33;333,33;100,00;164,29;103,57;132,14;192,86;110,00;330,00;70,00;20,00;270,00;380,00;20,00;105,00;24,07;81,48;42,59;46,30;14,10;35,90;46,15;17,95;5,00;4,00;4,00;5,00;13,00;1,00;3,00
2019-02-10;49,00;686,00;820,75;159,25;416,50;571,67;8,17;310,33;114,33;164,50;101,50;129,50;178,50;107,80;362,60;68,60;9,80;264,60;362,60;19,60;88,20;21,78;74,41;39,93;52,63;21,92;33,53;39,97;18,05;9,00;6,00;4,00;10,00;15,00;3,00;5,00
2019-02-17;44,00;924,00;997,33;205,33;586,67;770,00;11,00;462,00;154,00;182,77;104,92;132,00;206,46;143,00;418,00;66,00;22,00;278,67;396,00;24,44;92,89;22,00;82,50;45,83;56,83;15,53;37,53;46,59;16,82;7,00;4,00;2,00;13,00;14,00;2,00;4,00
2019-02-24;48,00;960,00;1088,00;208,00;672,00;544,00;8,00;384,00;112,00;192,00;106,29;140,57;192,00;144,00;432,00;96,00;12,00;254,40;369,60;19,20;100,80;20,31;83,08;42,46;51,69;19,46;31,14;41,51;15,57;10,00;7,00;3,00;6,00;17,00;2,00;1,00
2019-03-03;54,00;904,50;985,50;216,00;553,50;648,00;9,00;432,00;126,00;219,60;122,40;151,20;216,00;162,00;421,20;86,40;10,80;309,27;407,45;24,55;108,00;26,07;96,83;57,72;65,17;14,14;32,14;42,43;19,29;10,00;10,00;4,00;13,00;19,00;1,00;4,00
2019-03-10;62,00;1054,00;1116,00;232,50;651,00;744,00;10,33;496,00;144,67;189,44;99,89;130,89;227,33;134,33;392,67;72,33;10,33;281,38;453,08;19,08;114,46;23,71;91,18;45,59;67,47;27,13;36,17;55,54;19,38;14,00;4,00;3,00;7,00;22,00;1,00;6,00
