Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;42,00;616,00;644,00;308,00;226,80;12,60;180,60;268,80;273,00;285,60;109,20;172,20;179,20;123,20;120,40;16,80;91,00;120,75;14,00;59,50;21,00;102,00;54,00;75,00;17,06;44,63;27,56;56,44;9,00;9,00;5,00;5,00;14,00;3,00;3,00
2019-01-13;45,00;600,00;615,00;315,00;216,82;20,45;175,91;261,82;184,09;274,09;102,27;151,36;140,63;106,88;109,69;14,06;83,08;145,38;17,31;69,23;21,00;117,00;67,50;79,50;21,18;35,74;35,74;64,85;8,00;11,00;4,00;3,00;16,00;1,00;4,00
2019-01-20;43,00;530,33;587,67;258,00;240,80;25,80;184,90;240,80;202,10;232,20;111,80;172,00;149,07;91,73;83,13;11,47;86,00;141,04;22,36;41,28;19,28;80,07;65,24;50,41;11,73;32,58;35,18;36,48;5,00;10,00;15,00;3,00;9,00;1,00;1,00
2019-01-27;18,00;666,00;756,00;360,00;220,50;9,00;180,00;292,50;171,00;319,50;148,50;207,00;138,00;96,00;120,00;18,00;57,60;124,20;21,60;77,40;13,50;108,00;51,00;70,50;19,38;37,38;6,92;23,54;9,00;10,00;6,00;6,00;8,00;1,00;1,00
2019-02-03;22,00;880,00;924,00;440,00;224,40;13,20;176,00;242,00;176,00;308,00;123,20;220,00;145,75;74,25;93,50;16,50;55,85;110,00;11,85;52,46;19,07;77,73;58,67;71,87;11,65;42,71;3,88;46,59;5,00;14,00;4,00;4,00;9,00;3,00;4,00
2019-02-10;24,00;936,00;936,00;384,00;200,00;20,00;180,00;248,00;148,00;288,00;144,00;180,00;177,00;111,00;108,00;24,00;44,57;126,86;18,86;68,57;22,50;99,00;45,00;54,00;14,67;22,67;4,00;50,67;5,00;7,00;7,00;10,00;9,00;0,00;0,00
2019-02-17;28,00;504,00;574,00;294,00;220,00;12,00;172,00;272,00;156,00;248,00;132,00;204,00;148,40;103,60;100,80;16,80;59,50;117,25;52,50;59,50;20,63;89,89;48,63;47,16;17,33;32,00;4,00;52,00;15,00;12,00;5,00;4,00;17,00;3,00;1,00
2019-02-24;37,00;795,50;795,50;370,00;217,89;16,44;242,56;234,33;156,22;234,33;123,33;180,89;130,92;128,08;102,46;5,69;56,38;135,67;8,81;56,38;29,60;75,48;60,68;47,36;23,79;25,11;7,93;43,61;12,00;7,00;4,00;4,00;4,00;1,00;1,00
2019-03-03;33,00;693,00;709,50;330,00;189,75;12,38;305,25;251,63;148,50;235,13;144,38;198,00;132,00;126,00;81,00;12,00;57,32;133,74;12,16;53,84;18,00;82,50;64,50;54,00;17,16;43,56;6,60;33,00;13,00;4,00;13,00;3,00;10,00;0,00;4,00
2019-03-10;31,00;635,50;635,50;341,00;256,86;22,14;199,29;301,14;163,86;248,00;146,14;199,29;126,82;95,82;90,18;19,73;58,56;146,39;37,89;82,67;32,48;84,14;78,24;45,76;9,04;55,54;9,04;50,38;15,00;12,00;5,00;6,00;9,00;1,00;0,00
2019-03-17;22,00;792,00;792,00;374,00;202,40;8,80;154,00;250,80;162,80;237,60;149,60;176,00;115,50;99,00;66,00;8,25;56,83;113,67;7,33;69,67;17,60;83,60;45,47;57,20;19,41;31,06;3,88;38,82;9,00;12,00;4,00;5,00;12,00;8,00;0,00
2019-03-24;29,00;580,00;551,00;275,50;190,57;8,29;169,86;256,86;140,86;273,43;145,00;178,14;127,60;118,90;89,90;17,40;54,59;153,53;8,53;64,82;32,05;80,89;59,53;45,79;18,45;27,68;2,64;58,00;11,00;5,00;1,00;4,00;17,00;3,00;0,00
2019-03-31;47,00;642,33;548,33;297,67;222,18;17,09;179,45;277,73;205,09;264,91;136,73;205,09;143,94;132,19;102,81;14,69;76,59;121,85;20,89;69,63;16,68;77,32;47,00;60,65;19,58;20,89;14,36;49,61;5,00;8,00;12,00;7,00;8,00;7,00;4,00
2019-04-07;66,00;709,50;676,50;363,00;251,63;20,63;189,75;222,75;198,00;297,00;165,00;181,50;146,35;137,74;97,57;8,61;94,54;146,27;23,19;66,00;42,00;84,00;60,00;58,50;15,84;29,04;21,12;51,48;6,00;5,00;8,00;10,00;13,00;3,00;3,00
2019-04-14;47,00;1566,67;720,67;344,67;264,91;34,18;213,64;209,36;235,00;264,91;136,73;162,36;126,31;138,06;82,25;26,44;81,81;135,78;22,63;71,37;19,71;90,97;48,52;42,45;16,97;18,28;33,94;48,31;8,00;11,00;7,00;7,00;12,00;5,00;0,00
2019-04-21;53,00;848,00;706,67;371,00;220,15;12,23;203,85;269,08;203,85;285,38;114,15;167,15;133,89;147,84;83,68;13,95;58,30;107,77;22,97;90,10;27,97;70,67;64,78;69,19;18,10;28,44;38,78;69,80;7,00;12,00;7,00;10,00;8,00;11,00;5,00
2019-04-28;61,00;808,25;762,50;366,00;252,13;20,33;345,67;252,13;219,60;313,13;109,80;154,53;153,95;133,62;95,86;26,14;78,43;139,43;20,91;67,97;16,37;83,32;80,34;56,54;20,77;32,45;28,55;67,49;13,00;8,00;14,00;8,00;14,00;3,00;3,00
2019-05-05;58,00;522,00;594,50;333,50;215,43;12,43;414,29;252,71;182,29;298,29;103,57;153,29;130,50;116,00;101,50;17,40;108,97;131,82;22,85;84,36;17,85;72,87;49,08;52,05;25,78;28,36;48,98;42,53;19,00;9,00;4,00;4,00;11,00;5,00;1,00
2019-05-12;58,00;580,00;493,00;362,50;261,00;12,43;157,43;244,43;169,86;269,29;111,86;153,29;139,20;110,20;101,50;26,10;68,55;107,21;21,09;63,27;34,21;72,87;68,41;52,05;19,33;19,33;19,33;45,11;10,00;6,00;3,00;8,00;10,00;4,00;4,00
2019-05-19;57,00;598,50;484,50;313,50;215,79;12,21;158,79;203,57;183,21;236,14;109,93;158,79;131,10;102,60;114,00;17,10;82,91;112,27;39,73;65,64;21,00;88,50;64,50;54,00;29,80;25,91;22,02;67,36;9,00;15,00;6,00;6,00;41,00;6,00;0,00
2019-05-26;49,00;718,67;588,00;375,67;257,25;28,58;200,08;220,50;204,17;265,42;118,42;171,50;164,29;109,53;98,00;28,82;92,75;119,00;22,75;50,75;26,73;80,18;54,94;54,94;30,46;22,51;38,41;51,65;10,00;15,00;8,00;8,00;53,00;8,00;3,00
2019-06-02;55,00;861,67;715,00;385,00;224,23;21,15;148,08;236,92;211,54;258,08;135,38;139,62;138,95;289,47;115,79;17,37;74,52;113,55;21,29;86,94;21,39;87,08;42,78;59,58;36,67;27,50;31,43;53,69;13,00;10,00;7,00;5,00;17,00;4,00;2,00
2019-06-09;61,00;594,75;579,50;305,00;227,73;20,33;138,27;219,60;183,00;274,50;87,14;156,86;119,10;145,24;81,33;20,33;61,00;115,03;24,40;62,74;28,27;86,29;53,56;66,95;27,26;20,77;48,02;57,11;14,00;19,00;10,00;7,00;6,00;1,00;2,00
2019-06-16;61,00;610,00;533,75;305,00;195,20;20,33;166,73;199,27;203,33;264,33;109,80;158,60;122,00;113,68;91,50;16,64;95,86;139,43;22,66;71,46;38,68;98,20;55,05;55,05;27,26;36,34;42,83;59,70;14,00;10,00;10,00;4,00;13,00;6,00;0,00
2019-06-23;59,00;575,25;516,25;265,50;168,57;16,86;151,71;189,64;219,14;244,43;109,57;189,64;137,67;106,76;73,05;14,05;78,09;105,85;41,65;60,74;19,18;82,60;48,68;53,10;22,29;27,53;38,02;51,13;24,00;14,00;6,00;6,00;10,00;10,00;3,00
2019-06-30;74,00;636,40;621,60;296,00;185,00;28,78;143,89;185,00;234,33;287,78;115,11;160,33;136,62;111,00;139,46;31,31;80,88;127,35;108,42;82,60;25,16;93,24;68,08;72,52;27,26;28,56;45,44;70,11;14,00;15,00;17,00;15,00;18,00;9,00;5,00
2019-07-07;72,00;748,80;633,60;403,20;249,88;25,41;173,65;254,12;254,12;351,53;152,47;177,88;155,52;146,88;123,84;31,68;89,56;114,15;40,39;84,29;40,50;114,00;78,00;78,00;32,73;37,96;41,89;72,00;23,00;19,00;8,00;9,00;21,00;13,00;3,00
2019-07-14;83,00;913,00;747,00;431,60;249,00;24,90;145,25;228,25;244,85;348,60;128,65;186,75;186,03;168,86;125,93;31,48;96,83;119,31;25,94;108,94;32,61;111,16;69,66;80,04;36,31;32,42;40,20;83,00;20,00;27,00;11,00;8,00;15,00;12,00;5,00
2019-07-21;68,00;901,00;731,00;425,00;263,50;42,50;165,75;233,75;259,25;365,50;187,00;195,50;195,50;172,83;124,67;22,67;81,95;134,26;40,10;139,49;54,70;147,83;82,78;68,00;54,92;45,77;41,85;102,00;19,00;19,00;14,00;6,00;19,00;10,00;1,00
2019-07-28;77,00;1001,00;693,00;446,60;226,95;16,21;178,32;247,21;265,22;350,78;141,17;183,94;248,11;168,26;125,48;37,07;94,50;113,75;35,00;143,50;21,14;143,43;78,51;95,12;39,15;43,07;54,81;75,69;26,00;24,00;7,00;17,00;30,00;13,00;3,00
2019-08-04;72,00;820,80;691,20;417,60;220,24;29,65;160,94;245,65;304,94;423,53;156,71;160,94;279,36;184,32;135,36;40,32;128,20;149,27;29,85;70,24;37,50;123,00;90,00;75,00;40,58;30,11;48,44;86,40;16,00;29,00;10,00;9,00;29,00;10,00;9,00
2019-08-11;60,00;735,00;705,00;390,00;222,86;21,43;158,57;231,43;274,29;317,14;132,86;175,71;205,71;131,43;111,43;37,14;81,18;125,29;24,71;79,41;30,00;108,00;49,50;78,00;28,70;43,04;32,61;76,96;12,00;17,00;11,00;5,00;13,00;4,00;7,00
2019-08-18;71,00;745,50;852,00;408,25;217,18;20,88;167,06;246,41;221,35;309,06;125,29;154,53;156,20;102,24;107,92;28,40;95,24;110,83;20,78;72,73;36,26;74,02;64,96;55,89;21,04;23,67;48,65;60,48;12,00;16,00;5,00;5,00;19,00;3,00;0,00
2019-08-25;66,00;594,00;693,00;396,00;189,75;41,25;156,75;222,75;193,88;305,25;107,25;160,88;126,26;83,22;91,83;20,09;83,37;140,68;20,84;78,16;30,00;87,00;51,00;51,00;18,12;23,29;42,71;72,47;12,00;17,00;5,00;3,00;11,00;3,00;3,00
2019-09-01;60,00;585,00;705,00;330,00;231,43;17,14;188,57;274,29;201,43;321,43;132,86;162,86;117,14;148,57;108,57;17,14;91,76;151,76;28,24;74,12;28,50;73,50;73,50;64,50;18,26;37,83;36,52;53,48;9,00;14,00;6,00;2,00;21,00;7,00;0,00
2019-09-08;65,00;715,00;731,25;357,50;203,13;16,25;178,75;211,25;203,67;307,67;125,67;195,00;138,48;104,57;104,57;22,61;98,38;163,38;17,57;61,49;25,70;68,02;71,05;54,42;19,90;38,47;29,18;82,24;16,00;8,00;10,00;10,00;11,00;4,00;0,00
2019-09-15;53,00;777,33;777,33;335,67;212,00;12,23;207,92;224,23;224,23;305,77;89,69;183,46;156,06;114,83;103,06;23,56;95,40;159,00;30,03;61,83;16,66;92,37;56,03;49,97;11,93;33,13;37,10;72,88;6,00;10,00;8,00;4,00;11,00;3,00;3,00
2019-09-22;46,00;613,33;782,00;306,67;234,18;25,09;192,36;259,27;238,36;347,09;117,09;179,82;158,13;109,25;100,63;8,63;104,38;153,92;14,15;77,85;21,47;92,00;64,40;50,60;14,46;19,71;27,60;49,94;5,00;5,00;2,00;4,00;12,00;1,00;4,00
2019-09-29;47,00;705,00;752,00;344,67;235,00;17,09;226,45;235,00;205,09;320,45;115,36;166,64;129,25;99,88;99,88;26,44;88,78;160,15;31,33;53,96;18,19;100,06;40,94;57,61;11,75;33,94;27,42;45,69;18,00;11,00;9,00;1,00;9,00;2,00;4,00
2019-10-06;40,00;653,33;666,67;293,33;224,00;24,00;192,00;240,00;228,00;296,00;112,00;164,00;137,14;100,00;157,14;17,14;90,43;173,91;13,91;55,65;16,30;77,04;69,63;60,74;14,19;19,35;33,55;61,94;11,00;6,00;6,00;4,00;10,00;2,00;2,00
2019-10-13;35,00;875,00;962,50;472,50;227,50;26,25;175,00;258,13;253,75;306,25;118,13;183,75;145,83;90,42;122,50;20,42;73,50;157,50;14,00;59,50;21,30;79,13;53,26;65,43;18,85;22,88;47,12;63,27;9,00;11,00;6,00;2,00;10,00;2,00;0,00
2019-10-20;27,00;648,00;661,50;216,00;196,71;19,29;158,14;185,14;247,50;364,50;112,50;184,50;117,00;102,00;123,00;21,00;66,60;115,20;14,40;50,40;18,00;63,00;40,50;48,00;21,86;18,00;25,71;48,86;10,00;10,00;5,00;4,00;9,00;1,00;0,00
