Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;15,00;144,00;141,00;63,00;90,00;73,64;2,73;58,64;83,18;45,00;102,50;132,50;57,50;50,00;62,50;60,00;15,00;34,00;46,00;29,00;56,00;8,00;50,00;18,00;14,00;12,00;5,00;56,00;4,00;6,00;9,00;1,00;5,00;1,00;0,00
2019-01-13;25,00;122,22;127,78;55,56;94,44;61,84;2,63;64,47;68,42;45,00;90,00;157,50;62,50;45,45;61,36;61,36;22,73;30,00;36,00;22,00;41,00;8,00;38,00;25,00;19,00;8,00;7,00;64,00;7,00;4,00;5,00;2,00;9,00;3,00;1,00
2019-01-20;26,00;144,44;138,67;72,22;112,67;84,84;2,74;69,79;73,89;44,91;70,91;151,27;49,64;52,00;44,91;42,55;21,27;26,00;39,00;27,00;45,00;9,00;56,00;28,00;16,00;12,00;10,00;56,00;3,00;7,00;6,00;1,00;5,00;4,00;1,00
2019-01-27;17,00;138,83;150,17;85,00;76,50;56,67;1,42;76,50;75,08;43,71;99,57;143,29;65,57;38,86;53,43;51,00;21,86;37,00;32,00;18,00;43,00;10,00;48,00;23,00;13,00;9,00;3,00;67,00;4,00;4,00;4,00;1,00;10,00;2,00;0,00
2019-02-03;14,00;145,60;109,20;58,80;81,20;54,60;1,40;72,80;70,00;42,00;93,33;147,00;63,00;53,67;65,33;58,33;23,33;36,00;52,00;22,00;51,00;9,00;69,00;24,00;19,00;12,00;1,00;60,00;2,00;5,00;2,00;6,00;5,00;2,00;2,00
2019-02-10;19,00;158,33;142,50;66,50;76,00;65,14;4,07;73,29;77,36;40,38;83,13;144,88;59,38;57,00;66,50;54,63;30,88;49,00;44,00;21,00;36,00;16,00;49,00;22,00;16,00;13,00;3,00;55,00;4,00;1,00;2,00;5,00;9,00;0,00;3,00
2019-02-17;26,00;153,11;138,67;60,67;92,44;50,63;0,00;65,68;68,42;46,80;114,40;143,00;72,80;44,91;61,45;54,36;18,91;42,00;37,00;25,00;44,00;12,00;51,00;24,00;15,00;9,00;4,00;36,00;5,00;5,00;2,00;2,00;5,00;3,00;1,00
2019-02-24;20,00;160,00;145,71;68,57;94,29;51,43;2,86;82,86;82,86;47,50;110,00;142,50;70,00;55,00;67,50;52,50;37,50;32,00;33,00;30,00;41,00;13,00;50,00;24,00;21,00;10,00;7,00;47,00;4,00;7,00;9,00;5,00;6,00;4,00;2,00
2019-03-03;20,00;148,57;148,57;68,57;71,43;54,67;1,33;74,67;80,00;42,50;105,00;145,00;65,00;57,50;67,50;60,00;27,50;21,00;41,00;23,00;55,00;9,00;44,00;25,00;7,00;18,00;0,00;75,00;2,00;8,00;7,00;4,00;8,00;5,00;2,00
2019-03-10;25,00;150,00;133,33;72,22;100,00;55,56;1,39;81,94;63,89;47,50;95,00;145,00;75,00;60,00;70,00;50,00;27,50;35,00;45,00;33,00;53,00;15,00;57,00;17,00;27,00;13,00;3,00;62,00;5,00;4,00;5,00;3,00;4,00;3,00;3,00
2019-03-17;25,00;159,38;118,75;87,50;96,88;63,89;4,17;63,89;84,72;55,00;105,00;157,50;85,00;57,50;72,50;52,50;22,50;36,00;35,00;23,00;46,00;12,00;50,00;18,00;20,00;8,00;1,00;69,00;3,00;7,00;8,00;5,00;8,00;4,00;1,00
2019-03-24;27,00;180,00;135,00;78,00;111,00;51,30;2,70;71,55;70,20;39,27;90,82;139,91;66,27;54,00;78,55;51,55;27,00;34,00;43,00;25,00;47,00;18,00;52,00;22,00;20,00;8,00;1,00;68,00;2,00;6,00;2,00;4,00;7,00;2,00;1,00
2019-03-31;37,00;172,67;135,67;70,92;138,75;79,48;2,74;78,11;100,04;56,73;101,13;197,33;86,33;61,67;78,93;54,27;34,53;44,00;42,00;36,00;41,00;22,00;51,00;27,00;16,00;15,00;5,00;61,00;4,00;8,00;3,00;6,00;9,00;6,00;4,00
2019-04-07;45,00;198,00;138,00;93,00;147,00;87,27;4,09;60,00;98,18;80,00;135,00;205,00;65,00;52,50;100,00;80,00;42,50;47,00;40,00;53,00;52,00;17,00;64,00;31,00;17,00;17,00;8,00;65,00;6,00;10,00;4,00;6,00;11,00;4,00;3,00
2019-04-14;48,00;300,00;177,00;87,00;153,00;115,20;5,49;78,17;75,43;86,40;117,60;240,00;86,40;60,00;122,40;81,60;67,20;46,00;54,00;58,00;41,00;20,00;74,00;19,00;15,00;9,00;4,00;84,00;3,00;10,00;6,00;8,00;14,00;14,00;3,00
2019-04-21;39,00;177,00;150,00;78,00;153,00;94,71;2,79;87,75;89,14;78,00;121,88;207,19;78,00;65,81;99,94;63,38;56,06;43,00;41,00;45,00;44,00;13,00;70,00;28,00;13,00;18,00;7,00;82,00;3,00;7,00;3,00;5,00;8,00;5,00;3,00
2019-04-28;39,00;156,00;141,00;78,00;147,00;87,75;2,79;86,36;84,96;82,88;97,50;165,75;65,81;68,25;95,06;75,56;53,63;42,00;43,00;23,00;35,00;14,00;58,00;26,00;21,00;14,00;5,00;64,00;4,00;7,00;4,00;2,00;8,00;4,00;1,00
2019-05-05;31,00;124,00;135,27;73,27;118,36;78,17;2,70;134,78;82,22;52,46;95,38;162,15;54,85;45,31;83,46;57,23;31,00;41,00;32,00;19,00;56,00;12,00;45,00;22,00;20,00;14,00;3,00;74,00;6,00;5,00;7,00;5,00;12,00;4,00;1,00
2019-05-12;34,00;154,55;120,55;55,64;126,73;134,64;2,72;100,64;95,20;53,43;104,43;172,43;55,86;55,86;87,43;65,57;34,00;50,00;29,00;24,00;47,00;18,00;52,00;33,00;17,00;10,00;7,00;69,00;8,00;6,00;8,00;5,00;5,00;2,00;1,00
