Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;57,00;6,00;4,00;13,00;9,00;8,00;1,00;16,00;3,00;5,18;1,30;41,45;36,27;45,00;0,00;13,00;10,00;2,28;0,00;102,60;0,00;0,00;5,00;1,00;4,00;1,00;0,00;1,00;5,00;6,00;18,00;3,00;4,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;30,00;7,00;0,00;11,00;12,00;2,00;1,00;10,00;2,00;2,73;1,36;16,36;40,91;8,00;1,00;4,00;5,00;4,62;0,00;73,85;2,31;1,00;6,00;2,00;4,00;0,00;0,00;1,00;0,00;2,00;17,00;1,00;4,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;50,00;7,00;2,00;6,00;8,00;2,00;5,00;5,00;0,00;0,00;1,32;7,89;21,05;3,00;0,00;3,00;5,00;2,27;2,27;111,36;2,27;1,00;5,00;0,00;3,00;2,00;0,00;1,00;2,00;5,00;14,00;2,00;9,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;23,00;5,00;3,00;8,00;6,00;1,00;1,00;5,00;1,00;1,28;0,00;10,22;28,11;3,00;0,00;1,00;6,00;0,00;2,30;94,30;2,30;0,00;0,00;0,00;6,00;1,00;0,00;2,00;2,00;2,00;16,00;0,00;9,00;2,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;38,00;2,00;6,00;7,00;6,00;1,00;1,00;5,00;0,00;1,36;0,00;10,86;21,71;4,00;2,00;7,00;4,00;2,24;0,00;62,59;0,00;1,00;4,00;0,00;8,00;0,00;2,00;1,00;4,00;4,00;5,00;0,00;12,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;39,00;4,00;8,00;14,00;6,00;4,00;2,00;4,00;1,00;1,30;1,30;5,20;28,60;2,00;4,00;8,00;1,00;2,29;0,00;82,59;0,00;2,00;5,00;0,00;6,00;1,00;1,00;0,00;1,00;2,00;2,00;2,00;4,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;25,00;7,00;5,00;7,00;6,00;1,00;2,00;6,00;0,00;2,50;0,00;12,50;25,00;2,00;2,00;7,00;1,00;4,55;2,27;90,91;0,00;0,00;5,00;2,00;7,00;1,00;0,00;6,00;0,00;5,00;6,00;1,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;35,00;5,00;8,00;11,00;12,00;0,00;0,00;5,00;0,00;2,69;1,35;5,38;29,62;1,00;0,00;11,00;4,00;2,33;0,00;86,33;2,33;0,00;7,00;2,00;6,00;2,00;1,00;1,00;0,00;1,00;7,00;4,00;4,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;1,00;0,00
2019-03-03;44,00;11,00;5,00;10,00;8,00;1,00;3,00;4,00;1,00;0,00;1,29;10,35;28,47;3,00;1,00;5,00;4,00;2,32;2,32;71,79;2,32;0,00;1,00;0,00;5,00;0,00;3,00;3,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;9,00;0,00;0,00;0,00;0,00
2019-03-10;32,00;2,00;13,00;5,00;9,00;6,00;4,00;7,00;0,00;2,67;1,33;13,33;37,33;2,00;2,00;7,00;7,00;2,29;0,00;52,57;0,00;0,00;4,00;0,00;5,00;0,00;0,00;4,00;2,00;1,00;4,00;0,00;2,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-17;20,00;4,00;0,00;6,00;9,00;1,00;1,00;4,00;1,00;0,00;0,00;2,50;20,00;1,00;0,00;6,00;2,00;4,44;0,00;46,67;2,22;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;6,00;1,00;0,00;1,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-03-24;25,00;2,00;6,00;7,00;4,00;4,00;0,00;1,00;0,00;2,78;0,00;11,11;33,33;1,00;1,00;5,00;0,00;0,00;2,27;52,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;5,00;1,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;34,00;1,00;0,00;4,00;4,00;1,00;1,00;4,00;0,00;0,00;0,00;10,46;31,38;1,00;0,00;2,00;0,00;2,27;0,00;43,07;0,00;0,00;6,00;0,00;2,00;0,00;0,00;2,00;1,00;4,00;1,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;28,00;2,00;2,00;19,00;2,00;1,00;0,00;1,00;0,00;1,27;0,00;5,09;20,36;1,00;0,00;2,00;4,00;0,00;0,00;42,00;2,33;0,00;1,00;2,00;1,00;1,00;1,00;4,00;4,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;37,00;4,00;3,00;4,00;5,00;3,00;0,00;3,00;0,00;0,00;1,32;5,29;23,79;1,00;1,00;0,00;0,00;2,31;0,00;41,63;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;6,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;43,00;5,00;4,00;13,00;4,00;0,00;1,00;3,00;0,00;2,69;5,38;2,69;24,19;1,00;0,00;3,00;5,00;0,00;0,00;58,84;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;7,00;1,00;7,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;32,00;4,00;1,00;5,00;2,00;2,00;1,00;2,00;0,00;1,33;0,00;2,67;13,33;0,00;0,00;1,00;6,00;0,00;0,00;54,86;2,29;0,00;0,00;0,00;2,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;4,00;0,00;0,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00
