Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-03-17;62,00;4,33;7,21;2,88;40,37;2,18;3,26;2,18;2,18;5,00;0,00;19,00;1,00;9,00;5,00;5,00;1,00;10,00;0,00;9,00;2,00;4,00;0,00;1,00;0,00;1,00;1,00;12,00;2,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;47,00;4,41;4,41;0,00;32,31;5,47;1,09;1,09;1,09;6,00;2,00;7,00;1,00;10,00;10,00;5,00;4,00;5,00;1,00;0,00;2,00;0,00;0,00;6,00;0,00;1,00;4,00;5,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;46,00;5,94;4,45;0,00;23,74;3,29;2,19;6,57;1,10;9,00;0,00;11,00;0,00;9,00;10,00;9,00;4,00;12,00;0,00;4,00;2,00;0,00;2,00;4,00;0,00;4,00;1,00;9,00;2,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;37,00;1,42;1,42;1,42;19,92;3,26;2,18;2,18;2,18;12,00;1,00;6,00;0,00;5,00;11,00;3,00;5,00;7,00;0,00;3,00;7,00;0,00;2,00;1,00;0,00;2,00;0,00;3,00;3,00;0,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-14;49,00;5,76;7,21;2,88;25,94;1,09;0,00;4,36;0,00;15,00;0,00;21,00;1,00;3,00;7,00;7,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;3,00;1,00;0,00;4,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;65,00;4,33;4,33;0,00;15,89;4,33;0,00;1,08;0,00;1,00;1,00;12,00;0,00;4,00;12,00;7,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;4,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;36,00;0,00;1,50;0,00;28,50;0,00;0,00;1,09;1,09;2,00;0,00;7,00;2,00;1,00;4,00;2,00;2,00;2,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-05-05;44,00;2,93;2,93;0,00;11,73;3,22;1,07;1,07;0,00;1,00;0,00;7,00;2,00;1,00;7,00;4,00;5,00;2,00;0,00;0,00;1,00;0,00;1,00;2,00;0,00;2,00;0,00;0,00;5,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;36,00;5,76;1,44;1,44;5,76;1,06;0,00;4,24;0,00;2,00;0,00;4,00;0,00;4,00;2,00;8,00;0,00;5,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;34,00;0,00;2,96;0,00;7,39;0,00;0,00;3,29;0,00;0,00;0,00;11,00;1,00;5,00;2,00;6,00;2,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;5,00;0,00;1,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00
2019-05-26;57,00;0,00;0,00;0,00;4,38;2,19;0,00;2,19;0,00;3,00;0,00;12,00;1,00;4,00;3,00;11,00;4,00;4,00;0,00;1,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;5,00;7,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;49,00;0,00;4,32;0,00;10,09;0,00;1,09;4,36;0,00;1,00;0,00;5,00;0,00;6,00;9,00;4,00;1,00;4,00;0,00;4,00;2,00;0,00;0,00;6,00;0,00;2,00;1,00;1,00;6,00;0,00;1,00;2,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-06-09;52,00;0,00;1,49;4,46;10,40;5,53;0,00;1,11;0,00;1,00;0,00;10,00;5,00;2,00;13,00;6,00;1,00;12,00;0,00;0,00;4,00;0,00;0,00;10,00;1,00;0,00;1,00;1,00;7,00;0,00;5,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-06-16;42,00;1,50;1,50;1,50;12,00;6,63;2,21;2,21;0,00;4,00;1,00;9,00;3,00;1,00;6,00;9,00;4,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;5,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;63,00;1,47;4,40;0,00;7,33;2,17;0,00;1,09;0,00;1,00;0,00;7,00;0,00;1,00;7,00;3,00;4,00;11,00;0,00;0,00;4,00;3,00;1,00;3,00;1,00;0,00;0,00;4,00;3,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;47,00;1,47;1,47;7,34;10,28;0,00;0,00;1,09;0,00;3,00;0,00;10,00;1,00;1,00;9,00;28,00;6,00;3,00;0,00;1,00;4,00;0,00;3,00;6,00;1,00;3,00;0,00;4,00;5,00;1,00;4,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;61,00;0,00;0,00;1,45;20,33;2,18;1,09;5,45;0,00;1,00;1,00;17,00;0,00;5,00;11,00;32,00;4,00;9,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;1,00;0,00;3,00;7,00;0,00;5,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;84,00;2,95;8,84;2,95;19,16;0,00;0,00;1,09;0,00;6,00;0,00;17,00;1,00;3,00;13,00;8,00;4,00;3,00;0,00;0,00;4,00;0,00;3,00;6,00;1,00;0,00;0,00;1,00;6,00;0,00;6,00;3,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-21;89,00;8,75;5,84;5,84;24,80;11,94;0,00;3,26;1,09;3,00;0,00;12,00;1,00;7,00;9,00;10,00;6,00;1,00;0,00;0,00;3,00;0,00;0,00;3,00;4,00;1,00;1,00;1,00;10,00;1,00;2,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-28;76,00;0,00;4,38;4,38;26,31;4,34;1,09;6,51;0,00;6,00;0,00;23,00;2,00;6,00;18,00;6,00;6,00;11,00;0,00;5,00;11,00;0,00;0,00;5,00;0,00;3,00;2,00;3,00;11,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;78,00;4,42;2,94;1,47;16,19;3,25;0,00;4,33;0,00;4,00;0,00;25,00;0,00;4,00;10,00;3,00;7,00;3,00;1,00;1,00;6,00;0,00;1,00;3,00;1,00;0,00;3,00;0,00;6,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;79,00;4,39;2,93;2,93;19,02;2,19;2,19;7,68;0,00;6,00;3,00;13,00;1,00;3,00;13,00;8,00;5,00;5,00;0,00;0,00;4,00;0,00;0,00;3,00;1,00;1,00;1,00;3,00;10,00;1,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;84,00;0,00;4,34;1,45;18,83;7,64;2,18;3,27;0,00;1,00;0,00;12,00;1,00;7,00;6,00;10,00;10,00;1,00;0,00;2,00;2,00;0,00;1,00;1,00;1,00;2,00;1,00;5,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;75,00;0,00;2,94;0,00;11,76;6,52;1,09;1,09;0,00;2,00;0,00;5,00;0,00;6,00;11,00;7,00;7,00;9,00;0,00;0,00;4,00;1,00;0,00;5,00;1,00;0,00;1,00;1,00;5,00;0,00;0,00;2,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;72,00;1,47;0,00;0,00;17,63;1,09;1,09;3,27;0,00;1,00;1,00;11,00;0,00;2,00;8,00;2,00;8,00;4,00;0,00;7,00;4,00;0,00;1,00;2,00;1,00;0,00;0,00;5,00;6,00;0,00;4,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-09-08;65,00;2,95;2,95;0,00;14,77;2,17;1,08;2,17;1,08;6,00;0,00;16,00;1,00;2,00;11,00;1,00;9,00;7,00;0,00;1,00;7,00;4,00;1,00;2,00;0,00;1,00;2,00;2,00;1,00;0,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;44,00;2,93;7,33;0,00;17,60;0,00;1,07;0,00;1,07;1,00;1,00;16,00;1,00;7,00;9,00;2,00;4,00;4,00;0,00;4,00;1,00;0,00;0,00;2,00;0,00;0,00;1,00;4,00;2,00;0,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;53,00;2,86;2,86;1,43;17,19;4,33;1,08;6,49;0,00;2,00;1,00;10,00;0,00;6,00;4,00;1,00;4,00;4,00;0,00;1,00;1,00;1,00;0,00;5,00;0,00;1,00;1,00;6,00;8,00;0,00;4,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;45,00;2,90;0,00;4,35;14,52;2,14;2,14;2,14;1,07;1,00;1,00;7,00;1,00;4,00;11,00;2,00;1,00;4,00;0,00;2,00;1,00;1,00;0,00;2,00;0,00;1,00;1,00;6,00;4,00;1,00;6,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-06;53,00;1,47;2,94;1,47;17,67;2,16;1,08;0,00;0,00;0,00;1,00;11,00;0,00;6,00;12,00;2,00;7,00;2,00;0,00;1,00;2,00;0,00;1,00;1,00;0,00;2,00;1,00;2,00;7,00;0,00;6,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;61,00;4,46;2,98;0,00;14,88;2,18;1,09;3,27;0,00;1,00;0,00;10,00;1,00;0,00;10,00;5,00;1,00;4,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;1,00;1,00;4,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;61,00;1,45;2,90;1,45;18,88;1,09;2,18;4,36;3,27;5,00;0,00;15,00;0,00;6,00;12,00;2,00;2,00;6,00;0,00;5,00;4,00;0,00;1,00;1,00;0,00;1,00;0,00;11,00;5,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;56,00;2,87;4,31;1,44;24,41;1,08;0,00;3,23;1,08;7,00;0,00;16,00;1,00;2,00;1,00;7,00;1,00;1,00;0,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;8,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;39,00;7,22;1,44;2,89;23,11;4,33;1,08;1,08;1,08;3,00;5,00;15,00;1,00;6,00;7,00;6,00;3,00;2,00;0,00;1,00;2,00;0,00;1,00;5,00;0,00;1,00;1,00;3,00;6,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;42,00;2,90;1,45;0,00;36,21;10,77;2,15;3,23;1,08;8,00;2,00;20,00;0,00;5,00;12,00;5,00;5,00;3,00;0,00;2,00;2,00;2,00;0,00;2,00;0,00;1,00;2,00;8,00;7,00;0,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00
2019-11-17;56,00;5,89;4,42;2,95;30,95;3,29;3,29;4,39;1,10;3,00;0,00;19,00;0,00;5,00;3,00;6,00;6,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;3,00;1,00;12,00;2,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;41,00;4,39;2,93;2,93;33,68;6,47;2,16;5,39;2,16;11,00;5,00;23,00;1,00;14,00;2,00;6,00;6,00;3,00;1,00;2,00;2,00;1,00;1,00;2,00;0,00;1,00;1,00;7,00;6,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;59,00;5,90;8,85;0,00;45,73;4,37;3,28;4,37;3,28;8,00;1,00;41,00;1,00;11,00;4,00;7,00;5,00;11,00;1,00;8,00;2,00;1,00;2,00;7,00;0,00;2,00;4,00;11,00;7,00;0,00;0,00;2,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;70,00;4,38;2,92;1,46;24,79;7,66;3,28;6,56;2,19;18,00;0,00;20,00;0,00;13,00;3,00;5,00;8,00;7,00;0,00;5,00;2,00;0,00;3,00;6,00;0,00;2,00;5,00;13,00;6,00;1,00;1,00;1,00;3,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-12-15;64,00;2,91;2,91;1,45;36,36;5,42;1,08;3,25;0,00;20,00;4,00;25,00;0,00;14,00;5,00;7,00;5,00;5,00;0,00;5,00;2,00;1,00;2,00;2,00;0,00;4,00;5,00;14,00;4,00;0,00;4,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;100,00;8,82;2,94;4,41;45,59;4,35;4,35;8,70;1,09;15,00;1,00;35,00;8,00;14,00;17,00;14,00;4,00;27,00;0,00;15,00;4,00;3,00;4,00;10,00;0,00;1,00;7,00;21,00;1,00;3,00;1,00;1,00;11,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;91,00;7,34;5,87;1,47;39,63;15,35;4,39;6,58;3,29;20,00;3,00;38,00;3,00;23,00;7,00;10,00;11,00;25,00;0,00;18,00;4,00;4,00;1,00;12,00;1,00;3,00;1,00;29,00;7,00;0,00;3,00;0,00;7,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-01-05;76,00;4,38;4,38;2,92;46,77;2,20;8,81;3,30;4,41;20,00;3,00;34,00;1,00;18,00;12,00;9,00;12,00;24,00;0,00;8,00;3,00;4,00;0,00;7,00;1,00;6,00;4,00;22,00;8,00;1,00;6,00;2,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-12;65,00;8,67;2,89;1,44;44,78;4,33;5,42;3,25;1,08;22,00;1,00;36,00;37,00;11,00;8,00;20,00;10,00;28,00;0,00;4,00;0,00;1,00;2,00;8,00;2,00;8,00;1,00;20,00;3,00;0,00;1,00;1,00;2,00;0,00;9,00;1,00;0,00;0,00;0,00;0,00
2020-01-19;48,00;7,27;2,91;1,45;33,45;6,55;1,09;7,64;3,27;18,00;3,00;37,00;1,00;18,00;12,00;8,00;2,00;23,00;1,00;1,00;4,00;1,00;2,00;9,00;0,00;3,00;3,00;13,00;22,00;0,00;3,00;1,00;4,00;1,00;4,00;2,00;0,00;0,00;0,00;0,00
2020-01-26;69,00;10,28;4,40;5,87;32,30;8,63;0,00;6,47;2,16;11,00;0,00;22,00;2,00;10,00;8,00;12,00;10,00;13,00;0,00;8,00;2,00;0,00;2,00;7,00;0,00;2,00;1,00;17,00;12,00;1,00;8,00;12,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;89,00;10,21;7,30;2,92;35,02;8,68;2,17;8,68;4,34;18,00;0,00;26,00;4,00;17,00;7,00;18,00;14,00;14,00;0,00;2,00;2,00;1,00;0,00;7,00;0,00;4,00;1,00;9,00;7,00;0,00;7,00;2,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-09;93,00;10,33;2,95;1,48;20,67;4,38;5,47;109,41;2,19;21,00;0,00;35,00;0,00;21,00;7,00;12,00;17,00;21,00;0,00;13,00;2,00;1,00;0,00;9,00;2,00;3,00;8,00;26,00;3,00;1,00;2,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-16;62,00;8,65;4,33;2,88;34,60;4,35;2,18;6,53;1,09;15,00;1,00;24,00;6,00;11,00;6,00;8,00;7,00;10,00;0,00;8,00;2,00;3,00;1,00;6,00;2,00;1,00;2,00;11,00;7,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-02-23;48,00;5,82;7,27;0,00;32,00;2,18;4,36;5,45;3,27;15,00;1,00;18,00;2,00;10,00;7,00;6,00;7,00;20,00;0,00;9,00;1,00;0,00;2,00;3,00;0,00;3,00;4,00;11,00;3,00;1,00;2,00;1,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;53,00;4,30;4,30;0,00;25,78;3,24;1,08;7,57;1,08;11,00;1,00;21,00;0,00;12,00;7,00;7,00;7,00;8,00;0,00;8,00;2,00;1,00;0,00;2,00;1,00;2,00;2,00;10,00;3,00;0,00;0,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-08;41,00;5,86;5,86;1,46;146,43;9,71;7,55;5,39;2,16;15,00;2,00;49,00;2,00;7,00;6,00;9,00;7,00;14,00;0,00;4,00;2,00;4,00;1,00;5,00;0,00;7,00;9,00;11,00;5,00;1,00;2,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-03-15;18,00;3,00;1,50;0,00;57,00;1,13;0,00;6,75;0,00;2,00;0,00;9,00;0,00;2,00;10,00;2,00;6,00;2,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;6,00;0,00;1,50;0,00;28,50;0,00;0,00;2,40;0,00;0,00;0,00;3,00;0,00;2,00;9,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;9,00;1,50;1,50;0,00;28,50;0,00;2,25;1,13;0,00;1,00;0,00;3,00;0,00;1,00;5,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;2,00;2,00;0,00;24,00;0,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;2,00;1,00;1,00;0,00;2,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;12,00;0,00;1,50;1,50;10,50;0,00;0,00;1,09;0,00;1,00;0,00;1,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;11,00;1,38;0,00;0,00;9,63;2,20;0,00;1,10;0,00;1,00;0,00;7,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;0,00;1,50;0,00;10,50;3,60;0,00;0,00;0,00;2,00;0,00;4,00;1,00;0,00;3,00;4,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-03;9,00;1,50;1,50;0,00;10,50;1,00;0,00;0,00;0,00;1,00;0,00;3,00;0,00;3,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;14,00;0,00;1,40;1,40;11,20;1,08;0,00;5,38;0,00;1,00;0,00;5,00;1,00;1,00;4,00;1,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;15,00;0,00;2,73;1,36;9,55;0,00;1,07;2,14;0,00;0,00;0,00;4,00;1,00;0,00;4,00;1,00;4,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;20,00;1,43;0,00;0,00;5,71;2,11;0,00;2,11;0,00;0,00;1,00;7,00;1,00;0,00;9,00;1,00;2,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;31,00;1,48;1,48;0,00;5,90;1,11;1,11;3,32;0,00;3,00;0,00;4,00;1,00;4,00;7,00;2,00;3,00;2,00;0,00;0,00;3,00;1,00;0,00;3,00;0,00;1,00;1,00;9,00;2,00;0,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-06-07;27,00;1,50;0,00;0,00;10,50;0,00;0,00;2,25;0,00;2,00;0,00;8,00;2,00;4,00;6,00;1,00;4,00;2,00;0,00;0,00;5,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;37,00;2,96;1,48;2,96;8,88;3,26;0,00;5,44;0,00;0,00;1,00;11,00;3,00;1,00;8,00;0,00;1,00;3,00;0,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;2,00;5,00;4,00;0,00;2,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;32,00;2,91;1,45;0,00;16,00;1,07;0,00;1,07;0,00;1,00;0,00;4,00;0,00;1,00;9,00;7,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;7,00;0,00;0,00;5,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;63,00;0,00;0,00;0,00;14,65;5,53;0,00;2,21;0,00;1,00;0,00;7,00;0,00;3,00;9,00;2,00;7,00;3,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;7,00;4,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;65,00;0,00;4,43;0,00;13,30;1,10;4,41;4,41;0,00;5,00;0,00;5,00;0,00;5,00;13,00;9,00;9,00;5,00;0,00;2,00;1,00;0,00;0,00;2,00;0,00;1,00;1,00;7,00;2,00;0,00;0,00;1,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
