Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;26,00;179,11;2,89;37,56;8,67;4,00;9,00;4,00;13,00;0,00;13,00;0,00;4,00
2020-01-12;26,00;201,50;3,25;42,25;19,50;13,00;13,00;0,00;0,00;0,00;0,00;4,00;4,00
2020-01-19;22,00;182,29;0,00;18,86;56,57;4,00;26,00;4,00;4,00;4,00;4,00;0,00;0,00
2020-01-26;30,00;198,00;3,00;30,00;18,00;13,00;13,00;0,00;4,00;4,00;9,00;0,00;4,00
2020-02-02;39,00;180,00;0,00;27,00;69,00;17,00;17,00;9,00;9,00;4,00;4,00;0,00;0,00
2020-02-09;9,00;228,00;0,00;21,00;27,00;9,00;13,00;9,00;4,00;18,00;13,00;0,00;9,00
2020-02-16;22,00;176,00;0,00;40,86;34,57;9,00;9,00;9,00;4,00;4,00;0,00;4,00;0,00
2020-02-23;13,00;201,50;3,25;26,00;35,75;13,00;13,00;8,00;0,00;13,00;4,00;0,00;0,00
2020-03-01;17,00;187,00;0,00;40,80;37,40;21,00;0,00;0,00;4,00;13,00;0,00;0,00;4,00
2020-03-08;16,00;147,20;0,00;12,80;38,40;12,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-03-15;8,00;77,33;2,67;2,67;18,67;8,00;12,00;0,00;4,00;4,00;0,00;0,00;4,00
2020-03-22;0,00;26,00;0,00;6,00;1,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;4,00;96,00;0,00;12,00;20,00;4,00;4,00;0,00;0,00;4,00;4,00;4,00;0,00
2020-04-05;0,00;9,00;0,00;0,00;4,00;18,00;4,00;9,00;0,00;4,00;0,00;0,00;0,00
2020-04-12;0,00;16,00;1,00;3,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-04-19;0,00;15,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00
2020-04-26;8,00;48,00;0,00;2,67;2,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;16,00;38,40;0,00;3,20;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00
2020-05-10;8,00;53,33;2,67;0,00;8,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-05-17;13,00;52,00;0,00;19,50;3,25;9,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00
2020-05-24;8,00;66,67;0,00;0,00;8,00;4,00;13,00;0,00;4,00;0,00;8,00;4,00;0,00
2020-05-31;16,00;86,40;0,00;3,20;9,60;4,00;12,00;8,00;0,00;4,00;4,00;0,00;4,00
2020-06-07;0,00;21,00;0,00;1,00;4,00;16,00;4,00;8,00;0,00;4,00;4,00;4,00;4,00
2020-06-14;28,00;90,22;0,00;21,78;37,33;24,00;0,00;0,00;0,00;4,00;4,00;8,00;4,00
2020-06-21;22,00;132,00;0,00;18,86;40,86;22,00;0,00;4,00;4,00;9,00;13,00;9,00;13,00
2020-06-28;9,00;96,00;0,00;30,00;12,00;51,00;21,00;4,00;9,00;9,00;4,00;9,00;4,00
