Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;73,00;590,08;24,33;24,33;24,33;20,00;35,00;16,00;40,00;18,00;20,00;7,00;2,00
2020-01-12;100,00;625,00;12,50;18,75;25,00;25,00;32,00;18,00;29,00;20,00;14,00;4,00;2,00
2020-01-19;82,00;630,77;18,92;12,62;25,23;40,00;46,00;38,00;44,00;19,00;9,00;4,00;4,00
2020-01-26;78,00;533,00;13,00;13,00;32,50;28,00;43,00;32,00;26,00;18,00;17,00;4,00;0,00
2020-02-02;87,00;522,00;12,43;18,64;24,86;17,00;36,00;23,00;25,00;11,00;13,00;13,00;6,00
2020-02-09;80,00;578,46;18,46;12,31;43,08;33,00;45,00;33,00;25,00;20,00;11,00;9,00;4,00
2020-02-16;74,00;585,83;12,33;18,50;12,33;25,00;27,00;14,00;31,00;9,00;13,00;7,00;2,00
2020-02-23;64,00;582,40;12,80;19,20;25,60;23,00;27,00;16,00;16,00;5,00;9,00;5,00;2,00
2020-03-01;55,00;495,00;6,11;18,33;24,44;16,00;23,00;25,00;18,00;12,00;21,00;9,00;0,00
2020-03-08;43,00;430,00;18,43;12,29;18,43;23,00;24,00;16,00;21,00;3,00;9,00;0,00;2,00
2020-03-15;45,00;295,71;3,21;19,29;19,29;17,00;17,00;5,00;21,00;2,00;10,00;0,00;0,00
2020-03-22;23,00;155,25;5,75;5,75;11,50;11,00;11,00;0,00;7,00;0,00;5,00;7,00;0,00
2020-03-29;13,00;149,50;6,50;13,00;13,00;5,00;5,00;5,00;3,00;7,00;0,00;0,00;0,00
2020-04-05;15,00;202,50;7,50;15,00;15,00;12,00;8,00;3,00;12,00;8,00;0,00;0,00;0,00
2020-04-12;23,00;138,00;5,75;11,50;17,25;5,00;8,00;2,00;5,00;5,00;5,00;0,00;0,00
2020-04-19;20,00;153,33;6,67;6,67;6,67;7,00;5,00;2,00;5,00;3,00;5,00;0,00;0,00
2020-04-26;10,00;115,00;5,00;5,00;5,00;5,00;6,00;8,00;6,00;5,00;3,00;2,00;2,00
2020-05-03;20,00;166,67;3,33;6,67;13,33;8,00;11,00;7,00;10,00;5,00;7,00;2,00;2,00
2020-05-10;23,00;155,25;5,75;11,50;11,50;6,00;5,00;6,00;8,00;3,00;3,00;2,00;0,00
2020-05-17;17,00;158,67;11,33;5,67;11,33;15,00;12,00;10,00;13,00;7,00;2,00;2,00;0,00
2020-05-24;21,00;182,00;7,00;7,00;21,00;12,00;14,00;5,00;16,00;5,00;2,00;2,00;0,00
2020-05-31;29,00;127,60;5,80;5,80;11,60;19,00;10,00;5,00;11,00;3,00;3,00;3,00;0,00
2020-06-07;35,00;140,00;5,83;11,67;11,67;14,00;19,00;3,00;6,00;16,00;2,00;5,00;3,00
2020-06-14;37,00;246,67;6,17;6,17;18,50;18,00;16,00;5,00;11,00;10,00;8,00;7,00;5,00
2020-06-21;50,00;243,75;6,25;6,25;12,50;28,00;15,00;2,00;10,00;7,00;17,00;7,00;2,00
2020-06-28;55,00;275,00;6,11;12,22;24,44;11,00;23,00;8,00;19,00;6,00;16,00;8,00;3,00
2020-07-05;60,00;276,00;12,00;6,00;12,00;17,00;27,00;3,00;22,00;14,00;12,00;7,00;3,00
2020-07-12;70,00;292,73;12,73;6,36;31,82;25,00;18,00;11,00;14,00;7,00;29,00;5,00;5,00
2020-07-19;76,00;361,00;12,67;12,67;19,00;18,00;33,00;15,00;16,00;4,00;25,00;16,00;4,00
2020-07-26;80,00;283,08;18,46;12,31;18,46;22,00;22,00;9,00;15,00;7,00;16,00;2,00;0,00
2020-08-02;40,00;326,67;20,00;20,00;13,33;29,00;26,00;17,00;11,00;5,00;7,00;2,00;7,00
2020-08-09;76,00;247,00;6,33;12,67;19,00;31,00;20,00;0,00;14,00;9,00;5,00;4,00;7,00
2020-08-16;30,00;192,00;6,00;18,00;18,00;14,00;11,00;9,00;9,00;13,00;5,00;2,00;2,00
2020-08-23;43,00;184,29;6,14;12,29;12,29;11,00;27,00;9,00;14,00;11,00;4,00;4,00;2,00
2020-08-30;37,00;160,33;6,17;6,17;12,33;17,00;13,00;6,00;15,00;7,00;11,00;4,00;0,00
2020-09-06;24,00;180,00;6,00;6,00;6,00;18,00;9,00;2,00;4,00;4,00;2,00;4,00;2,00
2020-09-13;37,00;185,00;6,17;6,17;12,33;11,00;21,00;13,00;6,00;4,00;7,00;7,00;2,00
2020-09-20;22,00;227,33;7,33;7,33;22,00;11,00;7,00;7,00;9,00;7,00;0,00;0,00;9,00
2020-09-27;26,00;169,00;6,50;6,50;6,50;13,00;15,00;6,00;4,00;7,00;2,00;0,00;2,00
2020-10-04;22,00;170,50;5,50;11,00;5,50;15,00;7,00;6,00;13,00;9,00;6,00;2,00;2,00
2020-10-11;17,00;192,67;2,83;11,33;11,33;14,00;12,00;4,00;6,00;8,00;4,00;2,00;0,00
2020-10-18;32,00;153,60;12,80;6,40;12,80;11,00;8,00;6,00;13,00;11,00;13,00;0,00;2,00
2020-10-25;19,00;158,33;3,17;6,33;12,67;15,00;21,00;6,00;2,00;7,00;4,00;2,00;4,00
2020-11-01;22,00;183,33;7,33;14,67;14,67;9,00;4,00;2,00;7,00;0,00;4,00;2,00;0,00
2020-11-08;18,00;144,00;0,00;12,00;12,00;7,00;9,00;9,00;7,00;0,00;4,00;5,00;2,00
