Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-01-05;17,00;10,00;0,00;20,00;7,00;36,83;2,83;2,83;14,17;3,09;51,00;51,00;17,00;4,86;6,07;48,57;4,86;6,54;7,85;15,69;5,23
2020-01-12;31,00;24,00;15,00;20,00;14,00;38,05;11,27;5,64;21,14;7,75;48,05;52,70;17,05;6,46;6,46;54,25;5,17;5,39;8,09;24,26;13,48
2020-01-19;24,00;17,00;3,00;17,00;7,00;29,65;9,88;2,82;11,29;3,00;33,00;40,50;10,50;5,05;6,32;58,11;3,79;10,67;5,33;18,67;28,00
2020-01-26;34,00;25,00;4,00;17,00;10,00;32,58;8,50;1,42;21,25;7,73;38,64;52,55;15,45;8,81;5,04;54,15;2,52;2,72;5,44;10,88;14,96
2020-02-02;46,00;25,00;7,00;17,00;11,00;33,45;8,36;2,79;22,30;6,13;59,80;47,53;7,67;5,11;6,39;49,83;5,11;8,12;12,18;18,94;9,47
2020-02-09;25,00;24,00;9,00;20,00;8,00;48,61;8,33;1,39;20,83;3,13;64,06;64,06;7,81;7,50;3,75;70,00;0,00;10,53;6,58;19,74;10,53
2020-02-16;52,00;44,00;7,00;29,00;9,00;54,81;8,43;2,81;25,30;6,12;39,76;65,76;16,82;6,34;3,80;63,41;5,07;10,67;6,67;32,00;12,00
2020-02-23;33,00;22,00;8,00;19,00;15,00;57,75;2,75;0,00;19,25;4,50;52,50;52,50;13,50;11,42;2,54;41,88;3,81;9,24;3,96;21,12;22,44
2020-03-01;28,00;21,00;3,00;19,00;11,00;33,60;2,80;1,40;12,60;6,22;63,78;63,78;23,33;3,82;3,82;53,45;3,82;6,67;5,33;20,00;18,67
2020-03-08;38,00;20,00;7,00;14,00;12,00;25,33;7,04;2,81;16,89;1,52;36,48;53,20;22,80;8,87;2,53;58,27;3,80;6,55;3,93;9,17;15,72
2020-03-15;11,00;4,00;2,00;11,00;6,00;13,75;0,00;1,38;2,75;1,57;26,71;17,29;11,00;6,11;1,22;39,11;2,44;4,13;2,75;19,25;11,00
2020-03-22;21,00;10,00;3,00;9,00;1,00;19,60;0,00;0,00;7,00;4,50;16,50;21,00;7,50;1,24;2,47;43,24;0,00;5,25;1,31;5,25;3,94
2020-03-29;24,00;11,00;0,00;8,00;6,00;31,06;8,47;1,41;5,65;1,50;16,50;24,00;7,50;5,05;1,26;26,53;2,53;4,00;2,67;17,33;5,33
2020-04-05;19,00;19,00;3,00;4,00;6,00;13,57;1,36;0,00;8,14;4,38;10,23;24,85;10,23;2,53;1,27;20,27;2,53;4,07;1,36;10,86;6,79
2020-04-12;25,00;11,00;4,00;8,00;3,00;25,00;1,39;1,39;6,94;4,69;17,19;23,44;10,94;7,50;0,00;32,50;1,25;1,39;2,78;5,56;9,72
2020-04-19;11,00;9,00;3,00;8,00;3,00;19,25;1,38;1,38;9,63;4,71;17,29;26,71;9,43;3,67;1,22;25,67;2,44;1,38;2,75;8,25;12,38
2020-04-26;19,00;14,00;7,00;19,00;7,00;21,71;1,36;1,36;6,79;5,85;19,00;14,62;8,77;5,07;0,00;29,13;2,53;5,43;4,07;12,21;9,50
2020-05-03;17,00;8,00;3,00;18,00;9,00;28,33;4,25;2,83;8,50;1,55;17,00;32,45;4,64;6,07;0,00;25,50;2,43;5,23;2,62;9,15;9,15
2020-05-10;31,00;14,00;2,00;17,00;7,00;29,59;7,05;5,64;9,86;7,75;24,80;34,10;10,85;12,40;2,48;49,60;4,96;5,39;5,39;25,61;8,09
2020-05-17;47,00;30,00;7,00;25,00;14,00;64,97;9,68;6,91;22,12;3,03;37,90;59,13;13,65;3,71;3,71;44,53;2,47;9,40;10,74;34,91;20,14
2020-05-24;54,00;36,00;9,00;21,00;22,00;61,11;7,11;7,11;19,89;10,80;35,49;55,54;13,89;9,00;3,86;54,00;7,71;13,50;12,15;31,05;10,80
2020-05-31;70,00;39,00;8,00;36,00;22,00;77,00;16,80;9,80;29,40;17,11;34,22;66,89;17,11;12,73;2,55;73,82;11,45;8,08;14,81;33,65;25,58
