Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;32,00;608,00;4,00;128,00;16,00;28,00;14,00;21,00;11,00;14,00;7,00;4,00;0,00
2020-01-12;59,00;674,29;8,43;151,71;33,71;41,00;24,00;3,00;17,00;10,00;14,00;3,00;0,00
2020-01-19;79,00;521,40;7,90;110,60;23,70;65,00;32,00;7,00;7,00;4,00;0,00;4,00;0,00
2020-01-26;69,00;534,75;8,63;146,63;34,50;29,00;25,00;7,00;29,00;0,00;11,00;7,00;0,00
2020-02-02;36,00;522,00;4,50;171,00;27,00;39,00;11,00;7,00;35,00;7,00;0,00;4,00;4,00
2020-02-09;42,00;588,00;8,40;193,20;25,20;35,00;10,00;0,00;21,00;3,00;7,00;10,00;3,00
2020-02-16;54,00;578,57;0,00;200,57;23,14;47,00;32,00;18,00;7,00;14,00;11,00;11,00;0,00
2020-02-23;31,00;449,50;7,75;162,75;31,00;42,00;17,00;17,00;17,00;7,00;10,00;14,00;7,00
2020-03-01;73,00;478,56;4,06;113,56;16,22;38,00;17,00;17,00;14,00;17,00;14,00;3,00;3,00
2020-03-08;46,00;391,00;0,00;130,33;3,83;20,00;3,00;13,00;7,00;0,00;0,00;0,00;0,00
2020-03-15;13,00;188,50;6,50;26,00;3,25;36,00;6,00;13,00;6,00;6,00;6,00;0,00;0,00
2020-03-22;3,00;192,00;0,00;84,00;3,00;19,00;6,00;3,00;0,00;0,00;6,00;6,00;0,00
2020-03-29;6,00;156,00;0,00;24,00;12,00;16,00;13,00;0,00;10,00;3,00;0,00;6,00;3,00
2020-04-05;14,00;161,00;0,00;21,00;3,50;29,00;11,00;7,00;4,00;0,00;0,00;4,00;0,00
2020-04-12;17,00;127,50;0,00;68,00;8,50;10,00;7,00;7,00;10,00;3,00;3,00;3,00;0,00
2020-04-19;3,00;84,00;0,00;24,00;6,00;0,00;3,00;10,00;7,00;3,00;0,00;3,00;0,00
2020-04-26;13,00;91,00;0,00;19,50;3,25;19,00;6,00;6,00;3,00;0,00;3,00;0,00;0,00
2020-05-03;10,00;170,00;5,00;30,00;10,00;13,00;7,00;10,00;7,00;3,00;0,00;3,00;0,00
2020-05-10;7,00;133,00;3,50;21,00;14,00;19,00;3,00;10,00;10,00;3,00;6,00;3,00;0,00
2020-05-17;27,00;171,00;0,00;45,00;9,00;17,00;3,00;0,00;7,00;3,00;7,00;0,00;3,00
2020-05-24;30,00;127,50;0,00;45,00;15,00;17,00;17,00;0,00;3,00;3,00;7,00;0,00;0,00
2020-05-31;7,00;140,00;3,50;35,00;14,00;20,00;7,00;10,00;7,00;7,00;7,00;0,00;0,00
2020-06-07;23,00;260,67;7,67;53,67;15,33;23,00;39,00;7,00;3,00;13,00;13,00;0,00;7,00
2020-06-14;59,00;286,57;4,21;92,71;8,43;23,00;29,00;6,00;3,00;10,00;0,00;6,00;13,00
2020-06-21;25,00;225,00;16,67;141,67;25,00;49,00;14,00;10,00;10,00;3,00;7,00;3,00;3,00
2020-06-28;64,00;296,00;8,00;152,00;24,00;43,00;30,00;7,00;20,00;13,00;7,00;0,00;17,00
2020-07-05;76,00;422,22;0,00;177,33;33,78;45,00;31,00;7,00;24,00;7,00;7,00;3,00;3,00
2020-07-12;92,00;510,18;4,18;192,36;33,45;55,00;44,00;7,00;15,00;15,00;55,00;11,00;11,00
2020-07-19;100,00;441,67;0,00;216,67;25,00;41,00;33,00;0,00;11,00;18,00;15,00;4,00;0,00
2020-07-26;66,00;330,00;4,13;181,50;16,50;59,00;11,00;4,00;0,00;18,00;11,00;0,00;0,00
2020-08-02;70,00;376,25;4,38;183,75;35,00;48,00;37,00;7,00;15,00;11,00;4,00;0,00;7,00
2020-08-09;79,00;324,78;8,78;210,67;17,56;32,00;21,00;14,00;7,00;7,00;0,00;7,00;4,00
2020-08-16;58,00;389,43;8,29;215,43;24,86;54,00;32,00;7,00;22,00;18,00;4,00;4,00;4,00
2020-08-23;51,00;348,50;4,25;195,50;25,50;29,00;40,00;0,00;0,00;0,00;7,00;4,00;4,00
2020-08-30;14,00;154,00;7,00;161,00;14,00;7,00;22,00;4,00;25,00;7,00;7,00;7,00;4,00
2020-09-06;22,00;176,00;0,00;139,33;7,33;7,00;14,00;18,00;0,00;7,00;4,00;4,00;0,00
