Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-01-05;33,00;0,00;13,00;7,00;7,00;7,00;7,00;7,00;0,00;6,00;33,00;66,00;6,00;0,00;0,00;39,00;7,00;0,00;7,00;0,00;7,00
2020-01-12;56,00;6,00;19,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;12,11;74,16;0,00;0,00;0,00;37,67;6,11;0,00;0,00;6,00;0,00
2020-01-19;59,00;7,00;20,00;13,00;7,00;7,00;0,00;7,00;0,00;6,05;31,77;45,38;0,00;0,00;0,00;85,45;0,00;0,00;0,00;7,00;7,00
2020-01-26;19,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,33;33,25;6,33;0,00;0,00;62,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;64,00;13,00;19,00;0,00;6,00;0,00;0,00;0,00;13,00;6,10;25,90;44,19;0,00;0,00;0,00;44,70;0,00;0,00;6,00;0,00;0,00
2020-02-09;32,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;44,19;56,38;0,00;0,00;0,00;83,61;0,00;0,00;13,00;0,00;6,00
2020-02-16;52,00;13,00;0,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;19,88;52,00;0,00;0,00;0,00;58,12;6,12;6,00;6,00;13,00;6,00
2020-02-23;31,00;12,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;18,60;24,80;0,00;0,00;6,20;49,60;0,00;0,00;0,00;12,00;6,00
2020-03-01;43,00;6,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;6,14;6,14;36,86;0,00;0,00;0,00;12,00;0,00;0,00;6,00;6,00;0,00
2020-03-08;43,00;18,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;12,29;43,00;0,00;0,00;0,00;30,71;0,00;0,00;0,00;6,00;0,00
2020-03-15;18,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;12,00;42,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;12,00;0,00
2020-03-22;12,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;34,50;6,00;0,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00
2020-03-29;29,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;10,68;6,11;0,00;0,00;0,00;40,39;0,00;0,00;6,00;0,00;6,00
2020-04-05;24,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;19,20;0,00;0,00;0,00;30,26;0,00;0,00;6,00;0,00;0,00
2020-04-12;17,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,36;34,00;0,00;0,00;0,00;17,00;0,00;0,00;6,00;6,00;11,00
2020-04-19;17,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,18;6,18;23,18;0,00;0,00;0,00;38,00;0,00;0,00;0,00;6,00;0,00
2020-04-26;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,50;22,50;0,00;0,00;0,00;17,00;0,00;0,00;0,00;6,00;0,00
2020-05-03;11,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;6,29;51,86;0,00;0,00;0,00;33,00;6,00;0,00;0,00;6,00;0,00
2020-05-10;18,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;28,50;0,00;0,00;0,00;42,35;0,00;0,00;12,00;18,00;0,00
2020-05-17;41,00;6,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;12,62;41,00;0,00;0,00;0,00;28,70;0,00;0,00;12,00;6,00;0,00
2020-05-24;30,00;18,00;12,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;6,00;18,00;0,00;6,00;0,00;30,00;0,00;0,00;6,00;6,00;0,00
2020-05-31;18,00;0,00;6,00;6,00;0,00;0,00;6,00;6,00;0,00;6,55;24,55;44,18;0,00;0,00;0,00;24,35;0,00;0,00;0,00;6,00;0,00
2020-06-07;35,00;12,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,09;47,17;12,17;0,00;0,00;12,00;0,00;0,00;0,00;12,00;6,00
2020-06-14;12,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;6,00;67,50;0,00;6,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;19,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;19,00;31,67;6,33;6,33;0,00;25,33;0,00;0,00;6,00;19,00;6,00
2020-06-28;38,00;13,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,08;25,84;0,00;6,00;0,00;31,00;0,00;0,00;0,00;25,00;0,00
2020-07-05;26,00;0,00;6,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;26,00;19,88;6,12;6,24;0,00;26,00;0,00;0,00;0,00;6,00;6,00
2020-07-12;13,00;0,00;6,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;6,50;13,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00
2020-07-19;26,00;0,00;13,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;19,88;38,24;6,12;0,00;0,00;13,52;0,00;13,00;6,00;0,00;0,00
2020-07-26;19,00;13,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;11,69;19,00;0,00;0,00;0,00;32,00;0,00;0,00;6,00;0,00;0,00
2020-08-02;32,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;12,19;38,10;0,00;0,00;0,00;32,00;0,00;0,00;6,00;0,00;0,00
2020-08-09;13,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;13,00;6,50;13,00;74,75;0,00;0,00;0,00;25,00;0,00;0,00;6,00;6,00;6,00
2020-08-16;19,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,33;12,67;0,00;6,33;0,00;45,39;0,00;0,00;0,00;0,00;0,00
2020-08-23;37,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;12,33;49,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2020-08-30;24,00;6,00;6,00;6,00;6,00;12,00;6,00;0,00;6,00;0,00;12,00;48,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;6,00;6,00
2020-09-06;18,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;30,00;0,00;0,00;6,00;24,00;0,00;0,00;0,00;0,00;6,00
2020-09-13;59,00;12,00;12,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;22,69;22,69;0,00;0,00;0,00;17,29;0,00;0,00;6,00;12,00;0,00
2020-09-20;12,00;12,00;18,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;24,00;18,00;0,00;0,00;0,00;59,00;0,00;0,00;0,00;6,00;12,00
2020-09-27;6,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;12,00;31,50;0,00;6,00;0,00;19,00;0,00;0,00;0,00;13,00;0,00
2020-10-04;13,00;0,00;0,00;7,00;0,00;13,00;0,00;0,00;0,00;0,00;18,78;5,78;0,00;6,00;0,00;64,00;0,00;0,00;7,00;7,00;7,00
2020-10-11;43,00;14,00;0,00;7,00;7,00;7,00;0,00;0,00;7,00;7,68;7,68;35,32;0,00;0,00;0,00;14,33;0,00;0,00;7,00;0,00;7,00
2020-10-18;14,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;14,00;21,78;0,00;0,00;0,00;28,00;0,00;0,00;22,00;0,00;0,00
2020-10-25;29,00;14,00;0,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;36,63;13,74;0,00;0,00;7,25;43,50;0,00;0,00;7,00;0,00;0,00
2020-11-01;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;4,00;15,00;0,00;0,00;0,00;17,00;0,00;0,00;6,00;0,00;0,00
2020-11-08;42,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;35,78;0,00;0,00;7,17;20,49;0,00;0,00;0,00;7,00;0,00
2020-11-15;28,00;14,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,37;13,26;61,89;0,00;7,00;0,00;35,00;0,00;7,00;21,00;0,00;0,00
2020-11-22;15,00;15,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;51,00;7,50;0,00;0,00;46,07;0,00;0,00;7,00;0,00;15,00
