Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;49,00;726,83;16,33;24,50;32,67;39,00;37,00;39,00;30,00;12,00;9,00;6,00;9,00
2020-01-12;71,00;887,50;8,88;8,88;35,50;31,00;32,00;48,00;21,00;11,00;7,00;4,00;0,00
2020-01-19;100,00;775,00;8,33;25,00;41,67;23,00;28,00;29,00;10,00;13,00;10,00;9,00;4,00
2020-01-26;47,00;723,80;9,40;18,80;37,60;17,00;23,00;30,00;14,00;7,00;14,00;6,00;6,00
2020-02-02;61,00;644,86;8,71;34,86;26,14;26,00;29,00;30,00;17,00;3,00;6,00;10,00;0,00
2020-02-09;58,00;704,29;8,29;16,57;33,14;41,00;28,00;38,00;18,00;24,00;11,00;6,00;8,00
2020-02-16;71,00;807,63;8,88;35,50;35,50;39,00;23,00;32,00;14,00;9,00;7,00;6,00;1,00
2020-02-23;63,00;828,00;9,00;36,00;45,00;37,00;25,00;26,00;26,00;16,00;12,00;10,00;5,00
2020-03-01;46,00;800,40;9,20;36,80;27,60;35,00;26,00;18,00;17,00;17,00;15,00;0,00;0,00
2020-03-08;42,00;798,00;16,80;25,20;25,20;31,00;16,00;36,00;10,00;18,00;11,00;5,00;1,00
2020-03-15;40,00;568,00;8,00;32,00;32,00;28,00;19,00;19,00;15,00;21,00;7,00;5,00;1,00
2020-03-22;27,00;414,00;4,50;27,00;27,00;19,00;13,00;17,00;17,00;20,00;5,00;3,00;1,00
2020-03-29;27,00;378,00;9,00;18,00;27,00;15,00;15,00;17,00;8,00;5,00;4,00;3,00;1,00
2020-04-05;32,00;352,00;8,00;16,00;24,00;29,00;12,00;7,00;14,00;8,00;3,00;5,00;0,00
2020-04-12;13,00;533,00;13,00;26,00;26,00;18,00;9,00;14,00;5,00;10,00;5,00;3,00;1,00
2020-04-19;30,00;390,00;10,00;20,00;20,00;21,00;13,00;10,00;11,00;12,00;4,00;6,00;2,00
2020-04-26;20,00;310,00;10,00;10,00;30,00;14,00;13,00;18,00;3,00;5,00;4,00;4,00;4,00
2020-05-03;11,00;374,00;11,00;22,00;22,00;15,00;22,00;18,00;8,00;6,00;9,00;1,00;0,00
2020-05-10;24,00;256,00;8,00;24,00;24,00;26,00;16,00;11,00;18,00;5,00;5,00;5,00;3,00
2020-05-17;30,00;360,00;10,00;30,00;20,00;21,00;21,00;16,00;9,00;5,00;5,00;4,00;1,00
2020-05-24;27,00;324,00;9,00;27,00;18,00;14,00;14,00;19,00;5,00;5,00;5,00;1,00;5,00
2020-05-31;26,00;286,00;4,33;17,33;8,67;10,00;26,00;14,00;8,00;4,00;4,00;10,00;3,00
2020-06-07;25,00;308,33;4,17;8,33;16,67;25,00;9,00;21,00;9,00;11,00;9,00;4,00;3,00
2020-06-14;55,00;357,50;9,17;27,50;18,33;19,00;24,00;24,00;7,00;7,00;7,00;4,00;5,00
2020-06-21;32,00;320,00;4,00;16,00;24,00;21,00;11,00;17,00;14,00;10,00;10,00;3,00;4,00
2020-06-28;16,00;280,00;4,00;24,00;16,00;14,00;6,00;14,00;10,00;11,00;6,00;4,00;7,00
2020-07-05;20,00;360,00;10,00;20,00;20,00;18,00;16,00;19,00;9,00;4,00;4,00;1,00;4,00
2020-07-12;33,00;288,75;8,25;16,50;16,50;26,00;10,00;19,00;14,00;10,00;26,00;1,00;1,00
2020-07-19;43,00;387,00;4,30;17,20;25,80;27,00;17,00;22,00;10,00;7,00;26,00;4,00;3,00
2020-07-26;33,00;354,75;8,25;24,75;16,50;29,00;19,00;15,00;16,00;10,00;9,00;6,00;3,00
2020-08-02;31,00;294,50;3,88;7,75;15,50;31,00;21,00;11,00;11,00;17,00;8,00;4,00;0,00
2020-08-09;46,00;432,40;9,20;18,40;27,60;23,00;23,00;16,00;21,00;14,00;11,00;6,00;6,00
2020-08-16;31,00;286,75;7,75;7,75;23,25;26,00;11,00;28,00;4,00;11,00;7,00;3,00;3,00
2020-08-23;27,00;315,00;9,00;18,00;18,00;20,00;22,00;11,00;11,00;5,00;10,00;4,00;0,00
2020-08-30;33,00;313,50;4,13;16,50;16,50;20,00;7,00;15,00;12,00;12,00;4,00;4,00;3,00
2020-09-06;13,00;208,00;3,25;6,50;19,50;11,00;15,00;9,00;8,00;15,00;9,00;7,00;1,00
2020-09-13;25,00;291,67;8,33;8,33;25,00;24,00;15,00;25,00;12,00;13,00;5,00;4,00;4,00
2020-09-20;19,00;370,50;9,50;19,00;19,00;13,00;8,00;14,00;4,00;12,00;9,00;3,00;3,00
2020-09-27;37,00;388,50;9,25;27,75;18,50;16,00;20,00;11,00;11,00;11,00;14,00;4,00;0,00
2020-10-04;31,00;325,50;7,75;23,25;23,25;18,00;22,00;16,00;12,00;6,00;4,00;1,00;0,00
2020-10-11;41,00;344,40;8,20;24,60;16,40;21,00;16,00;27,00;11,00;5,00;13,00;3,00;0,00
2020-10-18;35,00;367,50;8,75;17,50;26,25;21,00;16,00;8,00;11,00;18,00;13,00;0,00;2,00
2020-10-25;32,00;304,00;0,00;8,00;16,00;14,00;15,00;15,00;5,00;5,00;5,00;5,00;5,00
2020-11-01;21,00;294,00;10,50;21,00;21,00;15,00;6,00;13,00;10,00;5,00;6,00;9,00;0,00
2020-11-08;45,00;333,00;9,00;18,00;27,00;31,00;14,00;9,00;14,00;6,00;14,00;2,00;2,00
