Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-01-05;84,00;33,00;33,00;4,00;0,00;26,00;11,00;60,00;3,00
2020-01-12;87,00;19,00;33,00;9,00;4,00;29,00;1,00;54,00;16,00
2020-01-19;91,00;18,00;28,00;13,00;6,00;24,00;6,00;42,00;4,00
2020-01-26;84,00;18,00;23,00;5,00;0,00;15,00;5,00;30,00;10,00
2020-02-02;85,00;19,00;23,00;14,00;0,00;22,00;3,00;45,00;12,00
2020-02-09;73,00;8,00;27,00;9,00;1,00;18,00;0,00;43,00;7,00
2020-02-16;85,00;17,00;29,00;7,00;3,00;28,00;3,00;48,00;8,00
2020-02-23;63,00;25,00;22,00;14,00;3,00;16,00;3,00;46,00;8,00
2020-03-01;69,00;17,00;24,00;15,00;4,00;13,00;7,00;34,00;7,00
2020-03-08;64,00;20,00;18,00;13,00;0,00;12,00;3,00;43,00;8,00
2020-03-15;58,00;9,00;12,00;13,00;3,00;17,00;4,00;30,00;4,00
2020-03-22;46,00;9,00;22,00;10,00;0,00;8,00;3,00;11,00;4,00
2020-03-29;46,00;9,00;9,00;15,00;1,00;7,00;5,00;11,00;4,00
2020-04-05;48,00;15,00;18,00;8,00;1,00;8,00;15,00;23,00;8,00
2020-04-12;63,00;8,00;19,00;10,00;1,00;8,00;6,00;16,00;7,00
2020-04-19;43,00;12,00;18,00;11,00;1,00;17,00;0,00;14,00;11,00
2020-04-26;61,00;11,00;19,00;10,00;5,00;10,00;1,00;22,00;7,00
2020-05-03;57,00;7,00;15,00;15,00;4,00;11,00;4,00;17,00;4,00
2020-05-10;43,00;6,00;16,00;10,00;0,00;8,00;3,00;16,00;4,00
2020-05-17;68,00;14,00;14,00;7,00;1,00;11,00;0,00;16,00;6,00
2020-05-24;44,00;10,00;19,00;8,00;1,00;10,00;1,00;17,00;9,00
2020-05-31;45,00;15,00;12,00;12,00;0,00;7,00;4,00;17,00;4,00
