Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;35,00;420,00;315,00;192,50;157,50;118,70;76,09;85,22;106,52;60,67;78,17;53,67;52,50;70,00;63,00;35,00;23,33;38,00;41,00;20,00;36,00;20,00;27,00;27,00;14,00;17,00;21,00;16,00;9,00;8,00;8,00;4,00;4,00;4,00;3,00;2,00
2019-01-13;32,00;352,00;288,00;176,00;160,00;124,95;83,81;70,10;118,86;62,81;61,63;54,52;58,07;73,85;64,00;32,00;22,15;39,00;65,00;24,00;30,00;25,00;15,00;19,00;20,00;25,00;11,00;14,00;10,00;12,00;3,00;9,00;8,00;0,00;4,00;1,00
2019-01-20;30,00;285,00;240,00;195,00;120,00;126,32;78,95;101,05;120,00;81,60;55,20;57,60;61,20;75,00;70,00;25,00;20,00;40,00;52,00;23,00;24,00;24,00;30,00;23,00;26,00;17,00;21,00;16,00;12,00;9,00;7,00;6,00;5,00;4,00;3,00;2,00
2019-01-27;22,00;231,00;220,00;121,00;110,00;110,00;70,71;89,57;116,29;86,78;63,56;53,78;70,89;75,78;58,67;36,67;26,89;30,00;48,00;23,00;24,00;32,00;23,00;16,00;22,00;12,00;20,00;6,00;8,00;9,00;10,00;5,00;5,00;5,00;0,00;1,00
2019-02-03;18,00;432,00;324,00;234,00;162,00;90,00;58,50;94,50;112,50;66,00;73,20;52,80;78,00;79,71;72,00;23,14;20,57;32,00;62,00;27,00;21,00;29,00;21,00;27,00;21,00;14,00;19,00;4,00;14,00;10,00;12,00;5,00;4,00;5,00;2,00;2,00
2019-02-10;27,00;310,50;270,00;189,00;121,50;114,00;61,50;87,00;99,00;76,30;57,52;45,78;69,26;73,64;68,73;29,45;31,91;36,00;51,00;21,00;26,00;31,00;13,00;18,00;13,00;16,00;15,00;4,00;11,00;13,00;17,00;11,00;10,00;11,00;1,00;3,00
2019-02-17;25,00;262,50;237,50;162,50;112,50;95,31;56,25;96,88;120,31;71,43;51,19;59,52;75,00;62,50;80,00;32,50;22,50;39,00;55,00;32,00;30,00;31,00;24,00;16,00;19,00;24,00;14,00;4,00;8,00;11,00;7,00;7,00;8,00;6,00;2,00;5,00
2019-02-24;28,00;322,00;266,00;168,00;112,00;119,78;66,89;105,78;110,44;73,50;79,33;50,17;74,67;58,33;60,67;16,33;23,33;36,00;46,00;28,00;36,00;30,00;14,00;15,00;13,00;16,00;10,00;2,00;9,00;13,00;9,00;7,00;8,00;7,00;4,00;5,00
2019-03-03;31,00;403,00;279,00;217,00;139,50;127,10;77,50;108,50;103,85;67,96;67,96;51,27;83,46;54,85;66,77;28,62;26,23;30,00;51,00;31,00;31,00;25,00;19,00;25,00;20,00;21,00;16,00;4,00;10,00;10,00;12,00;6,00;9,00;3,00;2,00;4,00
2019-03-10;22,00;264,00;198,00;132,00;99,00;105,60;57,20;90,93;108,53;66,00;55,58;59,05;91,47;46,44;58,67;22,00;26,89;32,00;53,00;22,00;27,00;28,00;27,00;22,00;20,00;13,00;18,00;3,00;6,00;11,00;9,00;9,00;10,00;4,00;2,00;4,00
2019-03-17;26,00;338,00;234,00;182,00;104,00;111,65;53,53;87,18;104,00;49,64;65,00;65,00;75,64;47,27;56,73;26,00;21,27;36,00;51,00;18,00;26,00;24,00;26,00;18,00;14,00;19,00;21,00;6,00;8,00;5,00;14,00;4,00;2,00;4,00;2,00;2,00
2019-03-24;37,00;296,00;234,33;160,33;111,00;111,00;69,38;90,96;114,08;65,65;68,03;52,52;74,00;69,07;71,53;32,07;27,13;30,00;48,00;29,00;39,00;38,00;22,00;17,00;18,00;19,00;12,00;6,00;5,00;13,00;9,00;6,00;17,00;6,00;4,00;3,00
2019-03-31;37,00;308,33;209,67;172,67;148,00;135,67;78,63;95,58;137,21;84,74;72,81;74,00;93,10;76,47;78,93;27,13;22,20;41,00;43,00;22,00;31,00;42,00;23,00;11,00;21,00;22,00;17,00;15,00;15,00;18,00;14,00;11,00;14,00;7,00;9,00;4,00
2019-04-07;45,00;435,00;315,00;225,00;195,00;153,62;105,52;108,62;119,48;81,71;78,16;72,24;63,95;80,53;75,79;28,42;26,05;54,00;53,00;28,00;37,00;32,00;24,00;21,00;16,00;25,00;10,00;14,00;11,00;9,00;11,00;2,00;13,00;9,00;4,00;0,00
