Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;35,00;93,33;62,22;0,00;29,17;39,24;45,61;45,61;32,88;43,00;26,00;19,00;12,00;13,00;16,00;9,00;14,00;5,00;15,00;9,00;12,00;8,00;8,00;13,00;2,00;2,00;7,00;5,00;0,00;3,00;4,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;32,00;78,00;42,00;0,00;42,00;48,00;37,33;32,00;26,67;40,00;27,00;31,00;16,00;12,00;12,00;10,00;10,00;12,00;11,00;11,00;10,00;3,00;7,00;12,00;2,00;4,00;3,00;2,00;0,00;5,00;3,00;1,00;2,00;1,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00
2019-01-20;30,00;84,00;60,00;0,00;42,00;30,00;34,29;35,36;31,07;47,00;15,00;28,00;11,00;13,00;16,00;9,00;13,00;5,00;7,00;9,00;5,00;10,00;5,00;14,00;8,00;2,00;4,00;2,00;1,00;2,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;22,00;78,00;54,00;0,00;56,00;41,80;53,90;39,60;28,60;40,00;17,00;18,00;23,00;21,00;14,00;11,00;13,00;6,00;8,00;9,00;3,00;5,00;8,00;10,00;8,00;5,00;0,00;7,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;18,00;92,00;54,00;0,00;44,00;45,53;36,00;31,76;33,88;22,00;28,00;17,00;20,00;16,00;10,00;6,00;15,00;10,00;5,00;4,00;8,00;8,00;7,00;7,00;9,00;4,00;3,00;3,00;3,00;2,00;5,00;2,00;0,00;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-02-10;27,00;81,00;40,50;0,00;36,64;41,54;37,38;29,08;37,38;39,00;20,00;18,00;21,00;10,00;21,00;9,00;15,00;8,00;8,00;8,00;13,00;7,00;11,00;5,00;2,00;2,00;5,00;6,00;4,00;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;25,00;89,58;50,00;0,00;68,75;40,22;31,52;27,17;30,43;23,00;27,00;22,00;12,00;13,00;14,00;8,00;8,00;11,00;8,00;5,00;15,00;8,00;5,00;9,00;5,00;7,00;0,00;2,00;2,00;2,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;28,00;76,00;48,00;0,00;46,00;35,26;49,78;33,19;26,96;32,00;22,00;15,00;19,00;15,00;17,00;11,00;11,00;11,00;10,00;5,00;7,00;7,00;3,00;14,00;1,00;3,00;1,00;3,00;3,00;1,00;6,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;31,00;90,93;45,47;0,00;43,40;37,41;45,97;29,93;27,79;26,00;32,00;20,00;21,00;12,00;15,00;9,00;14,00;12,00;14,00;4,00;12,00;4,00;11,00;14,00;4,00;4,00;2,00;2,00;2,00;1,00;3,00;2,00;0,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00
2019-03-10;22,00;106,00;50,00;0,00;42,00;44,00;52,38;39,81;27,24;21,00;26,00;22,00;21,00;14,00;5,00;11,00;11,00;9,00;9,00;5,00;6,00;7,00;8,00;11,00;1,00;3,00;0,00;1,00;0,00;3,00;4,00;3,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00
