Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-10-20;39,00;0,00;30,00;5,38;30,93;92,18;24,82;9,75;39,00;97,50;9,75;10,00;4,00;4,00;1,00;13,50;7,50;15,00;0,00;0,00;11,70;0,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-10-27;37,00;0,00;18,00;4,11;21,93;107,30;25,90;9,25;27,75;120,25;4,63;6,00;5,00;5,00;1,00;19,24;4,44;37,00;4,44;0,00;7,40;0,00;7,00;5,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-03;40,00;0,00;30,00;16,00;14,67;90,91;36,36;10,00;30,00;70,00;5,00;3,00;3,00;5,00;1,00;4,44;4,44;25,19;2,96;0,00;12,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;37,00;0,00;23,00;3,96;14,54;90,82;23,55;9,25;27,75;55,50;9,25;6,00;9,00;5,00;1,00;14,80;7,40;20,72;5,92;0,00;18,50;0,00;1,00;4,00;1,00;0,00;1,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;27,00;0,00;31,00;10,80;16,20;64,13;30,38;9,00;18,00;72,00;9,00;11,00;4,00;8,00;1,00;15,00;3,00;15,00;4,50;0,00;30,86;0,00;9,00;0,00;1,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;31,00;0,00;33,00;14,83;18,87;65,44;31,00;5,17;31,00;72,33;5,17;1,00;5,00;3,00;1,00;14,76;4,43;22,14;1,48;0,00;46,50;1,94;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;43,00;0,00;24,00;2,69;18,81;68,08;28,67;4,30;25,80;111,80;4,30;9,00;3,00;10,00;5,00;11,86;5,93;14,83;7,41;0,00;175,91;0,00;4,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;28,00;0,00;29,00;5,33;14,67;87,50;35,00;4,67;28,00;93,33;4,67;10,00;7,00;3,00;1,00;11,79;1,47;32,42;7,37;0,00;168,00;0,00;4,00;1,00;0,00;0,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;30,00;0,00;21,00;5,45;17,73;63,33;30,00;5,00;30,00;70,00;5,00;6,00;3,00;3,00;3,00;21,00;7,50;18,00;4,50;0,00;116,25;1,88;1,00;1,00;4,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;28,00;0,00;34,00;8,00;14,67;70,00;24,50;9,33;28,00;84,00;4,67;3,00;7,00;12,00;0,00;22,11;13,26;16,21;5,89;4,00;272,00;0,00;10,00;0,00;1,00;1,00;0,00;0,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;37,00;0,00;38,00;11,89;22,46;84,09;43,73;4,63;46,25;111,00;9,25;8,00;4,00;6,00;0,00;14,80;4,44;19,24;5,92;0,00;222,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;53,00;0,00;28,00;10,87;24,46;109,53;28,27;8,83;53,00;70,67;8,83;10,00;7,00;7,00;1,00;16,66;6,06;25,74;7,57;0,00;60,57;1,89;5,00;0,00;1,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;40,00;0,00;40,00;14,67;28,00;98,18;25,45;10,00;50,00;80,00;10,00;7,00;10,00;6,00;1,00;23,70;5,93;34,07;5,93;0,00;8,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;39,00;0,00;34,00;8,07;22,86;159,55;28,36;9,75;58,50;68,25;4,88;4,00;5,00;4,00;4,00;13,50;3,00;42,00;6,00;0,00;7,80;0,00;2,00;4,00;4,00;0,00;4,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-26;36,00;0,00;24,00;12,46;22,15;126,00;25,20;9,00;45,00;72,00;4,50;9,00;9,00;13,00;2,00;10,50;3,00;40,50;1,50;0,00;8,00;2,00;5,00;0,00;0,00;1,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-02;40,00;0,00;30,00;17,93;45,52;138,18;54,55;5,00;50,00;90,00;10,00;15,00;8,00;11,00;1,00;19,26;4,44;45,93;4,44;0,00;8,00;0,00;5,00;0,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-09;41,00;0,00;31,00;12,30;24,60;136,67;41,00;10,25;82,00;61,50;10,25;9,00;7,00;11,00;4,00;19,74;7,59;31,89;6,07;0,00;7,45;0,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;35,00;0,00;23,00;10,77;36,35;136,50;45,50;8,75;61,25;96,25;8,75;5,00;11,00;11,00;5,00;18,96;8,75;42,29;7,29;1,94;7,78;3,89;4,00;3,00;0,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;50,00;0,00;31,00;10,81;27,03;128,57;42,86;10,00;60,00;70,00;10,00;9,00;11,00;2,00;2,00;19,12;7,35;30,88;10,29;1,92;3,85;1,92;4,00;2,00;0,00;0,00;5,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;37,00;0,00;27,00;5,48;24,67;114,70;55,50;9,25;37,00;55,50;9,25;6,00;7,00;2,00;4,00;5,92;5,92;32,56;8,88;1,85;3,70;3,70;2,00;1,00;0,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;38,00;0,00;21,00;2,71;16,29;48,36;34,55;9,50;28,50;47,50;9,50;2,00;3,00;4,00;1,00;7,31;2,92;14,62;0,00;0,00;3,80;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;17,00;0,00;14,00;13,08;7,85;44,20;10,20;4,25;8,50;17,00;4,25;2,00;5,00;2,00;2,00;4,25;4,25;4,25;1,42;0,00;1,70;0,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;9,00;6,88;13,75;51,33;7,33;5,50;22,00;22,00;11,00;9,00;2,00;1,00;0,00;7,86;3,14;9,43;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;0,00;9,00;1,25;7,50;35,00;5,00;2,50;15,00;10,00;2,50;3,00;8,00;2,00;1,00;10,00;1,25;5,00;2,50;0,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;11,00;0,00;7,00;2,75;9,63;77,00;3,67;5,50;33,00;33,00;5,50;4,00;7,00;3,00;5,00;17,88;4,13;5,50;2,75;0,00;1,83;0,00;0,00;1,00;1,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;14,00;0,00;15,00;1,27;12,73;73,50;3,50;3,50;14,00;21,00;0,00;2,00;8,00;1,00;0,00;18,20;7,00;4,20;2,80;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;7,00;0,00;8,00;1,17;10,50;66,50;7,00;7,00;21,00;14,00;7,00;6,00;8,00;1,00;1,00;12,60;2,80;1,40;2,80;0,00;0,00;0,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;0,00;10,00;1,50;34,50;81,00;9,00;9,00;27,00;18,00;4,50;1,00;9,00;2,00;0,00;34,50;1,50;3,00;4,50;0,00;4,50;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;3,00;0,00;2,00;3,00;13,50;60,00;6,00;6,00;12,00;12,00;3,00;5,00;3,00;7,00;2,00;9,00;0,00;0,00;4,50;0,00;3,00;0,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;8,00;3,00;16,50;57,00;6,00;3,00;24,00;18,00;3,00;5,00;5,00;4,00;1,00;10,50;1,50;6,00;6,00;1,50;0,00;0,00;5,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;0,00;10,00;2,67;16,00;68,00;8,00;8,00;24,00;16,00;4,00;10,00;2,00;7,00;1,00;8,00;3,20;11,20;8,00;0,00;2,00;0,00;2,00;1,00;1,00;0,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;9,00;0,00;9,00;0,00;14,14;72,00;9,00;4,50;18,00;36,00;4,50;5,00;8,00;6,00;0,00;12,00;1,50;6,00;3,00;0,00;4,50;2,25;2,00;0,00;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;22,00;0,00;12,00;2,59;14,24;77,00;11,00;5,50;33,00;55,00;5,50;13,00;6,00;5,00;2,00;8,80;4,40;10,27;2,93;0,00;1,83;1,83;1,00;0,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;13,00;0,00;14,00;2,60;23,40;78,00;13,00;13,00;26,00;65,00;0,00;2,00;7,00;3,00;1,00;4,33;5,78;5,78;4,33;0,00;0,00;4,33;0,00;1,00;2,00;1,00;2,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;22,00;0,00;15,00;2,75;31,63;88,00;25,67;11,00;55,00;77,00;5,50;0,00;9,00;2,00;2,00;10,27;2,93;20,53;1,47;0,00;7,33;3,67;1,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;28,00;0,00;13,00;4,20;44,80;133,00;17,50;18,67;56,00;74,67;9,33;9,00;14,00;4,00;3,00;8,84;4,42;16,21;2,95;0,00;0,00;2,00;4,00;3,00;3,00;0,00;3,00;1,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-06-28;21,00;0,00;16,00;2,63;34,13;73,50;24,50;10,50;42,00;115,50;10,50;11,00;26,00;5,00;4,00;22,50;6,00;12,00;0,00;0,00;7,00;0,00;1,00;4,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;30,00;0,00;8,00;5,45;27,27;112,50;22,50;10,00;60,00;120,00;5,00;10,00;14,00;9,00;3,00;19,50;7,50;16,50;4,50;0,00;7,50;0,00;4,00;4,00;1,00;1,00;3,00;3,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;32,00;1,00;24,00;13,33;20,00;110,22;32,00;10,67;64,00;149,33;5,33;7,00;12,00;5,00;4,00;16,00;2,91;18,91;4,36;0,00;8,00;0,00;8,00;1,00;4,00;3,00;4,00;0,00;9,00;1,00;0,00;5,00;0,00;0,00;0,00
2020-07-19;24,00;0,00;15,00;8,00;24,00;130,29;48,00;16,00;56,00;104,00;8,00;19,00;25,00;8,00;1,00;13,50;10,50;12,00;9,00;2,00;4,00;2,00;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;26,00;0,00;15,00;4,11;32,84;126,29;44,57;8,67;52,00;121,33;8,67;17,00;22,00;10,00;5,00;30,59;16,82;21,41;6,12;1,86;7,43;0,00;3,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;3,00;3,00;0,00;0,00;0,00
2020-08-02;42,00;0,00;15,00;8,13;20,32;133,00;49,00;5,25;73,50;199,50;21,00;16,00;15,00;12,00;0,00;26,07;10,14;21,72;4,34;1,91;3,82;3,82;3,00;0,00;1,00;7,00;1,00;3,00;11,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;30,00;0,00;19,00;4,09;24,55;172,50;56,25;10,00;100,00;180,00;10,00;14,00;22,00;7,00;3,00;18,00;15,00;7,50;9,00;1,88;15,00;3,75;7,00;3,00;5,00;0,00;9,00;1,00;7,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-08-16;26,00;0,00;19,00;1,37;24,63;133,71;48,29;8,67;60,67;164,67;17,33;13,00;18,00;4,00;7,00;24,56;10,11;18,78;4,33;0,00;7,43;0,00;4,00;7,00;3,00;3,00;4,00;1,00;11,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-08-23;28,00;0,00;16,00;2,67;36,00;122,50;35,00;9,33;56,00;130,67;9,33;17,00;54,00;4,00;4,00;16,21;5,89;19,16;10,32;0,00;12,00;0,00;3,00;4,00;1,00;0,00;1,00;1,00;3,00;1,00;0,00;3,00;0,00;0,00;0,00
2020-08-30;26,00;0,00;10,00;0,00;19,16;70,57;44,57;4,33;26,00;112,67;4,33;18,00;16,00;5,00;3,00;20,22;4,33;11,56;2,89;0,00;7,43;0,00;4,00;0,00;3,00;1,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;30,00;0,00;12,00;2,73;20,45;70,00;23,33;10,00;30,00;90,00;60,00;25,00;9,00;6,00;1,00;15,00;3,00;3,00;4,50;0,00;7,50;1,88;8,00;3,00;1,00;3,00;6,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-09-13;20,00;0,00;9,00;2,67;16,00;113,33;20,00;5,00;30,00;100,00;10,00;31,00;11,00;7,00;1,00;10,00;5,71;4,29;5,71;0,00;8,00;0,00;5,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;17,00;0,00;6,00;3,92;17,00;71,40;17,00;8,50;59,50;59,50;8,50;16,00;5,00;5,00;1,00;7,08;4,25;5,67;2,83;0,00;6,80;0,00;0,00;0,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
