Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-09-01;41,00;173,46;135,62;69,38;116,69;76,53;2,73;65,60;87,47;64,06;115,31;174,25;79,44;67,53;84,41;62,71;43,41;45,00;59,00;33,00;42,00;14,00;44,00;17,00;20,00;14,00;4,00;59,00;1,00;12,00;6,00;4,00;9,00;5,00;2,00
2019-09-08;41,00;170,31;157,69;66,23;107,23;68,33;0,00;79,27;83,37;71,75;115,31;176,81;71,75;48,24;94,06;62,71;48,24;39,00;41,00;44,00;45,00;13,00;61,00;20,00;20,00;16,00;6,00;72,00;8,00;5,00;3,00;5,00;12,00;6,00;3,00
2019-09-15;36,00;186,55;147,27;72,00;111,27;88,00;2,67;80,00;61,33;61,71;123,43;203,14;87,43;55,20;88,80;55,20;57,60;50,00;41,00;27,00;45,00;13,00;71,00;17,00;13,00;13,00;5,00;73,00;8,00;5,00;4,00;3,00;4,00;4,00;2,00
2019-09-22;36,00;199,64;166,91;62,18;134,18;85,85;1,38;74,77;73,38;74,57;128,57;167,14;82,29;57,60;81,60;60,00;48,00;44,00;42,00;33,00;47,00;19,00;77,00;23,00;27,00;7,00;5,00;63,00;4,00;7,00;4,00;1,00;7,00;8,00;1,00
2019-09-29;42,00;203,54;161,54;87,23;148,62;81,29;2,71;92,13;85,35;66,71;101,29;214,94;69,18;60,67;84,00;79,33;35,00;38,00;38,00;32,00;49,00;19,00;65,00;18,00;15,00;9,00;5,00;66,00;4,00;7,00;2,00;4,00;6,00;2,00;3,00
2019-10-06;31,00;189,10;151,90;65,10;114,70;78,17;2,70;86,26;71,43;72,33;116,25;196,33;80,08;54,85;66,77;57,23;50,08;48,00;45,00;39,00;43,00;14,00;70,00;20,00;15,00;12,00;3,00;52,00;2,00;2,00;4,00;2,00;10,00;6,00;1,00
2019-10-13;23,00;193,86;157,71;65,71;161,00;71,71;2,71;67,65;69,00;74,11;115,00;209,56;74,11;52,90;78,20;55,20;41,40;33,00;46,00;36,00;53,00;13,00;50,00;23,00;13,00;12,00;4,00;58,00;4,00;2,00;4,00;3,00;5,00;5,00;1,00
2019-10-20;22,00;179,14;150,86;62,86;88,00;77,00;5,50;83,88;67,38;73,33;92,89;176,00;63,56;48,89;73,33;58,67;36,67;36,00;45,00;35,00;49,00;9,00;55,00;19,00;13,00;9,00;4,00;43,00;3,00;6,00;4,00;2,00;7,00;3,00;0,00
2019-10-27;16,00;172,80;140,80;57,60;76,80;66,67;1,33;61,33;62,67;61,33;109,33;178,67;50,67;48,00;52,57;57,14;34,29;34,00;34,00;25,00;53,00;11,00;35,00;22,00;8,00;8,00;7,00;47,00;2,00;3,00;6,00;2,00;4,00;5,00;1,00
2019-11-03;16,00;156,80;140,80;57,60;83,20;66,91;4,36;72,73;61,09;61,33;112,00;181,33;61,33;38,86;45,71;59,43;41,14;32,00;28,00;40,00;52,00;9,00;62,00;24,00;7,00;6,00;4,00;52,00;3,00;6,00;3,00;1,00;4,00;4,00;1,00
2019-11-10;22,00;147,71;226,29;62,86;88,00;56,38;2,75;74,25;57,75;56,22;92,89;136,89;51,33;48,89;244,44;58,67;48,89;45,00;28,00;34,00;44,00;6,00;62,00;21,00;14,00;9,00;5,00;62,00;4,00;3,00;5,00;1,00;3,00;2,00;2,00
2019-11-17;15,00;138,00;135,00;60,00;66,00;60,00;2,73;61,36;40,91;45,00;80,00;167,50;47,50;50,00;95,00;55,00;47,50;30,00;31,00;23,00;35,00;4,00;40,00;17,00;17,00;8,00;5,00;52,00;1,00;0,00;4,00;1,00;6,00;5,00;0,00
2019-11-24;15,00;141,00;120,00;42,00;63,00;54,55;4,09;58,64;50,45;47,50;87,50;165,00;37,50;50,00;57,50;47,50;57,50;24,00;31,00;29,00;42,00;8,00;47,00;11,00;9,00;6,00;3,00;43,00;4,00;4,00;2,00;1,00;4,00;3,00;0,00
2019-12-01;15,00;150,00;120,00;57,00;78,00;57,27;1,36;57,27;45,00;55,00;87,50;142,50;52,50;55,00;37,50;50,00;52,50;20,00;25,00;43,00;44,00;4,00;60,00;15,00;8,00;7,00;3,00;43,00;4,00;3,00;3,00;1,00;5,00;2,00;0,00
2019-12-08;14,00;154,00;126,00;52,50;77,00;61,60;5,60;71,40;44,80;51,33;70,00;130,67;53,67;37,33;35,00;49,00;46,67;21,00;19,00;29,00;33,00;8,00;47,00;15,00;10,00;8,00;6,00;47,00;4,00;6,00;1,00;1,00;2,00;2,00;1,00
2019-12-15;25,00;156,25;115,63;62,50;103,13;71,05;2,63;68,42;52,63;57,50;65,00;167,50;50,00;36,36;45,45;31,82;36,36;16,00;28,00;31,00;38,00;11,00;51,00;16,00;11,00;8,00;2,00;40,00;4,00;4,00;4,00;0,00;9,00;1,00;1,00
2019-12-22;26,00;191,75;143,00;74,75;117,00;69,79;4,11;78,00;84,84;72,80;106,60;192,40;65,00;56,73;70,91;63,82;40,18;29,00;27,00;29,00;35,00;16,00;57,00;24,00;14,00;9,00;3,00;72,00;5,00;3,00;1,00;2,00;7,00;4,00;2,00
2019-12-29;16,00;153,60;156,80;83,20;105,60;60,00;1,33;72,00;74,67;61,33;106,67;202,67;58,67;48,00;54,86;54,86;29,71;36,00;35,00;25,00;36,00;11,00;48,00;20,00;15,00;11,00;4,00;70,00;5,00;5,00;4,00;6,00;5,00;3,00;0,00
2020-01-05;17,00;166,60;142,80;64,60;105,40;66,58;4,25;83,58;70,83;46,14;87,43;145,71;63,14;48,57;53,43;51,00;29,14;26,00;47,00;30,00;46,00;9,00;44,00;26,00;17,00;13,00;5,00;63,00;3,00;4,00;4,00;1,00;5,00;5,00;0,00
2020-01-12;16,00;144,00;144,00;73,60;99,20;62,67;2,67;76,00;76,00;41,14;66,29;139,43;66,29;41,14;57,14;48,00;22,86;32,00;47,00;25,00;40,00;13,00;49,00;25,00;15,00;6,00;5,00;56,00;5,00;7,00;2,00;2,00;6,00;2,00;2,00
2020-01-19;28,00;136,89;121,33;77,78;105,78;65,33;2,67;65,33;50,67;56,00;81,45;170,55;56,00;46,67;35,00;49,00;23,33;34,00;33,00;25,00;34,00;8,00;51,00;20,00;17,00;7,00;3,00;65,00;5,00;6,00;5,00;2,00;7,00;2,00;2,00
2020-01-26;19,00;129,83;123,50;72,83;88,67;92,29;0,00;62,43;67,86;38,00;85,50;154,38;68,88;40,38;49,88;52,25;23,75;34,00;35,00;23,00;36,00;5,00;40,00;21,00;16,00;8,00;5,00;60,00;2,00;3,00;3,00;1,00;5,00;4,00;3,00
2020-02-02;29,00;132,11;132,11;61,22;103,11;70,43;2,76;98,05;63,52;70,08;77,33;130,50;84,58;58,00;50,75;48,33;24,17;41,00;41,00;24,00;45,00;14,00;36,00;25,00;11,00;11,00;4,00;56,00;7,00;3,00;3,00;1,00;2,00;4,00;1,00
2020-02-09;33,00;141,00;135,00;72,00;105,00;76,56;2,64;69,96;55,44;48,23;81,23;167,54;60,92;51,86;54,21;40,07;25,93;38,00;30,00;28,00;63,00;10,00;45,00;21,00;13,00;12,00;4,00;74,00;1,00;5,00;1,00;1,00;7,00;4,00;0,00
2020-02-16;26,00;165,75;149,50;61,75;100,75;79,37;2,74;72,53;71,16;59,80;91,00;184,60;67,60;52,00;52,00;54,36;28,36;34,00;36,00;26,00;40,00;12,00;52,00;15,00;18,00;15,00;5,00;60,00;3,00;7,00;3,00;4,00;6,00;7,00;1,00
2020-02-23;22,00;150,86;110,00;53,43;94,29;61,88;2,75;71,50;56,38;48,89;90,44;134,44;53,78;46,44;63,56;36,67;31,78;30,00;29,00;28,00;43,00;12,00;52,00;19,00;13,00;8,00;2,00;45,00;5,00;0,00;3,00;3,00;7,00;2,00;1,00
2020-03-01;21,00;123,00;90,00;42,00;69,00;56,44;3,94;52,50;59,06;37,33;72,33;91,00;53,67;39,67;46,67;32,67;30,33;25,00;28,00;21,00;43,00;13,00;44,00;15,00;8,00;11,00;4,00;38,00;2,00;3,00;3,00;1,00;5,00;4,00;1,00
2020-03-08;18,00;99,00;81,00;33,00;69,00;45,69;1,38;74,77;47,08;51,43;51,43;90,00;41,14;38,57;51,43;43,71;15,43;18,00;20,00;18,00;55,00;8,00;39,00;13,00;7,00;6,00;2,00;35,00;2,00;4,00;2,00;2,00;3,00;0,00;0,00
2020-03-15;11,00;71,50;46,75;19,25;24,75;33,00;0,69;52,25;28,88;8,80;30,80;37,40;19,80;13,20;85,80;15,40;6,60;6,00;18,00;12,00;34,00;6,00;20,00;5,00;4,00;5,00;2,00;19,00;1,00;2,00;0,00;2,00;2,00;1,00;1,00
2020-03-22;6,00;45,00;27,00;12,00;18,00;34,50;0,75;39,00;16,50;12,00;42,00;51,00;24,00;12,00;50,00;10,00;8,00;9,00;7,00;4,00;24,00;5,00;17,00;4,00;1,00;4,00;0,00;18,00;1,00;4,00;0,00;1,00;5,00;0,00;0,00
2020-03-29;2,00;26,00;20,00;8,00;12,00;18,00;0,00;19,00;14,00;10,00;18,00;18,00;10,00;6,00;28,00;4,00;2,00;7,00;9,00;5,00;22,00;2,00;11,00;7,00;2,00;4,00;1,00;14,00;1,00;1,00;1,00;1,00;2,00;1,00;0,00
2020-04-05;3,00;33,00;27,00;9,00;18,00;24,00;1,50;19,50;22,50;15,00;39,00;39,00;24,00;15,00;36,00;12,00;9,00;12,00;9,00;5,00;15,00;5,00;11,00;7,00;3,00;4,00;0,00;15,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00
2020-04-12;6,00;45,00;33,00;12,00;18,00;36,00;1,50;30,00;22,50;12,00;30,00;45,00;24,00;10,00;18,00;6,00;4,00;8,00;11,00;6,00;17,00;4,00;16,00;12,00;6,00;2,00;3,00;14,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2020-04-19;4,00;44,00;32,00;16,00;24,00;24,00;0,00;14,67;13,33;12,00;22,00;22,00;14,00;8,00;18,00;8,00;6,00;13,00;8,00;5,00;18,00;6,00;6,00;9,00;2,00;0,00;4,00;14,00;1,00;1,00;1,00;0,00;3,00;0,00;1,00
2020-04-26;6,00;33,00;27,00;9,00;18,00;28,50;0,00;15,00;16,50;12,00;39,00;33,00;24,00;6,00;14,00;8,00;4,00;11,00;10,00;6,00;15,00;4,00;11,00;10,00;3,00;5,00;1,00;16,00;2,00;1,00;1,00;1,00;2,00;1,00;1,00
2020-05-03;7,00;45,50;31,50;10,50;28,00;22,40;1,40;15,40;12,60;14,00;32,67;30,33;23,33;9,33;21,00;11,67;4,67;11,00;8,00;4,00;16,00;3,00;12,00;7,00;2,00;2,00;3,00;18,00;0,00;1,00;1,00;0,00;3,00;0,00;0,00
2020-05-10;9,00;36,00;30,00;15,00;24,00;25,71;1,29;19,29;24,43;11,25;27,00;31,50;13,50;9,00;20,25;15,75;4,50;16,00;5,00;5,00;16,00;5,00;11,00;8,00;3,00;3,00;3,00;19,00;3,00;0,00;4,00;1,00;2,00;1,00;0,00
2020-05-17;11,00;40,33;36,67;11,00;25,67;17,88;0,00;22,00;27,50;16,50;60,50;44,00;22,00;11,00;24,20;17,60;11,00;16,00;11,00;5,00;13,00;5,00;20,00;9,00;1,00;5,00;2,00;24,00;1,00;5,00;2,00;1,00;1,00;0,00;0,00
2020-05-24;10,00;46,67;33,33;16,67;26,67;23,75;1,25;25,00;30,00;17,50;45,00;42,50;17,50;15,00;25,00;17,50;10,00;14,00;10,00;7,00;16,00;7,00;17,00;9,00;3,00;7,00;0,00;19,00;2,00;2,00;1,00;1,00;6,00;1,00;0,00
2020-05-31;25,00;43,75;25,00;28,13;31,25;33,33;0,69;19,44;40,28;20,00;32,50;60,00;27,50;15,00;37,50;25,00;12,50;30,00;5,00;17,00;25,00;10,00;25,00;5,00;6,00;3,00;7,00;36,00;3,00;2,00;2,00;1,00;6,00;2,00;1,00
2020-06-07;23,00;59,14;39,43;29,57;36,14;32,47;1,35;28,41;39,24;20,44;40,89;56,22;20,44;17,89;51,11;25,56;17,89;21,00;9,00;20,00;19,00;20,00;27,00;6,00;7,00;10,00;4,00;45,00;3,00;4,00;4,00;2,00;4,00;3,00;1,00
2020-06-14;33,00;92,40;39,60;29,70;36,30;33,00;1,38;28,88;46,75;25,38;63,46;60,92;27,92;25,93;47,14;35,36;21,21;35,00;12,00;18,00;21,00;16,00;38,00;10,00;4,00;11,00;4,00;43,00;3,00;5,00;4,00;4,00;8,00;4,00;2,00
2020-06-21;46,00;67,47;27,60;36,80;30,67;32,47;1,35;25,71;41,94;14,53;50,84;60,53;19,37;24,21;58,11;29,05;14,53;24,00;13,00;20,00;26,00;23,00;25,00;10,00;9,00;7,00;3,00;31,00;1,00;7,00;6,00;4,00;10,00;3,00;1,00
2020-06-28;44,00;78,57;28,29;40,86;47,14;41,33;1,33;26,67;40,00;26,89;48,89;58,67;19,56;19,56;56,22;41,56;17,11;25,00;11,00;19,00;23,00;15,00;27,00;8,00;9,00;13,00;3,00;39,00;3,00;11,00;7,00;1,00;8,00;1,00;4,00
2020-07-05;76,00;88,67;28,50;34,83;57,00;36,64;2,71;25,79;39,36;22,06;61,29;85,81;29,42;21,38;64,13;35,63;30,88;27,00;11,00;26,00;25,00;23,00;26,00;8,00;5,00;13,00;3,00;38,00;1,00;15,00;4,00;4,00;16,00;1,00;3,00
2020-07-12;90,00;77,14;32,14;32,14;45,00;34,09;1,36;39,55;40,91;30,00;62,50;80,00;42,50;30,79;85,26;37,89;26,05;29,00;8,00;27,00;23,00;27,00;27,00;4,00;5,00;12,00;3,00;46,00;4,00;14,00;25,00;4,00;17,00;2,00;2,00
2020-07-19;100,00;90,32;35,48;35,48;61,29;51,35;2,70;35,14;44,59;30,00;72,50;102,50;42,50;26,19;107,14;35,71;23,81;26,00;10,00;31,00;25,00;41,00;34,00;1,00;11,00;11,00;5,00;49,00;4,00;10,00;16,00;6,00;18,00;3,00;3,00
2020-07-26;76,00;79,17;44,33;34,83;47,50;39,36;0,00;23,07;38,00;35,47;53,20;88,67;38,00;26,13;97,38;30,88;21,38;36,00;11,00;33,00;28,00;33,00;33,00;7,00;4,00;13,00;5,00;42,00;2,00;12,00;8,00;5,00;15,00;3,00;2,00
2020-08-02;72,00;81,39;50,09;25,04;28,17;51,62;1,36;25,81;38,04;29,79;52,14;89,38;37,24;21,60;86,40;36,00;24,00;31,00;9,00;25,00;46,00;29,00;34,00;7,00;6,00;11,00;4,00;38,00;4,00;10,00;4,00;1,00;17,00;4,00;2,00
2020-08-09;55,00;71,18;38,82;25,88;38,82;41,25;2,75;19,25;46,75;20,00;57,50;65,00;32,50;21,52;90,87;26,30;19,13;28,00;12,00;25,00;24,00;19,00;29,00;8,00;6,00;15,00;2,00;20,00;6,00;10,00;6,00;3,00;11,00;1,00;1,00
2020-08-16;35,00;76,36;41,36;31,82;31,82;44,42;2,69;18,85;47,12;25,00;42,50;82,50;35,00;25,67;81,67;21,00;16,33;24,00;6,00;26,00;26,00;9,00;29,00;4,00;8,00;10,00;5,00;27,00;5,00;4,00;3,00;1,00;8,00;1,00;1,00
2020-08-23;27,00;74,25;37,13;30,38;23,63;31,05;0,00;16,20;43,20;19,64;71,18;81,00;34,36;24,55;98,18;34,36;14,73;27,00;7,00;11,00;17,00;9,00;25,00;6,00;3,00;5,00;2,00;27,00;2,00;5,00;1,00;1,00;6,00;3,00;3,00
2020-08-30;29,00;64,44;32,22;25,78;19,33;45,57;1,38;22,10;41,43;34,27;65,91;87,00;34,27;21,75;94,25;24,17;21,75;26,00;7,00;18,00;23,00;7,00;34,00;5,00;6,00;9,00;2,00;35,00;1,00;1,00;1,00;3,00;6,00;1,00;1,00
2020-09-06;15,00;60,00;36,00;30,00;18,00;57,27;1,36;17,73;36,82;27,50;57,50;100,00;45,00;10,00;102,50;35,00;20,00;28,00;10,00;16,00;26,00;8,00;31,00;10,00;7,00;9,00;3,00;41,00;3,00;0,00;2,00;2,00;3,00;1,00;2,00
2020-09-13;9,00;60,00;27,00;27,00;24,00;65,57;0,64;25,71;34,71;18,00;56,25;72,00;42,75;11,25;103,50;18,00;15,75;33,00;11,00;18,00;18,00;16,00;30,00;8,00;7,00;1,00;3,00;29,00;1,00;4,00;3,00;0,00;6,00;3,00;1,00
2020-09-20;11,00;44,00;24,75;27,50;22,00;74,25;0,00;35,75;38,50;15,40;66,00;110,00;46,20;11,00;123,20;19,80;24,20;42,00;11,00;14,00;23,00;3,00;34,00;12,00;3,00;2,00;1,00;35,00;1,00;3,00;2,00;1,00;5,00;0,00;0,00
2020-09-27;8,00;45,33;34,67;13,33;18,67;73,33;2,67;25,33;18,67;18,67;85,33;114,67;58,67;10,00;166,00;14,00;18,00;30,00;7,00;18,00;35,00;3,00;33,00;7,00;3,00;2,00;1,00;37,00;1,00;2,00;2,00;1,00;2,00;1,00;1,00
