Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;44,00;176,00;75,43;50,29;188,57;14,67;29,33;733,33;22,00;11,00;55,00;335,50;66,00;400,00;12,00;36,00;136,00;39,45;34,90;31,86;31,86;13,00;13,00;81,00;7,00;7,00;0,00;10,00;4,00;3,00;14,00;48,00;0,00;22,00;23,83;0,00;183,33;3,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;58,00;109,56;51,56;70,89;199,78;43,50;29,00;514,75;29,00;29,00;29,00;261,00;69,60;293,87;3,87;19,33;100,53;36,63;42,74;29,00;15,26;14,25;10,18;79,37;7,12;3,00;17,00;10,00;7,00;14,00;3,00;31,00;0,00;34,44;16,31;3,63;123,25;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;62,00;99,20;74,40;37,20;111,60;15,50;23,25;395,25;31,00;22,55;28,18;129,64;39,45;213,13;3,88;15,50;81,38;21,17;48,39;16,63;18,15;6,00;39,00;52,00;0,00;3,00;7,00;20,00;10,00;0,00;3,00;46,00;7,00;12,76;20,06;0,00;76,59;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;75,40;34,80;58,00;58,00;29,00;29,00;348,00;43,50;40,60;23,20;156,60;52,20;227,86;12,43;29,00;53,86;27,47;30,53;6,11;13,74;16,00;10,00;58,00;26,00;3,00;6,00;13,00;14,00;7,00;3,00;26,00;3,00;0,00;23,56;0,00;61,63;7,00;6,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;27,00;81,00;54,00;54,00;101,25;13,50;20,25;290,25;20,25;10,80;21,60;178,20;27,00;181,29;7,71;30,86;73,29;13,50;18,00;27,00;7,50;7,00;10,00;60,00;0,00;3,00;3,00;3,00;18,00;7,00;7,00;20,00;0,00;27,00;19,80;3,60;46,80;10,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;37,00;98,67;37,00;43,17;123,33;7,40;14,80;370,00;14,80;10,57;31,71;126,86;58,14;277,50;0,00;22,20;66,60;31,08;28,12;17,76;7,40;13,00;17,00;64,00;0,00;3,00;3,00;10,00;11,00;7,00;3,00;24,00;0,00;22,90;15,86;0,00;82,81;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;41,00;116,17;54,67;61,50;109,33;41,00;32,80;459,20;32,80;11,71;17,57;140,57;41,00;223,64;7,45;41,00;59,64;15,19;39,48;28,85;10,63;17,00;3,00;86,00;3,00;0,00;7,00;7,00;11,00;7,00;0,00;31,00;0,00;17,83;14,26;0,00;71,30;10,00;7,00;0,00;3,00;0,00;0,00;0,00
2019-02-24;41,00;95,67;88,83;68,33;109,33;32,80;49,20;459,20;32,80;17,57;17,57;140,57;29,29;209,10;4,10;24,60;69,70;7,59;28,85;31,89;3,04;13,33;7,18;58,43;10,25;0,00;3,00;3,00;11,00;10,00;14,00;24,00;0,00;21,39;19,61;0,00;57,04;3,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;34,00;122,40;68,00;61,20;88,40;34,00;42,50;391,00;34,00;11,33;11,33;136,00;39,67;200,22;11,33;7,56;37,78;10,82;24,73;7,73;10,82;10,30;7,21;76,24;7,21;0,00;3,00;10,00;14,00;0,00;0,00;20,00;0,00;10,74;12,53;10,74;64,42;3,00;3,00;10,00;0,00;0,00;0,00;0,00
2019-03-10;20,00;73,33;100,00;46,67;100,00;26,67;13,33;273,33;20,00;25,00;25,00;165,00;45,00;196,00;0,00;8,00;72,00;21,54;21,54;16,92;7,69;3,00;13,00;49,00;0,00;0,00;10,00;3,00;7,00;3,00;7,00;3,00;0,00;0,00;12,73;0,00;47,27;0,00;3,00;3,00;0,00;0,00;0,00;0,00
