Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;46,00;935,33;1119,33;199,33;552,00;552,00;7,67;337,33;92,00;176,92;102,62;130,92;184,00;138,00;402,50;80,50;11,50;296,44;414,00;20,44;107,33;23,00;88,17;53,67;53,67;15,77;36,80;40,74;15,77;7,00;4,00;2,00;4,00;23,00;2,00;2,00
2019-01-13;45,00;930,00;1035,00;210,00;540,00;742,50;11,25;472,50;135,00;166,15;103,85;128,08;190,38;135,00;382,50;78,75;11,25;255,00;390,00;25,00;135,00;22,50;82,50;41,25;54,38;19,29;28,29;50,14;23,14;8,00;6,00;3,00;9,00;18,00;1,00;3,00
2019-01-20;51,00;752,25;867,00;165,75;420,75;595,00;8,50;340,00;119,00;174,86;102,00;142,07;207,64;122,40;346,80;61,20;10,20;270,30;418,20;25,50;112,20;18,89;88,78;52,89;62,33;19,62;31,38;41,85;14,38;8,00;4,00;5,00;9,00;17,00;3,00;1,00
2019-01-27;41,00;779,00;874,67;191,33;464,67;656,00;10,25;369,00;123,00;157,17;88,83;119,58;181,08;112,75;317,75;71,75;10,25;302,38;348,50;25,63;97,38;20,50;91,32;44,73;57,77;19,84;35,71;48,94;17,19;9,00;1,00;5,00;5,00;19,00;2,00;1,00
2019-02-03;49,00;931,00;1045,33;212,33;539,00;506,33;8,17;326,67;98,00;161,00;101,50;129,50;189,00;134,75;404,25;85,75;24,50;259,70;367,50;19,60;98,00;24,50;81,04;41,46;47,12;14,18;37,39;46,42;18,05;5,00;4,00;4,00;5,00;14,00;1,00;4,00
2019-02-10;50,00;700,00;850,00;162,50;425,00;583,33;8,33;300,00;116,67;167,86;100,00;132,14;182,14;110,00;370,00;70,00;10,00;270,00;370,00;20,00;90,00;22,22;74,07;40,74;53,70;21,79;33,33;39,74;17,95;9,00;6,00;4,00;9,00;15,00;3,00;5,00
2019-02-17;45,00;945,00;1020,00;210,00;600,00;765,00;11,25;472,50;157,50;186,92;107,31;135,00;207,69;146,25;438,75;67,50;11,25;285,00;390,00;25,00;100,00;22,50;86,25;46,88;58,13;14,56;39,71;47,65;17,21;7,00;3,00;2,00;13,00;14,00;2,00;4,00
2019-02-24;49,00;980,00;1110,67;212,33;702,33;555,33;8,17;392,00;114,33;196,00;105,00;140,00;196,00;117,60;352,80;78,40;9,80;254,80;377,30;19,60;102,90;20,73;84,81;43,35;50,88;19,34;32,24;41,26;15,47;10,00;6,00;3,00;7,00;16,00;1,00;1,00
2019-03-03;55,00;935,00;1017,50;220,00;563,75;660,00;9,17;440,00;128,33;206,25;116,88;144,38;206,25;165,00;429,00;88,00;11,00;315,00;410,00;25,00;110,00;26,55;96,72;60,69;66,38;15,35;33,26;43,49;19,19;10,00;7,00;4,00;14,00;20,00;1,00;4,00
2019-03-10;62,00;1054,00;1116,00;232,50;651,00;744,00;10,33;496,00;144,67;200,59;102,12;138,59;244,35;134,33;392,67;72,33;10,33;276,62;448,31;19,08;114,46;24,42;93,94;46,97;69,52;27,13;36,17;55,54;19,38;14,00;4,00;2,00;7,00;23,00;1,00;6,00
