Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;18,00;2,25;225,00;114,75;0,00;14,00
2019-01-13;13,00;2,17;190,67;99,67;1,08;14,00
2019-01-20;14,00;1,17;189,00;98,00;2,33;14,00
2019-01-27;15,00;1,07;145,71;92,14;1,07;12,00
2019-02-03;12,00;2,40;160,80;88,80;2,40;16,00
2019-02-10;10,00;2,00;130,00;92,00;2,00;11,00
2019-02-17;14,00;2,00;118,00;86,00;0,00;10,00
2019-02-24;10,00;5,00;160,00;97,50;1,25;17,00
2019-03-03;14,00;6,00;140,00;80,00;0,00;15,00
2019-03-10;11,00;1,10;143,00;83,60;0,00;9,00
2019-03-17;17,00;4,25;129,63;93,50;1,06;12,00
2019-03-24;12,00;2,00;124,00;80,00;0,00;11,00
2019-03-31;12,00;2,40;124,80;91,20;2,40;10,00
2019-04-07;9,00;4,50;148,50;87,75;1,13;13,00
2019-04-14;10,00;2,00;94,00;80,00;1,00;16,00
2019-04-21;11,00;2,20;147,40;72,60;1,10;11,00
2019-04-28;12,00;1,00;124,00;68,00;1,00;8,00
2019-05-05;17,00;1,06;108,38;76,50;2,13;18,00
2019-05-12;8,00;2,00;122,00;76,00;1,00;12,00
2019-05-19;10,00;2,00;124,00;78,00;2,00;16,00
2019-05-26;14,00;1,00;126,00;60,00;1,00;13,00
2019-06-02;16,00;2,29;139,43;89,14;2,29;10,00
2019-06-09;17,00;1,06;155,13;72,25;2,13;12,00
2019-06-16;13,00;2,17;121,33;91,00;0,00;12,00
2019-06-23;15,00;2,14;115,71;81,43;1,07;11,00
2019-06-30;10,00;0,00;140,00;105,00;1,25;14,00
2019-07-07;11,00;2,20;134,20;79,20;2,20;25,00
2019-07-14;11,00;2,20;136,40;83,60;2,20;8,00
2019-07-21;12,00;2,00;124,00;86,00;2,00;14,00
2019-07-28;12,00;2,00;128,00;90,00;1,00;17,00
2019-08-04;42,00;1,05;142,80;90,30;1,05;10,00
2019-08-11;14,00;1,17;147,00;100,33;2,33;12,00
2019-08-18;17,00;4,25;136,00;76,50;2,13;15,00
2019-08-25;12,00;1,20;158,40;100,80;0,00;11,00
2019-09-01;14,00;2,00;128,00;84,00;1,00;12,00
2019-09-08;19,00;2,11;154,11;95,00;1,06;18,00
2019-09-15;15,00;2,14;141,43;83,57;6,43;10,00
2019-09-22;13,00;2,17;153,83;82,33;2,17;14,00
2019-09-29;18,00;4,00;120,00;78,00;0,00;12,00
2019-10-06;13,00;4,33;134,33;91,00;1,08;12,00
2019-10-13;9,00;4,50;126,00;99,00;2,25;10,00
2019-10-20;13,00;6,50;117,00;75,83;1,08;12,00
2019-10-27;12,00;1,20;120,00;86,40;2,40;14,00
2019-11-03;55,00;2,20;127,60;81,40;0,00;11,00
2019-11-10;17,00;2,13;125,38;59,50;2,13;10,00
2019-11-17;13,00;4,33;99,67;73,67;2,17;13,00
2019-11-24;11,00;4,40;116,60;63,80;2,20;10,00
2019-12-01;9,00;2,25;105,75;74,25;1,13;7,00
2019-12-08;15,00;4,29;92,14;60,00;2,14;9,00
2019-12-15;12,00;2,00;88,00;70,00;2,00;13,00
2019-12-22;14,00;2,33;154,00;86,33;2,33;16,00
2019-12-29;12,00;2,00;180,00;94,00;2,00;31,00
2020-01-05;18,00;4,50;207,00;112,50;2,25;20,00
2020-01-12;20,00;2,22;197,78;108,89;2,22;16,00
2020-01-19;16,00;2,29;180,57;107,43;2,29;17,00
2020-01-26;11,00;4,40;169,40;105,60;2,20;12,00
2020-02-02;13,00;2,17;143,00;95,33;2,17;14,00
2020-02-09;12,00;4,80;153,60;91,20;1,20;15,00
2020-02-16;12,00;4,00;134,00;86,00;2,00;14,00
2020-02-23;11,00;4,40;123,20;74,80;0,00;12,00
2020-03-01;14,00;4,00;90,00;74,00;2,00;10,00
2020-03-08;18,00;2,25;103,50;85,50;2,25;10,00
2020-03-15;9,00;6,75;96,75;85,50;1,13;8,00
2020-03-22;13,00;6,50;52,00;49,83;2,17;6,00
2020-03-29;12,00;6,00;38,00;46,00;1,00;9,00
2020-04-05;11,00;2,20;68,20;59,40;1,10;6,00
2020-04-12;13,00;2,17;136,50;56,33;1,08;12,00
2020-04-19;10,00;6,00;60,00;58,00;1,00;8,00
2020-04-26;10,00;2,50;65,00;52,50;2,50;8,00
2020-05-03;8,00;6,00;44,00;44,00;0,00;9,00
2020-05-10;8,00;4,00;54,00;40,00;1,00;8,00
2020-05-17;8,00;2,00;50,00;46,00;1,00;6,00
2020-05-24;9,00;2,25;60,75;56,25;0,00;2,00
2020-05-31;10,00;4,00;60,00;42,00;1,00;10,00
2020-06-07;7,00;2,33;53,67;56,00;2,33;8,00
