Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;51,00;6,00;4,00;12,00;8,00;7,00;1,00;15,00;2,00;4,86;0,00;38,86;34,00;39,00;0,00;12,00;8,00;2,13;0,00;97,75;0,00;0,00;4,00;1,00;4,00;1,00;0,00;0,00;5,00;6,00;12,00;2,00;4,00;1,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;28,00;7,00;0,00;10,00;11,00;2,00;1,00;9,00;2,00;2,33;1,17;14,00;37,33;8,00;1,00;3,00;5,00;4,31;0,00;68,92;2,15;1,00;5,00;2,00;3,00;0,00;0,00;0,00;0,00;2,00;13,00;1,00;3,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;47,00;7,00;2,00;5,00;8,00;2,00;4,00;4,00;0,00;0,00;1,24;7,42;19,79;3,00;0,00;3,00;4,00;2,14;2,14;102,55;2,14;1,00;3,00;0,00;3,00;2,00;0,00;1,00;2,00;4,00;12,00;2,00;8,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;22,00;4,00;3,00;8,00;5,00;1,00;1,00;4,00;1,00;1,22;0,00;9,78;26,89;3,00;0,00;1,00;4,00;0,00;2,20;92,40;2,20;0,00;0,00;0,00;5,00;1,00;0,00;2,00;2,00;2,00;11,00;0,00;8,00;2,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;36,00;2,00;6,00;7,00;6,00;1,00;1,00;4,00;0,00;1,20;0,00;12,00;19,20;3,00;2,00;7,00;3,00;2,12;0,00;59,29;0,00;1,00;2,00;0,00;8,00;0,00;2,00;1,00;3,00;3,00;5,00;0,00;11,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;35,00;3,00;8,00;12,00;6,00;3,00;2,00;3,00;1,00;1,25;1,25;5,00;27,50;2,00;3,00;8,00;1,00;2,19;0,00;78,75;0,00;2,00;5,00;0,00;6,00;1,00;1,00;0,00;1,00;2,00;2,00;1,00;3,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;26,00;7,00;4,00;7,00;6,00;1,00;2,00;6,00;0,00;2,36;0,00;11,82;23,64;2,00;2,00;7,00;1,00;4,33;2,17;86,67;0,00;0,00;5,00;2,00;7,00;1,00;0,00;5,00;0,00;4,00;2,00;1,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;32,00;4,00;8,00;10,00;11,00;0,00;0,00;4,00;0,00;2,46;1,23;4,92;27,08;1,00;0,00;10,00;2,00;2,13;0,00;78,93;2,13;0,00;6,00;2,00;6,00;2,00;1,00;1,00;0,00;1,00;7,00;3,00;3,00;3,00;0,00;0,00;0,00;8,00;0,00;0,00;1,00;0,00
2019-03-03;43,00;11,00;5,00;9,00;7,00;1,00;2,00;4,00;1,00;0,00;1,19;9,56;28,67;2,00;1,00;5,00;4,00;2,15;2,15;68,80;2,15;0,00;0,00;0,00;5,00;0,00;2,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;8,00;0,00;0,00;0,00;0,00
2019-03-10;32,00;2,00;13,00;5,00;8,00;5,00;3,00;7,00;0,00;2,46;1,23;12,31;34,46;2,00;2,00;7,00;6,00;2,13;0,00;49,07;0,00;0,00;4,00;0,00;5,00;0,00;0,00;3,00;2,00;1,00;2,00;0,00;2,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-17;18,00;1,00;0,00;6,00;8,00;1,00;1,00;3,00;1,00;0,00;0,00;2,57;20,57;1,00;0,00;6,00;2,00;4,50;0,00;47,25;2,25;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-03-24;24,00;2,00;6,00;7,00;4,00;4,00;0,00;1,00;0,00;2,40;0,00;9,60;28,80;1,00;1,00;5,00;0,00;0,00;2,18;52,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;4,00;1,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;30,00;1,00;0,00;3,00;3,00;1,00;1,00;3,00;0,00;0,00;0,00;10,00;30,00;1,00;0,00;2,00;0,00;2,14;0,00;40,71;0,00;0,00;4,00;0,00;2,00;0,00;0,00;2,00;1,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;26,00;2,00;2,00;18,00;2,00;1,00;0,00;1,00;0,00;1,18;0,00;4,73;18,91;1,00;0,00;2,00;3,00;0,00;0,00;41,17;2,17;0,00;1,00;2,00;1,00;1,00;1,00;3,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;36,00;4,00;2,00;4,00;5,00;2,00;0,00;2,00;0,00;0,00;2,40;4,80;21,60;1,00;1,00;0,00;0,00;2,12;0,00;38,12;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;6,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;40,00;5,00;4,00;13,00;4,00;0,00;1,00;2,00;0,00;2,35;4,71;2,35;18,82;1,00;0,00;2,00;5,00;0,00;0,00;54,74;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;5,00;1,00;5,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;29,00;3,00;1,00;5,00;2,00;2,00;1,00;2,00;0,00;1,21;0,00;2,42;12,08;0,00;0,00;1,00;6,00;0,00;0,00;49,71;2,07;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;3,00;0,00;0,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;16,00;1,00;0,00;11,00;1,00;2,00;1,00;3,00;0,00;1,33;0,00;2,67;18,67;1,00;0,00;3,00;0,00;0,00;0,00;50,29;2,29;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;18,00;1,00;5,00;7,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;12,86;0,00;0,00;2,00;3,00;2,25;0,00;38,25;2,25;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;9,00;0,00;2,00;9,00;1,00;2,00;2,00;3,00;0,00;0,00;0,00;4,50;13,50;6,00;0,00;2,00;4,00;0,00;0,00;29,25;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;17,00;0,00;2,00;8,00;2,00;2,00;0,00;3,00;0,00;0,00;1,21;0,00;12,14;0,00;0,00;5,00;3,00;0,00;0,00;29,75;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;20,00;0,00;6,00;5,00;0,00;5,00;0,00;0,00;0,00;1,25;0,00;2,50;17,50;0,00;1,00;3,00;4,00;4,44;0,00;37,78;0,00;0,00;0,00;5,00;1,00;1,00;0,00;0,00;0,00;1,00;2,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;23,00;1,00;5,00;12,00;2,00;5,00;1,00;3,00;0,00;2,30;1,15;4,60;25,30;5,00;0,00;0,00;6,00;2,09;0,00;39,73;0,00;0,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;4,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;38,00;0,00;7,00;30,00;3,00;3,00;0,00;5,00;0,00;0,00;0,00;7,60;25,33;1,00;0,00;2,00;4,00;2,11;0,00;50,67;2,11;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;5,00;0,00;0,00;5,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-06-23;28,00;1,00;8,00;20,00;1,00;4,00;0,00;8,00;0,00;0,00;0,00;4,67;25,67;0,00;0,00;5,00;5,00;4,31;0,00;53,85;2,15;0,00;0,00;2,00;0,00;4,00;1,00;0,00;1,00;1,00;3,00;0,00;4,00;2,00;0,00;1,00;2,00;4,00;1,00;0,00;0,00;0,00
2019-06-30;35,00;4,00;5,00;27,00;1,00;1,00;1,00;2,00;0,00;1,17;0,00;9,33;28,00;2,00;3,00;5,00;6,00;2,06;2,06;59,71;0,00;0,00;1,00;1,00;2,00;0,00;1,00;1,00;1,00;1,00;6,00;0,00;9,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
