Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;46,00;341,71;138,00;0,00;52,57;286,22;5,11;127,78;163,56;119,60;58,27;95,07;49,07;26,45;46,00;11,50;13,80;12,55;10,45;4,18;14,64;19,00;6,00;24,00;3,00;0,00;18,00;4,00;0,00;1,00;3,00;5,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00
2019-01-13;51,00;344,25;121,13;0,00;57,38;280,50;5,10;122,40;153,00;162,00;54,00;90,00;45,00;35,93;59,11;13,91;3,48;14,88;19,13;12,75;6,38;27,00;3,00;30,00;4,00;0,00;15,00;0,00;0,00;8,00;3,00;2,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-01-20;50,00;262,50;93,75;0,00;50,00;225,00;5,00;80,00;115,00;120,59;52,94;61,76;29,41;25,58;32,56;10,47;8,14;2,08;2,08;6,25;10,42;9,00;6,00;29,00;7,00;0,00;16,00;0,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-27;21,00;280,00;140,00;0,00;70,00;215,25;5,25;68,25;131,25;129,00;42,00;81,00;48,00;43,17;54,83;8,17;8,17;4,20;10,50;6,30;14,70;16,00;6,00;11,00;1,00;0,00;9,00;1,00;0,00;1,00;1,00;1,00;1,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-02-03;24,00;264,00;108,00;0,00;60,00;187,20;4,80;57,60;110,40;75,00;48,00;87,00;42,00;46,86;44,57;11,43;5,71;2,00;2,00;8,00;12,00;12,00;6,00;16,00;7,00;1,00;54,00;3,00;1,00;4,00;3,00;3,00;1,00;6,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-02-10;28,00;294,00;147,00;0,00;77,00;218,40;11,20;89,60;123,20;87,11;49,78;87,11;56,00;26,83;46,67;10,50;9,33;10,77;2,15;12,92;8,62;19,00;3,00;19,00;3,00;0,00;9,00;3,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;4,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00
2019-02-17;30,00;345,00;112,50;0,00;52,50;170,00;5,00;60,00;105,00;117,00;45,00;51,00;69,00;30,00;45,60;9,60;6,00;4,29;2,14;10,71;8,57;17,00;14,00;14,00;5,00;0,00;8,00;2,00;2,00;6,00;2,00;5,00;0,00;8,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00
2019-02-24;38,00;259,67;88,67;0,00;63,33;195,43;10,86;48,86;114,00;102,31;38,00;76,00;58,46;18,42;44,91;5,76;10,36;6,33;8,44;12,67;8,44;21,00;10,00;20,00;3,00;1,00;12,00;3,00;4,00;0,00;1,00;0,00;1,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-03-03;37,00;303,40;96,20;0,00;66,60;232,57;5,29;37,00;100,43;98,67;37,00;74,00;49,33;27,45;63,26;16,71;0,00;2,06;6,17;8,22;2,06;16,00;13,00;16,00;4,00;0,00;6,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00
2019-03-10;34,00;251,60;129,20;0,00;47,60;228,29;4,86;63,14;97,14;85,00;42,50;62,33;45,33;31,73;31,73;12,47;6,80;12,00;12,00;18,00;16,00;25,00;10,00;14,00;7,00;0,00;9,00;1,00;1,00;7,00;9,00;3,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;22,00;322,67;124,67;0,00;44,00;275,00;5,50;60,50;77,00;93,50;38,50;49,50;44,00;33,58;50,95;10,42;9,26;4,00;2,00;6,00;8,00;20,00;0,00;25,00;1,00;0,00;12,00;0,00;3,00;1,00;3,00;0,00;0,00;9,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-03-24;34,00;306,00;102,00;0,00;40,80;260,67;5,67;62,33;102,00;89,64;55,64;58,73;61,82;24,62;39,86;9,38;3,52;6,38;8,50;10,63;2,13;28,00;7,00;19,00;3,00;3,00;2,00;0,00;3,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;53,00;324,63;99,38;0,00;39,75;307,40;53,00;47,70;127,20;132,50;44,17;64,78;38,28;41,48;41,48;8,07;8,07;2,12;6,36;10,60;14,84;15,00;11,00;18,00;8,00;0,00;6,00;2,00;2,00;8,00;0,00;3,00;0,00;3,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00
