Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;21,00;4,00;19,00;1,00;4,00
2019-01-13;21,00;7,00;26,00;4,00;4,00
2019-01-20;16,00;4,00;27,00;2,00;4,00
2019-01-27;19,00;5,00;20,00;1,00;4,00
2019-02-03;16,00;2,00;23,00;1,00;6,00
2019-02-10;19,00;6,00;27,00;4,00;8,00
2019-02-17;19,00;2,00;20,00;3,00;4,00
2019-02-24;15,00;5,00;24,00;4,00;3,00
2019-03-03;16,00;4,00;24,00;1,00;3,00
2019-03-10;14,00;2,00;21,00;1,00;2,00
2019-03-17;15,00;4,00;24,00;3,00;3,00
2019-03-24;19,00;1,00;15,00;1,00;3,00
2019-03-31;15,00;1,00;16,00;3,00;3,00
2019-04-07;18,00;4,00;24,00;4,00;3,00
2019-04-14;13,00;3,00;25,00;0,00;2,00
2019-04-21;19,00;5,00;22,00;2,00;3,00
2019-04-28;19,00;1,00;24,00;2,00;3,00
2019-05-05;15,00;4,00;20,00;1,00;3,00
2019-05-12;14,00;1,00;23,00;2,00;5,00
2019-05-19;18,00;4,00;20,00;1,00;2,00
2019-05-26;25,00;4,00;19,00;1,00;4,00
2019-06-02;18,00;4,00;22,00;2,00;1,00
2019-06-09;13,00;4,00;27,00;1,00;5,00
2019-06-16;23,00;4,00;31,00;1,00;1,00
2019-06-23;15,00;6,00;19,00;2,00;2,00
2019-06-30;20,00;4,00;24,00;2,00;16,00
2019-07-07;15,00;1,00;21,00;1,00;3,00
2019-07-14;19,00;5,00;18,00;3,00;5,00
2019-07-21;22,00;3,00;23,00;2,00;4,00
2019-07-28;13,00;4,00;20,00;5,00;7,00
2019-08-04;19,00;4,00;29,00;2,00;3,00
2019-08-11;21,00;3,00;22,00;3,00;2,00
2019-08-18;25,00;6,00;22,00;5,00;3,00
2019-08-25;27,00;3,00;27,00;3,00;1,00
2019-09-01;20,00;1,00;20,00;2,00;2,00
2019-09-08;19,00;3,00;27,00;4,00;3,00
2019-09-15;13,00;3,00;37,00;2,00;3,00
2019-09-22;31,00;5,00;27,00;3,00;1,00
2019-09-29;23,00;2,00;23,00;2,00;3,00
2019-10-06;21,00;5,00;36,00;4,00;2,00
2019-10-13;18,00;3,00;24,00;1,00;1,00
2019-10-20;19,00;2,00;25,00;4,00;4,00
2019-10-27;18,00;2,00;24,00;2,00;3,00
2019-11-03;17,00;1,00;20,00;2,00;2,00
2019-11-10;24,00;5,00;16,00;3,00;2,00
2019-11-17;13,00;2,00;22,00;1,00;2,00
2019-11-24;18,00;9,00;20,00;3,00;2,00
2019-12-01;14,00;4,00;19,00;3,00;2,00
2019-12-08;20,00;4,00;17,00;2,00;1,00
2019-12-15;13,00;3,00;19,00;4,00;2,00
2019-12-22;21,00;3,00;22,00;5,00;5,00
2019-12-29;18,00;5,00;23,00;3,00;2,00
2020-01-05;22,00;3,00;14,00;4,00;5,00
2020-01-12;21,00;5,00;27,00;4,00;3,00
2020-01-19;16,00;3,00;20,00;1,00;2,00
2020-01-26;11,00;1,00;19,00;4,00;2,00
2020-02-02;15,00;1,00;26,00;1,00;2,00
2020-02-09;17,00;2,00;20,00;4,00;2,00
2020-02-16;17,00;3,00;18,00;3,00;2,00
2020-02-23;13,00;2,00;13,00;3,00;4,00
2020-03-01;19,00;2,00;22,00;4,00;2,00
2020-03-08;12,00;3,00;15,00;3,00;2,00
2020-03-15;13,00;3,00;16,00;2,00;2,00
2020-03-22;10,00;3,00;17,00;3,00;1,00
2020-03-29;15,00;4,00;17,00;2,00;2,00
2020-04-05;20,00;1,00;17,00;1,00;3,00
2020-04-12;15,00;2,00;16,00;2,00;3,00
2020-04-19;12,00;3,00;11,00;3,00;7,00
2020-04-26;10,00;0,50;11,00;2,00;2,00
2020-05-03;10,00;7,00;17,00;2,00;1,00
2020-05-10;8,00;5,00;16,00;3,00;2,00
2020-05-17;13,00;2,00;17,00;2,00;3,00
2020-05-24;12,00;3,00;13,00;2,00;3,00
2020-05-31;15,00;0,00;13,00;1,00;4,00
2020-06-07;26,00;4,00;14,00;1,00;1,00
2020-06-14;100,00;2,00;15,00;0,00;2,00
2020-06-21;18,00;3,00;12,00;1,00;5,00
2020-06-28;16,00;1,00;15,00;0,00;2,00
2020-07-05;21,00;3,00;18,00;1,00;1,00
2020-07-12;13,00;4,00;15,00;1,00;2,00
2020-07-19;15,00;2,00;10,00;2,00;1,00
2020-07-26;15,00;1,00;15,00;1,00;1,00
2020-08-02;15,00;3,00;15,00;2,00;2,00
2020-08-09;11,00;2,00;15,00;0,00;1,00
2020-08-16;16,00;1,00;21,00;1,00;6,00
2020-08-23;10,00;2,00;11,00;2,00;0,00
2020-08-30;11,00;2,00;12,00;2,00;1,00
2020-09-06;29,00;4,00;11,00;3,00;1,00
2020-09-13;8,00;3,00;14,00;2,00;2,00
2020-09-20;11,00;3,00;11,00;1,00;1,00
2020-09-27;12,00;4,00;7,00;2,00;4,00
2020-10-04;12,00;6,00;13,00;1,00;2,00
2020-10-11;10,00;2,00;15,00;2,00;1,00
2020-10-18;8,00;3,00;11,00;1,00;4,00
2020-10-25;11,00;1,00;12,00;3,00;2,00
2020-11-01;8,00;3,00;10,00;2,00;1,00
2020-11-08;12,00;1,00;11,00;5,00;2,00
2020-11-15;14,00;2,00;10,00;4,00;3,00
2020-11-22;9,00;1,00;10,00;3,00;1,00
2020-11-29;10,00;1,00;12,00;1,00;1,00
2020-12-06;8,00;3,00;15,00;2,00;3,00
2020-12-13;7,00;3,00;18,00;2,00;2,00
2020-12-20;10,00;1,00;13,00;2,00;0,00
2020-12-27;17,00;2,00;20,00;1,00;5,00
2021-01-03;13,00;2,00;12,00;2,00;1,00
2021-01-10;18,00;1,00;12,00;1,00;1,00
2021-01-17;9,00;3,00;6,00;2,00;2,00
2021-01-24;9,00;2,00;8,00;2,00;0,00
2021-01-31;11,00;2,00;12,00;2,00;1,00
2021-02-07;12,00;2,00;10,00;4,00;1,00
2021-02-14;10,00;4,00;10,00;6,00;2,00
2021-02-21;11,00;0,00;10,00;3,00;2,00
2021-02-28;10,00;5,00;10,00;6,00;5,00
2021-03-07;13,00;3,00;11,00;3,00;1,00
2021-03-14;9,00;3,00;12,00;3,00;2,00
2021-03-21;6,00;2,00;8,00;3,00;5,00
2021-03-28;13,00;1,00;14,00;2,00;2,00
2021-04-04;11,00;2,00;13,00;2,00;4,00
2021-04-11;19,00;2,00;9,00;4,00;1,00
2021-04-18;15,00;3,00;13,00;1,00;3,00
2021-04-25;9,00;2,00;11,00;3,00;1,00
2021-05-02;12,00;3,00;12,00;2,00;1,00
2021-05-09;8,00;0,00;12,00;0,00;1,00
2021-05-16;16,00;1,00;9,00;0,00;0,00
2021-05-23;12,00;5,00;8,00;2,00;1,00
2021-05-30;18,00;1,00;13,00;2,00;1,00
2021-06-06;18,00;2,00;14,00;1,00;1,00
2021-06-13;19,00;1,00;13,00;1,00;2,00
2021-06-20;17,00;2,00;14,00;1,00;2,00
2021-06-27;18,00;1,00;10,00;1,00;2,00
2021-07-04;24,00;1,00;18,00;1,00;1,00
2021-07-11;14,00;1,00;8,00;2,00;1,00
2021-07-18;25,00;2,00;14,00;3,00;0,00
2021-07-25;23,00;2,00;31,00;3,00;1,00
2021-08-01;16,00;2,00;15,00;2,00;2,00
2021-08-08;27,00;1,00;15,00;0,00;1,00
2021-08-15;45,00;1,00;17,00;4,00;3,00
2021-08-22;29,00;3,00;9,00;1,00;2,00
2021-08-29;14,00;1,00;10,00;0,00;1,00
2021-09-05;13,00;1,00;10,00;1,00;1,00
2021-09-12;13,00;1,00;11,00;1,00;1,00
2021-09-19;14,00;4,00;15,00;2,00;1,00
2021-09-26;12,00;1,00;7,00;1,00;0,00
2021-10-03;10,00;3,00;14,00;3,00;0,00
2021-10-10;10,00;3,00;12,00;1,00;3,00
2021-10-17;12,00;0,00;10,00;1,00;0,00
2021-10-24;13,00;2,00;12,00;2,00;3,00
2021-10-31;27,00;3,00;6,00;1,00;3,00
2021-11-07;11,00;2,00;11,00;3,00;1,00
2021-11-14;10,00;2,00;9,00;0,00;1,00
2021-11-21;28,00;1,00;15,00;0,00;1,00
