Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;24,00;0,00;0,00;0,00;33,00;0,00;0,00;19,00;0,00;14,00;0,00;29,00;24,00;10,00;0,00;14,00;14,00;24,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;24,00;5,00;10,00;0,00;62,00;0,00;0,00;5,00;0,00;5,00;0,00;19,00;0,00;15,00;10,00;5,00;10,00;14,00;0,00;14,00;5,00;0,00;0,00;14,00;0,00;5,00;5,00;19,00;5,00;5,00;5,00;0,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00
2019-01-20;53,00;5,10;0,00;5,10;24,46;10,00;5,00;0,00;0,00;5,00;0,00;10,00;0,00;34,00;19,00;5,00;14,00;24,00;0,00;14,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;14,00;10,00;0,00;5,00;0,00;14,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;33,00;0,00;5,16;0,00;23,72;9,00;14,00;9,00;0,00;19,00;0,00;38,00;0,00;14,00;19,00;14,00;9,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;14,00;5,00;0,00;5,00;5,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;70,00;5,07;15,22;5,07;5,07;5,00;5,00;5,00;0,00;0,00;0,00;45,00;5,00;0,00;0,00;15,00;20,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;10,00;25,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;30,00;0,00;5,00;0,00;25,00;0,00;5,00;0,00;10,00;25,00;15,00;20,00;0,00;15,00;0,00;15,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;10,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;5,00;5,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;15,00;0,00;10,00;5,00;10,00;15,00;10,00;15,00;15,00;5,00;5,00;0,00;0,00;0,00;10,00;0,00;5,00;0,00;10,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;25,00;5,00;10,00;0,00;20,00;5,00;0,00;0,00;0,00;30,00;0,00;10,00;0,00;10,00;0,00;5,00;5,00;15,00;0,00;0,00;10,00;0,00;0,00;15,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;38,00;14,00;5,00;0,00;19,00;5,00;0,00;0,00;0,00;10,00;10,00;10,00;0,00;10,00;5,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;29,00;0,00;0,00;0,00;24,00;0,00;5,00;0,00;0,00;15,00;0,00;15,00;0,00;10,00;0,00;20,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;46,00;0,00;5,11;0,00;25,56;5,00;0,00;5,00;0,00;5,00;0,00;20,00;0,00;5,00;10,00;10,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;10,00;0,00;5,00;0,00;25,00;0,00;5,00;5,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;15,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;10,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;49,00;0,00;5,10;10,21;24,50;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;32,00;0,00;9,00;5,00;18,00;0,00;0,00;0,00;0,00;9,00;0,00;14,00;0,00;5,00;9,00;9,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;11,52;5,24;0,00;11,52;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;38,00;0,00;16,43;0,00;5,14;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;24,00;0,00;5,22;0,00;5,22;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;24,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;41,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;29,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;29,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;10,00;10,00;5,00;5,00;0,00;0,00;10,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;40,00;0,00;0,00;10,26;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;57,00;5,09;0,00;5,09;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-06-30;26,00;0,00;15,60;5,20;10,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;15,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;31,00;0,00;0,00;0,00;5,17;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;15,00;10,00;20,00;15,00;15,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;72,00;0,00;0,00;0,00;16,23;0,00;0,00;0,00;0,00;6,00;0,00;11,00;0,00;0,00;6,00;0,00;5,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;48,00;0,00;12,26;0,00;6,13;0,00;0,00;0,00;6,00;6,00;0,00;12,00;0,00;0,00;18,00;6,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;60,00;0,00;6,10;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;6,00;12,00;18,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;66,00;0,00;0,00;0,00;11,17;0,00;5,00;11,00;0,00;5,00;0,00;27,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
