Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-11-08;14,00;1,00;18,00;2,00;1,00
2020-11-15;13,00;1,00;17,00;1,00;1,00
2020-11-22;13,00;2,00;17,00;2,00;1,00
2020-11-29;13,00;1,00;20,00;2,00;1,00
2020-12-06;15,00;1,00;20,00;1,00;1,00
2020-12-13;12,00;1,00;20,00;1,00;1,00
2020-12-20;14,00;1,00;20,00;2,00;1,00
2020-12-27;16,00;1,00;28,00;2,00;1,00
2021-01-03;14,00;0,50;22,00;1,00;2,00
2021-01-10;14,00;2,00;22,00;0,50;1,00
2021-01-17;12,00;1,00;18,00;2,00;1,00
2021-01-24;13,00;2,00;25,00;1,00;1,00
2021-01-31;15,00;2,00;18,00;0,50;1,00
2021-02-07;10,00;2,00;20,00;1,00;1,00
2021-02-14;13,00;2,00;25,00;1,00;2,00
2021-02-21;9,00;1,00;22,00;1,00;1,00
2021-02-28;12,00;1,00;21,00;2,00;1,00
2021-03-07;14,00;2,00;21,00;1,00;1,00
2021-03-14;14,00;2,00;18,00;1,00;1,00
2021-03-21;15,00;1,00;23,00;1,00;2,00
2021-03-28;13,00;1,00;23,00;1,00;2,00
2021-04-04;14,00;1,00;23,00;3,00;1,00
2021-04-11;18,00;2,00;27,00;2,00;1,00
2021-04-18;15,00;2,00;28,00;3,00;2,00
2021-04-25;11,00;1,00;29,00;3,00;2,00
2021-05-02;17,00;1,00;26,00;3,00;1,00
2021-05-09;16,00;1,00;29,00;1,00;2,00
2021-05-16;19,00;1,00;24,00;2,00;2,00
2021-05-23;16,00;1,00;27,00;1,00;4,00
2021-05-30;16,00;1,00;22,00;1,00;2,00
2021-06-06;15,00;2,00;23,00;1,00;4,00
2021-06-13;17,00;1,00;20,00;0,50;2,00
2021-06-20;16,00;2,00;20,00;1,00;2,00
2021-06-27;17,00;2,00;24,00;0,50;2,00
2021-07-04;17,00;3,00;24,00;1,00;1,00
2021-07-11;16,00;2,00;26,00;1,00;2,00
2021-07-18;15,00;0,50;29,00;1,00;6,00
2021-07-25;18,00;1,00;34,00;1,00;1,00
2021-08-01;13,00;4,00;24,00;1,00;1,00
2021-08-08;20,00;2,00;24,00;1,00;2,00
2021-08-15;16,00;1,00;17,00;0,50;2,00
2021-08-22;16,00;1,00;100,00;1,00;2,00
2021-08-29;14,00;3,00;40,00;1,00;2,00
2021-09-05;13,00;1,00;27,00;2,00;1,00
2021-09-12;14,00;1,00;19,00;1,00;0,50
2021-09-19;16,00;1,00;22,00;1,00;2,00
2021-09-26;9,00;1,00;17,00;1,00;1,00
2021-10-03;9,00;1,00;24,00;1,00;1,00
2021-10-10;14,00;1,00;22,00;2,00;2,00
2021-10-17;12,00;3,00;25,00;1,00;0,50
2021-10-24;10,00;1,00;22,00;1,00;2,00
2021-10-31;10,00;2,00;19,00;1,00;1,00
2021-11-07;14,00;3,00;27,00;0,00;1,00
2021-11-14;12,00;2,00;19,00;1,00;1,00
2021-11-21;15,00;1,00;19,00;1,00;1,00
2021-11-28;14,00;1,00;24,00;1,00;1,00
2021-12-05;11,00;4,00;20,00;1,00;1,00
2021-12-12;11,00;7,00;25,00;1,00;1,00
2021-12-19;18,00;2,00;24,00;1,00;1,00
2021-12-26;16,00;3,00;25,00;0,00;1,00
2022-01-02;17,00;2,00;26,00;1,00;2,00
2022-01-09;14,00;1,00;22,00;2,00;1,00
2022-01-16;16,00;3,00;30,00;1,00;1,00
2022-01-23;15,00;1,00;28,00;0,50;2,00
2022-01-30;13,00;1,00;23,00;0,50;2,00
