Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;25,00;1,00;45,00;0,50;0,50
2019-01-13;27,00;1,00;27,00;1,00;1,00
2019-01-20;22,00;1,00;36,00;1,00;3,00
2019-01-27;23,00;2,00;39,00;1,00;2,00
2019-02-03;16,00;1,00;37,00;1,00;2,00
2019-02-10;19,00;2,00;32,00;2,00;4,00
2019-02-17;25,00;1,00;38,00;1,00;1,00
2019-02-24;18,00;1,00;33,00;0,50;2,00
2019-03-03;25,00;1,00;44,00;0,50;2,00
2019-03-10;22,00;0,50;32,00;1,00;1,00
2019-03-17;14,00;1,00;38,00;0,50;1,00
2019-03-24;20,00;3,00;31,00;2,00;1,00
2019-03-31;14,00;2,00;34,00;1,00;4,00
2019-04-07;17,00;1,00;31,00;0,00;1,00
2019-04-14;13,00;2,00;29,00;2,00;1,00
2019-04-21;19,00;1,00;33,00;1,00;1,00
2019-04-28;19,00;0,00;31,00;1,00;4,00
2019-05-05;16,00;0,50;32,00;0,00;1,00
2019-05-12;20,00;1,00;34,00;0,50;2,00
2019-05-19;19,00;2,00;30,00;1,00;2,00
2019-05-26;23,00;2,00;41,00;0,00;3,00
2019-06-02;18,00;0,00;89,00;2,00;1,00
2019-06-09;19,00;1,00;55,00;1,00;1,00
2019-06-16;15,00;1,00;34,00;0,50;1,00
2019-06-23;18,00;0,50;38,00;2,00;1,00
2019-06-30;18,00;0,00;24,00;1,00;3,00
2019-07-07;16,00;1,00;37,00;1,00;3,00
2019-07-14;18,00;1,00;34,00;1,00;2,00
2019-07-21;21,00;1,00;38,00;0,50;2,00
2019-07-28;18,00;1,00;31,00;2,00;2,00
2019-08-04;21,00;2,00;36,00;1,00;1,00
2019-08-11;18,00;1,00;27,00;4,00;0,50
2019-08-18;22,00;2,00;23,00;0,50;1,00
2019-08-25;26,00;0,50;35,00;1,00;2,00
2019-09-01;17,00;1,00;32,00;3,00;2,00
2019-09-08;19,00;0,00;26,00;1,00;1,00
2019-09-15;14,00;1,00;31,00;1,00;1,00
2019-09-22;15,00;1,00;29,00;1,00;1,00
2019-09-29;14,00;1,00;27,00;2,00;3,00
2019-10-06;19,00;1,00;29,00;1,00;2,00
2019-10-13;16,00;1,00;26,00;1,00;3,00
2019-10-20;18,00;1,00;26,00;1,00;1,00
2019-10-27;15,00;1,00;20,00;0,50;3,00
2019-11-03;15,00;2,00;25,00;2,00;2,00
2019-11-10;16,00;1,00;28,00;3,00;2,00
2019-11-17;12,00;1,00;25,00;2,00;3,00
2019-11-24;12,00;1,00;29,00;1,00;2,00
2019-12-01;15,00;1,00;21,00;1,00;2,00
2019-12-08;16,00;2,00;25,00;2,00;2,00
2019-12-15;13,00;2,00;34,00;1,00;1,00
2019-12-22;14,00;2,00;35,00;3,00;2,00
2019-12-29;21,00;3,00;32,00;1,00;2,00
2020-01-05;19,00;2,00;47,00;4,00;6,00
2020-01-12;18,00;1,00;37,00;2,00;4,00
2020-01-19;19,00;2,00;41,00;3,00;4,00
2020-01-26;22,00;2,00;29,00;2,00;3,00
2020-02-02;14,00;2,00;31,00;2,00;2,00
2020-02-09;21,00;3,00;31,00;1,00;2,00
2020-02-16;21,00;2,00;36,00;3,00;3,00
2020-02-23;15,00;2,00;33,00;1,00;4,00
2020-03-01;16,00;1,00;30,00;1,00;2,00
2020-03-08;15,00;2,00;30,00;1,00;3,00
2020-03-15;14,00;2,00;26,00;1,00;1,00
2020-03-22;12,00;2,00;26,00;2,00;2,00
2020-03-29;10,00;1,00;22,00;1,00;2,00
2020-04-05;12,00;1,00;29,00;5,00;1,00
2020-04-12;13,00;1,00;29,00;3,00;1,00
2020-04-19;12,00;2,00;28,00;1,00;3,00
2020-04-26;12,00;2,00;26,00;1,00;2,00
2020-05-03;16,00;2,00;20,00;2,00;2,00
2020-05-10;11,00;1,00;25,00;2,00;3,00
2020-05-17;15,00;1,00;25,00;1,00;1,00
2020-05-24;14,00;1,00;27,00;2,00;1,00
2020-05-31;15,00;1,00;23,00;1,00;2,00
2020-06-07;12,00;1,00;23,00;0,50;1,00
2020-06-14;12,00;1,00;19,00;1,00;2,00
2020-06-21;15,00;2,00;27,00;1,00;2,00
2020-06-28;15,00;2,00;26,00;2,00;1,00
2020-07-05;10,00;2,00;24,00;1,00;2,00
2020-07-12;12,00;1,00;27,00;1,00;2,00
2020-07-19;16,00;1,00;24,00;1,00;1,00
2020-07-26;14,00;2,00;22,00;1,00;2,00
2020-08-02;18,00;1,00;21,00;1,00;2,00
2020-08-09;17,00;2,00;28,00;1,00;1,00
2020-08-16;16,00;2,00;28,00;1,00;1,00
2020-08-23;13,00;2,00;31,00;0,50;1,00
2020-08-30;14,00;0,50;24,00;1,00;1,00
2020-09-06;15,00;1,00;22,00;0,50;2,00
2020-09-13;14,00;1,00;18,00;1,00;2,00
2020-09-20;12,00;1,00;16,00;0,00;1,00
2020-09-27;11,00;1,00;27,00;1,00;2,00
2020-10-04;12,00;2,00;19,00;9,00;1,00
2020-10-11;17,00;1,00;21,00;1,00;0,50
2020-10-18;12,00;1,00;20,00;1,00;1,00
2020-10-25;17,00;2,00;20,00;1,00;1,00
2020-11-01;11,00;1,00;12,00;1,00;0,50
