Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;65,00;6,00;6,00;0,00;0,00;0,00;13,00;20,00;0,00;0,00;0,00;26,23;77,54;0,00;0,00;20,00;0,00;6,00;0,00;26,00;6,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-01-13;69,00;0,00;13,00;0,00;0,00;6,00;13,00;0,00;0,00;12,44;0,00;19,23;49,77;0,00;0,00;6,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;13,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2019-01-20;45,00;0,00;6,00;0,00;0,00;0,00;13,00;13,00;0,00;0,00;0,00;19,62;64,62;6,00;0,00;19,00;6,00;6,00;0,00;25,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;68,00;0,00;0,00;0,00;6,00;12,00;6,00;6,00;6,00;5,67;0,00;24,93;55,53;0,00;0,00;12,00;6,00;6,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;19,00;0,00;6,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;55,00;6,00;6,00;6,00;6,00;0,00;6,00;6,00;0,00;5,73;0,00;18,33;49,27;0,00;0,00;6,00;0,00;6,00;0,00;49,00;0,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;50,00;0,00;25,00;6,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;5,68;105,68;0,00;0,00;19,00;0,00;0,00;0,00;13,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;51,00;0,00;0,00;6,00;6,00;13,00;13,00;6,00;0,00;12,47;12,47;0,00;51,00;0,00;0,00;6,00;0,00;0,00;0,00;13,00;0,00;0,00;6,00;0,00;6,00;13,00;0,00;0,00;13,00;19,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;31,00;12,00;0,00;6,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;18,37;31,00;0,00;0,00;19,00;0,00;0,00;0,00;19,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;38,00;0,00;19,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,91;50,67;0,00;0,00;6,00;6,00;0,00;0,00;38,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;6,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00
2019-03-10;19,00;6,00;19,00;0,00;6,00;13,00;0,00;0,00;0,00;0,00;0,00;6,71;69,29;6,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
