Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;46,00;0,00;53,00;30,00;23,00;8,00
2019-01-13;23,00;0,00;68,00;23,00;0,00;0,00
2019-01-20;37,00;0,00;51,00;15,00;7,00;7,00
2019-01-27;37,00;0,00;52,00;30,00;15,00;0,00
2019-02-03;23,00;0,00;46,00;39,00;0,00;8,00
2019-02-10;23,00;0,00;78,00;0,00;0,00;0,00
2019-02-17;24,00;8,00;64,00;16,00;0,00;8,00
2019-02-24;31,00;0,00;39,00;15,00;0,00;15,00
2019-03-03;32,00;8,00;55,00;8,00;0,00;8,00
2019-03-10;62,00;0,00;77,00;31,00;0,00;15,00
2019-03-17;24,00;0,00;16,00;16,00;8,00;0,00
2019-03-24;55,00;0,00;32,00;16,00;0,00;8,00
2019-03-31;0,00;8,00;69,00;31,00;0,00;8,00
2019-04-07;32,00;0,00;32,00;8,00;8,00;0,00
2019-04-14;8,00;8,00;33,00;8,00;16,00;8,00
2019-04-21;8,00;8,00;31,00;0,00;0,00;0,00
2019-04-28;51,00;0,00;51,00;22,00;0,00;14,00
2019-05-05;7,00;0,00;58,00;14,00;0,00;14,00
2019-05-12;30,00;0,00;15,00;15,00;0,00;0,00
2019-05-19;52,00;0,00;30,00;15,00;7,00;7,00
2019-05-26;36,00;0,00;66,00;7,00;0,00;29,00
2019-06-02;21,00;0,00;41,00;28,00;14,00;7,00
2019-06-09;36,00;0,00;50,00;0,00;0,00;0,00
2019-06-16;37,00;0,00;60,00;7,00;7,00;22,00
2019-06-23;55,00;8,00;39,00;31,00;0,00;16,00
2019-06-30;16,00;0,00;56,00;24,00;16,00;16,00
2019-07-07;46,00;8,00;62,00;15,00;0,00;23,00
2019-07-14;16,00;0,00;98,00;24,00;0,00;0,00
2019-07-21;51,00;0,00;94,00;26,00;9,00;26,00
2019-07-28;25,00;0,00;58,00;25,00;0,00;25,00
2019-08-04;33,00;0,00;57,00;33,00;8,00;0,00
2019-08-11;100,00;8,00;92,00;15,00;8,00;15,00
2019-08-18;24,00;8,00;80,00;16,00;0,00;0,00
2019-08-25;76,00;8,00;84,00;23,00;15,00;0,00
2019-09-01;30,00;7,00;74,00;22,00;7,00;0,00
2019-09-08;38,00;0,00;53,00;15,00;0,00;0,00
2019-09-15;30,00;0,00;75,00;8,00;15,00;15,00
2019-09-22;36,00;0,00;29,00;7,00;0,00;0,00
2019-09-29;21,00;7,00;14,00;14,00;7,00;0,00
2019-10-06;50,00;0,00;64,00;28,00;7,00;0,00
2019-10-13;21,00;0,00;21,00;7,00;14,00;0,00
2019-10-20;50,00;29,00;50,00;7,00;14,00;14,00
2019-10-27;94,00;0,00;80,00;22,00;0,00;0,00
2019-11-03;64,00;0,00;50,00;21,00;7,00;14,00
2019-11-10;21,00;0,00;71,00;0,00;0,00;7,00
2019-11-17;92,00;7,00;49,00;14,00;0,00;21,00
2019-11-24;20,00;0,00;62,00;7,00;14,00;7,00
2019-12-01;35,00;0,00;42,00;7,00;21,00;0,00
2019-12-08;49,00;7,00;62,00;14,00;0,00;14,00
2019-12-15;61,00;7,00;20,00;20,00;0,00;0,00
2019-12-22;30,00;0,00;30,00;22,00;0,00;22,00
2019-12-29;29,00;0,00;44,00;15,00;22,00;7,00
2020-01-05;53,00;0,00;60,00;20,00;7,00;13,00
2020-01-12;45,00;6,00;52,00;19,00;13,00;26,00
2020-01-19;74,00;13,00;34,00;7,00;0,00;7,00
2020-01-26;33,00;7,00;47,00;7,00;7,00;7,00
2020-02-02;20,00;13,00;40,00;20,00;13,00;20,00
2020-02-09;39,00;0,00;66,00;20,00;13,00;20,00
2020-02-16;59,00;0,00;26,00;53,00;7,00;20,00
2020-02-23;26,00;0,00;32,00;19,00;6,00;0,00
2020-03-01;58,00;0,00;32,00;19,00;6,00;19,00
2020-03-08;58,00;0,00;26,00;6,00;0,00;6,00
2020-03-15;32,00;0,00;32,00;0,00;0,00;19,00
2020-03-22;19,00;0,00;38,00;19,00;13,00;0,00
2020-03-29;18,00;6,00;31,00;6,00;0,00;6,00
2020-04-05;51,00;0,00;13,00;32,00;0,00;6,00
2020-04-12;43,00;0,00;43,00;12,00;0,00;0,00
2020-04-19;48,00;6,00;30,00;18,00;6,00;6,00
2020-04-26;12,00;6,00;12,00;0,00;0,00;0,00
2020-05-03;18,00;6,00;6,00;12,00;0,00;0,00
2020-05-10;30,00;6,00;36,00;0,00;6,00;0,00
2020-05-17;38,00;0,00;19,00;13,00;0,00;0,00
2020-05-24;24,00;0,00;12,00;18,00;6,00;0,00
2020-05-31;40,00;0,00;29,00;17,00;0,00;6,00
2020-06-07;23,00;0,00;28,00;6,00;0,00;0,00
