Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;11,00;247,50;214,50;110,00;192,50;97,17;5,50;58,67;97,17;58,67;128,33;165,00;69,67;35,75;63,25;77,00;57,75;15,89;75,78;48,89;81,89;34,57;97,43;40,86;28,29;0,00;6,29;105,29;11,00;6,00;11,00;0,00;6,00;6,00;0,00
2019-01-13;28,00;177,33;219,33;102,67;126,00;87,73;0,00;70,93;56,00;24,00;180,00;252,00;124,00;12,44;46,67;77,78;31,11;91,64;45,82;22,91;114,55;6,22;46,67;17,11;23,33;10,32;0,00;104,63;0,00;0,00;6,00;11,00;6,00;6,00;0,00
2019-01-20;17,00;243,67;204,00;73,67;232,33;66,11;5,67;100,11;71,78;51,00;136,00;280,50;110,50;22,67;119,00;48,17;17,00;28,77;35,31;11,77;58,85;23,18;74,18;46,36;10,82;10,82;10,82;74,18;6,00;0,00;11,00;6,00;0,00;0,00;0,00
2019-01-27;33,00;193,29;188,57;99,00;122,57;56,29;11,65;139,76;62,12;40,33;121,00;216,33;40,33;18,00;66,00;90,00;60,00;16,50;44,42;33,00;55,85;21,00;54,00;37,50;10,50;0,00;0,00;115,50;11,00;17,00;0,00;6,00;6,00;6,00;0,00
2019-02-03;23,00;197,80;170,20;87,40;128,80;93,92;5,75;136,08;70,92;23,00;180,17;199,33;65,17;11,50;74,75;92,00;51,75;16,95;56,89;73,84;61,74;18,40;76,67;47,53;12,27;24,53;0,00;72,07;0,00;0,00;6,00;0,00;0,00;0,00;6,00
2019-02-10;17,00;259,25;153,00;55,25;97,75;64,22;11,33;120,89;98,22;30,60;112,20;119,00;68,00;11,33;73,67;56,67;11,33;51,00;44,93;17,00;61,93;23,18;94,27;6,18;35,55;5,67;0,00;93,50;12,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-02-17;18,00;166,50;189,00;94,50;180,00;94,00;0,00;130,00;24,00;28,80;162,00;205,20;72,00;42,00;72,00;90,00;36,00;24,43;48,86;55,29;24,43;12,00;93,00;30,00;18,00;0,00;0,00;70,50;6,00;12,00;6,00;0,00;6,00;6,00;0,00
2019-02-24;29,00;207,83;159,50;82,17;140,17;71,53;0,00;100,53;65,73;65,25;116,00;166,75;97,88;34,80;92,80;81,20;23,20;35,30;70,61;23,96;35,30;6,11;100,74;12,21;18,32;0,00;0,00;53,42;0,00;6,00;0,00;12,00;12,00;0,00;0,00
2019-03-03;11,00;280,50;165,00;148,50;181,50;36,67;16,50;108,17;75,17;36,67;176,00;209,00;80,67;16,50;63,25;71,50;46,75;48,89;86,78;48,89;48,89;17,29;69,14;51,86;23,57;0,00;0,00;92,71;0,00;11,00;6,00;6,00;17,00;11,00;0,00
2019-03-10;29,00;246,50;183,67;116,00;174,00;87,00;0,00;75,40;87,00;29,00;136,71;252,71;140,86;34,80;89,90;78,30;49,30;17,65;58,00;46,65;74,39;29,00;91,58;29,00;16,79;22,89;6,11;128,21;0,00;0,00;0,00;0,00;17,00;0,00;6,00
2019-03-17;41,00;200,44;186,78;113,89;168,56;66,38;0,00;115,19;54,67;41,00;141,64;216,18;115,55;11,71;76,14;99,57;17,57;93,18;34,79;47,21;99,39;41,00;88,07;24,30;6,07;36,44;0,00;95,67;6,00;12,00;6,00;6,00;12,00;6,00;0,00
2019-03-24;24,00;235,20;134,40;163,20;187,20;112,00;6,00;168,00;62,00;44,00;124,00;260,00;92,00;36,00;114,00;90,00;24,00;48,00;35,37;41,68;83,37;12,80;118,40;25,60;36,80;6,00;0,00;88,50;6,00;0,00;0,00;0,00;18,00;6,00;0,00
2019-03-31;34,00;213,71;174,86;82,57;155,43;79,33;0,00;45,33;56,67;45,33;162,44;332,44;113,33;34,00;70,83;76,50;42,50;28,96;57,93;28,96;57,93;22,17;60,61;28,09;0,00;11,83;5,91;96,09;0,00;6,00;12,00;12,00;6,00;12,00;0,00
2019-04-07;64,00;295,38;231,38;128,00;157,54;122,35;0,00;69,65;64,00;37,65;173,18;263,53;105,41;14,55;110,55;90,18;43,64;21,33;37,65;48,94;53,96;27,43;76,19;59,43;10,67;0,00;16,37;148,84;11,00;11,00;0,00;5,00;11,00;5,00;11,00
2019-04-14;57,00;475,00;185,25;123,50;223,25;155,28;5,90;135,62;70,76;76,00;212,80;380,00;136,80;27,00;141,00;90,00;45,00;69,67;31,67;69,67;82,33;18,49;63,16;32,35;18,49;32,35;0,00;141,73;13,00;13,00;13,00;13,00;38,00;6,00;6,00
2019-04-21;31,00;261,29;212,57;110,71;212,57;89,13;0,00;147,25;122,06;58,13;151,13;240,25;81,38;22,55;112,73;138,09;53,55;31,00;37,20;31,00;37,20;31,00;97,43;11,81;31,00;19,19;11,81;129,90;0,00;6,00;6,00;0,00;25,00;13,00;6,00
2019-04-28;27,00;180,00;148,50;99,00;198,00;65,57;0,00;82,93;138,86;61,71;158,14;250,71;104,14;54,00;138,00;90,00;33,00;58,91;47,86;38,05;69,95;16,50;81,00;27,00;21,00;0,00;6,00;114,00;6,00;17,00;6,00;6,00;11,00;0,00;6,00
2019-05-05;17,00;334,33;204,00;130,33;283,33;92,56;5,67;164,33;49,11;55,25;178,50;263,50;68,00;25,50;133,17;96,33;36,83;57,54;57,54;52,31;98,08;61,82;23,18;34,00;55,64;23,18;6,18;91,18;11,00;6,00;22,00;17,00;11,00;11,00;11,00
2019-05-12;34,00;213,71;155,43;58,29;131,14;200,00;0,00;100,00;82,00;37,78;132,22;249,33;49,11;40,18;157,64;136,00;40,18;56,67;11,33;34,00;61,70;27,82;68,00;17,00;27,82;17,00;10,82;109,73;6,00;0,00;23,00;0,00;6,00;0,00;17,00
2019-05-19;40,00;265,00;165,00;100,00;195,00;118,10;11,43;129,52;89,52;48,00;112,00;276,00;112,00;24,62;147,69;116,92;64,62;52,90;64,52;58,06;58,06;6,15;92,31;40,00;23,08;16,92;0,00;115,38;0,00;17,00;0,00;0,00;17,00;6,00;0,00
2019-05-26;66,00;240,43;216,86;89,57;183,86;141,71;0,00;110,65;97,06;34,94;159,18;287,29;116,47;93,00;78,00;87,00;60,00;42,34;66,00;42,34;66,00;24,56;102,84;49,12;30,70;30,00;6,00;96,00;6,00;6,00;6,00;6,00;18,00;0,00;0,00
2019-06-02;57,00;242,25;166,25;57,00;204,25;85,50;5,70;68,40;91,20;45,60;121,60;285,00;133,00;24,00;138,00;51,00;18,00;22,80;34,20;34,20;57,00;23,11;69,32;63,16;29,27;6,16;12,32;92,43;6,00;11,00;17,00;0,00;11,00;0,00;6,00
2019-06-09;17,00;187,00;136,00;63,75;187,00;139,78;0,00;151,11;56,67;29,75;195,50;238,00;119,00;48,17;153,00;93,50;31,17;43,71;43,71;49,79;76,50;23,18;86,55;52,55;29,36;23,18;12,36;98,91;6,00;6,00;0,00;0,00;0,00;6,00;0,00
2019-06-16;29,00;154,67;125,67;82,17;183,67;123,73;5,80;98,60;40,60;12,43;124,29;248,57;111,86;17,40;84,10;84,10;23,20;51,70;64,30;46,65;81,96;45,79;70,21;29,00;51,89;22,89;0,00;88,53;6,00;29,00;12,00;0,00;12,00;6,00;0,00
2019-06-23;73,00;272,53;136,27;102,20;170,33;84,53;5,76;103,74;97,97;11,53;134,47;249,74;84,53;12,17;142,96;42,58;30,42;60,41;30,21;54,12;60,41;30,42;54,75;42,58;24,33;0,00;6,08;121,67;24,00;0,00;18,00;6,00;6,00;6,00;0,00
