Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;17,00;3,40;340,00;68,00;0,00;29,00
2019-01-13;12,00;3,00;228,00;57,00;3,00;16,00
2019-01-20;12,00;9,00;225,00;45,00;0,00;4,00
2019-01-27;24,00;3,43;260,57;65,14;0,00;16,00
2019-02-03;16,00;0,00;182,40;80,00;0,00;36,00
2019-02-10;21,00;0,00;213,00;51,00;0,00;4,00
2019-02-17;4,00;4,00;264,00;68,00;4,00;8,00
2019-02-24;8,00;2,67;157,33;90,67;2,67;25,00
2019-03-03;20,00;13,33;213,33;46,67;0,00;41,00
2019-03-10;16,00;0,00;179,20;54,40;0,00;8,00
2019-03-17;12,00;9,00;168,00;27,00;0,00;17,00
2019-03-24;4,00;4,00;204,00;60,00;0,00;13,00
2019-03-31;17,00;3,40;217,60;27,20;0,00;21,00
2019-04-07;13,00;9,75;195,00;58,50;0,00;13,00
2019-04-14;4,00;4,00;176,00;56,00;0,00;4,00
2019-04-21;13,00;0,00;230,75;61,75;0,00;17,00
2019-04-28;0,00;1,00;49,00;14,00;1,00;20,00
2019-05-05;17,00;0,00;221,00;57,80;0,00;12,00
2019-05-12;13,00;0,00;146,25;58,50;0,00;17,00
2019-05-19;13,00;0,00;204,75;68,25;0,00;25,00
2019-05-26;16,00;3,20;172,80;70,40;0,00;4,00
2019-06-02;16,00;0,00;128,00;32,00;0,00;20,00
2019-06-09;0,00;0,00;63,00;11,00;0,00;20,00
2019-06-16;17,00;3,40;210,80;71,40;0,00;4,00
2019-06-23;4,00;0,00;152,00;36,00;0,00;17,00
2019-06-30;21,00;3,50;182,00;98,00;0,00;8,00
2019-07-07;4,00;16,00;192,00;48,00;4,00;45,00
2019-07-14;20,00;3,33;210,00;73,33;0,00;12,00
2019-07-21;25,00;9,38;187,50;40,63;3,13;21,00
2019-07-28;21,00;0,00;180,00;105,00;0,00;21,00
2019-08-04;37,00;0,00;222,00;86,33;0,00;37,00
2019-08-11;20,00;0,00;220,00;46,67;0,00;8,00
2019-08-18;4,00;0,00;256,00;68,00;0,00;38,00
2019-08-25;8,00;2,67;202,67;50,67;2,67;25,00
2019-09-01;12,00;3,00;210,00;66,00;0,00;37,00
2019-09-08;8,00;4,00;344,00;96,00;0,00;12,00
2019-09-15;16,00;3,20;198,40;51,20;16,00;40,00
2019-09-22;30,00;3,33;153,33;50,00;3,33;11,00
2019-09-29;4,00;8,00;260,00;92,00;0,00;19,00
2019-10-06;15,00;3,00;135,00;57,00;0,00;27,00
2019-10-13;8,00;0,00;216,00;72,00;0,00;15,00
