Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-05-05;65,00;78,93;23,21;67,32;1,16;20,89;26,00;22,00;16,00;21,00;4,00;24,00;20,00;3,00;5,00;17,00;5,00;13,00;5,00;7,00;8,00;6,00;7,00;4,00;2,00;4,00;3,00;1,00;2,00;0,00;2,00;0,00;0,50
2019-05-12;62,00;65,10;17,05;190,59;0,00;16,07;28,00;28,00;22,00;20,00;8,00;17,00;18,00;3,00;9,00;16,00;6,00;8,00;3,00;9,00;7,00;6,00;5,00;3,00;1,00;6,00;4,00;1,00;4,00;1,00;0,50;0,00;0,00
2019-05-19;60,00;69,23;13,85;101,54;1,15;16,15;24,00;21,00;17,00;20,00;6,00;25,00;19,00;3,00;8,00;10,00;1,00;11,00;5,00;8,00;8,00;6,00;5,00;3,00;1,00;5,00;4,00;2,00;2,00;0,00;2,00;0,00;0,00
2019-05-26;60,00;66,15;15,38;62,31;1,15;16,15;32,00;18,00;19,00;13,00;13,00;21,00;13,00;5,00;6,00;12,00;2,00;7,00;2,00;7,00;9,00;5,00;6,00;4,00;1,00;5,00;3,00;2,00;3,00;0,50;1,00;0,00;0,00
2019-06-02;71,00;67,91;18,52;59,55;1,15;16,03;27,00;20,00;21,00;21,00;11,00;35,00;13,00;6,00;10,00;21,00;3,00;12,00;5,00;9,00;6,00;5,00;6,00;3,00;1,00;9,00;5,00;2,00;4,00;1,00;3,00;0,50;0,50
2019-06-09;72,00;67,40;18,38;65,03;1,16;20,90;28,00;25,00;17,00;21,00;10,00;25,00;16,00;5,00;7,00;22,00;3,00;13,00;4,00;12,00;10,00;4,00;7,00;3,00;1,00;7,00;5,00;2,00;5,00;2,00;0,50;0,00;1,00
2019-06-16;53,00;77,23;18,17;55,30;1,15;18,43;25,00;20,00;23,00;18,00;12,00;29,00;19,00;5,00;8,00;20,00;6,00;8,00;5,00;10,00;8,00;7,00;8,00;2,00;1,00;5,00;4,00;2,00;3,00;0,50;1,00;0,00;0,00
2019-06-23;68,00;66,45;23,18;56,28;0,00;18,76;29,00;23,00;16,00;15,00;8,00;16,00;16,00;3,00;8,00;19,00;4,00;9,00;4,00;12,00;13,00;4,00;6,00;6,00;2,00;5,00;3,00;1,00;3,00;0,50;1,00;1,00;0,00
2019-06-30;68,00;69,55;23,18;52,13;2,27;22,67;32,00;22,00;12,00;19,00;16,00;19,00;19,00;7,00;11,00;24,00;4,00;10,00;6,00;15,00;9,00;9,00;8,00;5,00;1,00;6,00;5,00;5,00;5,00;1,00;0,00;0,00;0,00
2019-07-07;84,00;87,11;17,11;67,67;2,33;25,67;41,00;29,00;16,00;15,00;13,00;29,00;24,00;3,00;8,00;28,00;3,00;13,00;6,00;11,00;11,00;7,00;8,00;3,00;2,00;7,00;4,00;3,00;2,00;0,50;0,50;0,00;1,00
2019-07-14;74,00;83,25;20,04;64,75;1,16;30,06;36,00;30,00;23,00;20,00;13,00;23,00;22,00;1,00;13,00;24,00;4,00;10,00;7,00;11,00;9,00;5,00;9,00;7,00;2,00;5,00;6,00;2,00;5,00;2,00;3,00;0,50;1,00
2019-07-21;77,00;86,24;26,18;65,68;2,26;29,44;32,00;34,00;18,00;26,00;10,00;20,00;26,00;4,00;7,00;22,00;5,00;10,00;5,00;7,00;17,00;4,00;6,00;7,00;0,50;8,00;6,00;2,00;2,00;1,00;1,00;0,00;0,00
2019-07-28;89,00;99,74;27,62;59,33;1,14;27,38;33,00;25,00;20,00;19,00;12,00;24,00;19,00;2,00;12,00;21,00;4,00;16,00;10,00;16,00;16,00;6,00;12,00;3,00;2,00;8,00;7,00;3,00;3,00;1,00;3,00;0,00;0,00
2019-08-04;89,00;99,74;29,16;79,87;4,56;25,10;41,00;32,00;23,00;24,00;11,00;30,00;23,00;1,00;7,00;25,00;5,00;13,00;10,00;10,00;14,00;4,00;12,00;4,00;2,00;4,00;5,00;4,00;5,00;2,00;5,00;1,00;2,00
2019-08-11;90,00;99,31;24,83;96,92;2,31;32,31;43,00;30,00;19,00;24,00;14,00;24,00;20,00;4,00;11,00;27,00;7,00;12,00;6,00;9,00;11,00;4,00;12,00;4,00;2,00;7,00;11,00;3,00;5,00;0,00;2,00;0,00;0,00
2019-08-18;91,00;84,83;32,39;70,00;1,17;23,33;38,00;27,00;29,00;20,00;14,00;21,00;13,00;7,00;7,00;29,00;8,00;9,00;10,00;14,00;11,00;5,00;10,00;3,00;3,00;7,00;9,00;2,00;6,00;3,00;2,00;0,50;0,50
2019-08-25;77,00;83,16;26,18;74,67;2,33;28,00;34,00;27,00;24,00;22,00;9,00;23,00;24,00;5,00;8,00;18,00;3,00;6,00;2,00;10,00;8,00;3,00;9,00;4,00;2,00;6,00;5,00;2,00;3,00;1,00;2,00;0,00;0,00
2019-09-01;86,00;67,57;26,11;69,73;1,16;25,57;36,00;24,00;20,00;28,00;9,00;27,00;24,00;4,00;5,00;27,00;5,00;9,00;9,00;11,00;11,00;6,00;9,00;4,00;3,00;7,00;4,00;1,00;5,00;0,50;2,00;0,00;0,00
2019-09-08;76,00;72,90;20,16;59,88;1,15;13,82;36,00;24,00;23,00;22,00;10,00;23,00;19,00;3,00;5,00;20,00;4,00;8,00;3,00;8,00;7,00;5,00;7,00;3,00;1,00;6,00;6,00;1,00;3,00;0,00;1,00;0,00;0,00
2019-09-15;80,00;93,85;30,77;66,29;1,14;20,57;35,00;23,00;19,00;16,00;13,00;18,00;23,00;6,00;5,00;22,00;4,00;9,00;4,00;10,00;6,00;4,00;7,00;4,00;0,50;6,00;6,00;1,00;5,00;0,50;2,00;0,00;1,00
2019-09-22;93,00;80,60;26,35;74,40;2,33;20,93;43,00;17,00;30,00;24,00;10,00;26,00;22,00;4,00;5,00;21,00;2,00;7,00;4,00;14,00;4,00;2,00;8,00;0,50;1,00;5,00;4,00;3,00;3,00;0,00;3,00;1,00;0,50
2019-09-29;83,00;84,54;30,74;57,64;2,31;20,75;33,00;22,00;19,00;23,00;14,00;25,00;24,00;3,00;9,00;27,00;3,00;13,00;4,00;11,00;7,00;4,00;10,00;5,00;1,00;5,00;4,00;1,00;3,00;1,00;1,00;0,00;0,00
2019-10-06;94,00;78,59;24,66;59,61;2,29;20,63;32,00;29,00;23,00;22,00;11,00;23,00;29,00;4,00;8,00;21,00;4,00;8,00;3,00;13,00;9,00;5,00;6,00;6,00;0,50;7,00;3,00;1,00;3,00;1,00;2,00;0,00;0,50
2019-10-13;79,00;75,90;24,78;69,71;1,16;16,26;31,00;22,00;23,00;16,00;9,00;17,00;16,00;3,00;4,00;16,00;3,00;7,00;4,00;12,00;10,00;3,00;6,00;4,00;0,50;6,00;4,00;1,00;3,00;0,00;2,00;0,00;0,00
2019-10-20;80,00;64,62;23,08;66,29;1,14;22,86;34,00;24,00;20,00;20,00;12,00;19,00;20,00;5,00;4,00;18,00;3,00;12,00;2,00;12,00;5,00;5,00;7,00;3,00;1,00;9,00;3,00;0,50;4,00;0,50;2,00;0,00;0,00
2019-10-27;77,00;87,78;23,10;67,94;2,26;20,38;29,00;23,00;23,00;15,00;13,00;19,00;21,00;3,00;10,00;16,00;2,00;13,00;4,00;9,00;7,00;5,00;7,00;2,00;2,00;4,00;5,00;2,00;4,00;1,00;0,50;0,50;0,00
2019-11-03;85,00;78,82;20,09;68,92;1,15;25,27;37,00;37,00;25,00;19,00;9,00;14,00;20,00;6,00;8,00;11,00;2,00;12,00;4,00;8,00;9,00;4,00;8,00;5,00;1,00;3,00;3,00;1,00;3,00;0,50;2,00;0,00;0,50
2019-11-10;86,00;81,39;24,57;72,05;1,16;18,59;31,00;26,00;19,00;18,00;8,00;72,00;20,00;3,00;6,00;20,00;5,00;13,00;6,00;11,00;5,00;3,00;7,00;5,00;2,00;6,00;4,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-11-17;81,00;68,77;21,40;69,43;1,16;27,77;31,00;20,00;21,00;18,00;9,00;28,00;21,00;9,00;5,00;14,00;3,00;6,00;3,00;10,00;7,00;4,00;9,00;3,00;2,00;4,00;6,00;2,00;0,50;0,00;1,00;0,50;0,50
2019-11-24;87,00;87,00;21,75;57,24;2,29;27,47;29,00;25,00;20,00;20,00;12,00;14,00;25,00;2,00;5,00;18,00;2,00;7,00;1,00;4,00;9,00;5,00;5,00;3,00;1,00;4,00;5,00;2,00;3,00;1,00;1,00;0,50;0,00
2019-12-01;73,00;77,66;23,30;70,72;2,28;31,94;43,00;28,00;22,00;20,00;9,00;19,00;27,00;5,00;3,00;15,00;4,00;5,00;2,00;10,00;9,00;3,00;6,00;3,00;1,00;6,00;3,00;1,00;2,00;0,00;1,00;1,00;0,50
2019-12-08;76,00;60,49;20,16;57,58;0,00;18,42;26,00;29,00;19,00;19,00;10,00;14,00;18,00;3,00;8,00;12,00;4,00;8,00;4,00;10,00;6,00;8,00;5,00;3,00;1,00;5,00;2,00;1,00;3,00;1,00;1,00;0,50;0,00
2019-12-15;59,00;59,00;18,63;49,92;2,27;18,15;23,00;22,00;16,00;16,00;8,00;13,00;21,00;3,00;3,00;16,00;3,00;4,00;3,00;3,00;7,00;3,00;5,00;3,00;0,50;4,00;3,00;1,00;3,00;0,00;0,50;0,00;0,00
2019-12-22;66,00;73,67;19,95;50,07;1,14;15,93;24,00;25,00;22,00;20,00;7,00;16,00;16,00;2,00;7,00;18,00;3,00;4,00;4,00;9,00;7,00;7,00;9,00;4,00;0,00;3,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-12-29;82,00;75,81;23,21;70,61;1,14;13,67;23,00;23,00;26,00;15,00;11,00;16,00;29,00;4,00;4,00;19,00;2,00;10,00;2,00;8,00;9,00;4,00;7,00;5,00;2,00;7,00;3,00;1,00;3,00;1,00;1,00;0,00;1,00
2020-01-05;84,00;74,84;25,96;74,92;1,14;20,43;22,00;21,00;17,00;23,00;13,00;22,00;26,00;3,00;7,00;21,00;4,00;11,00;3,00;12,00;9,00;3,00;7,00;6,00;2,00;5,00;2,00;1,00;4,00;1,00;2,00;0,50;0,00
2020-01-12;82,00;83,55;30,94;84,34;0,00;16,40;31,00;26,00;25,00;21,00;11,00;24,00;23,00;4,00;10,00;22,00;2,00;7,00;3,00;8,00;10,00;5,00;8,00;6,00;0,50;7,00;6,00;2,00;3,00;0,00;2,00;0,50;0,00
2020-01-19;80,00;75,38;23,08;70,86;1,14;25,14;25,00;18,00;20,00;25,00;15,00;15,00;20,00;1,00;10,00;22,00;2,00;4,00;3,00;7,00;7,00;4,00;4,00;5,00;2,00;4,00;4,00;0,50;3,00;0,00;1,00;0,00;0,50
2020-01-26;87,00;70,21;21,37;70,97;1,14;20,61;23,00;21,00;25,00;16,00;9,00;20,00;19,00;3,00;7,00;23,00;4,00;5,00;3,00;10,00;8,00;4,00;2,00;4,00;0,00;5,00;4,00;2,00;4,00;0,50;2,00;0,00;0,50
2020-02-02;74,00;86,33;21,58;69,38;2,31;18,50;26,00;20,00;21,00;26,00;10,00;21,00;20,00;3,00;10,00;16,00;5,00;8,00;4,00;7,00;9,00;3,00;11,00;5,00;1,00;3,00;3,00;0,00;2,00;0,00;1,00;0,00;0,00
2020-02-09;78,00;70,35;27,53;73,41;1,15;16,06;26,00;25,00;19,00;19,00;10,00;22,00;18,00;3,00;5,00;20,00;2,00;10,00;4,00;8,00;8,00;3,00;6,00;3,00;2,00;5,00;5,00;1,00;3,00;1,00;1,00;0,00;0,00
2020-02-16;74,00;80,17;20,04;78,63;2,31;20,81;31,00;20,00;22,00;19,00;11,00;22,00;21,00;1,00;4,00;18,00;3,00;8,00;7,00;7,00;7,00;4,00;6,00;5,00;1,00;4,00;3,00;0,50;3,00;2,00;0,50;0,00;1,00
2020-02-23;57,00;60,08;21,57;57,00;1,14;18,24;18,00;21,00;29,00;17,00;8,00;19,00;17,00;2,00;7,00;16,00;2,00;6,00;4,00;6,00;6,00;4,00;5,00;2,00;1,00;6,00;2,00;1,00;2,00;1,00;2,00;0,50;0,00
2020-03-01;57,00;64,70;16,95;49,88;0,00;16,63;20,00;16,00;19,00;18,00;7,00;14,00;11,00;2,00;5,00;16,00;2,00;4,00;1,00;7,00;7,00;5,00;6,00;2,00;0,50;3,00;3,00;1,00;2,00;0,00;1,00;0,00;0,00
2020-03-08;64,00;50,29;15,24;41,14;0,00;13,71;16,00;14,00;18,00;10,00;10,00;9,00;11,00;2,00;3,00;17,00;2,00;12,00;2,00;6,00;2,00;3,00;4,00;4,00;1,00;5,00;3,00;0,00;2,00;0,00;1,00;0,00;0,00
2020-03-15;34,00;27,82;4,64;18,13;1,13;4,53;5,00;12,00;8,00;5,00;2,00;14,00;5,00;1,00;1,00;8,00;3,00;9,00;3,00;5,00;6,00;2,00;1,00;0,50;1,00;8,00;2,00;0,50;2,00;0,50;0,00;0,00;0,00
2020-03-22;18,00;24,55;3,27;22,50;1,13;2,25;4,00;5,00;7,00;5,00;1,00;9,00;2,00;0,00;1,00;5,00;0,50;3,00;2,00;5,00;1,00;0,00;2,00;1,00;1,00;3,00;1,00;0,50;0,50;0,00;2,00;0,00;0,00
2020-03-29;16,00;20,80;4,80;20,57;1,14;2,29;4,00;4,00;3,00;4,00;2,00;6,00;3,00;1,00;1,00;2,00;1,00;5,00;1,00;2,00;1,00;1,00;0,50;1,00;0,50;1,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00
2020-04-05;12,00;19,50;4,50;31,20;0,00;2,40;11,00;5,00;6,00;3,00;2,00;6,00;5,00;1,00;3,00;4,00;1,00;5,00;2,00;3,00;5,00;1,00;0,00;1,00;0,00;2,00;0,50;0,00;0,00;0,50;1,00;0,00;0,00
2020-04-12;14,00;18,67;4,67;23,33;0,00;4,67;7,00;7,00;8,00;5,00;1,00;4,00;3,00;1,00;2,00;5,00;1,00;3,00;1,00;4,00;4,00;1,00;1,00;1,00;0,50;1,00;1,00;0,00;0,50;0,00;1,00;0,00;0,00
2020-04-19;12,00;21,00;4,50;16,80;1,20;4,80;7,00;5,00;5,00;5,00;1,00;4,00;4,00;0,00;2,00;3,00;0,50;4,00;2,00;1,00;3,00;0,50;2,00;1,00;1,00;1,00;0,50;0,50;0,00;0,50;0,50;0,00;0,50
2020-04-26;11,00;17,29;4,71;22,00;0,00;4,40;6,00;5,00;4,00;4,00;2,00;5,00;3,00;0,00;3,00;5,00;1,00;1,00;1,00;2,00;2,00;1,00;1,00;0,50;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-05-03;15,00;16,50;4,50;22,50;0,00;5,00;7,00;5,00;4,00;4,00;1,00;7,00;3,00;1,00;1,00;4,00;0,50;6,00;2,00;3,00;2,00;1,00;1,00;0,50;1,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-10;17,00;15,45;4,64;21,25;0,00;2,13;4,00;5,00;3,00;6,00;2,00;7,00;4,00;1,00;2,00;3,00;1,00;4,00;1,00;1,00;3,00;2,00;0,50;1,00;0,50;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-05-17;16,00;20,80;4,80;18,29;1,14;2,29;4,00;8,00;4,00;3,00;3,00;6,00;5,00;0,00;2,00;3,00;1,00;2,00;1,00;3,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;0,50;0,50;0,00;0,00;0,50;0,00
2020-05-24;12,00;15,43;1,71;19,20;0,00;4,80;5,00;5,00;3,00;3,00;1,00;7,00;3,00;1,00;2,00;5,00;0,50;1,00;2,00;3,00;1,00;2,00;2,00;1,00;1,00;1,00;1,00;0,00;2,00;1,00;0,50;0,00;0,00
2020-05-31;16,00;18,91;5,82;22,86;0,00;4,57;3,00;6,00;7,00;5,00;2,00;5,00;3,00;1,00;2,00;3,00;0,50;3,00;1,00;1,00;3,00;1,00;2,00;3,00;0,50;2,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00
2020-06-07;16,00;21,82;4,36;20,57;0,00;6,86;4,00;5,00;6,00;7,00;2,00;7,00;5,00;1,00;2,00;3,00;1,00;3,00;1,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;1,00;0,50;0,50;1,00;1,00;0,00;0,00
2020-06-14;15,00;19,50;6,00;19,29;1,07;4,29;5,00;7,00;7,00;5,00;2,00;5,00;7,00;1,00;4,00;4,00;3,00;3,00;2,00;3,00;4,00;1,00;2,00;2,00;0,50;1,00;2,00;0,50;0,50;0,50;0,50;0,00;0,00
2020-06-21;16,00;22,40;4,80;16,00;0,00;4,57;8,00;5,00;5,00;5,00;2,00;4,00;6,00;0,00;2,00;4,00;2,00;1,00;2,00;5,00;3,00;1,00;4,00;2,00;0,00;3,00;1,00;1,00;0,50;0,00;0,50;0,00;0,00
2020-06-28;10,00;18,57;7,14;17,50;1,25;7,50;6,00;8,00;5,00;4,00;2,00;4,00;7,00;1,00;2,00;6,00;3,00;4,00;3,00;4,00;2,00;2,00;4,00;2,00;0,50;1,00;2,00;2,00;3,00;0,50;0,00;0,50;0,00
2020-07-05;17,00;27,82;4,64;12,75;1,06;6,38;7,00;4,00;4,00;6,00;1,00;4,00;5,00;1,00;3,00;8,00;2,00;2,00;2,00;3,00;2,00;2,00;5,00;1,00;0,50;1,00;0,50;0,50;1,00;0,50;1,00;0,50;0,50
2020-07-12;18,00;22,50;7,50;22,50;1,13;4,50;3,00;7,00;3,00;5,00;2,00;5,00;4,00;1,00;2,00;5,00;1,00;4,00;2,00;3,00;0,50;2,00;4,00;2,00;0,00;2,00;0,50;1,00;31,00;0,50;0,00;0,50;0,00
2020-07-19;21,00;24,00;3,00;25,67;1,17;7,00;6,00;10,00;10,00;8,00;2,00;4,00;5,00;1,00;2,00;4,00;2,00;4,00;3,00;6,00;2,00;1,00;4,00;1,00;1,00;3,00;1,00;1,00;10,00;0,50;1,00;0,00;0,50
2020-07-26;17,00;27,82;6,18;21,86;1,21;9,71;10,00;7,00;4,00;7,00;2,00;9,00;10,00;0,50;2,00;5,00;2,00;4,00;3,00;5,00;2,00;2,00;3,00;2,00;1,00;5,00;3,00;2,00;5,00;0,50;2,00;0,00;1,00
2020-08-02;12,00;28,50;4,50;21,60;1,20;7,20;10,00;9,00;6,00;8,00;5,00;7,00;9,00;2,00;3,00;7,00;3,00;5,00;4,00;2,00;4,00;2,00;5,00;1,00;1,00;1,00;2,00;2,00;2,00;0,50;1,00;0,00;0,00
2020-08-09;25,00;31,25;6,25;18,18;0,00;11,36;7,00;10,00;8,00;6,00;2,00;6,00;6,00;0,50;3,00;6,00;2,00;7,00;3,00;5,00;4,00;3,00;4,00;1,00;0,00;5,00;4,00;1,00;1,00;0,50;2,00;0,00;0,00
2020-08-16;23,00;33,73;9,20;13,80;2,30;9,20;5,00;7,00;5,00;8,00;2,00;10,00;11,00;1,00;5,00;3,00;2,00;9,00;3,00;1,00;3,00;1,00;4,00;2,00;0,00;5,00;4,00;1,00;4,00;1,00;2,00;0,00;0,50
2020-08-23;15,00;34,50;7,50;10,71;1,07;6,43;8,00;7,00;7,00;8,00;2,00;5,00;5,00;0,50;3,00;7,00;1,00;4,00;2,00;3,00;7,00;2,00;3,00;2,00;1,00;1,00;2,00;0,50;1,00;0,50;0,50;0,00;0,00
2020-08-30;19,00;31,67;6,33;21,38;1,19;7,13;7,00;6,00;6,00;9,00;3,00;7,00;10,00;1,00;3,00;9,00;2,00;8,00;3,00;4,00;4,00;2,00;3,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-09-06;18,00;25,50;4,50;15,75;0,00;9,00;12,00;6,00;7,00;9,00;2,00;7,00;5,00;0,50;1,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;0,00;0,50;2,00;2,00;2,00;0,00;0,50;1,00;0,00;0,50
2020-09-13;18,00;27,00;6,00;103,50;0,00;6,75;6,00;8,00;10,00;4,00;1,00;7,00;5,00;1,00;2,00;7,00;2,00;2,00;1,00;2,00;5,00;1,00;4,00;1,00;0,00;2,00;2,00;1,00;0,00;0,00;0,50;0,50;0,00
2020-09-20;21,00;37,50;7,50;51,33;1,17;7,00;6,00;9,00;8,00;11,00;3,00;5,00;2,00;2,00;3,00;3,00;2,00;5,00;2,00;3,00;2,00;1,00;3,00;1,00;1,00;1,00;2,00;2,00;1,00;0,00;0,00;0,50;0,00
2020-09-27;18,00;34,36;6,55;22,50;0,00;6,75;6,00;7,00;7,00;7,00;2,00;8,00;7,00;1,00;1,00;3,00;1,00;3,00;2,00;2,00;4,00;2,00;2,00;2,00;0,00;2,00;2,00;1,00;0,00;0,00;0,50;0,00;0,50
2020-10-04;18,00;30,00;7,50;18,00;0,00;6,75;4,00;5,00;4,00;8,00;1,00;12,00;3,00;2,00;0,50;5,00;3,00;5,00;2,00;2,00;3,00;0,50;2,00;2,00;0,50;0,50;3,00;1,00;0,00;0,50;0,50;0,00;0,00
2020-10-11;16,00;28,80;4,80;18,29;1,14;4,57;6,00;9,00;6,00;8,00;2,00;5,00;4,00;0,50;0,50;3,00;1,00;3,00;1,00;2,00;3,00;0,50;3,00;1,00;0,00;2,00;2,00;0,50;0,50;0,00;0,50;0,00;0,00
2020-10-18;16,00;28,80;4,80;16,00;0,00;4,57;8,00;7,00;7,00;7,00;2,00;7,00;4,00;0,50;2,00;6,00;3,00;4,00;0,50;2,00;3,00;2,00;1,00;0,50;0,50;0,50;2,00;0,50;1,00;0,00;1,00;0,00;0,00
2020-10-25;17,00;21,64;3,09;14,88;1,06;4,25;6,00;9,00;3,00;8,00;0,50;2,00;4,00;1,00;2,00;4,00;0,50;3,00;0,50;3,00;4,00;2,00;1,00;1,00;0,00;3,00;1,00;0,50;1,00;0,00;0,00;0,00;0,00
2020-11-01;11,00;33,00;4,71;13,20;0,00;2,20;5,00;5,00;4,00;8,00;2,00;4,00;28,00;0,50;1,00;3,00;0,50;3,00;2,00;2,00;2,00;1,00;1,00;0,00;1,00;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,00
