Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;43,00;286,67;258,00;186,33;86,00;105,71;80,63;118,25;60,92;24,19;49,72;43,00;49,72;43,00;67,57;30,71;43,00;67,00;24,00;37,00;43,00;17,71;43,00;30,35;6,32;31,00;18,00;31,00;31,00;24,00;24,00;6,00;0,00;0,00;0,00;6,00
2019-01-13;36,00;306,00;306,00;288,00;252,00;77,14;94,29;70,29;118,29;24,00;90,67;61,33;128,00;42,00;58,00;36,00;12,00;43,00;49,00;30,00;49,00;42,21;12,41;36,00;29,79;18,00;6,00;18,00;12,00;18,00;6,00;0,00;0,00;6,00;6,00;0,00
2019-01-20;41,00;396,33;205,00;164,00;82,00;89,13;76,65;130,13;112,30;41,00;52,90;46,29;41,00;34,85;82,00;6,15;18,45;59,00;47,00;35,00;47,00;34,79;28,58;17,39;17,39;24,00;24,00;24,00;0,00;12,00;12,00;6,00;12,00;18,00;0,00;0,00
2019-01-27;36,00;360,00;324,00;198,00;162,00;97,20;102,60;97,20;109,80;48,00;89,33;36,00;96,00;25,41;84,71;12,71;6,35;6,00;24,00;18,00;24,00;11,57;30,86;11,57;24,43;36,00;18,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;19,00;380,00;399,00;361,00;209,00;115,73;72,55;91,55;96,73;95,00;76,00;44,79;69,21;44,33;69,67;19,00;50,67;37,00;62,00;25,00;62,00;43,07;43,07;19,00;6,33;19,00;19,00;0,00;0,00;0,00;25,00;0,00;6,00;6,00;6,00;0,00
2019-02-10;31,00;279,00;232,50;201,50;139,50;60,28;86,11;86,11;98,17;88,96;56,61;32,35;63,35;68,20;37,20;37,20;43,40;38,00;50,00;19,00;38,00;18,60;31,00;24,80;18,60;13,00;38,00;0,00;13,00;19,00;6,00;6,00;13,00;19,00;0,00;6,00
2019-02-17;38,00;240,67;164,67;139,33;139,33;74,27;88,09;69,09;50,09;13,10;49,79;62,90;76,00;56,00;68,00;18,00;18,00;13,00;19,00;13,00;32,00;19,00;19,00;25,33;31,67;13,00;13,00;6,00;6,00;13,00;19,00;13,00;13,00;13,00;6,00;0,00
2019-02-24;31,00;325,50;217,00;294,50;124,00;144,67;67,17;144,67;79,22;63,35;31,00;44,48;63,35;31,00;105,40;24,80;31,00;62,00;62,00;31,00;31,00;19,38;12,92;25,83;32,29;12,00;31,00;0,00;31,00;6,00;19,00;12,00;12,00;6,00;0,00;0,00
2019-03-03;38,00;240,67;240,67;253,33;139,33;103,14;110,38;85,05;110,38;39,36;32,57;58,36;135,71;38,00;71,78;25,33;46,44;51,00;64,00;32,00;44,00;44,33;12,67;6,33;19,00;32,00;13,00;0,00;0,00;13,00;6,00;6,00;13,00;6,00;6,00;0,00
2019-03-10;50,00;416,67;266,67;250,00;183,33;67,86;87,50;107,14;82,14;56,76;81,08;75,68;75,68;25,00;31,25;31,25;25,00;19,00;81,00;37,00;43,00;37,18;30,77;19,23;6,41;19,00;6,00;0,00;6,00;19,00;0,00;0,00;0,00;19,00;6,00;6,00
2019-03-17;19,00;342,00;304,00;247,00;152,00;81,18;69,09;107,09;81,18;90,93;71,93;46,14;123,50;52,78;71,78;6,33;40,11;83,00;19,00;38,00;26,00;12,67;12,67;12,67;12,67;13,00;13,00;0,00;6,00;13,00;6,00;6,00;0,00;6,00;0,00;0,00
2019-03-24;13,00;299,00;234,00;156,00;117,00;26,00;120,71;105,86;92,86;27,44;62,11;27,44;89,56;32,50;73,67;32,50;6,50;38,00;44,00;25,00;57,00;39,00;0,00;26,00;32,50;25,00;6,00;6,00;19,00;19,00;6,00;0,00;44,00;0,00;0,00;13,00
2019-03-31;49,00;375,67;245,00;228,67;245,00;140,00;61,25;98,00;103,25;42,38;60,92;72,84;91,38;24,50;61,25;6,13;24,50;55,00;43,00;37,00;31,00;23,87;23,87;30,15;18,85;19,00;25,00;12,00;31,00;0,00;6,00;6,00;0,00;6,00;0,00;6,00
2019-04-07;39,00;286,00;221,00;299,00;208,00;117,00;104,59;78,00;85,09;32,28;71,28;78,00;104,90;26,68;71,84;39,00;26,68;58,00;32,00;32,00;32,00;39,00;39,00;25,16;25,16;32,00;32,00;6,00;6,00;13,00;32,00;19,00;13,00;6,00;6,00;0,00
2019-04-14;33,00;1650,00;132,00;363,00;148,50;142,42;104,21;64,26;59,05;13,20;72,60;66,00;85,80;45,38;39,19;12,38;26,81;53,00;40,00;26,00;20,00;12,69;26,65;20,31;26,65;60,00;20,00;13,00;0,00;0,00;46,00;13,00;33,00;7,00;13,00;7,00
2019-04-21;57,00;213,75;299,25;242,25;185,25;96,19;158,53;24,94;64,13;44,79;65,14;51,57;70,57;36,64;63,11;18,32;36,64;32,00;25,00;19,00;19,00;25,33;25,33;25,33;25,33;25,00;13,00;6,00;0,00;0,00;19,00;25,00;0,00;6,00;6,00;6,00
2019-04-28;47,00;266,33;219,33;235,00;172,33;77,73;83,15;72,31;59,65;12,09;71,17;59,09;47,00;28,61;69,48;12,26;12,26;53,00;41,00;29,00;35,00;58,43;11,43;52,08;40,65;18,00;18,00;0,00;12,00;23,00;17,00;23,00;23,00;0,00;6,00;6,00
2019-05-05;58,00;304,50;188,50;159,50;130,50;93,15;63,27;144,12;80,85;41,81;82,28;29,67;59,35;29,00;51,79;12,43;16,57;70,00;52,00;41,00;58,00;69,35;40,35;11,35;0,00;17,00;23,00;12,00;17,00;17,00;6,00;0,00;0,00;6,00;12,00;0,00
2019-05-12;42,00;224,00;196,00;140,00;168,00;59,50;84,00;113,75;101,50;47,25;42,00;72,19;72,19;31,50;44,10;12,60;12,60;24,00;73,00;24,00;49,00;17,82;36,91;6,36;12,73;24,00;24,00;24,00;12,00;0,00;6,00;6,00;6,00;12,00;0,00;18,00
2019-05-19;65,00;325,00;243,75;178,75;195,00;87,84;87,84;112,43;82,57;29,18;47,76;82,24;82,24;12,19;75,16;40,63;46,72;53,00;30,00;59,00;18,00;35,00;23,75;28,75;11,25;30,00;18,00;12,00;18,00;12,00;18,00;6,00;24,00;6,00;0,00;6,00
2019-05-26;59,00;354,00;250,75;162,25;103,25;71,52;118,00;76,88;41,12;64,36;46,93;53,64;53,64;29,50;35,82;23,18;29,50;23,00;35,00;29,00;47,00;24,37;47,46;24,37;24,37;24,00;23,00;12,00;0,00;12,00;12,00;6,00;23,00;12,00;0,00;0,00
