Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;53,00;53,00;0,00;0,00;35,72;18,00
2019-01-13;36,00;36,00;53,42;0,00;0,00;36,00
2019-01-20;35,00;35,00;0,00;35,00;16,94;71,00
2019-01-27;52,00;52,00;0,00;34,67;17,33;17,00
2019-02-03;18,00;72,00;18,00;0,00;0,00;56,00
2019-02-10;18,00;36,00;0,00;54,00;18,00;0,00
2019-02-17;19,00;38,00;19,00;77,19;0,00;0,00
2019-02-24;74,00;37,00;0,00;55,50;18,50;0,00
2019-03-03;18,00;37,20;0,00;18,00;18,00;53,00
2019-03-10;36,00;73,16;18,58;54,58;0,00;0,00
2019-03-17;19,00;19,00;0,00;57,00;19,00;0,00
2019-03-24;56,00;0,00;54,86;36,57;0,00;0,00
2019-03-31;36,00;0,00;0,00;54,58;0,00;18,00
2019-04-07;0,00;29,00;15,00;59,00;29,00;0,00
2019-04-14;0,00;17,00;17,00;17,00;34,00;0,00
2019-04-21;20,00;40,00;0,00;20,00;0,00;20,00
2019-04-28;35,00;70,00;17,50;17,50;0,00;17,00
2019-05-05;35,00;17,50;0,00;17,50;0,00;0,00
2019-05-12;18,00;55,20;0,00;37,20;0,00;0,00
2019-05-19;18,00;18,00;18,00;55,20;37,20;0,00
2019-05-26;19,00;19,00;0,00;19,00;0,00;0,00
2019-06-02;0,00;62,00;0,00;31,00;16,00;18,00
2019-06-09;18,00;0,00;16,88;34,88;0,00;0,00
2019-06-16;0,00;0,00;16,00;16,00;0,00;37,00
2019-06-23;19,00;0,00;0,00;19,00;0,00;0,00
2019-06-30;38,00;38,00;0,00;18,42;0,00;19,00
2019-07-07;0,00;33,00;0,00;33,00;0,00;19,00
2019-07-14;0,00;35,00;0,00;35,00;0,00;0,00
2019-07-21;66,00;44,00;22,00;44,00;22,00;22,00
2019-07-28;0,00;19,00;0,00;19,00;0,00;0,00
2019-08-04;20,00;41,18;0,00;41,18;0,00;0,00
2019-08-11;0,00;0,00;16,00;32,00;16,00;74,00
2019-08-18;0,00;31,00;16,00;78,00;16,00;18,00
2019-08-25;53,00;17,28;0,00;17,28;17,28;0,00
2019-09-01;17,00;32,87;0,00;65,73;17,00;17,00
2019-09-08;35,00;85,81;16,94;16,94;0,00;0,00
2019-09-15;0,00;31,00;0,00;0,00;15,00;0,00
2019-09-22;18,00;55,20;0,00;55,20;0,00;0,00
2019-09-29;53,00;87,57;0,00;17,28;0,00;35,00
2019-10-06;18,00;74,40;0,00;37,20;0,00;53,00
2019-10-13;0,00;15,00;0,00;15,00;15,00;18,00
2019-10-20;17,00;17,00;0,00;32,87;0,00;17,00
2019-10-27;0,00;45,00;0,00;44,00;0,00;0,00
2019-11-03;100,00;49,43;0,00;16,09;0,00;17,00
2019-11-10;0,00;14,00;0,00;43,00;14,00;33,00
2019-11-17;0,00;15,00;0,00;58,00;44,00;17,00
2019-11-24;50,00;33,72;0,00;67,44;16,28;0,00
2019-12-01;17,00;66,87;0,00;34,00;17,00;17,00
2019-12-08;84,00;50,63;0,00;84,00;17,26;34,00
2019-12-15;17,00;34,00;17,00;0,00;17,00;34,00
2019-12-22;20,00;20,00;0,00;61,18;0,00;20,00
2019-12-29;77,00;57,46;0,00;96,54;77,00;19,00
2020-01-05;33,00;33,00;0,00;64,86;0,00;33,00
2020-01-12;32,00;16,00;0,00;46,86;0,00;16,00
2020-01-19;81,00;64,80;0,00;64,80;0,00;48,00
2020-01-26;0,00;69,00;14,00;28,00;0,00;16,00
2020-02-02;0,00;28,00;0,00;28,00;0,00;32,00
2020-02-09;0,00;56,00;0,00;28,00;0,00;49,00
2020-02-16;49,00;49,00;0,00;113,95;15,95;17,00
2020-02-23;31,00;76,93;14,93;0,00;0,00;0,00
2020-03-01;31,00;45,93;0,00;76,93;0,00;15,00
2020-03-08;75,00;75,00;15,00;45,00;0,00;30,00
2020-03-15;0,00;0,00;0,00;13,00;0,00;0,00
2020-03-22;30,00;45,00;15,00;15,00;0,00;0,00
2020-03-29;0,00;26,00;0,00;26,00;0,00;15,00
2020-04-05;16,00;16,00;0,00;32,00;0,00;0,00
2020-04-12;16,00;32,00;0,00;32,00;0,00;0,00
2020-04-19;0,00;13,00;13,00;13,00;0,00;15,00
2020-04-26;0,00;37,00;0,00;25,00;0,00;0,00
2020-05-03;0,00;13,00;26,00;0,00;0,00;0,00
2020-05-10;0,00;13,00;0,00;0,00;0,00;0,00
2020-05-17;65,00;32,50;0,00;0,00;0,00;16,00
2020-05-24;16,00;16,00;0,00;30,86;0,00;0,00
2020-05-31;0,00;26,00;0,00;0,00;0,00;15,00
2020-06-07;29,00;74,24;15,08;74,24;0,00;0,00
2020-06-14;15,00;30,00;0,00;45,00;0,00;30,00
2020-06-21;33,00;16,50;0,00;33,00;0,00;16,00
2020-06-28;16,00;16,00;0,00;0,00;0,00;0,00
2020-07-05;0,00;0,00;0,00;44,00;0,00;0,00
2020-07-12;0,00;30,00;0,00;0,00;0,00;17,00
2020-07-19;17,00;17,00;0,00;0,00;17,00;0,00
2020-07-26;35,00;0,00;0,00;17,50;0,00;18,00
2020-08-02;34,00;0,00;0,00;17,59;0,00;34,00
2020-08-09;0,00;42,00;0,00;28,00;0,00;16,00
2020-08-16;16,00;16,00;16,00;16,00;0,00;16,00
2020-08-23;16,00;62,86;16,00;46,86;0,00;0,00
2020-08-30;0,00;14,00;28,00;14,00;0,00;32,00
2020-09-06;32,00;48,00;0,00;0,00;0,00;16,00
2020-09-13;16,00;16,00;0,00;0,00;0,00;0,00
2020-09-20;0,00;27,00;0,00;14,00;0,00;0,00
2020-09-27;16,00;16,00;16,00;32,00;0,00;16,00
2020-10-04;0,00;14,00;0,00;29,00;0,00;0,00
2020-10-11;17,00;0,00;0,00;49,87;0,00;17,00
2020-10-18;17,00;0,00;0,00;49,87;0,00;0,00
2020-10-25;32,00;16,00;0,00;16,00;0,00;16,00
2020-11-01;0,00;0,00;13,00;13,00;0,00;0,00
2020-11-08;0,00;28,00;0,00;28,00;0,00;0,00
2020-11-15;49,00;33,05;0,00;49,00;0,00;16,00
2020-11-22;32,00;0,00;32,00;32,00;0,00;0,00
2020-11-29;32,00;32,00;16,00;46,86;0,00;0,00
2020-12-06;16,00;80,00;32,00;80,00;0,00;16,00
2020-12-13;16,00;16,00;16,00;65,14;0,00;33,00
2020-12-20;37,00;0,00;0,00;92,50;18,50;0,00
2020-12-27;37,00;55,50;0,00;37,00;18,50;19,00
2021-01-03;33,00;16,50;0,00;33,00;0,00;0,00
2021-01-10;16,00;32,00;0,00;32,00;32,00;32,00
2021-01-17;32,00;65,19;0,00;16,59;0,00;0,00
2021-01-24;47,00;63,05;16,05;30,95;0,00;16,00
2021-01-31;0,00;14,00;0,00;55,00;0,00;0,00
2021-02-07;16,00;32,00;0,00;16,00;0,00;0,00
2021-02-14;17,00;17,00;17,00;17,00;0,00;33,00
2021-02-21;17,00;0,00;0,00;48,73;15,87;17,00
2021-02-28;0,00;14,00;0,00;28,00;0,00;0,00
2021-03-07;48,00;16,00;16,00;64,00;16,00;16,00
2021-03-14;15,00;30,00;0,00;15,00;0,00;15,00
2021-03-21;16,00;0,00;0,00;16,00;16,00;0,00
2021-03-28;36,00;18,58;0,00;90,58;0,00;54,00
2021-04-04;17,00;0,00;0,00;66,87;0,00;17,00
2021-04-11;16,00;48,00;0,00;16,00;0,00;0,00
2021-04-18;17,00;0,00;0,00;35,21;17,00;0,00
2021-04-25;0,00;28,00;41,00;41,00;0,00;0,00
2021-05-02;0,00;28,00;0,00;56,00;14,00;0,00
2021-05-09;0,00;0,00;0,00;29,00;0,00;0,00
2021-05-16;16,00;16,00;16,00;32,00;0,00;16,00
2021-05-23;0,00;29,00;0,00;44,00;0,00;0,00
2021-05-30;17,00;52,21;0,00;0,00;17,00;0,00
2021-06-06;16,00;32,00;16,00;16,00;0,00;16,00
2021-06-13;0,00;43,00;0,00;29,00;14,00;17,00
2021-06-20;0,00;28,00;0,00;28,00;0,00;0,00
2021-06-27;17,00;0,00;0,00;17,00;0,00;0,00
2021-07-04;17,00;0,00;0,00;34,00;0,00;0,00
2021-07-11;18,00;37,20;0,00;55,20;0,00;18,00
2021-07-18;39,00;0,00;20,09;39,00;0,00;0,00
2021-07-25;0,00;16,00;16,00;0,00;0,00;0,00
2021-08-01;56,00;56,00;18,29;36,57;18,29;0,00
2021-08-08;38,00;57,58;19,58;19,58;0,00;19,00
2021-08-15;18,00;0,00;0,00;52,88;0,00;36,00
2021-08-22;19,00;38,00;0,00;57,00;0,00;19,00
2021-08-29;0,00;0,00;16,00;78,00;0,00;0,00
2021-09-05;0,00;48,00;16,00;64,00;0,00;0,00
2021-09-12;0,00;31,00;0,00;31,00;15,00;0,00
2021-09-19;18,00;18,00;0,00;0,00;18,00;0,00
2021-09-26;36,00;36,00;0,00;53,42;17,42;18,00
2021-10-03;13,00;0,00;13,00;54,36;0,00;40,00
2021-10-10;12,00;24,00;0,00;46,91;0,00;50,00
2021-10-17;37,00;48,56;0,00;24,28;12,72;37,00
2021-10-24;36,00;60,39;11,61;11,61;0,00;0,00
2021-10-31;12,00;49,20;12,00;73,20;0,00;35,00
2021-11-07;11,00;0,00;0,00;66,00;0,00;0,00
2021-11-14;23,00;46,00;0,00;57,50;0,00;46,00
2021-11-21;11,00;108,90;33,00;44,00;11,00;11,00
2021-11-28;11,00;31,90;11,00;42,90;11,00;79,00
2021-12-05;0,00;40,00;10,00;10,00;0,00;23,00
2021-12-12;24,00;60,57;0,00;24,00;0,00;0,00
2021-12-19;41,00;28,11;0,00;28,11;14,06;41,00
2021-12-26;14,00;67,85;0,00;53,85;0,00;43,00
2022-01-02;50,00;50,00;0,00;62,79;12,79;25,00
2022-01-09;36,00;24,39;0,00;60,39;0,00;36,00
2022-01-16;12,00;25,20;12,00;50,40;12,00;24,00
2022-01-23;0,00;52,00;0,00;52,00;0,00;48,00
2022-01-30;28,00;42,00;0,00;14,00;0,00;0,00
