Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;47,00;385,40;371,30;343,10;206,80;9,40;131,60;75,20;122,61;126,70;71,52;102,17;86,77;245,85;61,46;7,23;57,44;438,67;10,44;36,56;15,00;37,00;34,00;37,00;25,00;72,00;4,00;31,00;7,00;3,00;4,00;0,00;12,00;1,00;1,00
2019-01-13;47,00;443,89;402,11;376,00;178,60;18,80;112,80;75,20;151,22;138,96;71,52;106,26;79,54;238,62;39,77;3,62;94,00;443,89;15,67;52,22;18,00;30,00;26,00;50,00;20,00;61,00;4,00;30,00;18,00;3,00;7,00;4,00;13,00;3,00;3,00
2019-01-20;55,00;360,00;355,00;370,00;231,00;11,00;143,00;99,00;126,30;118,15;69,26;95,74;96,25;195,94;44,69;6,88;93,50;440,00;22,00;49,50;10,00;33,00;33,00;34,00;10,00;85,00;10,00;20,00;14,00;9,00;7,00;0,00;9,00;1,00;4,00
2019-01-27;43,00;324,89;291,44;324,89;182,75;10,75;139,75;107,50;124,90;106,48;75,76;90,10;78,83;204,25;39,42;7,17;80,63;446,13;16,13;37,63;12,00;33,00;17,00;14,00;11,00;89,00;3,00;22,00;22,00;6,00;12,00;8,00;13,00;0,00;1,00
2019-02-03;60,00;350,00;305,00;375,00;210,00;10,00;160,00;80,00;146,90;111,72;86,90;105,52;67,06;201,18;42,35;3,53;65,45;452,73;16,36;38,18;8,00;35,00;29,00;29,00;36,00;60,00;3,00;29,00;17,00;12,00;10,00;3,00;11,00;0,00;1,00
2019-02-10;61,00;381,25;345,67;391,42;203,33;10,17;162,67;101,67;105,73;122,00;73,20;128,10;93,29;193,76;53,82;7,18;72,09;432,55;16,64;44,36;15,00;28,00;40,00;41,00;22,00;66,00;6,00;31,00;12,00;6,00;6,00;0,00;12,00;4,00;0,00
2019-02-17;46,00;322,00;347,56;362,89;218,50;11,50;161,00;92,00;112,91;117,09;83,64;142,18;63,69;180,46;38,92;10,62;56,22;383,33;15,33;51,11;10,00;16,00;32,00;37,00;18,00;56,00;6,00;12,00;22,00;9,00;6,00;4,00;13,00;1,00;0,00
2019-02-24;38,00;299,25;294,50;375,25;171,00;9,50;152,00;85,50;118,22;122,44;92,89;101,33;79,45;214,18;51,82;6,91;76,00;401,71;16,29;27,14;15,00;22,00;41,00;35,00;16,00;51,00;4,00;31,00;23,00;12,00;7,00;4,00;12,00;3,00;0,00
2019-03-03;56,00;356,36;269,82;381,82;190,40;11,20;201,60;89,60;109,93;116,15;62,22;112,00;70,00;196,00;31,50;3,50;56,00;417,45;10,18;50,91;17,00;37,00;34,00;34,00;26,00;55,00;9,00;22,00;17,00;3,00;11,00;6,00;9,00;1,00;1,00
2019-03-10;49,00;392,00;279,30;377,30;186,20;9,80;147,00;98,00;108,21;110,25;77,58;118,42;73,50;185,50;49,00;14,00;70,78;392,00;16,33;27,22;17,00;43,00;29,00;27,00;14,00;50,00;4,00;24,00;7,00;3,00;13,00;3,00;11,00;3,00;3,00
2019-03-17;57,00;323,00;251,75;413,25;171,00;19,00;142,50;85,50;79,39;126,21;99,75;118,07;106,88;178,13;42,75;7,13;62,18;404,18;20,73;36,27;19,00;25,00;29,00;19,00;25,00;35,00;7,00;18,00;4,00;7,00;13,00;9,00;12,00;0,00;6,00
2019-03-24;54,00;289,64;245,45;407,45;205,20;10,80;129,60;97,20;112,15;70,62;72,69;108,00;61,20;223,20;50,40;7,20;86,40;405,00;16,20;54,00;23,00;30,00;24,00;36,00;26,00;53,00;9,00;20,00;13,00;6,00;6,00;1,00;11,00;5,00;2,00
2019-03-31;74,00;325,60;212,13;399,60;190,29;10,57;148,00;95,14;98,67;129,50;80,17;119,22;63,43;211,43;45,81;7,05;68,71;370,00;21,14;52,86;30,00;42,00;27,00;36,00;24,00;36,00;16,00;25,00;16,00;3,00;1,00;7,00;10,00;1,00;4,00
2019-04-07;54,00;358,36;294,55;476,18;205,20;10,80;162,00;108,00;94,00;120,00;84,00;120,00;86,40;270,00;43,20;7,20;86,40;426,60;10,80;43,20;16,00;29,00;25,00;34,00;16,00;40,00;12,00;29,00;20,00;10,00;4,00;7,00;16,00;1,00;3,00
2019-04-14;50,00;425,00;285,00;500,00;190,00;10,00;180,00;110,00;102,08;75,00;68,75;120,83;64,29;250,00;53,57;7,14;83,33;416,67;11,11;33,33;12,00;32,00;29,00;29,00;29,00;37,00;9,00;23,00;15,00;3,00;14,00;8,00;8,00;2,00;0,00
2019-04-21;42,00;294,00;204,75;477,75;189,00;10,50;157,50;73,50;107,10;105,00;69,30;140,70;87,50;217,00;38,50;7,00;94,50;414,75;10,50;42,00;9,00;31,00;42,00;45,00;22,00;43,00;9,00;18,00;18,00;7,00;7,00;4,00;4,00;1,00;3,00
2019-04-28;43,00;305,78;243,67;420,44;204,25;10,75;150,50;96,75;120,81;94,19;92,14;139,24;68,08;182,75;50,17;10,75;96,75;354,75;16,13;32,25;19,00;27,00;33,00;30,00;23,00;32,00;4,00;23,00;10,00;7,00;4,00;11,00;14,00;3,00;0,00
2019-05-05;58,00;372,17;227,17;464,00;193,33;9,67;966,67;106,33;116,00;95,29;89,07;93,21;64,82;238,82;47,76;6,82;94,91;348,00;15,82;52,73;23,00;29,00;38,00;26,00;28,00;48,00;15,00;23,00;22,00;9,00;9,00;9,00;15,00;1,00;3,00
2019-05-12;68,00;320,57;233,14;412,86;194,29;9,71;301,14;106,86;103,03;111,27;70,06;109,21;57,26;207,58;50,11;7,16;68,00;324,31;15,69;26,15;28,00;40,00;40,00;35,00;27,00;37,00;7,00;24,00;20,00;10,00;9,00;4,00;10,00;0,00;4,00
2019-05-19;44,00;371,56;234,67;400,89;220,00;22,00;253,00;88,00;92,00;116,00;100,00;122,00;84,62;243,69;44,00;6,77;71,50;401,50;11,00;33,00;31,00;40,00;37,00;48,00;25,00;34,00;7,00;47,00;12,00;7,00;12,00;4,00;38,00;3,00;6,00
2019-05-26;85,00;305,00;275,00;395,00;201,88;5,31;520,63;95,63;85,00;70,49;82,93;128,54;81,46;201,88;35,42;7,08;100,94;435,63;15,94;31,88;27,00;44,00;27,00;24,00;23,00;36,00;11,00;29,00;19,00;7,00;11,00;9,00;36,00;3,00;0,00
2019-06-02;88,00;361,78;268,89;391,11;209,00;11,00;264,00;99,00;92,09;130,98;102,33;110,51;73,92;352,00;45,76;10,56;82,82;408,94;20,71;36,24;23,00;39,00;37,00;36,00;22,00;49,00;17,00;33,00;14,00;12,00;4,00;6,00;10,00;1,00;1,00
2019-06-09;94,00;371,05;227,58;420,53;198,44;10,44;167,11;94,00;85,83;112,39;87,87;116,48;55,70;188,00;45,26;6,96;99,22;412,56;15,67;36,56;22,00;33,00;40,00;37,00;39,00;25,00;6,00;28,00;18,00;3,00;10,00;6,00;17,00;3,00;0,00
2019-06-16;68,00;354,57;242,86;393,43;184,57;9,71;136,00;87,43;96,85;119,52;78,30;150,42;89,47;193,26;39,37;3,58;88,92;428,92;26,15;41,85;16,00;28,00;35,00;25,00;38,00;41,00;12,00;31,00;16,00;7,00;12,00;6,00;15,00;4,00;4,00
2019-06-23;93,00;440,53;269,21;455,21;186,00;10,33;155,00;82,67;101,27;132,27;78,53;161,20;75,12;218,19;39,35;10,73;98,17;413,33;36,17;41,33;25,00;49,00;32,00;42,00;28,00;42,00;7,00;31,00;16,00;12,00;12,00;7,00;15,00;3,00;1,00
2019-06-30;61,00;350,75;284,67;411,75;193,17;10,17;122,00;111,83;95,57;99,63;63,03;146,40;100,47;208,12;53,82;10,76;88,73;460,27;44,36;49,91;24,00;27,00;26,00;32,00;26,00;35,00;12,00;20,00;16,00;4,00;14,00;9,00;17,00;1,00;0,00
2019-07-07;78,00;360,75;234,00;468,00;185,25;9,75;126,75;97,50;139,58;131,37;86,21;123,16;81,55;223,36;53,18;3,55;93,60;395,20;15,60;36,40;19,00;39,00;32,00;29,00;32,00;42,00;12,00;26,00;33,00;16,00;10,00;4,00;13,00;3,00;1,00
2019-07-14;56,00;407,27;234,18;437,82;168,00;11,20;123,20;100,80;118,22;116,15;72,59;130,67;70,00;220,50;45,50;7,00;106,91;356,36;10,18;30,55;30,00;34,00;19,00;47,00;29,00;40,00;10,00;33,00;20,00;7,00;14,00;9,00;17,00;6,00;0,00
2019-07-21;78,00;404,63;287,63;419,25;165,75;19,50;146,25;107,25;117,00;108,79;73,89;127,26;81,55;209,18;42,55;7,09;98,80;400,40;20,80;31,20;31,00;29,00;32,00;38,00;26,00;32,00;6,00;32,00;22,00;15,00;13,00;10,00;13,00;1,00;1,00
2019-07-28;80,00;375,00;245,00;440,00;180,00;10,00;150,00;80,00;118,97;125,13;84,10;139,49;83,48;201,74;66,09;13,91;96,00;453,33;21,33;32,00;21,00;31,00;27,00;31,00;28,00;40,00;9,00;28,00;19,00;13,00;12,00;9,00;12,00;3,00;3,00
2019-08-04;100,00;390,00;300,00;365,00;170,00;10,00;150,00;90,00;110,20;95,92;75,51;104,08;78,57;232,14;60,71;7,14;63,16;515,79;10,53;31,58;13,00;37,00;39,00;27,00;32,00;52,00;12,00;33,00;14,00;9,00;10,00;14,00;19,00;3,00;3,00
2019-08-11;84,00;375,53;232,24;390,35;178,50;10,50;126,00;94,50;104,49;110,63;96,29;163,90;101,50;227,50;59,50;7,00;89,25;462,00;15,75;42,00;28,00;44,00;41,00;49,00;20,00;47,00;7,00;36,00;24,00;10,00;21,00;10,00;7,00;0,00;0,00
2019-08-18;67,00;330,21;253,64;335,00;162,71;9,57;134,00;86,14;93,39;113,70;69,03;127,91;88,16;211,58;56,42;7,05;77,31;417,46;20,62;36,08;25,00;29,00;35,00;50,00;13,00;34,00;12,00;35,00;16,00;6,00;12,00;7,00;13,00;1,00;3,00
2019-08-25;52,00;379,60;260,00;421,20;218,40;10,40;166,40;93,60;91,52;106,08;95,68;116,48;79,73;162,93;45,07;6,93;67,60;410,80;20,80;36,40;22,00;44,00;49,00;36,00;32,00;45,00;6,00;19,00;13,00;14,00;16,00;6,00;9,00;3,00;3,00
2019-09-01;63,00;358,62;300,46;392,54;220,50;21,00;157,50;73,50;138,19;138,19;93,48;142,26;98,00;234,50;49,00;17,50;84,00;425,25;31,50;36,75;20,00;50,00;51,00;41,00;24,00;37,00;9,00;39,00;18,00;4,00;7,00;4,00;4,00;3,00;1,00
2019-09-08;65,00;400,00;310,00;405,00;227,50;21,67;184,17;97,50;138,13;123,91;103,59;142,19;111,94;173,33;54,17;7,22;113,75;487,50;16,25;70,42;17,00;59,00;49,00;59,00;30,00;48,00;7,00;35,00;18,00;7,00;4,00;4,00;20,00;3,00;4,00
2019-09-15;64,00;443,08;280,62;398,77;245,33;10,67;181,33;128,00;134,19;146,58;134,19;156,90;99,56;220,44;81,78;10,67;117,33;405,33;16,00;64,00;21,00;58,00;48,00;46,00;19,00;50,00;13,00;28,00;22,00;8,00;14,00;6,00;10,00;3,00;4,00
2019-09-22;71,00;380,36;289,07;360,07;172,43;20,29;172,43;71,00;133,65;135,74;112,76;127,38;81,65;241,40;60,35;17,75;87,38;480,62;16,38;65,54;17,00;42,00;34,00;45,00;16,00;57,00;13,00;36,00;11,00;13,00;5,00;5,00;8,00;3,00;1,00
2019-09-29;42,00;373,33;266,00;322,00;220,50;10,50;147,00;84,00;122,00;144,00;80,00;146,00;91,00;220,50;59,50;10,50;89,25;420,00;21,00;57,75;23,00;50,00;39,00;66,00;16,00;45,00;12,00;30,00;13,00;5,00;8,00;5,00;8,00;1,00;1,00
2019-10-06;52,00;354,55;255,27;330,91;208,00;20,80;166,40;72,80;151,84;141,44;95,68;164,32;72,80;183,73;58,93;10,40;93,60;457,60;31,20;41,60;29,00;61,00;54,00;57,00;17,00;55,00;12,00;23,00;12,00;9,00;8,00;9,00;7,00;0,00;4,00
2019-10-13;48,00;336,00;254,40;465,60;182,40;9,60;163,20;67,20;142,00;108,00;94,00;136,00;96,00;209,14;58,29;10,29;69,33;400,00;16,00;64,00;24,00;58,00;44,00;45,00;13,00;46,00;12,00;34,00;12,00;4,00;5,00;8,00;7,00;1,00;5,00
2019-10-20;46,00;383,33;276,00;388,44;184,00;11,50;207,00;80,50;131,73;121,27;102,45;104,55;81,38;173,38;56,62;10,62;66,44;388,44;20,44;46,00;9,00;48,00;38,00;37,00;13,00;65,00;7,00;37,00;13,00;9,00;9,00;4,00;17,00;0,00;4,00
2019-10-27;28,00;326,67;280,00;247,33;130,67;18,67;121,33;56,00;114,00;122,00;88,00;114,00;77,00;147,00;66,50;10,50;50,40;397,60;16,80;61,60;12,00;39,00;24,00;32,00;16,00;52,00;11,00;36,00;11,00;7,00;8,00;1,00;7,00;3,00;1,00
2019-11-03;36,00;334,29;277,71;277,71;192,00;12,00;156,00;84,00;124,00;200,00;84,00;88,00;90,00;183,60;43,20;7,20;61,71;380,57;5,14;51,43;12,00;37,00;35,00;29,00;26,00;58,00;10,00;26,00;18,00;8,00;6,00;1,00;10,00;3,00;1,00
2019-11-10;29,00;314,17;232,00;198,17;125,67;9,67;125,67;67,67;107,71;124,29;80,79;132,57;68,88;322,63;54,38;3,63;75,40;406,00;11,60;63,80;12,00;25,00;30,00;23,00;22,00;48,00;16,00;26,00;8,00;8,00;8,00;5,00;13,00;1,00;0,00
2019-11-17;43,00;296,22;258,00;234,11;172,00;10,75;182,75;53,75;102,38;104,43;81,90;104,43;93,17;150,50;43,00;7,17;69,88;333,25;21,50;43,00;10,00;35,00;31,00;32,00;25,00;39,00;9,00;35,00;19,00;4,00;9,00;3,00;5,00;1,00;1,00
