Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-24;48,00;624,00;684,00;672,00;456,00;199,38;3,69;158,77;232,62;270,00;138,00;390,00;96,00;288,00;348,00;180,00;93,33;144,00;21,33;29,42;100,65;96,00;22,00;33,00;4,00;26,00;7,00;15,00;0,00;37,00;4,00;0,00
2019-03-31;47,00;564,00;669,75;564,00;564,00;303,69;18,08;173,54;184,38;282,00;170,38;522,88;82,25;293,75;399,50;141,00;141,00;165,88;22,12;57,61;60,65;68,23;14,00;36,00;11,00;7,00;4,00;0,00;4,00;18,00;0,00;4,00
2019-04-07;57,00;627,00;649,80;627,00;661,20;277,88;7,13;231,56;210,19;319,20;205,20;404,70;91,20;387,60;421,80;193,80;114,00;179,14;29,86;29,27;137,11;72,41;28,00;18,00;18,00;11,00;14,00;7,00;11,00;7,00;0,00;0,00
2019-04-14;47,00;1175,00;740,25;693,25;705,00;343,46;7,23;180,77;180,77;346,63;217,38;376,00;82,25;411,25;399,50;270,25;105,06;168,65;38,71;12,13;151,61;84,90;23,00;23,00;12,00;8,00;23,00;19,00;4,00;23,00;4,00;12,00
2019-04-21;81,00;546,75;536,63;465,75;526,50;298,23;3,68;191,45;187,77;370,29;179,36;376,07;121,50;405,00;445,50;202,50;116,10;172,80;21,60;45,85;84,06;58,08;23,00;38,00;4,00;11,00;11,00;4,00;8,00;19,00;4,00;4,00
2019-04-28;70,00;490,00;490,00;500,00;550,00;268,95;11,05;176,84;165,79;332,50;169,17;437,50;81,67;361,67;373,33;140,00;121,15;134,62;10,77;48,70;114,13;86,74;21,00;38,00;17,00;7,00;14,00;3,00;10,00;21,00;10,00;0,00
2019-05-05;82,00;502,25;502,25;461,25;574,00;309,36;7,45;283,27;186,36;234,29;193,29;427,57;82,00;339,71;328,00;164,00;139,40;224,13;27,33;27,33;147,30;68,33;41,00;55,00;14,00;21,00;10,00;10,00;10,00;14,00;3,00;7,00
2019-05-12;72,00;504,00;514,29;329,14;473,14;313,20;7,20;208,80;162,00;294,00;150,00;420,00;132,00;372,00;420,00;192,00;109,33;192,00;21,33;42,89;101,11;32,17;36,00;39,00;0,00;32,00;25,00;11,00;7,00;29,00;0,00;7,00
2019-05-19;46,00;540,50;494,50;586,50;552,00;341,17;7,67;191,67;164,83;258,75;115,00;316,25;80,50;333,50;333,50;172,50;116,35;165,06;27,06;35,27;108,87;67,47;35,00;38,00;7,00;28,00;14,00;7,00;10,00;11,00;0,00;0,00
2019-05-26;54,00;550,80;486,00;583,20;561,60;280,80;0,00;223,20;212,40;324,00;132,00;408,00;256,50;391,50;432,00;202,50;70,20;199,80;10,80;58,63;118,80;72,51;18,00;39,00;21,00;21,00;11,00;11,00;11,00;32,00;7,00;4,00
2019-06-02;74,00;644,86;507,43;475,71;581,43;321,90;11,10;218,30;148,00;284,62;187,85;341,54;86,33;678,33;382,33;185,00;118,93;187,64;23,79;63,43;116,29;58,90;28,00;11,00;11,00;28,00;18,00;7,00;18,00;14,00;11,00;4,00
2019-06-09;90,00;607,50;596,25;585,00;663,75;266,40;10,80;216,00;190,80;348,75;168,75;382,50;115,71;450,00;398,57;231,43;150,00;160,91;21,82;32,03;126,61;86,95;18,00;18,00;18,00;22,00;22,00;25,00;11,00;18,00;0,00;4,00
2019-06-16;54,00;561,60;529,20;486,00;496,80;266,40;0,00;216,00;176,40;306,00;204,00;444,00;94,50;418,50;351,00;270,00;145,80;167,40;24,30;46,50;150,00;111,00;33,00;29,00;18,00;11,00;18,00;7,00;4,00;29,00;7,00;7,00
2019-06-23;43,00;505,25;473,00;419,25;526,75;250,83;14,33;200,67;168,42;279,50;166,63;537,50;71,67;387,00;415,67;215,00;112,88;188,13;21,50;55,29;109,04;87,54;29,00;36,00;7,00;14,00;18,00;29,00;4,00;18,00;7,00;0,00
2019-06-30;83,00;498,00;518,75;518,75;539,50;267,86;0,00;184,86;135,82;290,50;189,71;379,43;71,14;343,86;355,71;189,71;133,87;160,65;53,55;69,17;83,00;61,48;29,00;50,00;21,00;43,00;14,00;7,00;7,00;25,00;7,00;7,00
2019-07-07;78,00;679,71;690,86;590,57;668,57;349,14;3,71;208,00;204,29;342,00;168,00;384,00;117,00;494,00;429,00;208,00;112,97;188,28;34,97;53,53;123,88;91,76;14,00;32,00;18,00;21,00;11,00;11,00;18,00;14,00;4,00;4,00
2019-07-14;88,00;682,00;583,00;693,00;660,00;231,00;3,67;187,00;132,00;322,67;170,13;551,47;125,71;465,14;389,71;188,57;141,33;170,67;8,00;29,33;121,96;111,16;47,00;55,00;11,00;15,00;26,00;22,00;18,00;18,00;7,00;4,00
2019-07-21;77,00;583,00;660,00;660,00;594,00;249,33;3,67;201,67;168,67;319,85;136,23;491,62;115,50;397,83;385,00;269,50;156,75;222,75;16,50;50,82;123,20;97,02;31,00;27,00;23,00;19,00;8,00;8,00;15,00;27,00;0,00;4,00
2019-07-28;52,00;572,00;592,80;561,60;613,60;278,57;0,00;189,43;182,00;335,11;138,67;421,78;78,00;390,00;351,00;234,00;73,89;156,00;38,32;52,00;107,06;85,65;29,00;48,00;11,00;33,00;22,00;0,00;4,00;30,00;4,00;0,00
2019-08-04;83,00;601,75;498,00;508,38;508,38;288,70;18,04;212,91;205,70;302,36;118,57;355,71;94,86;367,57;403,14;225,29;96,39;182,06;18,74;38,43;98,37;144,48;26,00;49,00;26,00;8,00;4,00;11,00;4,00;15,00;4,00;0,00
2019-08-11;61,00;599,83;538,83;549,00;620,17;265,53;10,76;175,82;200,94;349,36;149,73;415,91;109,80;402,60;390,40;146,40;111,39;180,35;18,57;61,00;100,65;74,73;39,00;25,00;14,00;25,00;25,00;7,00;18,00;32,00;4,00;7,00
2019-08-18;92,00;623,56;592,89;541,78;541,78;261,28;7,36;161,92;213,44;327,75;178,25;442,75;78,86;433,71;525,71;381,14;113,65;154,24;21,65;44,47;130,33;84,33;26,00;40,00;26,00;22,00;15,00;4,00;7,00;40,00;0,00;7,00
2019-08-25;100,00;611,11;600,00;466,67;622,22;274,07;3,70;248,15;203,70;341,18;170,59;423,53;125,00;375,00;400,00;587,50;129,73;178,38;21,62;35,38;83,08;96,92;54,00;32,00;14,00;21,00;7,00;14,00;0,00;18,00;7,00;7,00
2019-09-01;83,00;498,00;632,88;373,50;498,00;299,52;0,00;230,96;180,43;284,57;166,00;468,36;106,71;308,29;355,71;142,29;88,35;254,35;24,10;58,85;107,15;79,98;31,00;28,00;24,00;7,00;10,00;7,00;3,00;14,00;3,00;3,00
2019-09-08;49,00;509,60;627,20;509,60;519,40;324,15;0,00;301,54;222,38;269,50;134,75;483,88;73,50;294,00;441,00;196,00;108,89;196,00;24,50;27,56;76,56;70,44;21,00;45,00;7,00;14,00;14,00;14,00;3,00;17,00;7,00;7,00
2019-09-15;46,00;517,50;690,00;552,00;598,00;314,33;7,67;279,83;195,50;281,75;184,00;396,75;80,50;356,50;379,50;207,00;108,24;173,18;10,82;42,93;92,00;73,60;24,00;35,00;0,00;21,00;17,00;10,00;3,00;18,00;4,00;7,00
2019-09-22;65,00;595,83;704,17;574,17;465,83;317,78;3,61;234,72;180,56;301,36;195,00;543,64;104,00;338,00;455,00;208,00;116,46;213,96;37,92;34,05;106,79;86,67;31,00;34,00;14,00;24,00;10,00;7,00;3,00;20,00;7,00;0,00
2019-09-29;55,00;627,00;660,00;594,00;407,00;359,33;14,67;278,67;205,33;440,00;187,00;495,00;110,00;343,75;453,75;371,25;104,76;170,24;15,71;35,14;79,44;73,33;45,00;28,00;14,00;14,00;3,00;7,00;7,00;10,00;3,00;0,00
2019-10-06;55,00;605,00;649,00;484,00;484,00;366,67;7,33;212,67;194,33;397,22;165,00;427,78;96,25;302,50;426,25;206,25;93,50;167,75;13,75;19,86;99,31;74,86;14,00;27,00;3,00;17,00;17,00;0,00;10,00;7,00;3,00;0,00
2019-10-13;24,00;624,00;804,00;540,00;924,00;274,29;6,86;209,14;140,57;384,00;138,00;396,00;60,00;276,00;384,00;180,00;117,33;149,33;37,33;46,50;81,00;67,50;34,00;31,00;0,00;10,00;3,00;7,00;3,00;7,00;0,00;0,00
2019-10-20;41,00;471,50;543,25;451,00;533,00;264,64;11,18;238,55;156,55;363,14;175,71;398,29;82,00;328,00;478,33;218,67;98,40;185,87;16,40;45,73;48,88;37,85;17,00;13,00;7,00;17,00;0,00;3,00;0,00;14,00;0,00;0,00
2019-10-27;13,00;637,00;650,00;507,00;416,00;217,75;6,50;172,25;130,00;396,50;195,00;370,50;78,00;234,00;351,00;182,00;75,40;119,60;18,20;34,67;78,00;65,00;16,00;16,00;7,00;13,00;7,00;3,00;13,00;13,00;0,00;0,00
2019-11-03;19,00;389,50;437,00;399,00;380,00;266,00;3,80;235,60;159,60;266,00;190,00;456,00;47,50;142,50;285,00;95,00;78,71;154,71;19,00;27,77;65,77;46,77;26,00;29,00;13,00;10,00;6,00;10,00;3,00;13,00;6,00;3,00
2019-11-10;20,00;420,00;550,00;340,00;330,00;280,00;0,00;224,00;172,00;240,00;160,00;333,33;60,00;1000,00;270,00;110,00;94,29;160,00;14,29;46,15;69,23;40,00;13,00;36,00;7,00;7,00;10,00;0,00;7,00;16,00;0,00;0,00
2019-11-17;23,00;483,00;678,50;368,00;322,00;230,00;7,67;157,17;115,00;304,75;120,75;350,75;46,00;552,00;287,50;115,00;97,75;138,00;14,38;32,20;75,13;46,00;10,00;42,00;3,00;16,00;10,00;10,00;3,00;16,00;0,00;0,00
2019-11-24;35,00;560,00;641,67;338,33;408,33;203,00;7,00;175,00;87,50;233,33;134,17;344,17;46,67;233,33;245,00;186,67;53,85;91,54;29,62;22,83;63,91;38,04;13,00;38,00;16,00;10,00;13,00;6,00;6,00;3,00;0,00;3,00
2019-12-01;36,00;504,00;612,00;348,00;432,00;194,40;7,20;169,20;126,00;306,00;174,00;276,00;60,00;156,00;324,00;204,00;80,31;121,85;27,69;39,00;52,50;61,50;10,00;43,00;3,00;23,00;3,00;10,00;3,00;10,00;0,00;0,00
2019-12-08;30,00;460,00;470,00;370,00;280,00;187,50;7,50;198,75;78,75;444,00;132,00;318,00;90,00;195,00;390,00;210,00;51,82;155,45;16,36;20,53;71,05;58,42;10,00;16,00;7,00;10,00;13,00;0,00;0,00;10,00;0,00;0,00
2019-12-15;47,00;505,25;646,25;387,75;399,50;195,23;3,62;224,15;97,62;240,88;152,75;329,00;70,50;152,75;329,00;199,75;82,94;157,59;5,53;30,32;50,03;50,03;10,00;23,00;10,00;17,00;10,00;3,00;3,00;23,00;3,00;3,00
2019-12-22;42,00;609,00;588,00;493,50;399,00;313,09;3,82;206,18;137,45;462,00;180,00;516,00;98,00;378,00;504,00;294,00;86,63;162,75;18,38;27,00;87,00;75,00;15,00;38,00;8,00;15,00;4,00;8,00;0,00;27,00;8,00;8,00
2019-12-29;60,00;560,00;590,00;530,00;350,00;348,75;11,25;180,00;153,75;336,00;150,00;324,00;84,00;240,00;420,00;228,00;92,73;160,91;19,09;32,31;86,15;89,23;18,00;49,00;7,00;14,00;18,00;4,00;4,00;18,00;0,00;4,00
2020-01-05;35,00;688,33;746,67;420,00;420,00;315,00;11,67;252,78;194,44;291,67;122,50;490,00;58,33;221,67;385,00;93,33;96,92;220,77;13,46;38,04;62,39;79,13;6,00;25,00;13,00;13,00;3,00;3,00;6,00;16,00;6,00;3,00
2020-01-12;43,00;591,25;623,50;440,75;483,75;261,58;3,58;222,17;168,42;251,86;135,14;350,14;129,00;315,33;458,67;114,67;104,81;155,88;18,81;27,64;110,57;92,14;9,00;40,00;9,00;15,00;6,00;18,00;3,00;9,00;0,00;0,00
2020-01-19;44,00;528,00;649,00;462,00;385,00;275,00;0,00;187,00;190,67;220,00;110,00;407,00;102,67;264,00;454,67;132,00;79,75;200,75;13,75;50,07;84,97;59,17;35,00;35,00;13,00;19,00;9,00;0,00;9,00;13,00;3,00;0,00
2020-01-26;53,00;466,40;583,00;424,00;455,80;296,80;3,53;176,67;169,60;241,44;129,56;365,11;79,50;238,50;410,75;119,25;108,65;166,95;18,55;12,11;75,71;59,06;13,00;41,00;3,00;22,00;16,00;0,00;6,00;13,00;3,00;0,00
2020-02-02;37,00;456,33;641,33;419,33;431,67;266,40;7,40;318,20;181,30;289,83;123,33;555,00;111,00;234,33;357,67;123,33;118,93;161,21;15,86;24,67;69,38;75,54;19,00;25,00;9,00;22,00;6,00;6,00;3,00;19,00;3,00;3,00
2020-02-09;54,00;453,60;572,40;421,20;453,60;288,00;7,20;223,20;158,40;276,00;144,00;456,00;67,50;310,50;364,50;175,50;97,20;175,50;21,60;24,00;69,00;54,00;21,00;48,00;3,00;15,00;3,00;3,00;0,00;9,00;3,00;0,00
2020-02-16;77,00;506,00;693,00;440,00;484,00;322,67;3,67;256,67;165,00;284,31;159,92;426,46;77,00;269,50;397,83;179,67;79,75;203,50;16,50;15,40;100,10;58,52;25,00;16,00;3,00;13,00;6,00;10,00;13,00;19,00;0,00;3,00
2020-02-23;40,00;410,00;490,00;450,00;390,00;214,55;7,27;156,36;80,00;228,57;165,71;382,86;93,33;333,33;360,00;160,00;88,00;154,67;40,00;33,85;67,69;70,77;12,00;68,00;28,00;6,00;9,00;6,00;12,00;9,00;0,00;3,00
2020-03-01;51,00;387,60;459,00;387,60;428,40;269,57;7,29;214,93;163,93;221,00;102,00;362,67;89,25;229,50;267,75;140,25;112,74;166,42;16,11;27,00;66,00;54,00;6,00;42,00;9,00;12,00;12,00;3,00;3,00;6,00;0,00;0,00
2020-03-08;40,00;340,00;410,00;310,00;380,00;236,36;7,27;341,82;120,00;205,71;102,86;440,00;80,00;253,33;346,67;146,67;88,00;125,33;13,33;16,92;75,38;69,23;9,00;17,00;6,00;6,00;11,00;0,00;0,00;6,00;3,00;9,00
2020-03-15;17,00;195,50;178,50;144,50;144,50;125,80;3,40;187,00;71,40;51,00;68,00;209,67;51,00;782,00;153,00;68,00;45,33;102,00;14,17;17,00;34,00;17,00;11,00;14,00;11,00;6,00;3,00;6,00;0,00;11,00;3,00;6,00
2020-03-22;6,00;96,00;138,00;66,00;66,00;108,00;0,00;126,00;24,00;66,00;66,00;90,00;12,00;300,00;84,00;72,00;30,00;51,00;6,00;10,50;13,50;10,50;3,00;11,00;8,00;6,00;6,00;3,00;0,00;8,00;3,00;0,00
2020-03-29;6,00;96,00;102,00;48,00;66,00;81,00;3,00;81,00;27,00;42,00;24,00;120,00;24,00;156,00;60,00;24,00;33,00;60,00;12,00;6,00;31,50;22,50;6,00;11,00;0,00;6,00;0,00;3,00;3,00;6,00;0,00;0,00
2020-04-05;9,00;153,00;144,00;54,00;81,00;105,00;0,00;51,00;21,00;40,50;27,00;90,00;18,00;108,00;72,00;27,00;36,00;48,00;0,00;24,00;21,00;12,00;3,00;6,00;0,00;3,00;9,00;0,00;0,00;6,00;0,00;0,00
2020-04-12;15,00;120,00;165,00;120,00;165,00;105,00;7,50;22,50;37,50;30,00;35,00;90,00;15,00;135,00;90,00;60,00;12,50;37,50;2,50;12,00;31,50;15,00;3,00;9,00;9,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;9,00;81,00;99,00;45,00;72,00;103,50;0,00;40,50;27,00;45,00;63,00;180,00;18,00;81,00;45,00;27,00;15,00;33,00;3,00;12,00;12,00;19,50;3,00;3,00;6,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00
2020-04-26;6,00;72,00;72,00;36,00;48,00;75,00;0,00;54,00;15,00;42,00;24,00;90,00;24,00;84,00;60,00;36,00;33,00;54,00;6,00;3,00;13,50;6,00;3,00;0,00;6,00;11,00;0,00;6,00;3,00;3,00;3,00;3,00
2020-05-03;6,00;72,00;84,00;48,00;66,00;84,00;0,00;60,00;27,00;54,00;42,00;108,00;24,00;96,00;72,00;24,00;51,00;57,00;3,00;13,50;25,50;13,50;6,00;17,00;6,00;8,00;3,00;0,00;3,00;3,00;0,00;0,00
2020-05-10;17,00;85,00;136,00;102,00;85,00;78,20;3,40;57,80;6,80;28,33;39,67;96,33;17,00;170,00;119,00;51,00;39,67;53,83;2,83;13,91;20,09;20,09;0,00;14,00;0,00;6,00;3,00;3,00;0,00;3,00;0,00;0,00
2020-05-17;12,00;132,00;132,00;144,00;120,00;92,00;0,00;64,00;28,00;48,00;60,00;120,00;12,00;120,00;108,00;24,00;66,00;51,00;6,00;12,00;46,50;15,00;3,00;15,00;3,00;6,00;6,00;3,00;0,00;6,00;3,00;0,00
2020-05-24;24,00;144,00;168,00;192,00;132,00;96,00;0,00;80,00;56,00;48,00;54,00;102,00;24,00;96,00;144,00;48,00;42,67;40,00;5,33;16,00;22,40;24,00;9,00;15,00;6,00;6,00;3,00;3,00;3,00;15,00;0,00;0,00
2020-05-31;20,00;160,00;120,00;220,00;120,00;148,00;0,00;68,00;64,00;93,33;66,67;173,33;20,00;140,00;160,00;40,00;71,43;62,86;2,86;12,31;16,92;40,00;20,00;9,00;3,00;9,00;11,00;9,00;9,00;3,00;0,00;3,00
2020-06-07;14,00;266,00;182,00;364,00;210,00;126,00;10,50;63,00;66,50;182,00;56,00;245,00;28,00;238,00;224,00;70,00;89,60;58,80;11,20;23,33;29,56;26,44;17,00;20,00;3,00;0,00;3,00;3,00;6,00;17,00;9,00;3,00
2020-06-14;31,00;217,00;124,00;320,33;124,00;117,11;3,44;65,44;65,44;124,00;74,40;217,00;46,50;279,00;263,50;108,50;49,08;72,33;7,75;31,00;28,05;35,43;14,00;23,00;0,00;6,00;9,00;3,00;11,00;14,00;3,00;0,00
2020-06-21;27,00;180,00;99,00;342,00;189,00;119,57;0,00;81,00;77,14;135,00;70,20;156,60;27,00;243,00;216,00;108,00;54,00;45,90;18,90;24,00;27,00;27,00;21,00;21,00;12,00;3,00;12,00;3,00;6,00;18,00;6,00;6,00
2020-06-28;38,00;247,00;123,50;446,50;237,50;125,40;3,80;117,80;79,80;195,43;48,86;179,14;50,67;240,67;228,00;139,33;81,43;51,57;16,29;22,80;25,84;57,76;29,00;17,00;6,00;9,00;6,00;3,00;15,00;12,00;9,00;0,00
2020-07-05;67,00;346,17;212,17;603,00;279,17;182,39;0,00;78,17;67,00;184,25;67,00;240,08;67,00;335,00;321,60;160,80;67,00;61,64;16,08;36,55;33,50;24,36;27,00;43,00;0,00;9,00;9,00;3,00;6,00;27,00;3,00;0,00
2020-07-12;70,00;340,00;170,00;580,00;240,00;136,32;0,00;221,05;110,53;262,50;105,00;227,50;70,00;280,00;233,33;140,00;72,69;51,15;37,69;44,13;35,00;47,17;35,00;35,00;3,00;25,00;10,00;32,00;3,00;25,00;6,00;0,00
2020-07-19;58,00;382,80;197,20;696,00;301,60;68,88;7,25;97,88;72,50;243,60;69,60;226,20;58,00;406,00;313,20;208,80;52,73;50,09;29,00;42,74;29,00;65,63;23,00;36,00;10,00;6,00;0,00;23,00;10,00;26,00;10,00;10,00
2020-07-26;55,00;297,00;143,00;671,00;352,00;179,67;7,33;99,00;66,00;247,50;77,00;203,50;55,00;426,25;275,00;192,50;71,50;55,00;16,50;45,83;32,08;45,83;19,00;32,00;6,00;10,00;16,00;10,00;6,00;10,00;0,00;0,00
2020-08-02;67,00;290,33;178,67;580,67;201,00;167,50;3,72;107,94;48,39;201,00;50,25;167,50;53,60;375,20;241,20;174,20;72,36;61,64;32,16;38,07;60,91;38,07;19,00;26,00;0,00;6,00;10,00;0,00;0,00;13,00;16,00;3,00
2020-08-09;40,00;210,00;140,00;410,00;250,00;134,55;7,27;80,00;76,36;171,43;74,29;154,29;80,00;346,67;293,33;186,67;98,67;58,67;34,67;36,92;21,54;50,77;25,00;31,00;0,00;3,00;9,00;3,00;3,00;3,00;6,00;0,00
2020-08-16;29,00;270,67;164,33;328,67;154,67;101,50;0,00;61,63;119,63;197,20;75,40;179,80;72,50;377,00;333,50;174,00;55,36;58,00;15,82;44,26;41,21;53,42;35,00;22,00;6,00;13,00;13,00;6,00;3,00;13,00;0,00;0,00
2020-08-23;48,00;312,00;204,00;396,00;144,00;147,69;7,38;44,31;99,69;210,00;78,00;198,00;60,00;312,00;192,00;144,00;74,67;56,00;10,67;29,42;32,52;44,90;32,00;64,00;0,00;6,00;6,00;3,00;0,00;6,00;6,00;0,00
2020-08-30;37,00;138,75;166,50;323,75;74,00;129,50;7,40;66,60;62,90;203,50;98,67;148,00;37,00;357,67;246,67;148,00;76,64;23,79;5,29;9,25;38,54;30,83;6,00;6,00;6,00;19,00;0,00;12,00;3,00;28,00;0,00;0,00
2020-09-06;16,00;176,00;336,00;512,00;192,00;132,00;8,00;64,00;88,00;165,33;64,00;165,33;32,00;560,00;336,00;208,00;74,67;53,33;13,33;9,60;46,40;64,00;16,00;22,00;13,00;0,00;3,00;3,00;3,00;6,00;0,00;0,00
2020-09-13;16,00;304,00;304,00;416,00;208,00;184,00;0,00;76,00;92,00;80,00;69,33;176,00;48,00;528,00;288,00;160,00;98,67;42,67;2,67;46,40;27,20;36,80;6,00;22,00;0,00;0,00;6,00;3,00;3,00;13,00;6,00;0,00
2020-09-20;16,00;240,00;288,00;208,00;208,00;136,00;0,00;116,00;100,00;64,00;58,67;128,00;48,00;464,00;144,00;128,00;82,67;48,00;13,33;16,00;32,00;49,60;3,00;12,00;0,00;12,00;3,00;6,00;0,00;16,00;0,00;0,00
2020-09-27;19,00;133,00;133,00;133,00;85,50;125,40;0,00;121,60;57,00;69,67;82,33;221,67;19,00;437,00;209,00;152,00;70,57;27,14;13,57;6,33;22,17;12,67;3,00;9,00;3,00;6,00;6,00;0,00;0,00;16,00;0,00;0,00
2020-10-04;29,00;154,67;164,33;135,33;96,67;108,75;3,63;90,63;29,00;46,40;87,00;150,80;14,50;362,50;116,00;101,50;84,36;36,91;2,64;9,16;29,00;15,26;3,00;3,00;6,00;0,00;3,00;0,00;6,00;6,00;0,00;0,00
2020-10-11;13,00;143,00;182,00;104,00;143,00;97,50;3,25;71,50;35,75;39,00;52,00;201,50;13,00;169,00;117,00;65,00;88,40;26,00;10,40;2,89;21,67;15,89;3,00;16,00;3,00;0,00;0,00;0,00;0,00;7,00;3,00;3,00
2020-10-18;19,00;76,00;133,00;76,00;104,50;106,40;0,00;95,00;22,80;38,00;38,00;152,00;4,75;85,50;57,00;19,00;81,43;32,57;2,71;2,92;16,08;8,77;6,00;13,00;6,00;3,00;0,00;3,00;3,00;13,00;0,00;3,00
2020-10-25;13,00;130,00;195,00;78,00;156,00;117,00;8,67;82,33;34,67;26,00;45,50;188,50;13,00;78,00;91,00;26,00;49,40;31,20;2,60;19,50;34,13;13,00;3,00;13,00;6,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00
2020-11-01;11,00;88,00;121,00;44,00;110,00;77,00;0,00;40,33;29,33;33,00;44,00;104,50;11,00;55,00;209,00;33,00;30,25;24,75;5,50;7,86;20,43;3,14;0,00;11,00;3,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00
2020-11-08;6,00;66,00;96,00;36,00;60,00;48,00;0,00;45,00;9,00;24,00;42,00;174,00;6,00;108,00;72,00;24,00;42,00;36,00;6,00;3,00;15,00;6,00;0,00;6,00;3,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-11-15;6,00;72,00;72,00;36,00;90,00;60,00;0,00;66,00;48,00;18,00;66,00;132,00;12,00;72,00;168,00;36,00;30,00;27,00;9,00;18,00;18,00;15,00;0,00;13,00;0,00;6,00;3,00;0,00;3,00;16,00;0,00;0,00
2020-11-22;6,00;60,00;90,00;30,00;42,00;78,00;0,00;63,00;33,00;36,00;30,00;138,00;12,00;72,00;36,00;36,00;42,00;27,00;6,00;3,00;12,00;12,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00
