Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;61,00;61,00;61,00;15,25;823,50;24,40;24,40;1220,00;24,40;49,91;27,73;415,91;199,64;610,00;0,00;26,14;871,43;0,00;11,09;241,23;0,00;0,00;12,20;207,40;36,60;12,00;0,00;0,00;12,00;10,76;0,00;287,06;0,00;133,44;0,00;97,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;36,00;36,00;36,00;18,00;648,00;12,00;12,00;576,00;12,00;10,29;10,29;411,43;113,14;405,00;0,00;54,00;774,00;0,00;0,00;202,15;0,00;0,00;0,00;213,60;36,00;0,00;12,00;0,00;36,00;0,00;0,00;306,00;0,00;119,37;0,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;36,00;36,00;36,00;18,00;540,00;12,00;0,00;480,00;12,00;0,00;25,71;267,43;118,29;360,00;0,00;0,00;450,00;0,00;11,08;168,92;0,00;12,00;12,00;108,00;24,00;12,00;0,00;0,00;0,00;10,80;10,80;100,80;0,00;132,63;0,00;11,37;0,00;12,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;25,00;50,00;0,00;25,00;400,00;25,00;12,50;475,00;12,50;10,00;0,00;185,00;125,00;300,00;8,33;8,33;325,00;0,00;0,00;147,22;11,11;25,00;0,00;177,50;37,50;0,00;0,00;12,00;0,00;14,29;0,00;275,00;0,00;186,54;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;25,00;0,00;25,00;0,00;350,00;0,00;37,50;525,00;0,00;0,00;0,00;195,00;115,00;266,67;8,33;8,33;558,33;0,00;0,00;86,11;0,00;0,00;0,00;155,00;25,00;0,00;0,00;0,00;13,00;14,29;14,29;178,57;0,00;100,00;0,00;38,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;0,00;0,50;2,00;1,00;14,00;1,00;0,00;40,00;0,00;5,00;0,00;42,00;19,00;30,00;0,00;4,00;49,00;5,00;0,00;50,00;5,00;0,00;5,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;65,00;0,00;27,00;0,00;20,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00
2019-02-17;64,00;16,00;32,00;32,00;384,00;12,80;38,40;486,40;0,00;0,00;0,00;202,67;112,00;219,43;0,00;9,14;283,43;0,00;38,96;141,91;0,00;0,00;12,31;103,38;12,31;13,00;0,00;0,00;0,00;24,89;14,22;181,33;0,00;101,65;0,00;64,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2019-02-24;39,00;19,50;39,00;19,50;546,00;13,00;13,00;403,00;0,00;0,00;11,14;172,71;105,86;226,20;0,00;0,00;366,60;0,00;25,07;130,93;25,07;12,19;0,00;51,19;0,00;0,00;13,00;0,00;0,00;14,18;0,00;131,18;0,00;37,14;0,00;37,14;13,00;26,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;50,00;50,00;25,00;25,00;300,00;25,00;12,50;375,00;25,00;0,00;11,11;155,56;155,56;191,67;0,00;33,33;366,67;0,00;0,00;111,11;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;178,57;0,00;75,00;0,00;13,46;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;51,00;12,75;51,00;12,75;331,50;0,00;63,75;471,75;12,75;28,33;11,33;266,33;147,33;289,00;0,00;0,00;280,50;0,00;14,17;141,67;0,00;0,00;0,00;138,43;12,14;0,00;25,00;0,00;0,00;13,60;0,00;136,00;0,00;88,78;0,00;37,78;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2019-03-17;13,00;52,00;13,00;13,00;312,00;39,00;0,00;338,00;0,00;13,00;13,00;253,50;175,50;110,50;0,00;19,50;169,00;0,00;0,00;96,20;0,00;0,00;13,00;83,20;0,00;0,00;0,00;0,00;13,00;0,00;0,00;133,25;0,00;13,00;0,00;63,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00
