Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;57,00;418,00;57,00;19,00;25,33;25,00;44,00;21,00;23,00;13,00;12,00;10,00;13,00;5,38;20,43;3,23;58,08;7,43;11,15;92,93;4,96;62,56;4,17;1,39;1,39;53,00;13,00;27,00;2,00;48,62;23,47;46,94;8,38;5,00;7,00;7,00
2019-01-13;61,00;378,20;48,80;12,20;30,50;27,00;37,00;18,00;19,00;11,00;10,00;13,00;10,00;4,28;22,47;3,21;52,44;6,10;12,20;93,94;4,88;62,36;2,71;1,36;2,71;62,00;12,00;29,00;1,00;50,83;27,11;44,06;6,78;5,00;10,00;8,00
2019-01-20;48,00;378,00;48,00;18,00;24,00;23,00;43,00;21,00;22,00;12,00;11,00;11,00;10,00;5,33;19,20;5,33;52,27;6,00;9,60;92,40;4,80;63,09;4,11;1,37;1,37;50,00;16,00;33,00;2,00;39,72;28,14;48,00;6,62;5,00;10,00;9,00
2019-01-27;41,00;386,57;41,00;11,71;29,29;22,00;42,00;20,00;24,00;8,00;9,00;11,00;11,00;4,21;19,97;5,26;58,87;4,82;9,65;77,18;7,24;56,03;2,73;2,73;2,73;80,00;21,00;16,00;2,00;41,00;26,24;41,00;8,20;5,00;4,00;8,00
2019-02-03;40,00;453,33;53,33;20,00;26,67;22,00;34,00;25,00;26,00;13,00;12,00;9,00;16,00;3,24;17,30;3,24;56,22;7,50;11,25;78,75;5,00;68,97;4,14;2,76;2,76;59,00;14,00;17,00;3,00;48,33;28,33;43,33;10,00;3,00;6,00;9,00
2019-02-10;42,00;408,00;36,00;18,00;30,00;28,00;44,00;27,00;25,00;10,00;11,00;11,00;13,00;4,31;19,38;3,23;57,08;6,18;12,35;77,82;9,88;71,40;2,80;2,80;1,40;52,00;17,00;18,00;1,00;53,76;33,60;53,76;10,08;5,00;7,00;7,00
2019-02-17;41,00;415,86;46,86;17,57;29,29;28,00;36,00;27,00;32,00;10,00;10,00;14,00;16,00;5,39;23,74;5,39;56,11;7,24;9,65;69,94;6,03;71,07;2,73;2,73;2,73;56,00;18,00;15,00;2,00;51,25;27,33;46,13;8,54;7,00;6,00;7,00
2019-02-24;48,00;408,00;42,00;18,00;30,00;26,00;36,00;27,00;29,00;9,00;10,00;8,00;16,00;3,20;20,27;3,20;59,73;8,40;12,00;81,60;4,80;85,03;1,37;1,37;2,74;50,00;18,00;20,00;2,00;57,93;28,14;48,00;13,24;3,00;6,00;11,00
2019-03-03;38,00;405,33;44,33;19,00;25,33;31,00;32,00;21,00;28,00;11,00;11,00;9,00;13,00;3,26;20,63;2,17;62,97;6,13;11,03;77,23;7,35;74,64;2,71;1,36;1,36;52,00;16,00;17,00;2,00;53,55;34,55;51,82;12,09;5,00;7,00;9,00
2019-03-10;41,00;386,57;41,00;17,57;29,29;20,00;30,00;21,00;25,00;9,00;8,00;10,00;16,00;4,32;28,05;5,39;61,50;7,24;14,47;71,15;8,44;72,43;1,37;2,73;2,73;55,00;19,00;17,00;4,00;56,38;35,88;41,00;6,83;6,00;5,00;9,00
