Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;19,00;2,00;58,00;0,00;4,00
2019-01-13;19,00;0,00;46,00;2,00;6,00
2019-01-20;17,00;0,00;44,00;4,00;6,00
2019-01-27;16,00;0,00;35,00;2,00;8,00
2019-02-03;6,00;0,00;31,00;0,00;14,00
2019-02-10;11,00;0,00;41,00;0,00;0,00
2019-02-17;11,00;6,00;39,00;2,00;2,00
2019-02-24;15,00;0,00;30,00;2,00;13,00
2019-03-03;13,00;2,00;42,00;2,00;17,00
2019-03-10;4,00;2,00;53,00;2,00;2,00
2019-03-17;13,00;2,00;39,00;2,00;2,00
2019-03-24;13,00;2,00;24,00;0,00;0,00
2019-03-31;9,00;4,00;42,00;0,00;0,00
2019-04-07;17,00;0,00;48,00;2,00;4,00
2019-04-14;14,00;0,00;23,00;5,00;2,00
2019-04-21;15,00;2,00;37,00;0,00;4,00
2019-04-28;8,00;0,00;27,00;2,00;0,00
2019-05-05;15,00;4,00;45,00;0,00;2,00
2019-05-12;17,00;2,00;28,00;2,00;4,00
2019-05-19;19,00;2,00;41,00;2,00;2,00
2019-05-26;13,00;6,00;46,00;4,00;0,00
2019-06-02;2,00;2,00;29,00;4,00;8,00
2019-06-09;8,00;0,00;53,00;6,00;6,00
2019-06-16;9,00;2,00;32,00;4,00;2,00
2019-06-23;6,00;2,00;43,00;2,00;0,00
2019-06-30;17,00;0,00;40,00;0,00;4,00
2019-07-07;8,00;0,00;47,00;2,00;2,00
2019-07-14;23,00;2,00;21,00;0,00;2,00
2019-07-21;22,00;4,00;58,00;0,00;2,00
2019-07-28;11,00;0,00;37,00;0,00;0,00
2019-08-04;15,00;2,00;47,00;2,00;6,00
2019-08-11;19,00;2,00;44,00;8,00;4,00
2019-08-18;21,00;2,00;34,00;0,00;2,00
2019-08-25;21,00;4,00;40,00;0,00;2,00
2019-09-01;15,00;2,00;33,00;6,00;4,00
2019-09-08;16,00;0,00;39,00;2,00;4,00
2019-09-15;10,00;6,00;90,00;2,00;4,00
2019-09-22;19,00;8,00;67,00;10,00;6,00
2019-09-29;14,00;2,00;60,00;6,00;8,00
2019-10-06;18,00;2,00;100,00;4,00;6,00
2019-10-13;10,00;2,00;59,00;2,00;6,00
2019-10-20;13,00;0,00;29,00;2,00;2,00
2019-10-27;14,00;0,00;49,00;0,00;4,00
2019-11-03;8,00;2,00;43,00;4,00;6,00
2019-11-10;17,00;0,00;50,00;0,00;0,00
2019-11-17;19,00;4,00;46,00;8,00;0,00
2019-11-24;11,00;2,00;33,00;9,00;2,00
2019-12-01;15,00;6,00;53,00;6,00;0,00
2019-12-08;21,00;2,00;31,00;2,00;6,00
2019-12-15;12,00;4,00;26,00;2,00;8,00
2019-12-22;24,00;7,00;66,00;4,00;0,00
2019-12-29;16,00;2,00;42,00;0,00;6,00
