Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;51,00;0,00;5,00;5,00;20,00;40,80;6,12;0,00;24,00;21,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;15,00;5,00;0,00;4,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;24,00;0,00;5,00;5,00;29,00;62,00;34,00;6,00;30,00;15,00;0,00;5,00;10,00;0,00;5,00;0,00;0,00;39,00;0,00;0,00;4,80;0,00;14,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;27,00;0,00;9,00;14,00;23,00;56,08;33,23;0,00;18,00;30,00;3,00;0,00;0,00;0,00;5,00;9,00;14,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;9,00;0,00;5,00;19,00;5,00;81,00;28,80;0,00;39,00;51,00;6,00;5,00;10,00;0,00;0,00;5,00;5,00;33,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;20,00;0,00;5,00;0,00;15,00;50,00;14,00;0,00;22,86;20,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;35,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;10,00;0,00;15,00;0,00;15,00;88,00;10,00;10,00;33,33;16,67;10,00;10,00;5,00;0,00;5,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;15,00;0,00;15,00;0,00;10,00;90,00;43,13;0,00;24,00;30,00;6,00;5,00;15,00;10,00;0,00;0,00;5,00;10,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;30,00;0,00;15,00;5,00;20,00;68,00;20,00;6,00;21,00;33,00;21,00;5,00;0,00;0,00;10,00;15,00;5,00;25,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;20,00;0,00;10,00;5,00;46,00;46,00;16,00;0,00;42,86;34,29;8,57;0,00;5,00;0,00;0,00;40,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-03-10;20,00;0,00;15,00;5,00;26,00;50,00;40,00;5,71;28,57;28,57;0,00;0,00;0,00;10,00;5,00;15,00;10,00;46,00;10,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
