Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-04-19;16,00;19,20;0,00;0,00;3,20;32,00;0,00;2,67;10,67;38,40;3,20;3,20;3,20;0,00;10,67;5,33;0,00;0,00;8,00;0,00;3,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;11,00;30,25;2,75;0,00;5,50;22,00;0,00;2,75;11,00;33,00;0,00;0,00;0,00;0,00;1,83;1,83;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;14,00;16,80;2,80;0,00;0,00;42,00;14,00;7,00;21,00;24,50;0,00;0,00;7,00;3,50;10,50;3,50;0,00;0,00;6,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;14,00;42,00;0,00;0,00;3,50;49,00;0,00;3,50;21,00;42,00;0,00;0,00;7,00;6,00;2,00;0,00;2,00;8,00;8,00;3,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;9,00;18,00;0,00;0,00;0,00;72,00;0,00;4,50;36,00;42,00;3,00;0,00;3,00;0,00;16,20;0,00;0,00;0,00;9,00;3,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;9,00;39,00;3,00;0,00;3,00;45,00;9,00;9,00;36,00;39,00;3,00;3,00;3,00;9,00;19,80;5,40;3,60;3,00;9,00;0,00;3,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;31,00;27,90;0,00;0,00;0,00;49,60;3,10;6,20;31,00;52,70;0,00;3,10;3,10;0,00;5,47;3,65;0,00;0,00;3,00;0,00;0,00;9,00;3,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;37,00;40,08;0,00;0,00;0,00;67,83;6,17;6,17;37,00;67,27;0,00;0,00;0,00;0,00;38,85;0,00;0,00;0,00;8,00;6,00;8,00;6,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;39,00;60,00;3,00;0,00;3,00;104,00;13,00;6,50;58,50;65,00;3,25;3,25;6,50;3,71;35,29;3,71;0,00;3,00;0,00;3,00;18,00;3,00;12,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;31,00;83,70;3,10;0,00;3,10;93,00;6,20;6,20;55,80;93,00;6,20;6,20;3,10;3,65;45,59;9,12;5,47;6,00;15,00;0,00;3,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;64,00;82,29;0,00;0,00;3,05;87,27;11,64;5,82;69,82;99,20;3,20;0,00;9,60;3,66;74,97;0,00;3,66;0,00;12,00;6,00;15,00;18,00;30,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;9,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2020-07-05;57,00;95,00;3,17;0,00;0,00;107,67;6,33;6,33;126,67;123,50;6,33;3,17;3,17;0,00;102,97;9,19;0,00;6,00;6,00;6,00;19,00;13,00;28,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-07-12;57,00;114,00;3,17;0,00;3,17;126,67;0,00;12,67;88,67;107,67;0,00;9,50;0,00;3,68;71,71;0,00;0,00;0,00;13,00;9,00;13,00;6,00;16,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-07-19;68,00;68,00;0,00;0,00;6,18;160,73;6,18;6,18;98,91;126,29;3,24;3,24;6,48;3,68;86,38;9,19;0,00;10,00;3,00;6,00;16,00;16,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;53,00;106,00;3,12;0,00;3,12;111,89;11,78;5,89;129,56;142,44;3,31;6,63;3,31;0,00;120,62;3,66;0,00;3,00;13,00;3,00;13,00;26,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;52,00;88,71;12,24;0,00;0,00;161,78;0,00;5,78;138,67;143,00;6,50;3,25;0,00;9,29;100,29;13,00;0,00;0,00;10,00;3,00;10,00;23,00;19,00;0,00;0,00;0,00;0,00;26,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2020-08-09;88,00;103,71;9,43;0,00;3,14;132,00;12,57;0,00;150,86;133,63;3,26;9,78;6,52;0,00;86,17;0,00;3,67;0,00;10,00;3,00;17,00;18,00;17,00;3,00;0,00;3,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;58,00;33,58;0,00;0,00;3,05;81,20;5,80;0,00;58,00;93,44;6,44;12,89;3,22;3,74;41,16;7,48;0,00;3,00;17,00;3,00;10,00;7,00;14,00;0,00;0,00;0,00;3,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;29,00;35,44;6,44;0,00;0,00;46,40;5,80;5,80;17,40;35,44;0,00;0,00;0,00;0,00;34,44;3,63;3,63;6,00;51,00;3,00;10,00;3,00;6,00;0,00;0,00;0,00;3,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;24,00;45,00;3,00;3,00;6,00;24,00;3,00;3,00;18,00;33,00;3,00;0,00;3,00;3,69;18,46;3,69;3,69;0,00;21,00;3,00;6,00;9,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;28,00;34,22;3,11;0,00;9,33;22,40;0,00;0,00;5,60;46,67;3,11;0,00;0,00;0,00;14,93;5,60;18,67;6,00;3,00;3,00;3,00;9,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;15,00;24,00;3,00;0,00;3,00;37,50;3,75;3,75;15,00;24,00;0,00;6,00;6,00;0,00;18,75;0,00;0,00;0,00;0,00;0,00;6,00;9,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;23,00;20,13;2,88;0,00;0,00;28,75;11,50;0,00;11,50;19,71;0,00;3,29;3,29;0,00;8,85;0,00;0,00;3,00;6,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;12,00;12,00;6,00;0,00;3,00;12,00;0,00;6,00;6,00;6,00;0,00;0,00;3,00;0,00;3,43;0,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;26,00;22,75;0,00;0,00;3,25;26,00;0,00;0,00;19,50;26,00;0,00;6,50;3,25;3,71;13,00;0,00;0,00;3,00;13,00;0,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;13,00;19,50;0,00;0,00;0,00;13,00;6,50;0,00;6,50;6,50;0,00;3,25;3,25;0,00;5,57;0,00;0,00;6,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;6,00;24,00;0,00;0,00;0,00;12,00;6,00;6,00;6,00;18,00;0,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;45,00;9,64;6,43;0,00;3,21;12,86;0,00;0,00;12,86;22,50;0,00;0,00;0,00;0,00;3,75;0,00;3,75;0,00;9,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;15,00;18,00;6,00;0,00;0,00;22,50;3,75;0,00;22,50;12,00;3,00;6,00;0,00;0,00;11,25;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;15,00;15,00;3,00;0,00;0,00;5,00;2,50;0,00;2,50;24,00;0,00;3,00;0,00;0,00;3,75;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;6,00;18,00;0,00;0,00;3,00;42,00;0,00;3,00;12,00;24,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;9,00;18,00;0,00;0,00;3,00;36,00;4,50;4,50;9,00;6,00;6,00;3,00;0,00;3,60;5,40;3,60;0,00;0,00;9,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;12,00;21,00;3,00;0,00;3,00;12,00;0,00;3,00;18,00;33,00;3,00;3,00;3,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;12,00;12,00;3,00;0,00;3,00;18,00;3,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;9,00;3,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;19,00;19,00;0,00;0,00;0,00;31,67;6,33;0,00;12,67;25,33;3,17;0,00;0,00;0,00;0,00;0,00;0,00;3,00;12,00;3,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;17,00;22,67;2,83;0,00;0,00;17,00;5,67;0,00;11,33;10,20;0,00;0,00;6,80;0,00;3,78;0,00;7,56;3,00;7,00;0,00;3,00;10,00;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;10,00;30,00;0,00;0,00;3,33;20,00;5,00;0,00;15,00;33,33;0,00;3,33;0,00;0,00;18,00;0,00;0,00;7,00;17,00;3,00;3,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;6,00;24,00;0,00;0,00;3,00;18,00;3,00;3,00;18,00;12,00;3,00;0,00;0,00;4,00;16,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;22,00;25,14;3,14;0,00;0,00;16,50;0,00;5,50;16,50;40,86;3,14;0,00;0,00;0,00;5,50;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;12,00;24,00;9,00;0,00;3,00;24,00;3,00;0,00;24,00;12,00;15,00;0,00;0,00;0,00;13,71;0,00;0,00;0,00;0,00;3,00;6,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2021-01-24;16,00;9,60;3,20;0,00;3,20;21,33;5,33;0,00;5,33;22,40;9,60;6,40;0,00;0,00;14,00;0,00;4,00;3,00;3,00;3,00;3,00;6,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;3,00;27,00;0,00;0,00;6,00;9,00;3,00;3,00;9,00;15,00;6,00;0,00;3,00;0,00;10,50;3,00;0,00;0,00;13,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;12,00;30,00;3,00;0,00;3,00;18,00;0,00;6,00;6,00;33,00;0,00;3,00;0,00;3,43;8,57;0,00;0,00;6,00;0,00;0,00;3,00;9,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;13,00;42,25;0,00;0,00;0,00;19,50;6,50;6,50;19,50;29,25;3,25;0,00;3,25;0,00;9,29;3,71;0,00;0,00;6,00;3,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;23,00;39,43;9,86;0,00;3,29;23,00;5,75;0,00;17,25;29,57;3,29;0,00;0,00;0,00;23,00;0,00;3,83;3,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;16,00;22,40;0,00;0,00;3,20;21,33;5,33;0,00;21,33;22,40;3,20;0,00;0,00;0,00;17,78;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;3,00;27,00;0,00;0,00;0,00;9,00;0,00;0,00;15,00;12,00;0,00;3,00;0,00;0,00;15,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-03-14;9,00;30,00;3,00;0,00;0,00;27,00;0,00;4,50;27,00;45,00;0,00;0,00;0,00;3,60;9,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;13,00;29,25;0,00;0,00;0,00;39,00;6,50;6,50;39,00;39,00;6,50;6,50;0,00;0,00;26,00;0,00;0,00;0,00;9,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;13,00;71,50;3,25;0,00;0,00;58,50;6,50;0,00;32,50;58,50;6,50;3,25;0,00;0,00;29,71;3,71;0,00;0,00;3,00;3,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;23,00;43,13;5,75;0,00;0,00;46,00;5,75;5,75;28,75;62,43;0,00;3,29;3,29;0,00;31,85;0,00;0,00;0,00;17,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;6,00;54,00;0,00;0,00;0,00;36,00;6,00;6,00;48,00;72,00;3,00;6,00;6,00;6,00;34,00;4,00;0,00;0,00;6,00;0,00;6,00;16,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;13,00;48,75;13,00;0,00;9,75;71,50;13,00;19,50;58,50;55,25;6,50;0,00;0,00;0,00;31,57;5,57;0,00;3,00;6,00;3,00;6,00;6,00;13,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;23,00;65,71;3,29;0,00;6,57;40,25;5,75;11,50;28,75;88,71;0,00;0,00;0,00;0,00;17,25;0,00;0,00;6,00;10,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;16,00;60,80;0,00;0,00;0,00;53,33;10,67;5,33;37,33;70,40;0,00;3,20;6,40;0,00;53,33;3,56;0,00;0,00;3,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;34,00;77,27;3,09;3,09;3,09;79,33;11,33;11,33;56,67;98,91;3,09;3,09;3,09;3,58;41,16;0,00;5,37;3,00;0,00;0,00;3,00;6,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;29,00;106,33;9,67;0,00;3,22;121,80;17,40;23,20;75,40;145,00;16,11;6,44;0,00;0,00;63,44;0,00;0,00;0,00;3,00;0,00;0,00;10,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;26,00;89,56;2,89;0,00;0,00;214,50;13,00;19,50;78,00;152,75;0,00;6,50;0,00;3,71;63,14;3,71;0,00;0,00;20,00;0,00;3,00;7,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;27,00;117,00;3,00;0,00;0,00;675,00;13,50;27,00;155,25;239,63;10,13;3,38;10,13;7,20;68,40;3,60;0,00;0,00;3,00;3,00;0,00;20,00;24,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;27,00;132,00;6,00;0,00;3,00;182,25;6,75;27,00;162,00;239,63;10,13;0,00;20,25;0,00;113,79;3,86;0,00;0,00;7,00;0,00;3,00;13,00;17,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2021-06-13;45,00;156,00;6,00;0,00;15,00;186,43;6,43;6,43;212,14;321,43;3,21;3,21;3,21;3,60;127,80;7,20;3,60;3,00;7,00;0,00;0,00;24,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;55,00;158,89;18,33;0,00;3,06;201,67;6,11;6,11;158,89;310,59;12,94;6,47;9,71;3,67;130,17;3,67;0,00;7,00;3,00;0,00;7,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;28,00;311,11;3,11;0,00;0,00;173,60;5,60;28,00;196,00;301,78;6,22;9,33;3,11;3,73;175,47;7,47;3,73;0,00;3,00;0,00;24,00;17,00;14,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-07-04;53,00;130,94;6,24;0,00;3,12;176,67;17,67;17,67;194,33;324,63;6,63;3,31;6,63;7,57;189,29;11,36;0,00;7,00;7,00;3,00;21,00;28,00;17,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
