Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-01-05;56,00;56,00;0,00;0,00;392,00;11,20;56,00;739,20;11,20;0,00;18,67;550,67;177,33;382,67;28,00;9,33;849,33;24,89;24,89;192,89;0,00;0,00;0,00;190,91;40,73;0,00;0,00;14,00;0,00;0,00;0,00;219,69;0,00;181,44;0,00;82,88;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;68,00;17,00;68,00;17,00;510,00;0,00;0,00;646,00;11,33;0,00;42,50;348,50;76,50;524,57;9,71;9,71;631,43;24,73;12,36;253,45;0,00;0,00;13,08;261,54;28,77;0,00;0,00;0,00;14,00;27,20;0,00;154,13;0,00;222,13;0,00;40,80;41,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;43,00;21,50;21,50;0,00;602,00;0,00;10,75;688,00;21,50;0,00;17,20;223,60;94,60;365,50;0,00;32,25;473,00;0,00;0,00;221,14;0,00;0,00;0,00;151,76;68,29;0,00;14,00;0,00;28,00;12,90;12,90;430,00;0,00;215,00;0,00;72,42;57,00;0,00;0,00;0,00;0,00;0,00;14,00
2020-01-26;28,00;14,00;28,00;14,00;336,00;0,00;14,00;756,00;0,00;0,00;18,67;289,33;196,00;373,33;0,00;84,00;438,67;11,20;11,20;128,80;0,00;0,00;12,73;152,73;12,73;0,00;28,00;14,00;14,00;14,00;0,00;392,00;0,00;163,69;0,00;94,77;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;56,00;56,00;14,00;56,00;392,00;0,00;22,40;806,40;0,00;46,67;0,00;252,00;121,33;354,67;0,00;9,33;457,33;0,00;12,44;192,89;24,89;0,00;12,73;206,18;40,73;0,00;0,00;0,00;0,00;0,00;12,92;288,62;0,00;224,00;0,00;98,56;0,00;28,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;0,00;1,00;1,00;0,00;18,00;0,00;1,00;61,00;1,00;0,00;2,00;27,00;19,00;32,00;0,00;3,00;78,00;0,00;0,00;22,00;0,00;0,00;0,00;42,00;11,00;14,00;0,00;0,00;0,00;0,00;0,00;62,00;0,00;37,00;0,00;37,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;14,00;14,00;56,00;0,00;392,00;14,00;28,00;658,00;14,00;14,00;14,00;217,00;126,00;420,00;0,00;14,00;686,00;0,00;35,00;112,00;0,00;14,00;0,00;142,33;25,67;0,00;0,00;0,00;29,00;14,00;0,00;168,00;0,00;133,00;0,00;44,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;27,00;54,00;0,00;0,00;297,00;0,00;0,00;675,00;13,50;18,00;18,00;369,00;153,00;234,00;0,00;27,00;387,00;0,00;0,00;236,25;13,50;0,00;0,00;142,36;27,00;0,00;0,00;0,00;0,00;0,00;0,00;180,00;0,00;193,50;0,00;40,50;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;0,00;2,00;2,00;1,00;17,00;2,00;0,00;46,00;1,00;0,00;3,00;51,00;22,00;23,00;1,00;1,00;70,00;0,00;0,00;39,00;0,00;0,00;0,00;48,00;16,00;0,00;14,00;0,00;41,00;6,00;0,00;59,00;0,00;73,00;0,00;24,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;64,00;32,00;32,00;32,00;3200,00;32,00;10,67;832,00;10,67;0,00;9,14;914,29;301,71;512,00;0,00;0,00;1066,67;12,80;25,60;236,80;0,00;25,60;12,80;240,64;102,40;0,00;26,00;0,00;26,00;51,20;0,00;238,93;0,00;176,55;0,00;50,76;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;38,00;19,00;19,00;19,00;1938,00;12,67;12,67;101,33;0,00;0,00;0,00;199,50;95,00;123,50;0,00;0,00;389,50;0,00;12,67;63,33;0,00;0,00;12,67;38,00;12,67;0,00;0,00;0,00;25,00;12,67;12,67;0,00;0,00;38,00;0,00;13,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;13,00;0,00;13,00;0,00;1092,00;0,00;0,00;26,00;0,00;0,00;0,00;156,00;91,00;104,00;0,00;0,00;338,00;0,00;0,00;65,00;0,00;0,00;13,00;52,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;52,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;13,00;13,00;0,00;0,00;598,00;0,00;13,00;65,00;0,00;13,00;0,00;78,00;52,00;39,00;0,00;0,00;195,00;0,00;0,00;39,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;14,00;0,00;14,00;0,00;504,00;0,00;0,00;56,00;0,00;0,00;0,00;70,00;42,00;14,00;0,00;14,00;84,00;0,00;0,00;91,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;13,00;0,00;13,00;0,00;312,00;0,00;0,00;78,00;0,00;0,00;0,00;39,00;78,00;65,00;0,00;0,00;52,00;0,00;0,00;39,00;0,00;0,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;13,00;0,00;13,00;0,00;156,00;0,00;0,00;78,00;0,00;0,00;0,00;78,00;39,00;39,00;0,00;13,00;156,00;0,00;0,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;13,00;0,00;26,00;0,00;260,00;0,00;0,00;39,00;0,00;0,00;0,00;39,00;52,00;39,00;0,00;0,00;52,00;0,00;0,00;117,00;0,00;0,00;26,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;13,00;13,00;13,00;0,00;130,00;0,00;0,00;91,00;0,00;0,00;0,00;52,00;130,00;78,00;0,00;0,00;221,00;0,00;0,00;91,00;0,00;0,00;0,00;26,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;13,00;0,00;13,00;0,00;156,00;0,00;13,00;130,00;13,00;0,00;13,00;13,00;39,00;13,00;0,00;13,00;117,00;0,00;0,00;26,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;0,00;0,00;0,50;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;6,00;3,00;11,00;0,00;1,00;17,00;0,00;0,00;13,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;13,00;0,00;26,00;0,00;156,00;0,00;0,00;104,00;0,00;0,00;0,00;19,50;52,00;91,00;0,00;0,00;156,00;0,00;0,00;39,00;0,00;0,00;0,00;67,60;0,00;0,00;0,00;0,00;0,00;13,00;0,00;52,00;0,00;26,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;39,00;19,50;0,00;0,00;234,00;0,00;0,00;130,00;13,00;29,25;0,00;29,25;97,50;39,00;9,75;0,00;185,25;0,00;0,00;78,00;0,00;0,00;0,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;0,00;39,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;78,00;19,50;19,50;0,00;273,00;11,14;0,00;345,43;0,00;0,00;8,67;60,67;112,67;87,75;9,75;9,75;214,50;0,00;0,00;26,00;0,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,00;0,00;64,63;0,00;37,89;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;0,00;0,00;1,00;0,00;5,00;0,00;0,00;20,00;0,00;0,00;0,00;7,00;21,00;15,00;0,00;1,00;31,00;2,00;0,00;16,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;38,00;0,00;29,00;0,00;6,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;0,00;0,00;0,50;0,00;12,00;0,00;0,00;23,00;0,00;0,00;2,00;13,00;11,00;8,00;0,00;0,00;32,00;0,00;0,00;15,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;43,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;53,00;0,00;26,50;0,00;185,50;0,00;0,00;275,60;0,00;0,00;17,67;26,50;159,00;137,80;0,00;53,00;466,40;0,00;0,00;99,38;0,00;0,00;0,00;82,15;0,00;0,00;0,00;0,00;0,00;13,25;0,00;119,25;0,00;53,00;0,00;53,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;68,00;0,00;17,00;0,00;238,00;0,00;11,33;294,67;0,00;0,00;17,00;204,00;51,00;184,57;0,00;29,14;466,29;0,00;0,00;68,00;0,00;0,00;0,00;109,85;0,00;0,00;14,00;0,00;0,00;0,00;0,00;170,00;0,00;39,48;0,00;26,32;0,00;0,00;14,00;0,00;0,00;0,00;0,00
2020-07-12;29,00;14,50;0,00;14,50;232,00;29,00;0,00;493,00;0,00;19,33;19,33;77,33;125,67;125,67;0,00;9,67;338,33;0,00;0,00;92,80;0,00;0,00;0,00;176,64;0,00;14,00;0,00;0,00;0,00;0,00;0,00;178,14;0,00;87,00;0,00;29,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;44,00;0,00;22,00;0,00;176,00;11,00;0,00;286,00;0,00;0,00;0,00;132,00;167,20;143,00;0,00;0,00;319,00;12,57;0,00;88,00;0,00;0,00;0,00;88,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;378,40;0,00;85,80;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;44,00;0,00;22,00;22,00;88,00;0,00;0,00;374,00;0,00;0,00;0,00;114,40;132,00;187,00;0,00;0,00;418,00;0,00;12,57;132,00;0,00;0,00;15,53;160,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;378,40;0,00;74,11;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;0,00;0,00;0,50;0,00;4,00;0,00;0,00;20,00;0,00;0,00;0,00;13,00;20,00;20,00;0,00;4,00;45,00;0,00;2,00;19,00;0,00;0,00;11,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;33,00;0,00;6,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;57,00;0,00;14,25;28,50;114,00;11,40;45,60;330,60;0,00;0,00;0,00;81,43;40,71;123,50;28,50;9,50;389,50;12,67;0,00;114,00;0,00;0,00;28,50;98,45;0,00;0,00;0,00;0,00;0,00;0,00;26,31;153,46;0,00;57,00;0,00;43,32;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;100,00;0,00;33,33;0,00;133,33;0,00;0,00;233,33;0,00;0,00;0,00;66,67;100,00;60,00;0,00;30,00;530,00;12,50;0,00;112,50;12,50;0,00;0,00;169,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,57;0,00;155,56;0,00;55,56;0,00;14,00;0,00;0,00;14,00;0,00;0,00
2020-08-23;72,00;18,00;36,00;0,00;108,00;0,00;0,00;276,00;0,00;0,00;0,00;153,00;225,00;133,71;0,00;41,14;380,57;13,09;13,09;104,73;0,00;0,00;0,00;113,14;15,43;0,00;14,00;0,00;0,00;0,00;27,00;117,00;0,00;42,75;0,00;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;28,00;0,00;0,00;0,00;56,00;28,00;0,00;322,00;0,00;0,00;0,00;93,33;214,67;121,33;0,00;9,33;541,33;11,20;11,20;39,20;0,00;0,00;12,73;236,73;0,00;14,00;0,00;14,00;0,00;0,00;0,00;121,33;0,00;81,85;0,00;53,85;0,00;14,00;0,00;0,00;0,00;0,00;0,00
