Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-04-19;15,00;22,50;3,21;30,00;1,50;3,00;9,00;8,00;4,00;5,00;1,00;8,00;6,00;0,00;2,00;6,00;1,00;4,00;2,00;2,00;6,00;1,00;1,00;1,00;1,00;2,00;0,50;0,00;0,50;0,00;1,00;0,00;0,50
2020-04-26;15,00;24,64;3,21;30,00;1,50;9,00;8,00;6,00;3,00;6,00;3,00;9,00;1,00;0,00;2,00;3,00;0,50;4,00;0,50;2,00;6,00;0,50;2,00;1,00;0,50;1,00;1,00;0,00;0,50;0,00;1,00;0,00;0,00
2020-05-03;13,00;19,00;4,00;18,20;0,00;5,20;5,00;11,00;5,00;5,00;2,00;9,00;4,00;1,00;4,00;6,00;0,50;4,00;1,00;2,00;5,00;2,00;0,50;0,50;0,50;2,00;0,50;1,00;1,00;0,00;0,50;0,00;0,00
2020-05-10;22,00;18,00;4,00;19,25;0,00;5,50;6,00;5,00;4,00;4,00;2,00;4,00;3,00;1,00;1,00;6,00;1,00;3,00;1,00;2,00;2,00;2,00;1,00;1,00;0,00;1,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-05-17;18,00;23,29;5,29;24,00;1,50;3,00;6,00;7,00;5,00;3,00;2,00;6,00;4,00;0,50;2,00;4,00;1,00;2,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;0,50;0,00;0,50;0,00;0,00
2020-05-24;15,00;18,21;3,21;24,00;0,00;3,00;9,00;7,00;6,00;4,00;1,00;7,00;4,00;1,00;3,00;6,00;1,00;4,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00
2020-05-31;16,00;21,00;5,00;24,00;0,00;5,33;6,00;6,00;6,00;5,00;1,00;4,00;3,00;0,50;3,00;6,00;1,00;5,00;3,00;3,00;2,00;0,00;1,00;3,00;1,00;2,00;1,00;2,00;1,00;0,50;1,00;0,00;0,00
2020-06-07;21,00;24,15;3,15;23,63;0,00;5,25;3,00;8,00;5,00;5,00;3,00;6,00;7,00;0,50;3,00;4,00;1,00;6,00;3,00;1,00;4,00;1,00;1,00;0,50;0,50;2,00;1,00;0,00;3,00;1,00;1,00;0,00;0,50
2020-06-14;25,00;29,17;10,42;27,78;0,00;5,56;7,00;6,00;6,00;5,00;1,00;5,00;5,00;1,00;5,00;5,00;2,00;5,00;3,00;2,00;8,00;0,00;3,00;2,00;0,00;1,00;1,00;0,50;1,00;0,00;0,50;0,00;0,00
2020-06-21;15,00;23,57;7,50;24,00;0,00;9,00;11,00;3,00;7,00;5,00;3,00;5,00;7,00;1,00;1,00;6,00;2,00;2,00;2,00;4,00;2,00;2,00;4,00;3,00;0,00;4,00;2,00;0,50;1,00;0,50;1,00;0,00;0,50
2020-06-28;18,00;24,00;6,00;21,00;3,00;9,00;5,00;8,00;6,00;6,00;4,00;6,00;9,00;1,00;1,00;6,00;4,00;4,00;3,00;4,00;6,00;1,00;5,00;2,00;1,00;2,00;2,00;1,00;1,00;1,00;1,00;0,00;0,50
2020-07-05;16,00;28,80;5,33;16,00;0,00;10,67;8,00;8,00;6,00;7,00;2,00;7,00;9,00;1,00;4,00;7,00;2,00;1,00;2,00;4,00;2,00;3,00;4,00;1,00;0,00;3,00;2,00;1,00;0,50;0,50;0,00;0,00;0,00
2020-07-12;23,00;29,00;10,00;28,75;0,00;8,63;6,00;8,00;6,00;4,00;5,00;7,00;7,00;1,00;5,00;7,00;1,00;4,00;2,00;2,00;3,00;2,00;4,00;1,00;0,00;3,00;1,00;1,00;40,00;0,00;0,00;1,00;1,00
2020-07-19;28,00;30,07;7,26;28,00;1,40;8,40;11,00;8,00;12,00;8,00;1,00;8,00;9,00;0,00;2,00;5,00;4,00;7,00;4,00;5,00;3,00;2,00;3,00;2,00;1,00;3,00;2,00;1,00;11,00;1,00;2,00;1,00;0,00
2020-07-26;24,00;37,57;10,43;18,67;1,33;8,00;11,00;13,00;8,00;10,00;1,00;12,00;10,00;0,00;2,00;7,00;3,00;5,00;6,00;4,00;2,00;2,00;5,00;4,00;1,00;3,00;3,00;1,00;3,00;1,00;1,00;0,00;0,00
2020-08-02;15,00;30,00;5,36;33,00;1,50;12,00;10,00;11,00;8,00;8,00;5,00;5,00;8,00;2,00;3,00;6,00;4,00;8,00;4,00;4,00;5,00;2,00;4,00;3,00;2,00;3,00;2,00;1,00;2,00;2,00;3,00;1,00;1,00
2020-08-09;25,00;44,00;7,00;25,00;0,00;11,11;12,00;9,00;7,00;8,00;1,00;8,00;8,00;1,00;3,00;7,00;4,00;8,00;3,00;4,00;5,00;1,00;7,00;3,00;1,00;3,00;5,00;3,00;1,00;1,00;2,00;0,00;0,00
2020-08-16;26,00;44,00;10,00;20,22;1,44;8,67;7,00;10,00;11,00;10,00;3,00;8,00;18,00;2,00;3,00;6,00;2,00;13,00;2,00;2,00;7,00;2,00;3,00;2,00;1,00;2,00;2,00;1,00;3,00;1,00;2,00;0,00;1,00
2020-08-23;18,00;40,00;8,00;15,43;1,29;7,71;9,00;9,00;6,00;7,00;2,00;4,00;8,00;1,00;3,00;11,00;4,00;7,00;2,00;1,00;6,00;1,00;4,00;2,00;0,50;3,00;1,00;0,00;1,00;0,50;1,00;0,50;0,00
2020-08-30;21,00;33,00;6,00;23,63;0,00;10,50;11,00;8,00;8,00;7,00;2,00;7,00;9,00;2,00;2,00;9,00;2,00;10,00;4,00;5,00;5,00;1,00;2,00;2,00;2,00;3,00;1,00;0,50;0,00;0,00;2,00;0,00;0,00
2020-09-06;19,00;32,00;6,00;21,71;0,00;5,43;13,00;9,00;7,00;10,00;3,00;7,00;7,00;1,00;3,00;3,00;3,00;6,00;4,00;4,00;5,00;0,50;3,00;1,00;1,00;2,00;3,00;0,00;1,00;1,00;2,00;0,00;0,00
2020-09-13;21,00;36,00;5,00;118,13;0,00;10,50;9,00;10,00;10,00;9,00;2,00;7,00;3,00;2,00;0,50;8,00;2,00;4,00;2,00;3,00;6,00;2,00;6,00;2,00;0,50;2,00;3,00;0,50;2,00;0,00;0,00;0,50;0,00
2020-09-20;26,00;37,00;9,00;66,44;1,44;5,78;6,00;11,00;7,00;13,00;2,00;5,00;3,00;2,00;3,00;6,00;0,50;5,00;1,00;3,00;4,00;1,00;2,00;0,00;0,00;2,00;3,00;0,50;0,50;0,50;0,00;1,00;0,50
2020-09-27;26,00;40,56;3,12;26,00;1,44;5,78;9,00;13,00;9,00;6,00;3,00;8,00;8,00;0,50;3,00;6,00;3,00;5,00;2,00;1,00;4,00;1,00;2,00;1,00;0,00;2,00;1,00;1,00;0,00;0,50;1,00;0,00;0,50
2020-10-04;21,00;40,00;8,00;21,00;1,31;10,50;6,00;9,00;8,00;14,00;1,00;9,00;4,00;1,00;3,00;5,00;2,00;5,00;2,00;2,00;3,00;1,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00;1,00;1,00;0,00;0,00
2020-10-11;18,00;31,00;7,00;23,14;1,29;5,14;8,00;10,00;8,00;8,00;4,00;5,00;6,00;1,00;0,00;6,00;1,00;5,00;4,00;4,00;4,00;2,00;3,00;1,00;0,00;2,00;2,00;1,00;2,00;0,00;1,00;0,00;0,00
2020-10-18;16,00;24,00;7,00;18,67;0,00;8,00;10,00;8,00;5,00;6,00;2,00;7,00;5,00;2,00;3,00;8,00;1,00;6,00;2,00;2,00;5,00;3,00;3,00;0,00;1,00;3,00;2,00;1,00;2,00;1,00;1,00;0,00;0,00
2020-10-25;18,00;22,24;5,29;27,00;1,50;6,00;5,00;10,00;7,00;6,00;1,00;2,00;5,00;2,00;2,00;3,00;2,00;3,00;1,00;3,00;4,00;2,00;2,00;1,00;1,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-11-01;13,00;33,58;3,25;18,20;0,00;5,20;6,00;5,00;5,00;9,00;2,00;7,00;29,00;1,00;1,00;3,00;1,00;3,00;1,00;2,00;2,00;0,50;1,00;0,50;0,50;1,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;14,00;22,62;4,31;16,80;1,40;2,80;6,00;5,00;6,00;10,00;1,00;7,00;5,00;1,00;1,00;5,00;1,00;6,00;1,00;1,00;4,00;2,00;1,00;3,00;0,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00
2020-11-15;18,00;21,00;4,00;15,43;1,29;2,57;4,00;10,00;5,00;10,00;4,00;4,00;4,00;1,00;2,00;4,00;2,00;5,00;1,00;3,00;5,00;1,00;0,00;2,00;0,00;2,00;2,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-11-22;16,00;19,00;4,00;16,00;0,00;2,67;3,00;7,00;5,00;6,00;0,00;4,00;3,00;0,50;1,00;6,00;0,50;4,00;3,00;2,00;5,00;0,50;2,00;2,00;0,00;2,00;2,00;0,00;1,00;0,50;0,50;0,50;0,00
2020-11-29;22,00;19,00;6,00;13,75;0,00;2,75;7,00;6,00;4,00;9,00;2,00;3,00;7,00;0,50;0,00;5,00;2,00;3,00;0,50;2,00;4,00;0,00;0,50;3,00;0,00;2,00;1,00;0,50;1,00;0,00;0,00;0,00;0,50
2020-12-06;23,00;26,00;4,00;23,00;1,44;2,88;5,00;6,00;5,00;15,00;1,00;9,00;6,00;1,00;2,00;7,00;1,00;4,00;0,00;2,00;2,00;0,50;2,00;0,00;0,00;1,00;0,50;0,00;1,00;0,00;0,50;0,50;0,00
2020-12-13;24,00;18,78;5,22;16,00;0,00;8,00;4,00;6,00;5,00;6,00;1,00;6,00;3,00;0,00;3,00;5,00;0,00;4,00;1,00;0,50;4,00;2,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;27,00;19,00;5,00;18,90;1,35;2,70;8,00;7,00;6,00;5,00;1,00;6,00;5,00;1,00;0,00;4,00;2,00;3,00;3,00;2,00;2,00;2,00;1,00;3,00;0,00;1,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00
2020-12-27;11,00;28,00;6,00;16,50;1,38;2,75;6,00;7,00;5,00;10,00;2,00;3,00;12,00;2,00;1,00;5,00;1,00;6,00;1,00;2,00;2,00;3,00;2,00;3,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00
2021-01-03;15,00;20,00;2,00;18,00;0,00;3,00;6,00;7,00;2,00;13,00;1,00;6,00;3,00;1,00;1,00;5,00;1,00;4,00;2,00;2,00;4,00;0,00;2,00;2,00;0,00;3,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-01-10;17,00;28,00;3,00;22,67;1,42;5,67;4,00;3,00;8,00;10,00;2,00;6,00;7,00;0,00;1,00;9,00;2,00;7,00;1,00;3,00;2,00;1,00;1,00;1,00;0,00;3,00;3,00;2,00;1,00;1,00;1,00;0,00;0,00
2021-01-17;15,00;21,00;6,00;18,00;0,00;3,00;5,00;4,00;4,00;6,00;0,50;8,00;2,00;0,00;0,50;3,00;1,00;4,00;1,00;4,00;3,00;0,50;4,00;2,00;0,50;2,00;1,00;0,50;0,50;0,00;0,50;0,50;0,00
2021-01-24;11,00;25,30;4,40;13,75;1,38;5,50;6,00;8,00;4,00;7,00;4,00;3,00;9,00;0,50;1,00;5,00;0,00;4,00;4,00;1,00;4,00;2,00;0,00;1,00;0,50;2,00;1,00;0,50;0,50;0,00;1,00;0,00;0,00
2021-01-31;17,00;19,00;3,00;19,83;1,42;5,67;3,00;6,00;4,00;14,00;1,00;3,00;3,00;1,00;2,00;9,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;0,50;0,50;1,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00
2021-02-07;16,00;27,73;4,27;24,00;0,00;2,67;8,00;4,00;9,00;10,00;1,00;4,00;1,00;0,50;2,00;3,00;1,00;3,00;2,00;3,00;3,00;0,50;1,00;1,00;1,00;1,00;1,00;0,50;0,50;0,00;0,50;0,00;0,00
2021-02-14;16,00;33,00;7,00;16,00;0,00;2,67;6,00;7,00;6,00;10,00;2,00;5,00;5,00;1,00;2,00;5,00;1,00;2,00;2,00;2,00;3,00;0,00;3,00;2,00;0,00;3,00;2,00;0,00;1,00;0,00;3,00;1,00;0,00
2021-02-21;16,00;23,00;2,00;24,00;1,33;2,67;6,00;6,00;6,00;8,00;3,00;7,00;2,00;1,00;3,00;4,00;3,00;6,00;0,00;1,00;4,00;1,00;2,00;2,00;0,00;2,00;1,00;1,00;1,00;1,00;2,00;0,00;0,00
2021-02-28;11,00;27,00;5,00;24,75;0,00;2,75;4,00;6,00;8,00;9,00;1,00;6,00;6,00;1,00;2,00;4,00;1,00;7,00;2,00;1,00;4,00;1,00;2,00;2,00;1,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2021-03-07;22,00;33,00;3,00;19,25;0,00;2,75;3,00;8,00;8,00;9,00;2,00;6,00;6,00;2,00;1,00;4,00;3,00;7,00;2,00;2,00;4,00;0,00;2,00;2,00;1,00;1,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00
2021-03-14;10,00;26,00;3,00;15,00;2,50;2,50;6,00;9,00;5,00;13,00;0,50;4,00;4,00;1,00;3,00;7,00;1,00;2,00;1,00;3,00;0,50;1,00;3,00;0,50;0,50;3,00;1,00;1,00;0,50;0,00;1,00;0,00;0,00
2021-03-21;14,00;22,00;3,00;22,40;0,00;5,60;6,00;5,00;7,00;14,00;2,00;6,00;3,00;0,00;1,00;6,00;1,00;5,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00
2021-03-28;15,00;17,00;2,00;24,00;0,00;6,00;3,00;3,00;8,00;12,00;2,00;3,00;3,00;1,00;1,00;2,00;3,00;6,00;2,00;2,00;3,00;1,00;0,00;4,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2021-04-04;13,00;20,00;5,00;15,60;1,30;2,60;4,00;5,00;4,00;12,00;1,00;4,00;5,00;0,00;3,00;6,00;2,00;5,00;1,00;1,00;1,00;2,00;1,00;2,00;1,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00
2021-04-11;13,00;21,00;5,00;18,20;0,00;2,60;5,00;2,00;8,00;9,00;1,00;4,00;4,00;1,00;3,00;4,00;1,00;3,00;1,00;3,00;2,00;0,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00;1,00;3,00;0,00;0,00
2021-04-18;13,00;20,58;8,67;18,20;0,00;5,20;3,00;5,00;5,00;15,00;1,00;4,00;3,00;0,00;3,00;5,00;1,00;2,00;2,00;1,00;5,00;0,00;2,00;1,00;0,00;3,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00
2021-04-25;13,00;31,00;4,00;26,00;0,00;2,60;4,00;6,00;5,00;12,00;1,00;5,00;4,00;0,50;2,00;5,00;1,00;3,00;1,00;1,00;5,00;0,50;1,00;1,00;0,00;1,00;1,00;1,00;1,00;0,50;0,50;0,00;0,00
2021-05-02;16,00;33,00;4,00;21,33;0,00;10,67;7,00;7,00;3,00;14,00;1,00;5,00;4,00;1,00;3,00;5,00;2,00;4,00;3,00;2,00;3,00;0,00;2,00;1,00;1,00;2,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00
2021-05-09;14,00;29,08;4,31;280,00;1,40;8,40;6,00;10,00;9,00;11,00;1,00;7,00;6,00;2,00;4,00;7,00;2,00;3,00;2,00;5,00;3,00;1,00;2,00;1,00;0,00;4,00;2,00;1,00;1,00;1,00;0,00;1,00;0,00
2021-05-16;20,00;30,00;5,00;94,29;1,43;8,57;7,00;6,00;8,00;13,00;2,00;8,00;4,00;1,00;4,00;4,00;4,00;6,00;3,00;4,00;3,00;1,00;2,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;3,00;0,00;0,00
2021-05-23;23,00;38,68;4,18;37,38;1,44;8,63;6,00;5,00;7,00;10,00;4,00;13,00;3,00;2,00;4,00;6,00;4,00;4,00;1,00;4,00;4,00;0,00;3,00;3,00;1,00;3,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00
2021-05-30;16,00;37,33;3,20;32,00;1,33;8,00;3,00;8,00;12,00;16,00;3,00;6,00;6,00;2,00;2,00;5,00;3,00;5,00;4,00;6,00;2,00;1,00;3,00;3,00;1,00;1,00;2,00;1,00;1,00;1,00;4,00;0,00;1,00
2021-06-06;20,00;37,00;9,00;34,29;1,43;11,43;8,00;6,00;18,00;13,00;3,00;9,00;7,00;2,00;7,00;7,00;2,00;4,00;3,00;4,00;4,00;2,00;5,00;6,00;1,00;1,00;3,00;2,00;3,00;0,00;2,00;1,00;0,00
2021-06-13;16,00;34,13;8,53;29,33;2,67;10,67;5,00;8,00;10,00;13,00;3,00;15,00;5,00;1,00;3,00;5,00;4,00;3,00;3,00;5,00;5,00;3,00;3,00;3,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00
2021-06-20;22,00;31,00;9,00;35,75;0,00;11,00;5,00;9,00;14,00;13,00;6,00;12,00;8,00;0,00;7,00;13,00;3,00;7,00;3,00;2,00;4,00;3,00;4,00;3,00;0,00;1,00;3,00;1,00;1,00;0,00;3,00;0,00;0,00
2021-06-27;18,00;52,94;11,65;30,00;1,50;12,00;9,00;11,00;9,00;12,00;6,00;16,00;11,00;3,00;9,00;10,00;0,00;10,00;7,00;5,00;9,00;4,00;6,00;3,00;1,00;4,00;2,00;2,00;1,00;0,00;2,00;0,00;1,00
2021-07-04;17,00;57,38;10,63;48,17;1,42;19,83;9,00;12,00;11,00;15,00;3,00;11,00;9,00;2,00;6,00;13,00;3,00;8,00;4,00;7,00;4,00;1,00;2,00;2,00;1,00;4,00;2,00;2,00;3,00;1,00;1,00;0,00;1,00
2021-07-11;19,00;48,00;10,00;35,29;1,36;10,86;8,00;12,00;9,00;15,00;7,00;15,00;13,00;2,00;7,00;13,00;5,00;10,00;6,00;7,00;6,00;1,00;5,00;4,00;1,00;6,00;3,00;2,00;1,00;0,00;2,00;1,00;0,00
2021-07-18;21,00;49,00;11,00;31,50;0,00;7,88;13,00;14,00;12,00;19,00;3,00;14,00;6,00;1,00;6,00;17,00;4,00;9,00;5,00;8,00;4,00;3,00;3,00;4,00;1,00;5,00;3,00;2,00;2,00;1,00;3,00;0,00;0,00
2021-07-25;21,00;44,00;13,00;36,75;1,31;10,50;8,00;8,00;12,00;16,00;3,00;12,00;10,00;3,00;5,00;16,00;5,00;7,00;4,00;2,00;7,00;4,00;7,00;3,00;1,00;8,00;4,00;2,00;2,00;0,00;1,00;0,00;0,00
2021-08-01;26,00;50,00;11,00;41,60;1,30;15,60;9,00;7,00;11,00;17,00;1,00;12,00;13,00;3,00;10,00;16,00;4,00;11,00;3,00;5,00;7,00;5,00;7,00;3,00;2,00;3,00;3,00;3,00;2,00;0,00;2,00;0,00;1,00
2021-08-08;30,00;99,00;17,00;49,09;1,36;16,36;13,00;13,00;9,00;13,00;5,00;15,00;8,00;2,00;6,00;14,00;6,00;7,00;5,00;4,00;5,00;3,00;8,00;3,00;2,00;5,00;7,00;2,00;6,00;2,00;3,00;1,00;0,00
2021-08-15;28,00;79,00;17,00;42,00;1,40;11,20;19,00;16,00;21,00;24,00;7,00;25,00;15,00;1,00;8,00;15,00;3,00;10,00;6,00;8,00;7,00;3,00;8,00;6,00;1,00;3,00;3,00;2,00;2,00;1,00;3,00;0,00;0,00
2021-08-22;30,00;79,00;18,00;60,00;1,36;19,09;13,00;13,00;13,00;10,00;10,00;14,00;12,00;3,00;5,00;21,00;5,00;10,00;6,00;7,00;8,00;4,00;9,00;2,00;1,00;3,00;5,00;2,00;1,00;0,00;4,00;0,00;0,00
2021-08-29;38,00;83,19;24,65;54,29;1,36;19,00;18,00;19,00;20,00;13,00;5,00;23,00;18,00;6,00;5,00;18,00;2,00;8,00;2,00;8,00;4,00;2,00;4,00;4,00;1,00;4,00;1,00;3,00;3,00;1,00;1,00;0,00;1,00
2021-09-05;36,00;83,31;17,49;58,15;2,77;16,62;17,00;15,00;20,00;19,00;6,00;31,00;15,00;3,00;7,00;22,00;2,00;9,00;8,00;4,00;8,00;2,00;6,00;2,00;1,00;4,00;1,00;4,00;1,00;1,00;2,00;0,00;0,00
2021-09-12;39,00;84,16;20,53;61,29;1,39;16,71;15,00;17,00;20,00;15,00;8,00;24,00;16,00;2,00;6,00;16,00;2,00;11,00;4,00;5,00;8,00;2,00;7,00;4,00;1,00;5,00;8,00;2,00;1,00;0,00;3,00;1,00;0,00
2021-09-19;48,00;71,49;17,36;48,00;0,00;16,94;20,00;14,00;21,00;14,00;7,00;16,00;11,00;6,00;5,00;20,00;4,00;9,00;3,00;7,00;10,00;3,00;6,00;6,00;0,00;4,00;3,00;2,00;1,00;1,00;2,00;0,00;1,00
2021-09-26;52,00;96,86;24,47;54,74;1,37;10,95;17,00;24,00;17,00;17,00;8,00;17,00;16,00;2,00;7,00;16,00;3,00;13,00;4,00;6,00;7,00;2,00;6,00;5,00;1,00;6,00;2,00;2,00;2,00;0,00;2,00;0,00;1,00
2021-10-03;47,00;72,54;12,26;52,53;1,38;22,12;22,00;18,00;16,00;15,00;19,00;22,00;23,00;1,00;5,00;20,00;3,00;9,00;1,00;6,00;3,00;4,00;3,00;3,00;1,00;6,00;4,00;2,00;2,00;0,00;0,00;0,00;0,50
2021-10-10;49,00;85,75;19,40;62,61;1,36;21,78;27,00;23,00;15,00;25,00;19,00;19,00;29,00;3,00;3,00;18,00;3,00;9,00;4,00;7,00;7,00;2,00;7,00;2,00;1,00;4,00;2,00;1,00;1,00;0,50;1,00;0,00;0,00
2021-10-17;50,00;79,59;12,24;50,00;0,00;16,67;25,00;20,00;16,00;22,00;15,00;18,00;23,00;4,00;7,00;17,00;3,00;9,00;2,00;8,00;7,00;4,00;5,00;5,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;1,00;0,00
2021-10-24;42,00;67,00;18,00;50,40;0,00;16,80;22,00;16,00;16,00;20,00;18,00;20,00;48,00;3,00;3,00;15,00;2,00;8,00;4,00;8,00;7,00;3,00;7,00;4,00;1,00;4,00;2,00;2,00;0,50;0,00;2,00;0,00;1,00
2021-10-31;43,00;79,86;16,38;53,75;1,34;16,13;24,00;15,00;17,00;28,00;18,00;19,00;24,00;8,00;2,00;15,00;4,00;7,00;3,00;6,00;7,00;4,00;3,00;3,00;0,50;4,00;3,00;1,00;0,50;0,00;1,00;0,00;1,00
