Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-01-05;21,00;1,00;45,00;3,00;5,00
2020-01-12;21,00;4,00;47,00;2,00;1,00
2020-01-19;22,00;1,00;38,00;3,00;5,00
2020-01-26;21,00;2,00;33,00;2,00;2,00
2020-02-02;21,00;3,00;36,00;1,00;4,00
2020-02-09;18,00;2,00;35,00;1,00;1,00
2020-02-16;21,00;2,00;45,00;3,00;1,00
2020-02-23;15,00;2,00;33,00;3,00;3,00
2020-03-01;17,00;2,00;39,00;2,00;4,00
2020-03-08;16,00;2,00;36,00;2,00;1,00
2020-03-15;14,00;1,00;27,00;2,00;1,00
2020-03-22;11,00;1,00;24,00;1,00;2,00
2020-03-29;11,00;1,00;23,00;1,00;2,00
2020-04-05;12,00;2,00;31,00;3,00;2,00
2020-04-12;15,00;2,00;26,00;4,00;1,00
2020-04-19;11,00;3,00;31,00;1,00;1,00
2020-04-26;15,00;2,00;29,00;2,00;2,00
2020-05-03;14,00;1,00;28,00;3,00;1,00
2020-05-10;10,00;1,00;26,00;3,00;2,00
2020-05-17;17,00;2,00;34,00;0,50;2,00
2020-05-24;11,00;2,00;29,00;3,00;2,00
2020-05-31;11,00;1,00;26,00;1,00;2,00
2020-06-07;12,00;0,00;29,00;1,00;2,00
2020-06-14;12,00;1,00;21,00;1,00;3,00
2020-06-21;15,00;2,00;31,00;2,00;1,00
2020-06-28;12,00;1,00;30,00;1,00;1,00
2020-07-05;10,00;1,00;22,00;0,50;2,00
2020-07-12;16,00;1,00;26,00;1,00;2,00
2020-07-19;18,00;1,00;24,00;2,00;0,50
2020-07-26;16,00;1,00;21,00;1,00;2,00
2020-08-02;23,00;1,00;23,00;1,00;2,00
2020-08-09;17,00;3,00;28,00;0,50;1,00
2020-08-16;15,00;2,00;27,00;0,50;1,00
2020-08-23;17,00;1,00;28,00;1,00;2,00
2020-08-30;17,00;1,00;25,00;1,00;1,00
2020-09-06;12,00;1,00;26,00;0,00;1,00
2020-09-13;17,00;1,00;22,00;1,00;2,00
2020-09-20;17,00;0,00;17,00;0,50;2,00
2020-09-27;12,00;1,00;24,00;1,00;1,00
2020-10-04;13,00;2,00;22,00;7,00;1,00
2020-10-11;17,00;1,00;16,00;0,50;1,00
2020-10-18;11,00;3,00;22,00;0,00;1,00
2020-10-25;15,00;2,00;16,00;1,00;2,00
2020-11-01;9,00;1,00;14,00;1,00;1,00
2020-11-08;13,00;1,00;18,00;1,00;1,00
2020-11-15;14,00;1,00;20,00;2,00;3,00
2020-11-22;14,00;1,00;23,00;3,00;0,50
2020-11-29;14,00;1,00;20,00;1,00;0,50
2020-12-06;16,00;0,50;22,00;1,00;2,00
2020-12-13;11,00;1,00;23,00;1,00;1,00
2020-12-20;16,00;0,50;22,00;2,00;3,00
2020-12-27;15,00;1,00;32,00;1,00;2,00
2021-01-03;13,00;1,00;18,00;2,00;2,00
2021-01-10;16,00;1,00;20,00;1,00;0,00
2021-01-17;13,00;1,00;25,00;2,00;2,00
2021-01-24;14,00;1,00;27,00;2,00;1,00
2021-01-31;14,00;1,00;22,00;0,50;1,00
2021-02-07;13,00;2,00;18,00;1,00;1,00
2021-02-14;13,00;3,00;25,00;1,00;3,00
2021-02-21;10,00;1,00;23,00;1,00;3,00
2021-02-28;12,00;2,00;23,00;4,00;1,00
2021-03-07;22,00;0,50;24,00;1,00;0,00
2021-03-14;19,00;2,00;24,00;2,00;1,00
2021-03-21;14,00;1,00;28,00;3,00;2,00
2021-03-28;9,00;2,00;29,00;1,00;2,00
2021-04-04;17,00;1,00;26,00;1,00;1,00
2021-04-11;15,00;3,00;28,00;3,00;0,00
2021-04-18;13,00;1,00;37,00;2,00;3,00
2021-04-25;14,00;1,00;25,00;0,00;3,00
2021-05-02;23,00;2,00;27,00;1,00;3,00
2021-05-09;15,00;2,00;33,00;2,00;1,00
2021-05-16;25,00;1,00;26,00;3,00;3,00
2021-05-23;17,00;1,00;28,00;1,00;3,00
2021-05-30;17,00;2,00;23,00;1,00;2,00
2021-06-06;18,00;2,00;25,00;0,50;1,00
2021-06-13;18,00;2,00;25,00;0,50;1,00
2021-06-20;18,00;0,50;21,00;1,00;2,00
2021-06-27;17,00;2,00;25,00;0,00;2,00
2021-07-04;15,00;1,00;25,00;2,00;0,50
2021-07-11;18,00;3,00;26,00;2,00;2,00
2021-07-18;21,00;1,00;31,00;3,00;7,00
2021-07-25;15,00;1,00;30,00;1,00;3,00
2021-08-01;16,00;2,00;27,00;1,00;2,00
2021-08-08;19,00;3,00;25,00;2,00;1,00
2021-08-15;19,00;0,50;20,00;1,00;2,00
2021-08-22;20,00;1,00;100,00;1,00;2,00
2021-08-29;13,00;2,00;39,00;1,00;2,00
2021-09-05;15,00;2,00;24,00;2,00;0,50
2021-09-12;16,00;1,00;25,00;2,00;2,00
2021-09-19;20,00;2,00;22,00;1,00;1,00
2021-09-26;12,00;0,50;25,00;0,00;0,50
2021-10-03;8,00;3,00;24,00;2,00;1,00
2021-10-10;14,00;2,00;21,00;2,00;1,00
2021-10-17;12,00;3,00;21,00;1,00;1,00
2021-10-24;12,00;1,00;27,00;1,00;3,00
2021-10-31;12,00;1,00;17,00;1,00;1,00
2021-11-07;14,00;3,00;29,00;1,00;1,00
2021-11-14;14,00;1,00;18,00;1,00;1,00
2021-11-21;10,00;1,00;21,00;1,00;1,00
2021-11-28;12,00;2,00;22,00;0,50;2,00
2021-12-05;16,00;2,00;24,00;1,00;1,00
2021-12-12;13,00;6,00;26,00;1,00;1,00
2021-12-19;14,00;1,00;28,00;1,00;2,00
2021-12-26;18,00;3,00;29,00;1,00;2,00
2022-01-02;21,00;2,00;27,00;0,00;1,00
2022-01-09;18,00;1,00;24,00;1,00;1,00
