Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-01-05;19,00;0,00;25,00;19,00;38,00;74,10;36,10;6,79;44,79;19,00;12,21;13,00;0,00;6,00;0,00;25,00;0,00;25,00;13,00;0,00;19,00;6,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;47,00;0,00;6,00;17,00;29,00;105,75;29,38;0,00;29,54;29,54;0,00;6,00;0,00;0,00;0,00;12,00;0,00;41,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;35,00;0,00;29,00;6,00;17,00;81,67;52,50;5,38;5,38;57,88;0,00;12,00;0,00;0,00;0,00;12,00;6,00;41,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;55,00;0,00;30,00;0,00;24,00;80,54;60,89;0,00;42,93;30,85;18,78;18,00;0,00;18,00;0,00;30,00;0,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;61,00;0,00;6,00;0,00;18,00;61,00;23,61;6,78;6,78;31,18;6,78;12,00;0,00;6,00;0,00;6,00;6,00;30,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;60,00;0,00;18,00;24,00;24,00;96,77;11,61;12,00;24,00;17,33;0,00;18,00;18,00;6,00;0,00;12,00;0,00;36,00;6,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;42,00;0,00;6,00;24,00;24,00;70,64;47,73;0,00;36,58;36,58;5,42;0,00;6,00;6,00;0,00;12,00;0,00;36,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;24,00;0,00;12,00;6,00;29,00;90,00;24,00;0,00;24,00;22,67;12,00;6,00;0,00;0,00;6,00;12,00;0,00;30,00;0,00;0,00;6,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;17,00;0,00;34,00;0,00;11,00;71,78;34,00;5,23;34,00;49,69;11,77;17,00;6,00;0,00;6,00;23,00;6,00;11,00;6,00;0,00;6,80;0,00;0,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;29,00;0,00;6,00;6,00;17,00;40,60;11,60;0,00;5,52;29,00;5,52;0,00;17,00;17,00;6,00;0,00;6,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;39,00;0,00;17,00;6,00;0,00;27,30;17,55;0,00;5,38;22,86;0,00;11,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;0,00;0,00;11,00;25,67;9,17;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;21,00;0,00;0,00;0,00;5,00;26,73;0,00;0,00;0,00;10,50;0,00;5,00;10,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;17,00;0,00;6,00;0,00;11,00;20,78;0,00;5,67;11,33;11,33;5,67;0,00;11,00;0,00;6,00;22,00;0,00;17,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;0,00;16,00;0,00;11,00;25,00;3,00;0,00;4,00;0,00;0,00;0,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;10,00;0,00;5,00;0,00;16,00;54,00;6,00;0,00;15,00;10,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;11,00;0,00;0,00;0,00;11,00;30,80;6,60;0,00;5,50;0,00;0,00;0,00;16,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;7,33;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;11,00;0,00;0,00;5,00;5,00;72,60;0,00;0,00;5,50;5,50;0,00;0,00;0,00;5,00;0,00;0,00;0,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;16,00;0,00;5,00;0,00;0,00;38,00;6,00;0,00;10,67;10,67;0,00;10,00;10,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;0,00;0,00;6,00;6,00;6,00;23,00;0,00;0,00;12,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;17,00;0,00;23,00;0,00;0,00;37,78;11,33;0,00;0,00;22,23;0,00;6,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;16,00;0,00;11,00;0,00;21,00;56,00;12,00;0,00;21,33;21,33;0,00;5,00;11,00;5,00;0,00;5,00;5,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;38,00;0,00;0,00;0,00;11,00;44,00;12,00;0,00;5,43;21,71;5,43;5,00;5,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;23,00;0,00;29,00;0,00;23,00;72,83;0,00;17,59;12,18;28,41;0,00;0,00;11,00;0,00;0,00;6,00;0,00;12,00;0,00;0,00;16,43;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;54,00;0,00;12,00;0,00;0,00;23,14;17,36;0,00;12,15;12,15;5,40;6,00;0,00;0,00;0,00;24,00;0,00;36,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;24,00;0,00;6,00;0,00;24,00;30,00;18,00;12,00;29,33;94,67;12,00;6,00;30,00;0,00;6,00;6,00;6,00;12,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;25,00;0,00;6,00;0,00;18,00;61,54;25,00;6,94;6,94;63,89;12,50;0,00;18,00;18,00;6,00;19,00;6,00;19,00;0,00;0,00;7,14;0,00;0,00;0,00;12,00;0,00;0,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;19,00;0,00;13,00;0,00;13,00;62,70;62,70;6,79;19,00;71,93;0,00;39,00;26,00;6,00;13,00;13,00;0,00;6,00;6,00;0,00;19,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;46,00;0,00;0,00;0,00;7,00;105,42;19,17;6,57;26,29;97,26;13,14;13,00;33,00;0,00;7,00;20,00;0,00;20,00;0,00;0,00;13,14;0,00;7,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
