Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-01-05;73,00;405,56;616,44;0,00;40,56;166,44;8,76;32,12;204,40;151,03;95,66;158,59;50,34;35,78;61,55;4,29;22,90;11,00;0,00;11,00;4,00;77,00;20,00;48,00;5,00;0,00;9,00;0,00;0,00;7,00;0,00;0,00;0,00;9,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00
2020-01-12;100,00;475,00;650,00;0,00;50,00;214,71;2,94;52,94;232,35;175,00;112,50;150,00;45,00;37,68;53,62;23,19;14,49;9,00;2,00;12,00;7,00;47,00;16,00;38,00;7,00;4,00;9,00;0,00;4,00;4,00;2,00;2,00;0,00;11,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00
2020-01-19;82,00;549,40;746,20;0,00;57,40;164,00;2,93;41,00;146,43;223,64;84,48;96,91;77,03;30,21;48,91;12,95;5,75;8,00;13,00;6,00;4,00;54,00;13,00;59,00;6,00;6,00;13,00;0,00;6,00;4,00;2,00;2,00;0,00;25,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;78,00;390,00;598,00;0,00;52,00;127,11;5,78;23,11;130,00;193,74;70,45;105,68;52,84;11,56;50,56;11,56;11,56;20,00;2,00;11,00;2,00;69,00;7,00;32,00;9,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;87,00;391,50;617,70;4,35;69,60;98,60;2,90;31,90;116,00;166,54;69,60;124,29;54,69;36,25;37,70;11,60;7,25;15,00;4,00;6,00;0,00;53,00;6,00;30,00;2,00;2,00;11,00;0,00;0,00;4,00;2,00;0,00;0,00;8,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00
2020-02-09;80,00;392,00;456,00;0,00;48,00;109,63;2,96;26,67;121,48;137,50;70,00;142,50;55,00;26,18;37,82;16,00;14,55;13,00;2,00;5,00;2,00;51,00;13,00;31,00;4,00;5,00;11,00;0,00;0,00;7,00;2,00;2,00;0,00;9,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-02-16;74,00;378,22;550,89;0,00;57,56;139,12;5,92;32,56;124,32;118,40;81,40;113,47;46,87;29,02;43,53;18,86;13,06;4,00;0,00;13,00;7,00;69,00;22,00;29,00;9,00;0,00;9,00;0,00;0,00;2,00;2,00;0,00;0,00;11,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;64,00;328,00;512,00;0,00;48,00;116,36;2,91;29,09;84,36;113,23;71,38;108,31;54,15;13,09;48,00;13,09;7,27;7,00;4,00;4,00;5,00;21,00;16,00;28,00;11,00;4,00;9,00;2,00;0,00;2,00;0,00;0,00;0,00;11,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00
2020-03-01;55,00;275,00;416,43;0,00;31,43;86,84;2,89;20,26;81,05;82,50;60,00;95,00;47,50;17,37;41,97;8,68;2,89;14,00;4,00;4,00;0,00;32,00;11,00;31,00;7,00;2,00;13,00;0,00;0,00;0,00;2,00;2,00;0,00;9,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00
2020-03-08;43,00;438,60;860,00;0,00;25,80;100,33;5,73;20,07;71,67;73,35;45,53;83,47;68,29;24,37;25,80;2,87;0,00;12,00;2,00;2,00;3,00;23,00;7,00;19,00;5,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;2,00;5,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;45,00;180,00;360,00;0,00;18,00;30,00;3,00;6,00;51,00;27,50;20,00;115,00;90,00;5,81;20,32;1,45;2,90;7,00;0,00;3,00;5,00;9,00;3,00;7,00;5,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;5,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;23,00;61,33;122,67;0,00;7,67;31,63;2,88;8,63;31,63;35,78;7,67;25,56;17,89;2,88;12,94;7,19;2,88;7,00;3,00;0,00;0,00;13,00;5,00;3,00;2,00;0,00;3,00;0,00;2,00;3,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
