Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-01-05;54,00;4,41;4,41;0,00;38,57;5,00;10,00;0,00;0,00;5,00;5,00;24,00;0,00;34,00;15,00;24,00;10,00;10,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;5,00;20,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;81,00;11,95;5,31;5,31;29,21;16,93;0,00;6,04;0,00;22,97;0,00;35,06;22,97;22,97;0,00;12,09;6,04;12,09;0,00;0,00;0,00;0,00;0,00;0,00;6,04;12,09;6,04;22,97;0,00;6,04;6,04;6,04;6,04;0,00;12,09;0,00;0,00;0,00;0,00;0,00
2020-01-19;45,00;0,00;18,41;8,18;34,77;9,38;9,38;0,00;9,38;26,25;0,00;45,00;0,00;18,75;18,75;0,00;18,75;0,00;0,00;0,00;9,38;0,00;0,00;9,38;0,00;9,38;18,75;18,75;0,00;0,00;0,00;0,00;26,25;0,00;26,25;0,00;0,00;0,00;0,00;0,00
2020-01-26;53,00;14,35;4,42;9,94;18,77;5,00;0,00;0,00;0,00;19,00;0,00;33,00;5,00;10,00;10,00;10,00;10,00;10,00;0,00;5,00;5,00;0,00;0,00;10,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;92,00;0,00;0,00;6,03;13,57;6,76;0,00;0,00;6,76;6,76;0,00;39,24;6,76;6,76;13,53;6,76;25,71;13,53;0,00;0,00;6,76;0,00;0,00;18,94;6,76;6,76;6,76;6,76;0,00;0,00;6,76;0,00;13,53;0,00;6,76;0,00;0,00;0,00;0,00;0,00
2020-02-09;82,00;4,97;11,18;0,00;32,30;0,00;0,00;21,34;0,00;26,96;0,00;38,19;0,00;21,34;11,23;0,00;5,62;21,34;0,00;15,73;5,62;0,00;0,00;5,62;0,00;0,00;5,62;16,85;11,23;0,00;0,00;0,00;5,62;0,00;5,62;0,00;0,00;0,00;0,00;0,00
2020-02-16;71,00;0,00;8,11;0,00;26,37;9,10;9,10;0,00;9,10;9,10;0,00;25,49;0,00;43,69;18,21;18,21;18,21;0,00;0,00;18,21;0,00;0,00;0,00;9,10;0,00;0,00;0,00;27,31;0,00;0,00;9,10;9,10;9,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;46,00;0,00;0,00;0,00;14,24;5,00;9,00;0,00;0,00;9,00;0,00;23,00;5,00;9,00;0,00;0,00;9,00;18,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00
2020-03-01;39,00;0,00;10,40;0,00;16,90;6,09;10,97;0,00;0,00;10,97;0,00;17,06;0,00;17,06;0,00;23,16;6,09;17,06;0,00;6,09;0,00;10,97;0,00;6,09;0,00;0,00;0,00;23,16;0,00;0,00;6,09;0,00;10,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;56,00;0,00;0,00;0,00;140,00;5,09;0,00;5,09;5,09;5,09;11,45;61,09;0,00;33,09;0,00;11,45;11,45;11,45;0,00;0,00;0,00;21,64;0,00;0,00;0,00;11,45;0,00;0,00;0,00;0,00;0,00;0,00;5,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00
