Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-01-05;49,00;744,80;980,00;205,80;499,80;448,00;14,00;392,00;105,00;118,63;180,53;180,53;198,58;70,00;294,00;84,00;28,00;188,46;327,92;33,92;120,62;38,11;115,69;66,69;65,33;37,00;66,00;39,00;63,00;30,00;12,00;9,00;6,00;22,00;9,00;3,00
2020-01-12;71,00;862,14;943,29;253,57;578,14;468,60;14,20;426,00;127,80;126,79;174,96;167,36;205,39;71,00;440,20;85,20;14,20;216,74;355,00;33,63;142,00;39,60;101,04;68,27;65,54;32,00;67,00;48,00;69,00;21,00;11,00;7,00;4,00;17,00;0,00;6,00
2020-01-19;100,00;800,00;910,00;220,00;570,00;542,86;7,14;371,43;121,43;127,50;162,50;202,50;230,00;78,57;357,14;128,57;21,43;251,85;370,37;40,74;133,33;20,83;113,89;68,06;86,11;28,00;56,00;29,00;65,00;10,00;13,00;10,00;9,00;25,00;4,00;4,00
2020-01-26;47,00;620,40;770,80;169,20;404,20;462,17;7,83;329,00;101,83;96,47;116,26;141,00;175,63;33,57;268,57;73,86;13,43;184,38;282,00;32,54;115,69;16,59;117,50;64,97;53,91;23,00;56,00;30,00;53,00;14,00;7,00;14,00;6,00;20,00;6,00;1,00
2020-02-02;61,00;650,67;752,33;203,33;427,00;488,00;15,25;427,00;99,13;104,21;122,00;180,46;254,17;40,67;291,44;74,56;33,89;179,41;272,71;28,71;114,82;34,66;88,73;62,39;62,39;29,00;66,00;30,00;75,00;17,00;3,00;6,00;10,00;24,00;0,00;3,00
2020-02-09;58,00;705,67;879,67;183,67;415,67;435,00;7,25;355,25;108,75;95,83;158,87;153,83;194,17;58,00;319,00;79,75;21,75;199,38;308,13;29,00;112,38;35,90;96,67;55,24;55,24;28,00;63,00;38,00;53,00;18,00;24,00;11,00;6,00;13,00;8,00;1,00
2020-02-16;71,00;791,14;841,86;223,14;466,57;447,30;7,10;340,80;127,80;109,04;147,07;195,25;220,61;49,70;298,20;85,20;28,40;216,74;343,79;37,37;127,05;26,45;91,88;68,22;73,78;23,00;61,00;32,00;64,00;14,00;9,00;7,00;6,00;19,00;1,00;6,00
2020-02-23;63,00;829,50;787,50;220,50;462,00;469,00;7,00;350,00;105,00;95,76;178,92;204,12;224,28;56,00;357,00;56,00;35,00;181,59;296,47;44,47;118,59;32,87;130,11;56,15;50,67;25,00;46,00;26,00;61,00;26,00;16,00;12,00;10,00;21,00;5,00;1,00
2020-03-01;46,00;680,80;616,40;156,40;423,20;467,67;7,67;406,33;76,67;86,89;171,22;219,78;199,33;46,00;299,00;76,67;38,33;138,00;245,33;30,67;118,83;22,30;139,39;57,15;44,61;26,00;42,00;18,00;44,00;17,00;17,00;15,00;0,00;16,00;0,00;4,00
2020-03-08;42,00;850,50;861,00;178,50;504,00;420,00;14,00;406,00;77,00;91,41;160,59;182,82;195,18;35,00;280,00;70,00;28,00;157,50;280,00;28,00;115,50;33,87;127,35;56,90;40,65;16,00;51,00;36,00;51,00;10,00;18,00;11,00;5,00;11,00;1,00;3,00
2020-03-15;40,00;600,00;520,00;130,00;280,00;326,67;6,67;280,00;53,33;60,00;145,00;157,50;187,50;40,00;666,67;40,00;33,33;127,27;203,64;29,09;98,18;35,86;118,62;70,34;34,48;19,00;27,00;19,00;60,00;15,00;21,00;7,00;5,00;7,00;1,00;7,00
2020-03-22;27,00;360,00;351,00;81,00;225,00;256,50;3,38;249,75;33,75;48,60;143,10;137,70;197,10;20,25;405,00;33,75;27,00;104,14;181,29;23,14;77,14;18,47;110,84;51,16;41,21;13,00;33,00;17,00;51,00;17,00;20,00;5,00;3,00;9,00;1,00;0,00
2020-03-29;27,00;324,00;279,00;72,00;171,00;209,25;6,75;162,00;40,50;46,64;98,18;103,09;142,36;27,00;236,25;40,50;20,25;96,43;142,71;30,86;50,14;22,74;76,74;45,47;44,05;15,00;24,00;17,00;33,00;8,00;5,00;4,00;3,00;8,00;1,00;3,00
2020-04-05;32,00;405,33;373,33;85,33;224,00;264,00;8,00;216,00;40,00;58,67;125,33;112,00;157,33;32,00;232,00;48,00;24,00;74,67;135,11;24,89;49,78;30,61;66,78;29,22;38,96;12,00;18,00;7,00;36,00;14,00;8,00;3,00;5,00;17,00;0,00;3,00
