Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2020-01-05;23,00;13,14;253,00;108,43;3,29;27,00
2020-01-12;31,00;0,00;310,00;111,60;0,00;31,00
2020-01-19;56,00;9,33;258,22;99,56;0,00;33,00
2020-01-26;23,00;9,86;279,29;82,14;0,00;14,00
2020-02-02;19,00;9,50;316,67;82,33;3,17;5,00
2020-02-09;9,00;0,00;261,00;87,00;0,00;36,00
2020-02-16;27,00;10,13;300,38;57,38;0,00;31,00
2020-02-23;17,00;3,40;272,00;64,60;3,40;43,00
2020-03-01;27,00;0,00;199,13;77,63;0,00;13,00
2020-03-08;22,00;12,57;172,86;59,71;0,00;26,00
2020-03-15;13,00;0,00;165,75;84,50;0,00;17,00
2020-03-22;12,00;9,00;60,00;33,00;3,00;8,00
2020-03-29;20,00;10,00;96,67;23,33;0,00;16,00
2020-04-05;12,00;9,00;69,00;27,00;0,00;16,00
2020-04-12;8,00;10,67;226,67;45,33;0,00;8,00
2020-04-19;16,00;9,60;137,60;35,20;0,00;16,00
2020-04-26;12,00;0,00;96,00;33,00;0,00;8,00
2020-05-03;12,00;3,00;84,00;33,00;0,00;12,00
2020-05-10;4,00;0,00;108,00;40,00;0,00;8,00
2020-05-17;20,00;0,00;153,33;50,00;3,33;16,00
2020-05-24;13,00;3,25;97,50;42,25;0,00;13,00
2020-05-31;12,00;3,00;114,00;21,00;3,00;12,00
2020-06-07;8,00;0,00;108,00;64,00;0,00;16,00
2020-06-14;12,00;9,00;93,00;30,00;0,00;12,00
2020-06-21;12,00;0,00;114,00;33,00;0,00;8,00
2020-06-28;20,00;0,00;170,00;56,67;0,00;8,00
2020-07-05;25,00;3,13;115,63;28,13;0,00;8,00
2020-07-12;13,00;0,00;117,00;61,75;0,00;22,00
2020-07-19;31,00;0,00;108,50;46,50;0,00;4,00
2020-07-26;9,00;3,00;108,00;66,00;0,00;18,00
2020-08-02;18,00;9,00;102,00;42,00;0,00;18,00
2020-08-09;18,00;3,00;165,00;30,00;3,00;4,00
2020-08-16;35,00;0,00;105,00;35,00;0,00;4,00
2020-08-23;35,00;3,18;130,45;66,82;3,18;18,00
2020-08-30;9,00;0,00;204,00;51,00;3,00;14,00
2020-09-06;13,00;0,00;146,25;45,50;3,25;13,00
2020-09-13;28,00;0,00;112,00;56,00;0,00;9,00
2020-09-20;9,00;3,00;63,00;24,00;0,00;18,00
2020-09-27;14,00;0,00;112,00;59,50;3,50;0,00
2020-10-04;9,00;3,00;81,00;60,00;0,00;14,00
2020-10-11;24,00;0,00;150,86;24,00;3,43;24,00
2020-10-18;51,00;0,00;114,75;73,31;3,19;5,00
2020-10-25;23,00;3,29;95,29;62,43;0,00;5,00
2020-11-01;0,00;0,00;28,00;11,00;0,00;4,00
2020-11-08;4,00;4,00;104,00;88,00;0,00;18,00
2020-11-15;22,00;3,14;110,00;34,57;0,00;22,00
2020-11-22;4,00;0,00;140,00;76,00;0,00;22,00
2020-11-29;23,00;0,00;98,57;69,00;0,00;5,00
2020-12-06;9,00;0,00;96,00;57,00;0,00;42,00
2020-12-13;100,00;0,00;93,55;67,74;0,00;43,00
2020-12-20;68,00;0,00;119,81;58,29;0,00;10,00
2020-12-27;42,00;0,00;122,77;80,77;0,00;33,00
2021-01-03;31,00;0,00;89,90;52,70;0,00;18,00
2021-01-10;26,00;0,00;107,25;26,00;3,25;22,00
2021-01-17;22,00;0,00;113,14;34,57;9,43;27,00
2021-01-24;18,00;3,00;105,00;54,00;0,00;22,00
2021-01-31;22,00;3,14;53,43;37,71;3,14;18,00
2021-02-07;18,00;0,00;72,00;30,00;3,00;23,00
2021-02-14;14,00;0,00;119,00;56,00;0,00;14,00
2021-02-21;9,00;0,00;123,00;42,00;0,00;18,00
2021-02-28;18,00;0,00;81,00;30,00;9,00;14,00
2021-03-07;19,00;3,17;129,83;47,50;0,00;5,00
2021-03-14;14,00;0,00;108,50;49,00;0,00;0,00
2021-03-21;9,00;0,00;78,00;66,00;0,00;33,00
