Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2020-01-05;31,00;7,75;329,38;217,00;0,00;31,00
2020-01-12;74,00;3,89;233,68;249,26;3,89;39,00
2020-01-19;100,00;3,85;300,00;180,77;0,00;68,00
2020-01-26;55,00;23,57;345,71;192,50;0,00;46,00
2020-02-02;36,00;28,00;328,00;176,00;0,00;40,00
2020-02-09;26,00;0,00;230,29;208,00;3,71;57,00
2020-02-16;37,00;16,44;189,11;283,67;0,00;46,00
2020-02-23;35,00;7,78;194,44;175,00;0,00;35,00
2020-03-01;48,00;11,08;184,62;217,85;0,00;35,00
2020-03-08;54,00;7,71;135,00;115,71;0,00;37,00
2020-03-15;41,00;7,45;89,45;119,27;0,00;8,00
2020-03-22;28,00;0,00;64,00;72,00;0,00;8,00
2020-03-29;49,00;11,31;52,77;75,38;3,77;20,00
2020-04-05;18,00;0,00;50,40;75,60;0,00;18,00
2020-04-12;30,00;22,50;37,50;63,75;0,00;13,00
2020-04-19;29,00;7,25;29,00;65,25;0,00;25,00
2020-04-26;24,00;4,00;16,00;52,00;0,00;24,00
2020-05-03;29,00;4,14;33,14;62,14;0,00;21,00
2020-05-10;45,00;3,75;15,00;37,50;0,00;16,00
2020-05-17;43,00;11,73;35,18;78,18;0,00;34,00
2020-05-24;13,00;13,00;104,00;43,33;0,00;17,00
2020-05-31;8,00;4,00;72,00;60,00;0,00;21,00
2020-06-07;17,00;4,25;93,50;76,50;0,00;12,00
2020-06-14;29,00;16,57;103,57;45,57;0,00;16,00
2020-06-21;35,00;0,00;77,78;50,56;3,89;18,00
2020-06-28;21,00;4,20;67,20;54,60;0,00;4,00
2020-07-05;35,00;7,78;58,33;54,44;0,00;13,00
2020-07-12;60,00;7,50;90,00;63,75;0,00;9,00
2020-07-19;19,00;3,80;64,60;57,00;0,00;5,00
2020-07-26;14,00;7,00;35,00;38,50;0,00;5,00
2020-08-02;28,00;0,00;76,00;40,00;0,00;37,00
2020-08-09;41,00;3,73;67,09;44,73;3,73;18,00
2020-08-16;32,00;8,00;52,00;48,00;0,00;9,00
2020-08-23;46,00;3,83;42,17;72,83;0,00;9,00
2020-08-30;27,00;3,86;54,00;50,14;0,00;23,00
2020-09-06;50,00;0,00;7,69;38,46;0,00;5,00
2020-09-13;41,00;0,00;26,09;63,36;0,00;14,00
2020-09-20;36,00;4,00;48,00;80,00;0,00;27,00
2020-09-27;32,00;4,00;32,00;144,00;0,00;27,00
2020-10-04;32,00;4,00;16,00;80,00;0,00;32,00
2020-10-11;33,00;3,67;25,67;117,33;3,67;42,00
2020-10-18;0,00;1,00;5,00;15,00;0,00;14,00
2020-10-25;36,00;20,00;36,00;92,00;0,00;18,00
2020-11-01;16,00;0,00;36,00;84,00;0,00;0,00
2020-11-08;13,00;8,67;56,33;95,33;0,00;9,00
2020-11-15;32,00;4,00;44,00;96,00;0,00;18,00
2020-11-22;9,00;0,00;31,50;189,00;4,50;18,00
2020-11-29;4,00;4,00;40,00;40,00;0,00;18,00
2020-12-06;26,00;7,43;40,86;70,57;0,00;4,00
2020-12-13;40,00;4,00;52,00;120,00;4,00;13,00
2020-12-20;31,00;3,88;73,63;120,13;0,00;20,00
2020-12-27;44,00;4,00;100,00;400,00;0,00;19,00
2021-01-03;26,00;7,43;115,14;130,00;3,71;4,00
2021-01-10;13,00;4,33;56,33;203,67;0,00;17,00
2021-01-17;42,00;3,82;57,27;106,91;0,00;26,00
2021-01-24;50,00;3,85;61,54;84,62;0,00;29,00
2021-01-31;38,00;7,60;53,20;76,00;3,80;13,00
2021-02-07;65,00;7,65;72,65;164,41;0,00;9,00
2021-02-14;22,00;0,00;33,00;51,33;0,00;9,00
2021-02-21;22,00;0,00;33,00;51,33;3,67;31,00
2021-02-28;35,00;0,00;31,11;70,00;0,00;22,00
2021-03-07;30,00;0,00;45,00;67,50;3,75;4,00
2021-03-14;24,00;0,00;48,00;68,00;0,00;24,00
2021-03-21;22,00;3,67;36,67;69,67;7,33;4,00
2021-03-28;19,00;7,60;38,00;72,20;0,00;15,00
2021-04-04;27,00;0,00;30,86;108,00;0,00;18,00
2021-04-11;13,00;13,00;73,67;117,00;0,00;17,00
2021-04-18;22,00;0,00;33,00;73,33;0,00;4,00
2021-04-25;13,00;0,00;65,00;125,67;4,33;9,00
2021-05-02;29,00;4,14;58,00;157,43;0,00;17,00
2021-05-09;43,00;3,91;121,18;183,73;0,00;13,00
2021-05-16;21,00;4,20;50,40;121,80;0,00;29,00
2021-05-23;26,00;0,00;74,29;96,57;0,00;9,00
2021-05-30;37,00;3,70;62,90;129,50;0,00;19,00
2021-06-06;36,00;12,00;80,00;128,00;4,00;31,00
2021-06-13;27,00;19,29;73,29;100,29;0,00;9,00
2021-06-20;59,00;23,60;98,33;110,13;3,93;14,00
2021-06-27;27,00;0,00;135,00;150,43;0,00;14,00
2021-07-04;19,00;19,00;102,60;91,20;0,00;47,00
2021-07-11;19,00;3,80;98,80;121,60;0,00;5,00
2021-07-18;20,00;4,00;48,00;88,00;0,00;10,00
2021-07-25;15,00;3,75;86,25;75,00;0,00;5,00
2021-08-01;39,00;3,90;128,70;93,60;0,00;10,00
2021-08-08;36,00;4,00;76,00;136,00;0,00;5,00
2021-08-15;35,00;0,00;66,11;124,44;0,00;25,00
2021-08-22;56,00;0,00;78,40;123,20;0,00;26,00
2021-08-29;41,00;0,00;85,73;89,45;3,73;5,00
2021-09-05;47,00;3,92;78,33;144,92;0,00;47,00
2021-09-12;41,00;0,00;130,45;193,82;0,00;10,00
2021-09-19;63,00;0,00;106,31;145,69;0,00;21,00
2021-09-26;55,00;0,00;133,57;117,86;0,00;15,00
2021-10-03;53,00;7,57;219,57;155,21;3,79;11,00
2021-10-10;49,00;7,54;113,08;162,08;0,00;18,00
2021-10-17;82,00;0,00;203,05;203,05;0,00;41,00
2021-10-24;31,00;11,63;189,88;158,88;7,75;20,00
2021-10-31;33,00;3,67;132,00;150,33;0,00;20,00
2021-11-07;40,00;0,00;188,00;180,00;4,00;10,00
2021-11-14;46,00;3,83;126,50;149,50;3,83;20,00
2021-11-21;38,00;0,00;102,60;140,60;0,00;26,00
2021-11-28;42,00;3,82;118,36;129,82;0,00;6,00
2021-12-05;63,00;0,00;82,69;122,06;0,00;10,00
2021-12-12;32,00;12,00;112,00;132,00;0,00;14,00
2021-12-19;75,00;3,75;168,75;221,25;0,00;22,00
2021-12-26;66,00;3,88;229,06;384,35;0,00;22,00
2022-01-02;50,00;0,00;261,54;246,15;0,00;27,00
2022-01-09;64,00;0,00;208,00;232,00;0,00;13,00
