Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-01-05;26,00;73,67;4,33;0,00;4,33;26,00;13,00;13,00;26,00;53,00;9,00;18,00;13,00;4,00;9,00;13,00;0,00;0,00;4,00;0,00;4,00;9,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;26,00;84,50;4,33;0,00;21,67;55,00;21,00;9,00;21,00;43,00;4,00;9,00;4,00;4,00;13,00;4,00;9,00;0,00;0,00;0,00;0,00;4,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;22,00;110,00;4,40;0,00;0,00;26,19;13,62;4,19;22,00;35,00;17,00;13,00;17,00;4,00;26,00;4,00;0,00;4,00;0,00;9,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;30,00;107,14;17,14;0,00;12,86;30,00;25,00;4,00;13,00;48,00;0,00;17,00;13,00;0,00;17,00;0,00;4,00;0,00;17,00;0,00;4,00;13,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-02-02;39,00;127,83;0,00;0,00;4,33;21,00;9,00;17,00;13,00;35,00;4,00;13,00;9,00;4,00;17,00;9,00;4,00;0,00;0,00;4,00;0,00;9,00;9,00;13,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;9,00;110,25;13,50;0,00;36,00;22,00;17,00;17,00;4,00;9,00;4,00;9,00;0,00;0,00;13,00;4,00;9,00;4,00;0,00;0,00;0,00;13,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;22,00;99,00;8,80;0,00;17,60;47,00;9,00;9,00;9,00;22,00;13,00;18,00;4,00;22,00;26,00;4,00;0,00;9,00;9,00;4,00;9,00;4,00;9,00;13,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;13,00;52,00;13,00;0,00;8,67;22,75;8,67;4,33;13,00;8,00;4,00;8,00;0,00;13,00;8,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;17,00;40,38;17,00;0,00;0,00;12,00;8,00;0,00;8,00;17,00;8,00;13,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;13,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;16,00;68,57;4,57;0,00;9,14;16,00;16,00;4,00;8,00;8,00;4,00;0,00;12,00;0,00;16,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;8,00;56,00;0,00;0,00;8,00;4,00;12,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;0,00;11,00;0,00;0,00;4,00;4,00;12,00;0,00;0,00;4,00;8,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;4,00;26,00;0,00;0,00;4,00;0,00;8,00;8,00;12,00;8,00;0,00;0,00;0,00;0,00;12,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;0,00;8,00;0,00;0,00;0,00;9,00;0,00;0,00;17,00;13,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;14,00;2,00;0,00;6,00;34,00;4,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;9,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;0,00;15,00;4,00;0,00;0,00;12,00;4,00;4,00;8,00;8,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;8,00;40,00;5,33;0,00;0,00;23,00;8,00;4,00;0,00;12,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;16,00;41,14;9,14;0,00;4,57;12,00;8,00;4,00;12,00;4,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;8,00;14,00;0,00;0,00;4,00;16,00;4,00;4,00;0,00;20,00;0,00;4,00;0,00;0,00;4,00;8,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;13,00;34,67;8,67;0,00;0,00;39,00;13,00;0,00;9,00;18,00;4,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;8,00;46,00;8,00;0,00;0,00;17,00;4,00;0,00;21,00;17,00;4,00;4,00;0,00;4,00;17,00;13,00;4,00;4,00;8,00;0,00;0,00;8,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
