Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-01-05;71,00;14,00;7,00;21,00;0,00;0,00;0,00;7,00;0,00;7,00;7,00;7,00;21,00;0,00;7,00;0,00;7,00;7,34;0,00;75,90;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;33,00;0,00;7,00;13,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;26,00;39,00;0,00;0,00;13,00;0,00;0,00;101,54;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;20,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;41,00;14,00;20,00;27,00;14,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;27,00;0,00;7,00;14,00;7,00;7,69;0,00;112,75;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;20,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;26,00;0,00;0,00;7,50;112,50;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;26,00;0,00;7,00;13,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;33,00;7,00;0,00;0,00;0,00;0,00;0,00;94,55;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;34,00;7,00;0,00;14,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;34,00;0,00;7,00;0,00;0,00;0,00;0,00;85,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;14,00;7,00;7,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;41,00;0,00;7,00;20,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;92,25;0,00;0,00;7,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;57,00;13,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;6,00;19,00;0,00;0,00;0,00;0,00;7,43;0,00;69,39;7,43;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;25,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;13,00;0,00;0,00;0,00;6,00;7,50;0,00;102,50;0,00;0,00;6,00;0,00;13,00;0,00;0,00;6,00;0,00;6,00;0,00;32,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;6,00;0,00;12,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;15,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2020-03-15;0,00;0,00;12,00;6,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;15,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;6,00;0,00;12,00;0,00;18,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;6,00;0,00;21,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;10,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;6,00;0,00;6,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;18,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;5,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;6,00;0,00;0,00;30,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
