Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-05-17;13,00;143,00;117,00;39,00;71,50;6,50;29,25;65,00;19,50;35,75;22,75;68,25;0,00;58,50;32,50;0,00;39,00;13,00;19,50;52,00;6,50;24,70;13,00;19,50;0,00;0,00;7,00;20,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;25,00;175,00;112,50;87,50;71,43;0,00;42,86;17,86;32,14;57,14;25,00;53,57;12,50;41,67;18,75;12,50;31,25;25,00;12,50;12,50;11,84;18,42;18,42;36,84;0,00;0,00;13,00;13,00;0,00;6,00;0,00;6,00;6,00;0,00;6,00
2020-05-31;36,00;120,00;144,00;96,00;32,40;0,00;54,00;68,40;57,60;82,80;18,00;75,60;23,29;52,94;23,29;6,35;65,74;42,26;12,52;36,00;0,00;18,67;18,67;18,67;0,00;18,00;12,00;0,00;6,00;24,00;0,00;12,00;0,00;6,00;0,00
2020-06-07;18,00;306,00;162,00;126,00;36,00;10,80;54,00;93,60;43,20;162,00;25,20;75,60;24,75;63,00;56,25;13,50;13,09;6,55;6,55;37,64;24,92;74,77;19,38;0,00;18,00;6,00;6,00;18,00;24,00;18,00;6,00;12,00;12,00;6,00;0,00
2020-06-14;37,00;209,67;172,67;172,67;37,00;16,82;40,36;37,00;37,00;107,64;43,73;67,27;50,06;76,18;30,47;6,53;37,00;49,87;19,30;19,30;30,39;30,39;25,11;25,11;6,00;12,00;19,00;25,00;31,00;19,00;6,00;0,00;43,00;6,00;0,00
2020-06-21;64,00;281,60;128,00;166,40;46,22;7,11;64,00;56,89;46,22;145,78;21,33;85,33;25,60;51,20;32,00;0,00;51,20;38,40;32,00;51,20;25,33;64,00;6,67;32,00;6,00;19,00;13,00;32,00;6,00;13,00;0,00;6,00;13,00;0,00;13,00
2020-06-28;56,00;378,00;210,00;252,00;94,50;14,00;94,50;129,50;45,50;133,00;49,00;94,50;49,54;56,00;62,46;12,92;75,20;12,80;36,80;43,20;44,00;50,67;6,67;25,33;25,00;25,00;13,00;38,00;0,00;19,00;6,00;6,00;6,00;0,00;0,00
2020-07-05;64,00;409,60;179,20;320,00;71,11;17,78;53,33;71,11;67,56;152,89;46,22;99,56;57,60;64,00;51,20;38,40;76,80;32,00;32,00;12,80;32,00;45,33;13,33;25,33;39,00;26,00;6,00;19,00;13,00;26,00;13,00;19,00;6,00;6,00;6,00
2020-07-12;56,00;462,00;210,00;448,00;91,00;14,00;84,00;35,00;70,00;133,00;56,00;133,00;71,08;34,46;49,54;6,46;56,00;20,80;41,60;62,40;28,00;62,67;28,00;6,67;28,00;28,00;7,00;63,00;28,00;21,00;49,00;14,00;0,00;0,00;0,00
2020-07-19;78,00;442,00;234,00;208,00;56,73;14,18;92,18;14,18;35,45;187,91;28,36;78,00;21,67;84,50;49,83;43,33;49,35;49,35;28,65;49,35;56,48;107,59;6,72;21,52;28,00;36,00;14,00;43,00;14,00;0,00;35,00;0,00;14,00;7,00;7,00
2020-07-26;65,00;403,00;143,00;221,00;36,11;36,11;79,44;79,44;34,21;198,42;41,05;85,53;58,50;58,50;36,83;28,17;65,00;7,93;7,93;36,46;29,79;88,02;14,90;21,67;65,00;51,00;15,00;22,00;0,00;0,00;0,00;7,00;29,00;14,00;0,00
2020-08-02;88,00;402,29;176,00;113,14;52,80;21,12;73,92;28,16;28,16;179,52;52,80;88,00;66,54;109,46;30,05;15,02;36,80;44,80;36,80;65,60;44,00;88,00;22,67;44,00;30,00;37,00;15,00;37,00;7,00;7,00;0,00;0,00;7,00;7,00;0,00
2020-08-09;56,00;350,00;196,00;224,00;70,00;14,00;70,00;84,00;35,00;112,00;28,00;63,00;21,54;90,46;6,46;12,92;62,40;35,20;20,80;6,40;50,54;28,68;35,51;28,68;21,00;14,00;0,00;70,00;7,00;21,00;0,00;0,00;14,00;7,00;14,00
2020-08-16;41,00;177,67;177,67;164,00;70,82;14,91;14,91;37,27;54,67;146,92;47,83;92,25;53,95;82,00;34,53;19,42;49,20;6,56;0,00;41,00;34,17;27,33;20,50;20,50;27,00;7,00;20,00;27,00;14,00;0,00;7,00;7,00;20,00;27,00;0,00
2020-08-23;53,00;238,50;371,00;79,50;88,33;21,20;38,87;31,80;35,33;190,80;35,33;53,00;19,08;93,28;84,80;25,44;33,73;6,42;6,42;27,30;26,50;53,00;26,50;19,88;34,00;27,00;7,00;13,00;20,00;13,00;0,00;13,00;0,00;13,00;0,00
2020-08-30;26,00;143,00;273,00;65,00;40,86;0,00;26,00;74,29;42,25;136,50;26,00;68,25;13,00;93,17;32,50;0,00;66,63;40,63;26,00;26,00;13,00;50,70;19,50;26,00;7,00;7,00;7,00;60,00;0,00;0,00;0,00;0,00;20,00;7,00;0,00
2020-09-06;27,00;175,50;216,00;67,50;57,38;13,50;27,00;27,00;43,88;70,88;70,88;57,38;6,75;63,00;69,75;0,00;73,06;33,35;12,71;52,41;0,00;40,50;47,25;40,50;0,00;7,00;0,00;33,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00
2020-09-13;7,00;105,00;91,00;28,00;73,50;14,00;73,50;63,00;42,00;147,00;35,00;98,00;14,00;74,67;74,67;23,33;61,25;29,75;29,75;29,75;14,00;50,40;7,00;43,40;21,00;7,00;0,00;70,00;14,00;7,00;14,00;0,00;21,00;0,00;0,00
2020-09-20;13,00;208,00;130,00;104,00;97,50;13,00;68,25;42,25;26,00;107,25;55,25;100,75;6,50;54,17;47,67;34,67;27,63;0,00;6,50;19,50;6,50;45,50;39,00;6,50;7,00;7,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;0,00;16,00;12,00;9,00;12,00;0,00;12,00;10,00;10,00;29,00;4,00;18,00;10,00;16,00;13,00;3,00;60,00;9,00;4,00;13,00;0,00;10,00;10,00;5,00;7,00;0,00;7,00;14,00;20,00;14,00;7,00;0,00;0,00;0,00;7,00
2020-10-04;0,00;14,00;12,00;6,00;14,00;2,00;12,00;6,00;6,00;28,00;6,00;34,00;3,00;26,00;19,00;10,00;56,00;9,00;0,00;21,00;5,00;0,00;31,00;0,00;0,00;7,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;0,00;11,00;7,00;4,00;14,00;0,00;33,00;8,00;6,00;21,00;13,00;23,00;0,00;0,00;3,00;0,00;32,00;18,00;5,00;9,00;11,00;5,00;11,00;16,00;15,00;15,00;0,00;15,00;0,00;7,00;7,00;0,00;22,00;0,00;0,00
2020-10-18;14,00;168,00;140,00;84,00;49,00;7,00;87,50;35,00;7,00;35,00;45,50;87,50;6,00;40,00;20,00;20,00;70,00;35,78;14,00;21,78;28,00;14,00;20,36;0,00;0,00;15,00;7,00;15,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;0,00;8,00;30,00;6,00;16,00;2,00;14,00;2,00;2,00;17,00;8,00;27,00;7,00;3,00;13,00;0,00;31,00;4,00;4,00;4,00;0,00;11,00;0,00;5,00;0,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;14,00;0,00;0,00
2020-11-01;14,00;84,00;140,00;56,00;14,00;0,00;21,00;7,00;35,00;49,00;42,00;84,00;0,00;23,33;119,00;7,00;20,22;20,22;6,22;14,00;7,00;14,00;29,40;14,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;21,00;0,00;0,00
2020-11-08;7,00;98,00;84,00;21,00;7,00;0,00;42,00;35,00;7,00;59,50;21,00;182,00;0,00;23,33;0,00;7,00;54,25;15,75;0,00;15,75;0,00;15,40;7,00;7,00;0,00;0,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;14,00;140,00;196,00;42,00;63,00;0,00;14,00;21,00;14,00;35,00;14,00;182,00;0,00;20,00;20,00;6,00;20,22;14,00;0,00;14,00;0,00;14,00;6,36;6,36;0,00;22,00;0,00;36,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;21,00;73,50;136,50;42,00;28,00;0,00;49,00;0,00;14,00;28,00;7,00;63,00;0,00;0,00;12,60;6,30;21,00;48,46;0,00;14,54;0,00;6,56;13,13;6,56;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2020-11-29;7,00;70,00;91,00;14,00;21,00;0,00;56,00;35,00;35,00;59,50;7,00;101,50;7,00;39,67;23,33;7,00;15,75;24,50;0,00;15,75;7,00;0,00;15,40;22,40;0,00;15,00;22,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;7,00;91,00;98,00;35,00;42,00;14,00;66,50;35,00;7,00;38,50;7,00;59,50;0,00;56,00;32,67;0,00;19,60;12,60;7,00;7,00;7,00;15,40;7,00;15,40;0,00;7,00;7,00;7,00;22,00;0,00;0,00;7,00;7,00;0,00;0,00
2020-12-13;14,00;112,00;196,00;56,00;28,00;0,00;49,00;21,00;21,00;42,00;28,00;87,50;0,00;20,00;0,00;0,00;28,00;48,22;0,00;42,00;0,00;20,36;14,00;14,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2020-12-20;8,00;72,00;192,00;40,00;28,00;8,00;36,00;28,00;16,00;16,00;36,00;100,00;8,00;0,00;22,00;0,00;22,40;22,40;0,00;8,00;16,00;8,00;16,00;8,00;8,00;0,00;8,00;0,00;23,00;8,00;0,00;0,00;8,00;0,00;0,00
2020-12-27;15,00;165,00;225,00;105,00;22,50;7,50;41,25;22,50;0,00;26,25;33,75;97,50;23,57;30,00;38,57;0,00;7,50;64,50;0,00;0,00;0,00;39,55;0,00;15,00;0,00;8,00;8,00;8,00;15,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;7,00;63,00;105,00;49,00;49,00;7,00;126,00;14,00;14,00;35,00;14,00;77,00;16,33;23,33;7,00;16,33;31,50;38,50;0,00;54,25;0,00;22,40;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;0,00;0,00;14,00;0,00;0,00
2021-01-10;14,00;112,00;322,00;126,00;42,00;0,00;87,50;14,00;35,00;77,00;0,00;63,00;0,00;30,33;30,33;14,00;14,00;6,22;0,00;40,44;7,00;7,00;14,00;0,00;0,00;14,00;7,00;35,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;7,00;77,00;35,00;35,00;66,50;0,00;80,50;21,00;35,00;49,00;21,00;77,00;7,00;23,33;30,33;0,00;36,75;29,75;7,00;22,75;0,00;14,00;36,40;0,00;7,00;7,00;14,00;0,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00
2021-01-24;7,00;49,00;63,00;35,00;35,00;0,00;80,50;14,00;14,00;42,00;7,00;98,00;30,33;7,00;7,00;0,00;22,75;29,75;0,00;15,75;7,00;14,00;0,00;7,00;7,00;0,00;21,00;14,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00
2021-01-31;0,00;8,00;11,00;9,00;16,00;0,00;31,00;4,00;2,00;10,00;4,00;14,00;10,00;13,00;3,00;0,00;17,00;4,00;0,00;9,00;5,00;16,00;10,00;10,00;7,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2021-02-07;7,00;42,00;42,00;35,00;35,00;7,00;73,50;21,00;7,00;52,50;14,00;80,50;23,33;16,33;23,33;7,00;19,60;25,20;0,00;44,80;7,00;7,00;15,40;15,40;0,00;0,00;0,00;15,00;7,00;15,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;14,00;112,00;98,00;112,00;35,00;7,00;70,00;28,00;7,00;21,00;49,00;122,50;6,00;54,00;14,00;6,00;42,00;14,00;6,22;28,00;0,00;14,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;14,00;0,00;0,00
2021-02-21;14,00;98,00;140,00;84,00;49,00;0,00;35,00;0,00;0,00;73,50;21,00;94,50;20,00;34,00;14,00;0,00;6,22;28,00;0,00;28,00;14,00;14,00;14,00;6,36;7,00;7,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;14,00;140,00;182,00;56,00;56,00;7,00;42,00;14,00;0,00;14,00;28,00;129,50;20,00;92,00;6,00;6,00;20,22;20,22;0,00;20,22;0,00;20,36;14,00;14,00;7,00;0,00;35,00;7,00;14,00;7,00;0,00;0,00;14,00;0,00;7,00
2021-03-07;7,00;63,00;42,00;14,00;21,00;14,00;73,50;21,00;14,00;28,00;21,00;70,00;7,00;23,33;30,33;7,00;52,50;36,75;0,00;22,75;21,00;14,00;36,40;14,00;0,00;7,00;7,00;14,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00
2021-03-14;19,00;104,50;76,00;85,50;68,40;7,60;68,40;26,60;6,33;34,83;6,33;117,17;12,67;44,33;6,33;0,00;25,33;6,33;0,00;19,00;6,79;46,14;0,00;6,79;6,00;6,00;0,00;19,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00
2021-03-21;21,00;84,00;115,50;63,00;21,00;0,00;87,50;42,00;7,00;77,00;7,00;140,00;33,60;33,60;27,30;0,00;35,54;21,00;6,46;14,54;14,00;22,40;29,40;14,00;7,00;7,00;7,00;21,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;14,00;84,00;98,00;84,00;21,00;0,00;56,00;21,00;7,00;28,00;14,00;189,00;0,00;20,00;6,00;6,00;21,78;49,78;7,78;0,00;6,36;0,00;14,00;20,36;15,00;0,00;15,00;7,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;9,00;12,00;5,00;12,00;2,00;34,00;6,00;10,00;10,00;4,00;22,00;13,00;16,00;3,00;0,00;26,00;9,00;0,00;9,00;16,00;26,00;5,00;16,00;7,00;14,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00
2021-04-11;7,00;84,00;91,00;42,00;63,00;0,00;91,00;14,00;14,00;35,00;14,00;115,50;0,00;23,33;37,33;0,00;31,50;15,75;0,00;15,75;15,40;22,40;0,00;15,40;0,00;7,00;7,00;14,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00
2021-04-18;22,00;88,00;99,00;88,00;29,33;14,67;88,00;36,67;22,00;29,33;36,67;99,00;0,00;28,60;15,40;15,40;8,46;23,69;0,00;15,23;6,88;30,25;22,00;6,88;0,00;0,00;7,00;15,00;7,00;0,00;7,00;0,00;7,00;0,00;7,00
2021-04-25;29,00;145,00;145,00;130,50;21,75;7,25;79,75;7,25;14,50;61,63;21,75;112,38;29,00;75,85;37,92;6,69;37,06;8,06;8,06;8,06;6,90;22,10;22,10;15,19;0,00;7,00;0,00;15,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2021-05-02;21,00;115,50;115,50;126,00;21,00;0,00;133,00;49,00;14,00;84,00;21,00;70,00;0,00;27,30;39,90;0,00;63,00;14,54;14,54;21,00;0,00;21,00;34,13;13,13;21,00;0,00;14,00;21,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00
2021-05-09;28,00;196,00;210,00;196,00;77,00;7,00;84,00;91,00;14,00;63,00;42,00;35,00;6,46;49,54;6,46;0,00;48,22;34,22;0,00;14,00;0,00;6,67;6,67;21,33;7,00;7,00;14,00;0,00;7,00;14,00;7,00;0,00;7,00;0,00;0,00
2021-05-16;14,00;196,00;182,00;238,00;66,50;7,00;80,50;52,50;28,00;56,00;42,00;42,00;14,00;67,67;37,33;0,00;52,89;26,44;20,22;20,22;7,00;21,00;21,00;21,00;34,00;34,00;0,00;7,00;14,00;14,00;14,00;0,00;21,00;0,00;0,00
2021-05-23;57,00;299,25;213,75;185,25;99,75;7,13;57,00;78,38;28,50;96,19;21,38;138,94;57,00;43,85;203,88;6,58;49,08;28,50;0,00;34,83;0,00;71,93;14,93;28,50;14,00;7,00;21,00;14,00;14,00;21,00;0,00;0,00;50,00;0,00;0,00
2021-05-30;29,00;319,00;188,50;246,50;36,25;7,25;68,88;166,75;29,00;90,63;29,00;159,50;20,71;55,93;41,43;6,21;37,06;29,00;22,56;8,06;14,50;50,09;14,50;21,09;7,00;0,00;7,00;37,00;0,00;7,00;0,00;15,00;0,00;7,00;7,00
2021-06-06;44,00;264,00;176,00;234,67;84,33;7,33;44,00;143,00;44,00;108,31;20,31;135,38;37,40;81,40;74,80;15,40;66,81;44,00;8,15;58,67;50,67;44,00;44,00;29,33;15,00;7,00;15,00;44,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00
2021-06-13;28,00;336,00;154,00;280,00;105,00;14,00;98,00;63,00;7,00;105,00;70,00;147,00;77,54;84,00;77,54;6,46;64,24;49,41;49,41;28,00;13,33;49,33;28,00;13,33;21,00;21,00;28,00;14,00;0,00;21,00;14,00;35,00;0,00;0,00;0,00
2021-06-20;70,00;392,00;238,00;294,00;98,00;7,00;98,00;70,00;56,00;133,00;70,00;206,50;180,30;152,73;61,52;27,58;49,32;28,64;20,68;28,64;35,00;28,27;71,35;43,08;42,00;21,00;7,00;42,00;7,00;14,00;7,00;0,00;14,00;0,00;0,00
2021-06-27;72,00;456,00;228,00;264,00;198,00;0,00;64,80;126,00;58,29;233,14;58,29;126,86;50,18;80,73;117,82;15,27;115,20;35,20;43,20;28,80;21,33;93,33;6,67;64,00;22,00;22,00;14,00;29,00;0,00;14,00;14,00;14,00;22,00;0,00;7,00
2021-07-04;73,00;425,83;194,67;231,17;135,57;34,76;79,95;66,05;66,05;159,90;125,14;100,81;57,97;79,44;94,47;15,03;66,51;66,51;0,00;81,11;59,48;74,35;36,50;21,63;22,00;44,00;29,00;29,00;22,00;15,00;15,00;7,00;0,00;7,00;7,00
2021-07-11;30,00;480,00;180,00;330,00;165,00;7,50;71,25;93,75;50,00;106,67;30,00;236,67;30,00;105,00;81,43;15,00;74,21;118,42;44,21;44,21;38,18;68,18;15,00;30,00;53,00;23,00;23,00;75,00;7,00;22,00;7,00;7,00;22,00;15,00;7,00
2021-07-18;72,00;312,00;204,00;252,00;147,60;32,40;57,60;64,80;96,00;181,71;102,86;205,71;56,73;137,45;104,73;24,00;64,00;104,00;48,00;56,00;32,00;112,00;16,00;64,00;32,00;32,00;16,00;40,00;0,00;16,00;16,00;8,00;32,00;24,00;0,00
2021-07-25;100,00;525,00;212,50;400,00;185,71;7,14;46,43;132,14;82,76;131,03;144,83;182,76;69,57;156,52;69,57;8,70;46,03;114,29;30,16;22,22;0,00;77,33;8,00;38,67;23,00;39,00;8,00;54,00;0,00;15,00;0,00;0,00;23,00;0,00;0,00
2021-08-01;72,00;600,00;192,00;408,00;223,20;25,20;154,80;180,00;102,86;157,71;72,00;192,00;63,53;190,59;86,82;31,76;80,00;113,60;16,00;40,00;80,00;56,00;16,00;48,00;73,00;8,00;16,00;32,00;24,00;16,00;0,00;0,00;24,00;24,00;0,00
2021-08-08;58,00;913,50;275,50;536,50;221,13;18,13;83,38;83,38;47,76;204,71;81,88;204,71;49,41;214,81;90,22;17,19;83,78;41,89;66,06;49,94;41,81;67,44;33,72;75,53;17,00;25,00;8,00;83,00;8,00;8,00;16,00;0,00;17,00;8,00;0,00
2021-08-15;79,00;566,17;408,17;434,50;136,45;25,14;129,27;89,77;109,91;219,83;79,00;182,04;32,03;70,46;79,00;14,95;102,70;55,30;15,80;71,10;40,17;56,24;64,27;40,17;16,00;8,00;0,00;88,00;48,00;8,00;8,00;0,00;24,00;24,00;0,00
2021-08-22;74,00;320,67;259,00;407,00;211,43;7,05;214,95;105,71;66,95;176,19;66,95;218,48;50,06;100,12;108,82;17,41;57,91;49,87;0,00;49,87;74,00;65,93;33,64;57,85;0,00;58,00;25,00;74,00;8,00;25,00;8,00;0,00;49,00;0,00;0,00
2021-08-29;48,00;468,00;312,00;300,00;150,86;0,00;92,57;92,57;78,86;264,00;65,14;174,86;54,26;141,91;93,91;16,70;73,60;89,60;8,00;40,00;8,00;57,33;32,00;65,33;24,00;16,00;16,00;8,00;0,00;16,00;0,00;0,00;16,00;16,00;8,00
2021-09-05;58,00;475,60;232,00;243,60;188,50;25,38;145,00;137,75;75,06;211,53;81,88;187,65;66,59;98,81;98,81;32,22;75,72;41,89;8,06;58,00;8,09;67,44;25,63;41,81;17,00;17,00;25,00;34,00;8,00;17,00;0,00;0,00;25,00;0,00;0,00
2021-09-12;49,00;673,75;257,25;318,50;259,00;24,50;143,50;161,00;80,50;245,00;115,50;238,00;40,48;136,35;80,96;0,00;66,97;49,00;16,33;32,67;8,17;83,03;24,50;32,67;33,00;8,00;8,00;82,00;16,00;8,00;8,00;8,00;24,00;0,00;8,00
2021-09-19;33,00;704,00;308,00;352,00;205,33;7,33;172,33;161,33;95,33;359,33;132,00;216,33;50,60;92,40;134,20;8,80;48,71;72,29;7,86;48,71;48,84;64,68;15,84;40,92;25,00;17,00;25,00;58,00;8,00;25,00;16,00;0,00;25,00;0,00;0,00
2021-09-26;63,00;667,80;302,40;315,00;150,50;7,00;140,00;189,00;119,00;206,50;112,00;192,50;63,00;63,00;56,48;15,21;39,38;108,68;15,75;69,30;24,13;48,26;32,17;24,13;40,00;0,00;24,00;48,00;16,00;0,00;0,00;8,00;16,00;0,00;0,00
