Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2020-01-05;65,00;0,00;86,00;14,00;7,00;14,00
2020-01-12;64,00;0,00;50,00;14,00;29,00;14,00
2020-01-19;52,00;15,00;97,00;15,00;15,00;15,00
2020-01-26;44,00;7,00;51,00;7,00;0,00;0,00
2020-02-02;22,00;0,00;44,00;22,00;7,00;7,00
2020-02-09;36,00;0,00;51,00;14,00;7,00;7,00
2020-02-16;50,00;7,00;65,00;36,00;14,00;22,00
2020-02-23;50,00;0,00;50,00;21,00;7,00;7,00
2020-03-01;28,00;7,00;28,00;14,00;7,00;43,00
2020-03-08;63,00;14,00;21,00;14,00;0,00;14,00
2020-03-15;56,00;0,00;14,00;7,00;7,00;14,00
2020-03-22;56,00;7,00;7,00;14,00;7,00;0,00
2020-03-29;20,00;0,00;53,00;0,00;0,00;13,00
2020-04-05;28,00;7,00;14,00;36,00;7,00;7,00
2020-04-12;61,00;0,00;27,00;20,00;0,00;7,00
2020-04-19;53,00;0,00;40,00;20,00;0,00;7,00
2020-04-26;26,00;0,00;26,00;6,00;13,00;0,00
2020-05-03;26,00;13,00;7,00;0,00;7,00;0,00
2020-05-10;0,00;13,00;53,00;0,00;7,00;0,00
2020-05-17;14,00;0,00;34,00;27,00;0,00;0,00
2020-05-24;47,00;0,00;20,00;20,00;0,00;7,00
2020-05-31;51,00;0,00;32,00;0,00;6,00;13,00
2020-06-07;25,00;0,00;12,00;12,00;6,00;0,00
2020-06-14;51,00;13,00;39,00;6,00;0,00;0,00
2020-06-21;41,00;0,00;0,00;7,00;0,00;14,00
2020-06-28;20,00;0,00;27,00;13,00;0,00;7,00
2020-07-05;28,00;0,00;28,00;14,00;0,00;0,00
2020-07-12;23,00;0,00;15,00;0,00;8,00;0,00
2020-07-19;80,00;0,00;32,00;0,00;0,00;0,00
2020-07-26;38,00;0,00;31,00;8,00;0,00;23,00
2020-08-02;22,00;0,00;81,00;7,00;0,00;0,00
2020-08-09;48,00;7,00;55,00;34,00;0,00;0,00
2020-08-16;28,00;0,00;35,00;0,00;7,00;0,00
2020-08-23;84,00;0,00;28,00;14,00;0,00;7,00
2020-08-30;77,00;21,00;42,00;0,00;0,00;0,00
2020-09-06;66,00;0,00;29,00;15,00;0,00;15,00
2020-09-13;57,00;7,00;14,00;0,00;0,00;14,00
2020-09-20;35,00;7,00;14,00;14,00;0,00;0,00
2020-09-27;21,00;0,00;7,00;7,00;0,00;0,00
2020-10-04;44,00;0,00;7,00;0,00;7,00;0,00
2020-10-11;91,00;0,00;38,00;0,00;0,00;0,00
2020-10-18;83,00;8,00;45,00;8,00;8,00;8,00
2020-10-25;57,00;0,00;7,00;7,00;0,00;7,00
2020-11-01;34,00;7,00;20,00;7,00;14,00;0,00
2020-11-08;43,00;0,00;7,00;7,00;7,00;0,00
2020-11-15;35,00;7,00;42,00;0,00;0,00;0,00
2020-11-22;28,00;0,00;7,00;14,00;7,00;14,00
2020-11-29;35,00;0,00;28,00;7,00;7,00;0,00
2020-12-06;71,00;14,00;0,00;0,00;7,00;0,00
2020-12-13;22,00;7,00;22,00;7,00;7,00;7,00
2020-12-20;69,00;23,00;39,00;0,00;23,00;0,00
2020-12-27;46,00;0,00;61,00;8,00;31,00;31,00
2021-01-03;50,00;7,00;36,00;14,00;0,00;0,00
2021-01-10;100,00;0,00;29,00;14,00;0,00;29,00
2021-01-17;57,00;7,00;50,00;21,00;21,00;7,00
2021-01-24;21,00;7,00;21,00;21,00;7,00;0,00
2021-01-31;43,00;0,00;29,00;21,00;0,00;7,00
2021-02-07;51,00;0,00;15,00;0,00;0,00;7,00
2021-02-14;22,00;7,00;30,00;15,00;15,00;0,00
2021-02-21;37,00;0,00;15,00;0,00;0,00;22,00
2021-02-28;52,00;7,00;15,00;0,00;7,00;0,00
2021-03-07;14,00;0,00;36,00;14,00;36,00;21,00
2021-03-14;28,00;0,00;28,00;0,00;14,00;0,00
2021-03-21;80,00;7,00;29,00;7,00;22,00;0,00
2021-03-28;47,00;0,00;16,00;0,00;0,00;16,00
2021-04-04;51,00;0,00;22,00;7,00;7,00;0,00
2021-04-11;66,00;0,00;22,00;22,00;0,00;0,00
2021-04-18;15,00;0,00;8,00;0,00;8,00;0,00
2021-04-25;29,00;0,00;59,00;0,00;7,00;7,00
2021-05-02;42,00;7,00;14,00;28,00;14,00;14,00
2021-05-09;29,00;15,00;15,00;15,00;15,00;0,00
