Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2020-01-05;36,00;0,00;199,06;93,18;0,00;12,00
2020-01-12;59,00;0,00;166,07;131,11;0,00;12,00
2020-01-19;71,00;0,00;168,63;59,91;48,81;24,00
2020-01-26;24,00;0,00;165,82;48,00;10,91;24,00
2020-02-02;72,00;10,91;144,00;72,00;0,00;60,00
2020-02-09;36,00;0,00;173,25;110,25;0,00;36,00
2020-02-16;72,00;0,00;154,91;202,91;10,91;36,00
2020-02-23;34,00;0,00;110,50;34,00;0,00;11,00
2020-03-01;57,00;0,00;219,23;57,00;0,00;46,00
2020-03-08;44,00;0,00;121,00;66,00;0,00;22,00
2020-03-15;45,00;11,25;103,50;11,25;0,00;0,00
2020-03-22;43,00;0,00;64,50;21,50;0,00;11,00
2020-03-29;33,00;0,00;110,00;33,00;0,00;0,00
2020-04-05;72,00;0,00;34,91;24,00;0,00;36,00
2020-04-12;47,00;0,00;68,36;34,18;0,00;12,00
2020-04-19;56,00;0,00;56,00;32,31;0,00;11,00
2020-04-26;31,00;11,07;84,14;31,00;0,00;10,00
2020-05-03;22,00;22,00;11,00;22,00;0,00;11,00
2020-05-10;11,00;22,00;79,20;22,00;0,00;22,00
2020-05-17;60,00;0,00;35,56;0,00;0,00;12,00
2020-05-24;35,00;10,94;56,88;10,94;0,00;35,00
2020-05-31;68,00;0,00;32,90;46,06;0,00;11,00
2020-06-07;11,00;22,00;77,00;11,00;0,00;22,00
2020-06-14;0,00;0,00;41,00;0,00;0,00;22,00
2020-06-21;72,00;0,00;48,00;13,09;0,00;12,00
2020-06-28;23,00;0,00;100,36;43,91;0,00;12,00
2020-07-05;25,00;0,00;38,64;25,00;0,00;0,00
2020-07-12;25,00;0,00;72,92;12,50;0,00;13,00
2020-07-19;89,00;0,00;75,98;0,00;0,00;25,00
2020-07-26;39,00;13,00;78,00;13,00;0,00;13,00
2020-08-02;12,00;0,00;46,00;22,00;0,00;12,00
2020-08-09;0,00;0,00;94,00;28,00;0,00;24,00
2020-08-16;36,00;24,75;96,75;74,25;11,25;0,00
2020-08-23;47,00;0,00;132,05;47,00;0,00;0,00
2020-08-30;35,00;0,00;70,00;24,06;0,00;24,00
2020-09-06;58,00;10,74;68,74;45,11;10,74;23,00
2020-09-13;23,00;0,00;23,00;77,36;0,00;23,00
2020-09-20;34,00;10,63;65,88;76,50;0,00;11,00
2020-09-27;12,00;0,00;120,00;26,40;0,00;12,00
2020-10-04;73,00;0,00;73,00;107,35;0,00;0,00
2020-10-11;37,00;0,00;74,00;23,94;0,00;37,00
2020-10-18;25,00;0,00;52,27;38,64;0,00;0,00
2020-10-25;12,00;0,00;64,80;91,20;0,00;0,00
2020-11-01;22,00;0,00;11,00;44,00;0,00;0,00
2020-11-08;36,00;0,00;24,75;49,50;0,00;0,00
2020-11-15;60,00;0,00;37,78;62,22;13,33;12,00
2020-11-22;35,00;0,00;83,13;24,06;0,00;12,00
2020-11-29;24,00;0,00;48,00;48,00;10,91;0,00
2020-12-06;0,00;0,00;16,00;27,00;0,00;35,00
2020-12-13;48,00;0,00;61,09;85,09;13,09;12,00
2020-12-20;14,00;0,00;44,33;14,00;0,00;0,00
2020-12-27;14,00;0,00;28,00;72,33;14,00;41,00
2021-01-03;0,00;0,00;11,00;33,00;0,00;24,00
2021-01-10;95,00;0,00;24,30;83,95;0,00;35,00
2021-01-17;35,00;0,00;59,06;24,06;0,00;0,00
2021-01-24;71,00;0,00;84,31;59,91;11,09;0,00
2021-01-31;47,00;11,19;47,00;107,43;11,19;23,00
2021-02-07;47,00;10,68;47,00;81,18;10,68;12,00
2021-02-14;25,00;0,00;77,27;52,27;0,00;12,00
2021-02-21;74,00;0,00;37,00;87,06;23,94;12,00
2021-02-28;48,00;0,00;24,00;37,09;13,09;12,00
2021-03-07;12,00;0,00;50,40;12,00;64,80;0,00
2021-03-14;34,00;0,00;47,60;34,00;11,33;0,00
2021-03-21;24,00;0,00;34,91;48,00;0,00;0,00
2021-03-28;26,00;0,00;65,00;39,00;0,00;13,00
2021-04-04;38,00;0,00;38,00;51,41;13,41;0,00
2021-04-11;12,00;0,00;22,00;34,00;0,00;24,00
2021-04-18;62,00;13,29;50,93;13,29;13,29;25,00
2021-04-25;12,00;0,00;26,40;79,20;0,00;36,00
2021-05-02;24,00;24,00;24,00;120,00;10,91;0,00
2021-05-09;24,00;0,00;109,09;48,00;0,00;24,00
2021-05-16;59,00;0,00;48,07;93,96;0,00;0,00
2021-05-23;38,00;13,41;102,82;38,00;0,00;38,00
2021-05-30;61,00;13,07;61,00;84,96;13,07;12,00
2021-06-06;12,00;0,00;100,00;34,00;12,00;0,00
2021-06-13;25,00;0,00;52,27;63,64;0,00;0,00
2021-06-20;73,00;0,00;73,00;61,94;13,27;0,00
2021-06-27;24,00;24,00;61,09;85,09;0,00;0,00
2021-07-04;25,00;0,00;85,42;25,00;12,50;25,00
2021-07-11;91,00;0,00;39,00;52,00;13,00;0,00
2021-07-18;28,00;0,00;68,92;112,00;12,92;14,00
2021-07-25;42,00;13,26;99,47;84,00;13,26;28,00
2021-08-01;55,00;0,00;123,20;123,20;13,20;27,00
2021-08-08;42,00;0,00;156,95;86,21;42,00;14,00
2021-08-15;66,00;0,00;66,00;118,80;13,20;0,00
2021-08-22;14,00;14,00;86,33;102,67;14,00;0,00
2021-08-29;26,00;13,00;78,00;39,00;13,00;0,00
2021-09-05;67,00;0,00;51,87;67,00;12,97;0,00
2021-09-12;26,00;13,00;39,00;132,17;13,00;40,00
2021-09-19;53,00;0,00;66,25;94,96;13,25;0,00
2021-09-26;39,00;0,00;52,00;130,00;13,00;26,00
2021-10-03;29,00;0,00;129,38;178,46;40,15;10,00
2021-10-10;46,00;0,00;109,52;164,29;37,24;0,00
2021-10-17;27,00;0,00;148,50;128,25;9,00;54,00
2021-10-24;27,00;9,00;110,25;110,25;27,00;18,00
2021-10-31;69,00;0,00;95,71;77,90;35,61;26,00
2021-11-07;60,00;0,00;131,11;86,67;26,67;0,00
2021-11-14;26,00;0,00;75,83;101,83;26,00;8,00
2021-11-21;100,00;17,39;91,30;115,22;32,61;8,00
2021-11-28;33,00;17,60;83,60;83,60;8,80;8,00
2021-12-05;17,00;8,50;65,88;74,38;25,50;9,00
2021-12-12;62,00;0,00;113,31;42,76;53,45;9,00
2021-12-19;51,00;0,00;70,96;133,04;11,09;0,00
2021-12-26;11,00;11,00;63,80;162,80;11,00;32,00
2022-01-02;37,00;8,71;154,53;37,00;28,29;18,00
2022-01-09;20,00;11,11;113,33;113,33;11,11;20,00
