Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-01-05;64,00;15,00;0,00;0,00;1,00
2020-01-12;58,00;12,00;7,00;1,00;4,00
2020-01-19;63,00;12,00;5,00;0,00;3,00
2020-01-26;50,00;8,00;13,00;1,00;3,00
2020-02-02;59,00;8,00;5,00;1,00;1,00
2020-02-09;65,00;13,00;3,00;1,00;1,00
2020-02-16;56,00;11,00;8,00;1,00;0,00
2020-02-23;54,00;3,00;12,00;0,00;1,00
2020-03-01;50,00;6,00;6,00;1,00;1,00
2020-03-08;42,00;9,00;1,00;0,00;1,00
2020-03-15;45,00;7,00;10,00;0,00;0,00
2020-03-22;38,00;12,00;6,00;1,00;0,00
2020-03-29;59,00;8,00;7,00;1,00;5,00
2020-04-05;65,00;9,00;7,00;4,00;2,00
2020-04-12;59,00;1,00;8,00;4,00;0,00
2020-04-19;52,00;8,00;6,00;0,00;2,00
2020-04-26;57,00;7,00;10,00;1,00;1,00
2020-05-03;55,00;10,00;2,00;2,00;0,00
2020-05-10;49,00;12,00;4,00;0,00;0,00
2020-05-17;48,00;10,00;3,00;0,00;0,00
2020-05-24;39,00;9,00;1,00;1,00;0,00
2020-05-31;55,00;6,00;6,00;0,00;1,00
2020-06-07;41,00;7,00;0,00;0,00;1,00
2020-06-14;40,00;11,00;3,00;1,00;0,00
2020-06-21;51,00;9,00;4,00;1,00;0,00
2020-06-28;47,00;12,00;2,00;1,00;1,00
2020-07-05;61,00;7,00;0,00;0,00;0,00
2020-07-12;71,00;4,00;4,00;1,00;1,00
2020-07-19;77,00;11,00;4,00;0,00;0,00
2020-07-26;65,00;3,00;6,00;0,00;1,00
2020-08-02;69,00;8,00;3,00;1,00;0,00
2020-08-09;60,00;3,00;1,00;0,00;0,00
2020-08-16;79,00;4,00;1,00;1,00;0,00
2020-08-23;77,00;9,00;11,00;3,00;4,00
2020-08-30;66,00;11,00;5,00;0,00;0,00
2020-09-06;66,00;7,00;3,00;0,00;0,00
2020-09-13;56,00;4,00;7,00;1,00;0,00
2020-09-20;53,00;1,00;3,00;1,00;0,00
2020-09-27;51,00;5,00;5,00;0,00;0,00
2020-10-04;52,00;15,00;5,00;0,00;0,00
2020-10-11;44,00;9,00;9,00;0,00;0,00
2020-10-18;66,00;7,00;7,00;0,00;1,00
2020-10-25;50,00;8,00;7,00;3,00;1,00
2020-11-01;41,00;13,00;6,00;1,00;1,00
2020-11-08;46,00;2,00;5,00;0,00;0,00
2020-11-15;65,00;6,00;3,00;3,00;3,00
2020-11-22;43,00;4,00;3,00;1,00;0,00
2020-11-29;25,00;4,00;4,00;0,00;1,00
2020-12-06;49,00;8,00;5,00;1,00;1,00
2020-12-13;57,00;11,00;5,00;0,00;1,00
2020-12-20;56,00;15,00;3,00;0,00;1,00
2020-12-27;68,00;16,00;6,00;0,00;0,00
2021-01-03;60,00;8,00;5,00;0,00;0,00
2021-01-10;71,00;3,00;1,00;1,00;0,00
2021-01-17;56,00;7,00;0,00;0,00;1,00
2021-01-24;48,00;11,00;4,00;0,00;0,00
2021-01-31;28,00;11,00;5,00;0,00;0,00
2021-02-07;50,00;11,00;4,00;0,00;1,00
2021-02-14;65,00;8,00;0,00;0,00;0,00
2021-02-21;38,00;8,00;6,00;0,00;0,00
2021-02-28;41,00;12,00;3,00;0,00;1,00
2021-03-07;38,00;5,00;0,00;0,00;1,00
2021-03-14;54,00;5,00;1,00;0,00;0,00
2021-03-21;43,00;6,00;0,00;0,00;0,00
2021-03-28;40,00;3,00;3,00;0,00;1,00
2021-04-04;46,00;3,00;4,00;1,00;1,00
2021-04-11;42,00;8,00;3,00;3,00;0,00
2021-04-18;56,00;11,00;6,00;1,00;4,00
2021-04-25;39,00;8,00;4,00;0,00;0,00
