Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2020-01-05;49,00;7,00;3,00;6,00;4,00;6,00;13,00;9,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00
2020-01-12;71,00;11,00;6,00;13,00;3,00;1,00;8,00;7,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-01-19;100,00;9,00;1,00;9,00;0,00;3,00;16,00;9,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00
2020-01-26;47,00;18,00;0,00;11,00;1,00;1,00;18,00;6,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2020-02-02;61,00;6,00;1,00;9,00;1,00;3,00;9,00;6,00;7,00;0,00;3,00;1,00;0,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2020-02-09;58,00;13,00;1,00;1,00;1,00;3,00;14,00;7,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;3,00
2020-02-16;71,00;13,00;1,00;10,00;4,00;0,00;19,00;7,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;63,00;11,00;1,00;7,00;0,00;7,00;18,00;5,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00
2020-03-01;46,00;4,00;0,00;7,00;1,00;1,00;14,00;8,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00
2020-03-08;42,00;7,00;3,00;10,00;3,00;4,00;16,00;8,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;3,00
