Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-01-05;86,00;43,00;21,50;64,50;0,00;21,00;0,00;0,00;43,00
2020-01-12;21,00;63,00;21,00;105,00;0,00;0,00;0,00;21,00;0,00
2020-01-19;0,00;22,00;44,00;65,00;0,00;0,00;0,00;42,00;21,00
2020-01-26;21,00;84,00;0,00;42,00;0,00;0,00;0,00;21,00;21,00
2020-02-02;21,00;63,00;42,00;126,00;0,00;0,00;21,00;0,00;0,00
2020-02-09;43,00;64,50;0,00;64,50;0,00;0,00;0,00;0,00;0,00
2020-02-16;64,00;21,33;42,67;128,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;0,00;11,00;21,00;32,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;41,00;62,48;21,48;103,48;0,00;20,00;0,00;0,00;41,00
2020-03-08;39,00;58,50;97,50;78,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;60,00;19,35;40,65;79,35;0,00;20,00;20,00;0,00;0,00
2020-03-22;0,00;20,00;30,00;40,00;0,00;0,00;0,00;19,00;0,00
2020-03-29;39,00;0,00;0,00;58,50;0,00;0,00;0,00;0,00;0,00
2020-04-05;64,00;42,67;85,33;128,00;0,00;0,00;0,00;0,00;21,00
2020-04-12;21,00;21,00;21,00;84,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;20,00;42,00;0,00;104,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;29,00;0,00;29,00;0,00;19,00;19,00;0,00;0,00
2020-05-03;0,00;10,00;10,00;20,00;0,00;0,00;39,00;20,00;0,00
2020-05-10;40,00;19,05;19,05;19,05;0,00;0,00;40,00;0,00;0,00
2020-05-17;43,00;43,00;64,50;107,50;0,00;0,00;0,00;0,00;0,00
2020-05-24;41,00;21,48;0,00;62,48;0,00;21,00;21,00;21,00;0,00
2020-05-31;40,00;0,00;0,00;120,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;58,00;38,67;58,00;19,33;0,00;0,00;39,00;20,00;20,00
2020-06-14;39,00;0,00;39,00;0,00;0,00;0,00;0,00;39,00;0,00
2020-06-21;64,00;0,00;21,33;129,94;21,33;0,00;0,00;0,00;0,00
2020-06-28;0,00;11,00;11,00;21,00;0,00;0,00;0,00;41,00;0,00
2020-07-05;0,00;0,00;23,00;23,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;22,00;42,17;0,00;42,17;0,00;22,00;0,00;22,00;22,00
2020-07-19;23,00;23,00;23,00;157,17;0,00;0,00;0,00;23,00;0,00
2020-07-26;23,00;0,00;0,00;69,00;23,00;0,00;23,00;23,00;0,00
2020-08-02;22,00;22,00;22,00;22,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;21,00;21,00;21,00;0,00;0,00;21,00;0,00;0,00;0,00
2020-08-16;42,00;21,00;42,00;63,00;0,00;21,00;42,00;0,00;21,00
2020-08-23;21,00;21,00;0,00;82,09;0,00;0,00;0,00;21,00;0,00
2020-08-30;63,00;42,00;21,00;63,00;0,00;0,00;0,00;21,00;0,00
