Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;21,00;64,91;76,36;55,36;87,82;51,88;51,88;123,53;51,88;43,00;43,00;85,00;32,00;53,00;11,00;21,00;21,00;53,00;21,00;11,00;11,00;21,00;43,00;53,00;0,00;21,00;0,00;0,00;32,00;0,00;21,00;21,00;0,00;0,00;11,00;11,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;54,00;63,31;85,66;31,66;74,48;42,43;32,14;118,29;42,43;54,00;43,00;43,00;11,00;11,00;32,00;54,00;43,00;64,00;0,00;0,00;21,00;43,00;0,00;43,00;0,00;32,00;0,00;21,00;21,00;21,00;11,00;11,00;0,00;0,00;21,00;11,00;21,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;31,00;73,63;31,00;42,63;31,00;62,00;72,33;51,67;51,67;10,00;61,00;61,00;10,00;21,00;51,00;0,00;41,00;41,00;41,00;31,00;21,00;51,00;31,00;31,00;0,00;10,00;20,00;10,00;31,00;0,00;21,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00
2019-01-27;62,00;31,94;114,61;31,94;93,94;82,67;62,00;31,00;72,33;51,00;41,00;21,00;10,00;10,00;41,00;41,00;10,00;41,00;21,00;21,00;0,00;21,00;10,00;0,00;10,00;21,00;10,00;10,00;21,00;10,00;10,00;0,00;0,00;0,00;10,00;0,00;21,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;21,00;55,36;87,82;21,00;120,27;61,76;30,88;92,65;42,00;54,00;32,00;43,00;11,00;11,00;11,00;11,00;11,00;11,00;0,00;32,00;22,00;21,00;0,00;32,00;0,00;21,00;21,00;21,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00
2019-02-10;42,00;20,09;104,09;31,04;93,13;42,00;31,82;63,64;31,82;42,00;0,00;32,00;32,00;11,00;43,00;21,00;11,00;11,00;43,00;0,00;43,00;21,00;21,00;0,00;0,00;32,00;21,00;11,00;0,00;21,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;32,00;86,59;43,29;54,59;32,00;10,24;32,00;43,52;10,24;11,00;22,00;43,00;32,00;11,00;43,00;22,00;54,00;11,00;0,00;0,00;0,00;11,00;22,00;22,00;0,00;33,00;0,00;0,00;0,00;11,00;0,00;33,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;32,00;64,00;64,00;43,29;52,71;42,24;20,48;84,48;84,48;42,00;21,00;63,00;32,00;11,00;42,00;21,00;21,00;0,00;0,00;32,00;42,00;32,00;0,00;11,00;0,00;32,00;11,00;0,00;11,00;0,00;32,00;11,00;0,00;0,00;0,00;11,00;0,00;21,00;0,00;11,00;0,00;0,00;0,00;0,00
2019-03-03;55,00;43,62;89,14;22,76;11,38;33,26;76,74;55,00;33,26;11,00;44,00;22,00;33,00;33,00;33,00;44,00;11,00;0,00;44,00;0,00;0,00;44,00;11,00;11,00;0,00;33,00;33,00;22,00;33,00;22,00;22,00;33,00;11,00;11,00;0,00;22,00;0,00;22,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;95,00;42,84;126,67;42,84;52,16;42,36;84,73;52,64;42,36;11,00;21,00;42,00;21,00;11,00;42,00;11,00;21,00;0,00;11,00;11,00;0,00;0,00;11,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00
2019-03-17;44,00;55,48;55,48;11,48;11,48;0,00;66,00;11,65;44,00;0,00;22,00;22,00;11,00;11,00;11,00;22,00;11,00;0,00;22,00;11,00;0,00;33,00;11,00;44,00;11,00;0,00;22,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;44,00;55,48;0,00;34,43;11,48;66,00;66,00;22,00;33,65;33,00;0,00;11,00;22,00;0,00;0,00;11,00;0,00;11,00;11,00;0,00;22,00;11,00;33,00;0,00;0,00;11,00;11,00;0,00;11,00;0,00;0,00;11,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00
2019-03-31;21,00;53,45;11,45;43,91;64,91;32,81;43,31;21,00;64,31;21,00;42,00;32,00;32,00;32,00;0,00;11,00;21,00;0,00;11,00;21,00;0,00;11,00;11,00;11,00;0,00;32,00;21,00;11,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;22,00;44,00;66,00;44,00;11,00;22,00;45,29;11,65;67,29;11,00;22,00;33,00;0,00;34,00;0,00;0,00;22,00;22,00;11,00;11,00;22,00;22,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;12,00;74,00;12,00;24,00;24,00;48,00;24,00;24,00;12,00;23,00;12,00;23,00;0,00;12,00;23,00;35,00;0,00;0,00;23,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;33,00;11,00;0,00;11,00;33,00;0,00;21,58;0,00;0,00;0,00;11,00;0,00;11,00;0,00;0,00;33,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;51,00;9,44;0,00;20,78;9,44;10,20;10,20;0,00;0,00;0,00;0,00;0,00;10,00;21,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;10,00;10,00;0,00;0,00;0,00;0,00;10,00;20,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;11,00;0,00;0,00;0,00;11,00;11,00;11,00;23,38;0,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00
2019-05-19;21,00;0,00;32,45;32,45;0,00;21,00;10,50;21,00;10,50;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;10,00;21,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;21,00;0,00;11,45;21,00;0,00;10,50;0,00;21,00;0,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;10,00;10,00;20,00;10,00;32,00;0,00;0,00;18,75;0,00;0,00;0,00;10,00;10,00;0,00;19,00;10,00;19,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;10,00;22,00;22,00;0,00;0,00;10,00;20,00;10,00;10,00;10,00;0,00;0,00;10,00;20,00;0,00;10,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;20,00;10,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;31,00;20,06;31,00;20,06;0,00;10,33;0,00;0,00;0,00;0,00;0,00;10,00;0,00;21,00;10,00;10,00;21,00;10,00;10,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00
2019-06-23;44,00;0,00;11,00;11,00;33,00;11,31;11,31;0,00;0,00;0,00;11,00;0,00;33,00;0,00;0,00;22,00;33,00;22,00;0,00;22,00;11,00;0,00;11,00;0,00;0,00;22,00;11,00;11,00;22,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;11,00;0,00;44,00;11,00;0,00;22,00;11,00;11,00;0,00;0,00;11,00;0,00;22,00;0,00;34,00;45,00;11,00;0,00;0,00;56,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;33,00;0,00;22,00;0,00;42,17;21,58;0,00;33,00;11,42;11,00;11,00;0,00;44,00;11,00;0,00;0,00;11,00;11,00;0,00;11,00;0,00;0,00;0,00;33,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;70,00;11,35;11,35;11,35;35,95;11,67;46,67;35,00;0,00;23,00;0,00;12,00;12,00;12,00;0,00;0,00;58,00;23,00;0,00;23,00;23,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;36,00;36,00;11,37;36,00;24,63;36,00;24,43;11,57;11,57;0,00;0,00;12,00;24,00;12,00;12,00;12,00;36,00;12,00;0,00;12,00;24,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;12,00;24,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00
2019-07-28;69,00;22,38;11,19;22,38;22,38;11,50;11,50;69,00;0,00;23,00;0,00;11,00;23,00;12,00;23,00;12,00;35,00;23,00;12,00;12,00;23,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;69,00;44,76;33,57;33,57;22,38;57,50;23,00;11,50;11,50;0,00;11,00;0,00;11,00;11,00;0,00;23,00;0,00;23,00;11,00;46,00;0,00;0,00;11,00;57,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;33,00;0,00;0,00;0,00;11,00;44,42;21,58;21,58;11,42;11,00;11,00;11,00;33,00;11,00;11,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;33,00;0,00;0,00;11,00;11,00;0,00;11,00;22,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;56,00;22,40;22,40;11,20;11,20;0,00;11,45;33,09;11,45;0,00;11,00;0,00;22,00;11,00;11,00;22,00;34,00;0,00;0,00;34,00;0,00;0,00;0,00;22,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;22,00;0,00;22,00;0,00;86,17;33,65;11,65;22,00;22,00;11,00;0,00;11,00;11,00;22,00;11,00;0,00;11,00;22,00;11,00;11,00;22,00;0,00;11,00;11,00;0,00;11,00;44,00;22,00;0,00;11,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
