Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;38,00;0,00;13,00;2,00;2,00
2019-01-13;22,00;9,00;15,00;0,00;2,00
2019-01-20;9,00;0,00;9,00;0,00;6,00
2019-01-27;13,00;0,00;22,00;0,00;2,00
2019-02-03;18,00;2,00;13,00;0,00;0,00
2019-02-10;25,00;0,00;11,00;0,00;13,00
2019-02-17;22,00;7,00;18,00;2,00;13,00
2019-02-24;23,00;9,00;23,00;5,00;9,00
2019-03-03;7,00;4,00;40,00;4,00;7,00
2019-03-10;18,00;2,00;22,00;0,00;2,00
2019-03-17;37,00;0,00;28,00;2,00;0,00
2019-03-24;11,00;7,00;11,00;0,00;5,00
2019-03-31;9,00;0,00;18,00;2,00;0,00
2019-04-07;25,00;2,00;14,00;2,00;5,00
2019-04-14;7,00;0,00;30,00;2,00;5,00
2019-04-21;19,00;2,00;17,00;0,00;7,00
2019-04-28;16,00;0,00;24,00;0,00;7,00
2019-05-05;24,00;7,00;11,00;4,00;7,00
2019-05-12;16,00;0,00;9,00;2,00;5,00
2019-05-19;31,00;4,00;20,00;0,00;2,00
2019-05-26;25,00;7,00;18,00;2,00;7,00
2019-06-02;9,00;9,00;7,00;2,00;2,00
2019-06-09;23,00;0,00;35,00;0,00;5,00
2019-06-16;23,00;7,00;16,00;0,00;5,00
2019-06-23;14,00;7,00;7,00;5,00;0,00
2019-06-30;18,00;9,00;16,00;2,00;21,00
2019-07-07;20,00;2,00;20,00;2,00;0,00
2019-07-14;14,00;5,00;19,00;5,00;0,00
2019-07-21;30,00;10,00;27,00;0,00;7,00
2019-07-28;19,00;2,00;21,00;0,00;7,00
2019-08-04;27,00;2,00;17,00;0,00;2,00
2019-08-11;16,00;0,00;23,00;2,00;2,00
2019-08-18;19,00;0,00;30,00;2,00;5,00
2019-08-25;23,00;2,00;18,00;5,00;5,00
2019-09-01;13,00;0,00;27,00;7,00;2,00
2019-09-08;20,00;2,00;22,00;4,00;0,00
